"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P05","Tiene Decidido que va a ir a votar.",0.736,0.868,0.931,0.94,0.79,0.888
"P05","Tiene dudas sobre si va a ir a  votar",0.183,0.121,0.067,0.02,0.181,0.056
"P05","Tiene Decidido que no va a ir a votar",0.081,0.011,0.002,0.04,0.029,0.056
"P06","Mucho",0.576,0.548,0.46,0.611,0.485,0.506
"P06","Bastante",0.261,0.313,0.343,0.323,0.319,0.353
"P06","Poco",0.059,0.111,0.134,0.058,0.144,0.141
"P06","Nada",0.104,0.026,0.045,0.008,0.052,0
"P06","No sabe",0,0.002,0.018,0,0,0
"P07","Siempre",0.45,0.299,0.198,0.178,0.307,0.151
"P07","Casi siempre",0.256,0.393,0.378,0.354,0.281,0.468
"P07","Casi nunca",0.247,0.202,0.304,0.364,0.322,0.053
"P07","Nunca, pero esta es una excepción",0.047,0.106,0.12,0.104,0.09,0.328
"P11","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Pablo Todero a Diputado Nacional por Unión por la Patria",0.4,0.486,0.38,0.333,0.276,0.453
"P11","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.147,0.273,0.193,0.26,0.109,0.175
"P11","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza y Nadia Marquez a Diputada Nacional por Arriba Neuquén",0.23,0.158,0.325,0.244,0.309,0.228
"P11","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.042,0.013,0.013,0,0.003,0
"P11","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.025,0.021,0.037,0.121,0.169,0.088
"P11","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0,0.031,0.024,0.014,0.043,0
"P11","En blanco",0.014,0,0.006,0,0.053,0
"P11","No sabe",0.142,0.018,0.022,0.028,0.038,0.056
"P14","Totalmente seguro.",0.787,0.746,0.721,0.762,0.825,0.751
"P14","Bastante seguro",0.067,0.158,0.104,0.074,0.08,0.196
"P14","Algo seguro",0.109,0.061,0.12,0.099,0.035,0.053
"P14","Para nada seguro",0.037,0.035,0.055,0.065,0.06,0
"P18","Si",0.617,0.67,0.448,0.383,0.334,0.353
"P18","No",0.383,0.33,0.552,0.617,0.666,0.647
"P19","Pablo Todero a Diputado Nacional por Unión por la Patria",0.363,0.133,0.168,0.06,0.034,0.117
"P19","Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.096,0.134,0.175,0.136,0.205,0.234
"P19","Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.206,0.131,0.198,0.208,0.187,0.093
"P19","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.245,0.416,0.147,0.173,0.216,0
"P19","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.022,0.02,0.097,0.275,0.144,0.313
"P19","En blanco",0.03,0.105,0.035,0.083,0.188,0.05
"P19","No sabe",0.038,0.061,0.18,0.065,0.026,0.193
"P22","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.471,0.287,0.461,0.415,0.375,0.284
"P22","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.165,0.226,0.219,0.181,0.111,0.231
"P22","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.235,0.363,0.225,0.25,0.276,0.125
"P22","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.029,0.078,0.017,0.073,0.073,0.05
"P22","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.005,0.007,0.053,0.039,0.099,0.254
"P22","No sabe",0.095,0.039,0.025,0.042,0.066,0.056
"P23","No estaba enterado del tema",0.29,0.203,0.131,0.111,0.051,0.055
"P23","Un tema de la vida privada de él",0.237,0.202,0.154,0.123,0.297,0.291
"P23","Un hecho vergonzoso de exclusiva responsabilidad de él",0.278,0.385,0.361,0.356,0.143,0.168
"P23","Un hecho vergonzoso del cual también es responsable el gobernador Kicillof",0.048,0.061,0.073,0.197,0.115,0.188
"P23","Un hecho vergonzoso que muestran como son los dirigentes que apoyan a Sergio Massa",0.116,0.142,0.271,0.191,0.347,0.168
"P23","No sabe",0.031,0.007,0.01,0.022,0.047,0.13
"P24","Ha aumentado significativamente",0.281,0.11,0.124,0.142,0.17,0.014
"P24","Ha aumentado ligeramente",0.301,0.306,0.179,0.146,0.133,0.348
"P24","Se mantiene igual",0.213,0.294,0.33,0.342,0.193,0.423
"P24","Ha disminuido ligeramente",0.119,0.139,0.134,0.205,0.244,0.071
"P24","Ha disminuido significativamente",0.086,0.151,0.233,0.165,0.26,0.144
"P25","No, ninguna dificultad",0.502,0.464,0.362,0.364,0.322,0.549
"P25","Alguna dificultad ocasional",0.241,0.374,0.373,0.29,0.237,0.183
"P25","Sí, dificultades frecuentes",0.257,0.162,0.265,0.346,0.441,0.268
"P26","Sí, absolutamente",0.588,0.483,0.526,0.49,0.566,0.469
"P26","Sí, en cierta medida",0.315,0.304,0.26,0.292,0.165,0.219
"P26","No, en absoluto",0.097,0.213,0.214,0.218,0.269,0.312
"P27","Reducir la inflación",0.54,0.53,0.46,0.429,0.436,0.201
