"var","categoria","Si","No"
"P05","Tiene Decidido que va a ir a votar.",0.895,0.817
"P05","Tiene dudas sobre si va a ir a  votar",0.073,0.154
"P05","Tiene Decidido que no va a ir a votar",0.032,0.029
"P06","Mucho",0.532,0.474
"P06","Bastante",0.282,0.317
"P06","Poco",0.107,0.136
"P06","Nada",0.054,0.052
"P06","No sabe",0.025,0.021
"P07","Siempre",0.254,0.239
"P07","Casi siempre",0.337,0.321
"P07","Casi nunca",0.285,0.284
"P07","Nunca, pero esta es una excepción",0.124,0.156
"P11","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Pablo Todero a Diputado Nacional por Unión por la Patria",0.404,0.344
"P11","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.136,0.191
"P11","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza y Nadia Marquez a Diputada Nacional por Arriba Neuquén",0.3,0.306
"P11","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0,0.015
"P11","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.072,0.092
"P11","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.021,0.015
"P11","En blanco",0.027,0.005
"P11","No sabe",0.04,0.032
"P14","Totalmente seguro.",0.76,0.707
"P14","Bastante seguro",0.11,0.1
"P14","Algo seguro",0.07,0.108
"P14","Para nada seguro",0.06,0.085
"P18","Si",1,0.207
"P18","No",0,0.793
"P19","Pablo Todero a Diputado Nacional por Unión por la Patria",0.086,0.406
"P19","Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.099,0.242
"P19","Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.146,0.214
"P19","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.336,0
"P19","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.118,0.054
"P19","En blanco",0.096,0.019
"P19","No sabe",0.119,0.065
"P22","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.465,0.397
"P22","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.131,0.203
"P22","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.227,0.236
"P22","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.079,0.045
"P22","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.045,0.045
"P22","No sabe",0.053,0.074
"P23","No estaba enterado del tema",0.21,0.163
"P23","Un tema de la vida privada de él",0.131,0.2
"P23","Un hecho vergonzoso de exclusiva responsabilidad de él",0.35,0.292
"P23","Un hecho vergonzoso del cual también es responsable el gobernador Kicillof",0.111,0.084
"P23","Un hecho vergonzoso que muestran como son los dirigentes que apoyan a Sergio Massa",0.184,0.22
"P23","No sabe",0.014,0.041
"P24","Ha aumentado significativamente",0.196,0.112
"P24","Ha aumentado ligeramente",0.21,0.213
"P24","Se mantiene igual",0.264,0.305
"P24","Ha disminuido ligeramente",0.122,0.173
"P24","Ha disminuido significativamente",0.208,0.197
"P25","No, ninguna dificultad",0.441,0.371
"P25","Alguna dificultad ocasional",0.293,0.327
"P25","Sí, dificultades frecuentes",0.266,0.302
"P26","Sí, absolutamente",0.527,0.527
"P26","Sí, en cierta medida",0.255,0.286
"P26","No, en absoluto",0.218,0.187
"P27","Reducir la inflación",0.501,0.451
"P27","Implementar reformas fiscales",0.107,0.114
"P27","Establecer políticas de control de precios",0.14,0.142
"P27","Reducir el gasto público",0.222,0.226
"P27","Estimular la inversión extranjera",0.027,0.054
"P27","Aumentar los subsidios a los servicios públicos",0.003,0.013
"P28","Muy positiva",0.254,0.267
"P28","Positiva",0.243,0.217
"P28","Neutral",0.341,0.236
"P28","Algo negativa",0.073,0.06
"P28","Negativa",0.034,0.126
"P28","No sabe",0.055,0.094
"P29","Muy positiva",0.394,0.379
"P29","Positiva",0.266,0.199
"P29","Neutral",0.188,0.201
"P29","Algo negativa",0.035,0.076
"P29","Negativa",0.09,0.12
"P29","No sabe",0.027,0.025
"P30","Muy positiva",0.304,0.27
"P30","Positiva",0.208,0.238
"P30","Neutral",0.253,0.215
"P30","Algo negativa",0.069,0.093
"P30","Negativa",0.11,0.127
"P30","No sabe",0.056,0.057
"P31","Muy positiva",0.585,0.466
"P31","Positiva",0.159,0.171
"P31","Neutral",0.11,0.149
"P31","Algo negativa",0.076,0.099
"P31","Negativa",0.066,0.093
"P31","No sabe",0.004,0.022
"P32","Muy positiva",0.522,0.436
"P32","Positiva",0.197,0.206
"P32","Neutral",0.134,0.151
"P32","Algo negativa",0.067,0.068
"P32","Negativa",0.049,0.081
"P32","No sabe",0.031,0.058
"P33","Muy buena",0.219,0.167
"P33","Buena",0.318,0.208
"P33","Ni buena ni mala",0.319,0.401
"P33","Mala",0.046,0.132
"P33","Muy mala",0.072,0.074
"P33","No sabe",0.026,0.018
"P34","Muy buena",0.095,0.138
"P34","Buena",0.206,0.247
"P34","Ni buena ni mala",0.41,0.265
"P34","Mala",0.132,0.183
"P34","Muy mala",0.136,0.156
"P34","No sabe",0.021,0.011
"P35","Muy buena",0.064,0.08
"P35","Buena",0.175,0.107
"P35","Ni buena ni mala",0.319,0.274
"P35","Mala",0.215,0.287
"P35","Muy mala",0.204,0.247
"P35","No sabe",0.023,0.005
"P36","Muy buena",0.133,0.094
"P36","Buena",0.274,0.137
"P36","Ni buena ni mala",0.287,0.353
"P36","Mala",0.157,0.198
"P36","Muy mala",0.135,0.185
"P36","No sabe",0.014,0.033
"P37","Muy buena",0.08,0.034
"P37","Buena",0.072,0.072
"P37","Ni buena ni mala",0.36,0.297
"P37","Mala",0.247,0.254
"P37","Muy mala",0.227,0.284
"P37","No sabe",0.014,0.059
"P38","Muy buena",0.043,0.085
"P38","Buena",0.038,0.08
"P38","Ni buena ni mala",0.416,0.319
"P38","Mala",0.252,0.19
"P38","Muy mala",0.226,0.251
"P38","No sabe",0.025,0.075
"P39","Si",0.35,0.332
"P39","No",0.65,0.668
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.404,0.345
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.136,0.201
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.3,0.306
"PRESIDENTE","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.072,0.092
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.021,0.016
"PRESIDENTE","En blanco",0.027,0.007
"PRESIDENTE","No sabe",0.04,0.033
"DIPUTADOS","Pablo Todero a Diputado Nacional por Unión por la Patria",0.105,0.343
"DIPUTADOS","Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.095,0.189
"DIPUTADOS","Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.149,0.307
"DIPUTADOS","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.341,0.015
"DIPUTADOS","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.103,0.094
"DIPUTADOS","En blanco",0.089,0.02
"DIPUTADOS","No sabe",0.118,0.032
