"var","categoria","Muy positiva","Positiva","Neutral","Algo negativa","Negativa","No sabe"
"P05","Tiene Decidido que va a ir a votar.",0.895,0.861,0.891,0.818,0.793,0.817
"P05","Tiene dudas sobre si va a ir a  votar",0.078,0.124,0.078,0.182,0.169,0.159
"P05","Tiene Decidido que no va a ir a votar",0.027,0.015,0.031,0,0.038,0.024
"P06","Mucho",0.603,0.596,0.369,0.516,0.407,0.617
"P06","Bastante",0.222,0.243,0.498,0.361,0.378,0.261
"P06","Poco",0.1,0.142,0.099,0.104,0.082,0.057
"P06","Nada",0.06,0.019,0.034,0.019,0.076,0.036
"P06","No sabe",0.015,0,0,0,0.057,0.029
"P07","Siempre",0.316,0.265,0.124,0.215,0.362,0.334
"P07","Casi siempre",0.317,0.389,0.35,0.269,0.268,0.391
"P07","Casi nunca",0.278,0.241,0.423,0.324,0.201,0.075
"P07","Nunca, pero esta es una excepción",0.089,0.105,0.103,0.192,0.169,0.2
"P11","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Pablo Todero a Diputado Nacional por Unión por la Patria",0.622,0.462,0.194,0.1,0.158,0.188
"P11","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.07,0.174,0.26,0.236,0.367,0.237
"P11","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza y Nadia Marquez a Diputada Nacional por Arriba Neuquén",0.17,0.216,0.389,0.429,0.416,0.296
"P11","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.012,0.013,0.005,0.025,0,0.052
"P11","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.038,0.067,0.119,0.12,0.003,0.066
"P11","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.03,0.008,0.018,0.043,0.03,0.015
"P11","En blanco",0,0.037,0,0,0.012,0.029
"P11","No sabe",0.058,0.023,0.015,0.047,0.014,0.117
"P14","Totalmente seguro.",0.8,0.7,0.751,0.756,0.896,0.567
"P14","Bastante seguro",0.084,0.127,0.058,0.1,0.09,0.169
"P14","Algo seguro",0.055,0.118,0.161,0.043,0.003,0.091
"P14","Para nada seguro",0.061,0.055,0.03,0.101,0.011,0.173
"P18","Si",0.473,0.395,0.515,0.505,0.445,0.64
"P18","No",0.527,0.605,0.485,0.495,0.555,0.36
"P19","Pablo Todero a Diputado Nacional por Unión por la Patria",0.297,0.245,0.032,0.091,0.165,0.04
"P19","Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.159,0.081,0.187,0.134,0.224,0.229
"P19","Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.171,0.094,0.241,0.254,0.104,0.173
"P19","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.209,0.315,0.233,0.252,0.16,0.021
"P19","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.063,0.134,0.184,0.117,0.029,0.063
"P19","En blanco",0.024,0.048,0.068,0.063,0.237,0.065
"P19","No sabe",0.077,0.083,0.055,0.089,0.081,0.409
"P22","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.27,0.278,0.512,0.58,0.627,0.523
"P22","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.2,0.209,0.144,0.207,0.193,0.113
"P22","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.348,0.343,0.182,0.091,0.12,0.18
"P22","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.051,0.063,0.064,0.017,0,0.047
"P22","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.074,0.07,0.043,0.018,0,0.044
"P22","No sabe",0.057,0.037,0.055,0.087,0.06,0.093
"P23","No estaba enterado del tema",0.269,0.07,0.114,0.142,0.105,0.17
"P23","Un tema de la vida privada de él",0.253,0.286,0.08,0.085,0.186,0.03
"P23","Un hecho vergonzoso de exclusiva responsabilidad de él",0.378,0.404,0.283,0.237,0.037,0.265
"P23","Un hecho vergonzoso del cual también es responsable el gobernador Kicillof",0.02,0.086,0.138,0.116,0.231,0.049
"P23","Un hecho vergonzoso que muestran como son los dirigentes que apoyan a Sergio Massa",0.053,0.133,0.369,0.403,0.373,0.424
"P23","No sabe",0.027,0.021,0.016,0.017,0.068,0.062
"P24","Ha aumentado significativamente",0.283,0.18,0.087,0.013,0.07,0.021
"P24","Ha aumentado ligeramente",0.246,0.299,0.163,0.08,0.133,0.12
"P24","Se mantiene igual",0.282,0.279,0.377,0.152,0.224,0.285
"P24","Ha disminuido ligeramente",0.09,0.131,0.162,0.41,0.217,0.166
"P24","Ha disminuido significativamente",0.099,0.111,0.211,0.345,0.356,0.408
"P25","No, ninguna dificultad",0.587,0.406,0.229,0.332,0.381,0.342
"P25","Alguna dificultad ocasional",0.247,0.423,0.343,0.304,0.162,0.187
"P25","Sí, dificultades frecuentes",0.166,0.171,0.428,0.364,0.457,0.471
"P26","Sí, absolutamente",0.812,0.607,0.362,0.318,0.207,0.374
"P26","Sí, en cierta medida",0.135,0.31,0.353,0.418,0.258,0.218
"P26","No, en absoluto",0.053,0.083,0.285,0.264,0.535,0.408
"P27","Reducir la inflación",0.498,0.531,0.451,0.503,0.335,0.417
"P27","Implementar reformas fiscales",0.129,0.149,0.114,0.072,0.055,0.023
"P27","Establecer políticas de control de precios",0.268,0.173,0.078,0.022,0.017,0.183
"P27","Reducir el gasto público",0.063,0.127,0.281,0.384,0.498,0.377
"P27","Estimular la inversión extranjera",0.027,0.01,0.069,0.019,0.095,0
"P27","Aumentar los subsidios a los servicios públicos",0.015,0.01,0.007,0,0,0
"P28","Muy positiva",0.619,0.217,0.101,0.15,0.049,0.102
"P28","Positiva",0.183,0.49,0.142,0.101,0.082,0.046
"P28","Neutral",0.069,0.24,0.584,0.313,0.273,0.057
"P28","Algo negativa",0.029,0.006,0.064,0.217,0.127,0.16
"P28","Negativa",0.013,0.025,0.027,0.149,0.434,0.083
"P28","No sabe",0.087,0.022,0.082,0.07,0.035,0.552
"P29","Muy positiva",0.867,0.377,0.154,0.141,0.046,0.213
"P29","Positiva",0.081,0.5,0.181,0.191,0.025,0.176
"P29","Neutral",0.026,0.066,0.511,0.262,0.253,0.146
"P29","Algo negativa",0,0.024,0.066,0.327,0.109,0.046
"P29","Negativa",0.018,0.021,0.067,0.062,0.567,0.114
"P29","No sabe",0.008,0.012,0.021,0.017,0,0.305
"P31","Muy positiva",0.9,0.512,0.254,0.391,0.185,0.319
"P31","Positiva",0.069,0.3,0.205,0.092,0.094,0.185
"P31","Neutral",0.018,0.059,0.455,0.053,0.041,0.061
"P31","Algo negativa",0.013,0.102,0.078,0.365,0.113,0.073
"P31","Negativa",0,0.013,0.008,0.075,0.567,0.12
"P31","No sabe",0,0.014,0,0.024,0,0.242
"P32","Muy positiva",0.746,0.459,0.346,0.349,0.258,0.219
"P32","Positiva",0.169,0.335,0.166,0.124,0.123,0.204
"P32","Neutral",0.061,0.092,0.274,0.198,0.159,0.131
"P32","Algo negativa",0,0.055,0.152,0.154,0.051,0.015
"P32","Negativa",0,0.026,0.026,0.069,0.349,0.188
"P32","No sabe",0.024,0.033,0.036,0.106,0.06,0.243
"P33","Muy buena",0.296,0.192,0.097,0.207,0.113,0.08
"P33","Buena",0.293,0.307,0.201,0.213,0.115,0.183
"P33","Ni buena ni mala",0.262,0.39,0.511,0.334,0.392,0.363
"P33","Mala",0.095,0.039,0.141,0.234,0.102,0.1
"P33","Muy mala",0.049,0.035,0.044,0.012,0.253,0.17
"P33","No sabe",0.005,0.037,0.006,0,0.025,0.104
"P34","Muy buena",0.276,0.087,0.018,0.04,0.077,0.193
"P34","Buena",0.338,0.282,0.11,0.296,0.111,0.258
"P34","Ni buena ni mala",0.267,0.351,0.406,0.353,0.155,0.221
"P34","Mala",0.073,0.156,0.24,0.28,0.193,0.164
"P34","Muy mala",0.045,0.107,0.209,0.013,0.449,0.119
"P34","No sabe",0.001,0.017,0.017,0.018,0.015,0.045
"P35","Muy buena",0.13,0.02,0.02,0.06,0.134,0.175
"P35","Buena",0.197,0.176,0.081,0.144,0.003,0.11
"P35","Ni buena ni mala",0.291,0.321,0.326,0.153,0.214,0.303
"P35","Mala",0.175,0.267,0.356,0.397,0.199,0.223
"P35","Muy mala",0.195,0.204,0.215,0.246,0.439,0.137
"P35","No sabe",0.012,0.012,0.002,0,0.011,0.052
"P36","Muy buena",0.206,0.077,0.076,0.059,0.082,0.049
"P36","Buena",0.16,0.2,0.164,0.254,0.16,0.195
"P36","Ni buena ni mala",0.316,0.362,0.348,0.27,0.305,0.363
"P36","Mala",0.151,0.149,0.271,0.211,0.138,0.169
"P36","Muy mala",0.137,0.189,0.139,0.182,0.301,0.065
"P36","No sabe",0.03,0.023,0.002,0.024,0.014,0.159
"P37","Muy buena",0.127,0.013,0.045,0.02,0,0
"P37","Buena",0.128,0.103,0.035,0.051,0.005,0
"P37","Ni buena ni mala",0.28,0.462,0.304,0.186,0.25,0.29
"P37","Mala",0.226,0.26,0.322,0.354,0.14,0.132
"P37","Muy mala",0.185,0.131,0.283,0.341,0.578,0.359
"P37","No sabe",0.054,0.031,0.011,0.048,0.027,0.219
"P38","Muy buena",0.156,0.07,0.007,0.099,0.025,0
"P38","Buena",0.093,0.136,0.024,0.024,0.003,0.008
"P38","Ni buena ni mala",0.36,0.415,0.351,0.321,0.268,0.281
"P38","Mala",0.164,0.22,0.321,0.176,0.11,0.174
"P38","Muy mala",0.132,0.132,0.26,0.322,0.573,0.347
"P38","No sabe",0.095,0.027,0.037,0.058,0.021,0.19
"P39","Si",0.323,0.344,0.265,0.56,0.31,0.525
"P39","No",0.677,0.656,0.735,0.44,0.69,0.475
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.629,0.462,0.196,0.1,0.158,0.188
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.073,0.177,0.26,0.235,0.367,0.237
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.17,0.216,0.391,0.429,0.416,0.348
"PRESIDENTE","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.038,0.067,0.119,0.12,0.003,0.066
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.03,0.008,0.019,0.043,0.03,0.015
"PRESIDENTE","En blanco",0.001,0.044,0,0.011,0.012,0.029
"PRESIDENTE","No sabe",0.059,0.026,0.015,0.062,0.014,0.117
"DIPUTADOS","Pablo Todero a Diputado Nacional por Unión por la Patria",0.479,0.379,0.093,0.083,0.127,0.138
"DIPUTADOS","Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.12,0.169,0.206,0.141,0.325,0.186
"DIPUTADOS","Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.153,0.124,0.333,0.324,0.28,0.312
"DIPUTADOS","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.096,0.153,0.139,0.139,0.078,0.067
"DIPUTADOS","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.06,0.103,0.156,0.152,0.021,0.045
"DIPUTADOS","En blanco",0.031,0.028,0.036,0.088,0.131,0.058
"DIPUTADOS","No sabe",0.061,0.044,0.037,0.073,0.038,0.194
"CORTA_DIPUTADOS","Si",0.344,0.288,0.354,0.256,0.288,0.313
"CORTA_DIPUTADOS","No",0.656,0.712,0.646,0.744,0.712,0.687
