"var","categoria","Muy positiva","Positiva","Neutral","Algo negativa","Negativa","No sabe"
"P05","Tiene Decidido que va a ir a votar.",0.857,0.786,0.87,0.806,0.746,0.97
"P05","Tiene dudas sobre si va a ir a  votar",0.105,0.18,0.121,0.129,0.175,0.03
"P05","Tiene Decidido que no va a ir a votar",0.038,0.034,0.009,0.065,0.079,0
"P06","Mucho",0.591,0.554,0.382,0.367,0.343,0.627
"P06","Bastante",0.247,0.288,0.466,0.357,0.297,0.237
"P06","Poco",0.095,0.105,0.12,0.186,0.159,0.052
"P06","Nada",0.066,0.053,0.032,0.063,0.117,0.064
"P06","No sabe",0.001,0,0,0.027,0.084,0.02
"P07","Siempre",0.315,0.261,0.181,0.207,0.297,0.198
"P07","Casi siempre",0.362,0.382,0.334,0.3,0.154,0.348
"P07","Casi nunca",0.212,0.297,0.364,0.352,0.201,0.245
"P07","Nunca, pero esta es una excepción",0.111,0.06,0.121,0.141,0.348,0.209
"P11","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Pablo Todero a Diputado Nacional por Unión por la Patria",0.543,0.382,0.254,0.179,0.159,0.316
"P11","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.095,0.155,0.263,0.294,0.27,0.182
"P11","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza y Nadia Marquez a Diputada Nacional por Arriba Neuquén",0.192,0.266,0.374,0.394,0.455,0.321
"P11","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.016,0.011,0.001,0.01,0,0.045
"P11","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.044,0.113,0.074,0.067,0.078,0.07
"P11","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.038,0.028,0.003,0.013,0.013,0.009
"P11","En blanco",0,0.029,0.007,0,0.017,0.006
"P11","No sabe",0.072,0.016,0.024,0.043,0.008,0.051
"P14","Totalmente seguro.",0.836,0.69,0.707,0.652,0.857,0.675
"P14","Bastante seguro",0.054,0.162,0.099,0.142,0.027,0.169
"P14","Algo seguro",0.054,0.085,0.131,0.139,0.011,0.076
"P14","Para nada seguro",0.056,0.063,0.063,0.067,0.105,0.08
"P18","Si",0.433,0.447,0.514,0.524,0.254,0.556
"P18","No",0.567,0.553,0.486,0.476,0.746,0.444
"P19","Pablo Todero a Diputado Nacional por Unión por la Patria",0.288,0.179,0.07,0.11,0.174,0.13
"P19","Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.136,0.105,0.212,0.096,0.271,0.198
"P19","Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.202,0.209,0.098,0.251,0.129,0.174
"P19","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.213,0.215,0.356,0.079,0.028,0.056
"P19","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.081,0.127,0.084,0.165,0.061,0.199
"P19","En blanco",0.036,0.023,0.093,0.083,0.26,0.064
"P19","No sabe",0.044,0.142,0.087,0.216,0.077,0.179
"P22","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.316,0.281,0.492,0.538,0.577,0.439
"P22","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.163,0.231,0.138,0.153,0.183,0.292
"P22","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.318,0.317,0.25,0.146,0.076,0.153
"P22","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.052,0.053,0.06,0.019,0.08,0.04
"P22","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.062,0.104,0.013,0.022,0.017,0.046
"P22","No sabe",0.089,0.014,0.047,0.122,0.067,0.03
"P23","No estaba enterado del tema",0.266,0.1,0.116,0.138,0.117,0.136
"P23","Un tema de la vida privada de él",0.231,0.237,0.094,0.18,0.322,0.099
"P23","Un hecho vergonzoso de exclusiva responsabilidad de él",0.36,0.405,0.339,0.108,0.045,0.294
"P23","Un hecho vergonzoso del cual también es responsable el gobernador Kicillof",0.035,0.121,0.105,0.271,0.086,0.052
"P23","Un hecho vergonzoso que muestran como son los dirigentes que apoyan a Sergio Massa",0.094,0.125,0.335,0.303,0.351,0.297
"P23","No sabe",0.014,0.012,0.011,0,0.079,0.122
"P24","Ha aumentado significativamente",0.28,0.049,0.177,0.093,0.082,0.015
"P24","Ha aumentado ligeramente",0.202,0.327,0.158,0.154,0.071,0.19
"P24","Se mantiene igual",0.267,0.378,0.287,0.284,0.129,0.273
"P24","Ha disminuido ligeramente",0.148,0.093,0.145,0.21,0.21,0.289
"P24","Ha disminuido significativamente",0.103,0.153,0.233,0.259,0.508,0.233
"P25","No, ninguna dificultad",0.616,0.282,0.36,0.272,0.345,0.307
"P25","Alguna dificultad ocasional",0.154,0.489,0.322,0.323,0.092,0.34
"P25","Sí, dificultades frecuentes",0.23,0.229,0.318,0.405,0.563,0.353
"P26","Sí, absolutamente",0.746,0.496,0.417,0.234,0.366,0.576
"P26","Sí, en cierta medida",0.138,0.391,0.287,0.423,0.325,0.21
"P26","No, en absoluto",0.116,0.113,0.296,0.343,0.309,0.214
"P27","Reducir la inflación",0.635,0.392,0.47,0.409,0.308,0.343
"P27","Implementar reformas fiscales",0.103,0.296,0.038,0.037,0.058,0.039
