"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P07","Inflación",0.334,0.408,0.408,0.289
"P07","Inseguridad",0.181,0.079,0.086,0.071
"P07","Pandemia",0.142,0.149,0.035,0.023
"P07","Educación",0.094,0.071,0.06,0.057
"P07","Transporte público",0.023,0.008,0,0
"P07","Desempleo",0.172,0.073,0.167,0.31
"P07","Corrupción",0.022,0.1,0.231,0.092
"P07","Vivienda",0.009,0.045,0.006,0.037
"P07","Otros",0.023,0.035,0.007,0.032
"P07","No sabe",0,0.032,0,0.089
"P08","Gerardo Zamora",0.694,0.574,0.255,0.562
"P08","Pablo Mirolo",0.154,0.005,0.098,0
"P08","Rodrigo Posse",0.006,0.118,0.019,0
"P08","Natalia Neme",0.023,0.059,0.108,0.007
"P08","Emilio Rached",0.037,0.073,0.105,0.015
"P08","Marcelo Lugones",0.019,0.021,0.128,0.014
"P08","No sabe",0.067,0.15,0.287,0.402
"P09","Gerardo Zamora",0.514,0.456,0.196,0.406
"P09","Pablo Mirolo",0.268,0.084,0.107,0.059
"P09","Rodrigo Posse",0.044,0.044,0.127,0.004
"P09","Natalia Neme",0.035,0.125,0.104,0.023
"P09","Emilio Rached",0.02,0.104,0.118,0.018
"P09","Marcelo Lugones",0.033,0.038,0.064,0.003
"P09","No sabe",0.086,0.149,0.284,0.487
"P10","A los candidatos del Frente Cívico por Santiago",0.647,0.511,0.221,0.406
"P10","A los candidatos del Frente de Todos",0.067,0.109,0.024,0.025
"P10","A los candidatos de Cambiemos",0.108,0.201,0.349,0.064
"P10","A otros candidatos",0.078,0.073,0.243,0.045
"P10","No sabe",0.1,0.106,0.163,0.46
"P11","Positiva",0.515,0.26,0.105,0.284
"P11","Negativa",0.422,0.613,0.864,0.648
"P11","No sabe",0.063,0.127,0.031,0.068
"P12","Positiva",0.592,0.498,0.302,0.486
"P12","Negativa",0.338,0.428,0.603,0.411
"P12","No sabe",0.07,0.074,0.095,0.103
"P13","Positiva",0.65,0.456,0.428,0.488
"P13","Negativa",0.326,0.472,0.484,0.314
"P13","No sabe",0.024,0.072,0.088,0.198
"P14","Positiva",0.924,0.633,0.19,0.117
"P14","Negativa",0.076,0.307,0.81,0.543
"P14","No sabe",0,0.06,0,0.34
"P15","Positiva",0.69,0.43,0.193,0.531
"P15","Negativa",0.306,0.522,0.793,0.342
"P15","No sabe",0.004,0.048,0.014,0.127
"P16","Positiva",0.715,0.635,0.276,0.581
"P16","Negativa",0.242,0.33,0.634,0.242
"P16","No sabe",0.043,0.035,0.09,0.177
"P17","Positiva",0.932,0.406,0.053,0.117
"P17","Negativa",0.068,0.479,0.947,0.624
"P17","No sabe",0,0.115,0,0.259
"P19","Positiva",0.158,0.241,0.24,0.183
"P19","Neutra",0.279,0.307,0.268,0.203
"P19","Negativa",0.559,0.438,0.492,0.501
"P19","No sabe",0.004,0.014,0,0.113
"P20","Positiva",0.596,0.454,0.179,0.476
