"var","categoria","Seguro lo votaria","Quizás lo votaría","Nunca lo votaría"
"P07","Muy buena",0.018,0.003,0.032
"P07","Buena",0.014,0.02,0.21
"P07","Ni buena ni mala",0.11,0.177,0.146
"P07","Mala",0.067,0.214,0.177
"P07","Muy mala",0.65,0.576,0.435
"P07","No sabe",0.141,0.01,0
"P08","Muy buena",0.103,0.114,0.106
"P08","Buena",0.358,0.167,0.215
"P08","Ni buena ni mala",0.412,0.347,0.581
"P08","Mala",0.009,0.053,0.006
"P08","Muy mala",0.008,0.282,0.051
"P08","No sabe",0.11,0.037,0.041
"P09","Muy buena",0.01,0.018,0.007
"P09","Buena",0,0.023,0.186
"P09","Ni buena ni mala",0.205,0.152,0.209
"P09","Mala",0.195,0.233,0.17
"P09","Muy mala",0.56,0.546,0.318
"P09","No sabe",0.03,0.028,0.11
"P10","Muy buena",0.068,0.013,0.076
"P10","Buena",0.109,0.17,0.144
"P10","Ni buena ni mala",0.404,0.524,0.374
"P10","Mala",0.027,0.01,0.123
"P10","Muy mala",0.1,0.174,0.051
"P10","No sabe",0.292,0.109,0.232
"P11","Muy buena",0.152,0.008,0.015
"P11","Buena",0.385,0.158,0.115
"P11","Ni buena ni mala",0.228,0.147,0.171
"P11","Mala",0.041,0.088,0.162
"P11","Muy mala",0.102,0.583,0.286
"P11","No sabe",0.092,0.016,0.251
"P12","Muy buena",0.21,0.106,0.12
"P12","Buena",0.121,0.108,0.197
"P12","Ni buena ni mala",0.228,0.458,0.344
"P12","Mala",0.044,0.021,0.022
"P12","Muy mala",0.015,0.139,0.066
"P12","No sabe",0.382,0.168,0.251
"P13","Muy buena",0,0.009,0.004
"P13","Buena",0,0.008,0.026
"P13","Ni buena ni mala",0.275,0.499,0.415
"P13","Mala",0.145,0.024,0.047
"P13","Muy mala",0.039,0.155,0.04
"P13","No sabe",0.541,0.305,0.468
"P14","Muy buena",0.012,0.006,0
"P14","Buena",0,0.01,0.014
"P14","Ni buena ni mala",0.233,0.445,0.344
"P14","Mala",0.145,0.057,0.015
"P14","Muy mala",0.028,0.146,0.047
"P14","No sabe",0.582,0.336,0.58
"P15","La seguridad",0.135,0.066,0.012
"P15","El tránsito",0.021,0.025,0.007
"P15","El arreglo de las calles",0.085,0.099,0.133
"P15","El estado de las escuelas y la educación",0.109,0,0.004
"P15","El sistema de salud",0,0.016,0.054
"P15","El deporte y la cultura",0.276,0.086,0.07
"P15","La obra pública",0,0.129,0.035
"P15","La luminaria",0.028,0.163,0.096
"P15","No sabe",0.346,0.416,0.589
"P16","La seguridad",0.235,0.587,0.569
"P16","El tránsito",0.042,0.01,0.121
"P16","El arreglo de las calles",0.076,0.071,0.115
"P16","El estado de las escuelas y la educación",0.214,0.097,0.006
"P16","El sistema de salud",0.142,0.164,0.069
"P16","El deporte y la cultura",0,0.003,0
"P16","La obra pública",0.017,0.029,0.01
"P16","La luminaria",0.261,0.006,0.005
"P16","No sabe",0.013,0.033,0.105
"P17","Agua corriente y cloacas",0.478,0.56,0.57
"P17","Energía eléctrica",0.019,0.062,0.129
"P17","Red de gas natural",0.261,0.074,0.048
"P17","Recolección de residuos",0.185,0.244,0.132
"P17","Ninguno",0.057,0.06,0.121
"P18","Los robos",0.397,0.606,0.373
"P18","El narcotráfico",0.03,0.086,0.224
"P18","La ausencia de patrulleros y personal policial",0.464,0.121,0.17
"P18","Otro",0.109,0.187,0.166
"P18","Ninguno",0,0,0.067
"P19","Muy buena",0.014,0.067,0.051
"P19","Buena",0.067,0.093,0.075
"P19","Ni buena ni mala",0.312,0.27,0.388
"P19","Mala",0.165,0.24,0.239
"P19","Muy mala",0.367,0.305,0.224
"P19","No sabe",0.075,0.025,0.023
"P20","Muy buena",0.009,0.058,0.033
"P20","Buena",0.039,0.041,0.064
"P20","Ni buena ni mala",0.093,0.308,0.376
"P20","Mala",0.185,0.363,0.372
"P20","Muy mala",0.622,0.218,0.129
"P20","No sabe",0.052,0.012,0.026
"P21","Al candidato del Frente de Todos",0.018,0.007,0.176
"P21","Al candidato de Juntos por el Cambio",0.877,0.917,0.54
"P21","Al candidato de la Izquierda",0.007,0.003,0.019
"P21","A otro candidato",0,0.007,0.005
"P21","No sabe",0.098,0.066,0.26
"P22","A Gustavo Menéndez",0,0,0.981
"P22","A Karina Menéndez",0,0,0
"P22","A Florencia Lizaraso",1,0,0.019
"P22","A Raúl Otahacé",0,0,0
"P22","No sabe",0,1,0
"P27","A Horacio Rodriguez Larreta",0.493,0.117,0.368
"P27","A Mauricio Macri",0.348,0.546,0.233
"P27","A Patricia Bullrich",0.123,0.316,0.29
"P27","A Facundo Manes",0.028,0.017,0.095
"P27","A Martín Lousteau",0.008,0.004,0.014
"P29","Muy buena",0.034,0,0.036
"P29","Buena",0.012,0.065,0.097
"P29","Ni buena ni mala",0.121,0.01,0.101
"P29","Mala",0.103,0.082,0.164
"P29","Muy mala",0.73,0.843,0.597
"P29","No sabe",0,0,0.005
"P30","Muy buena",0.569,0.327,0.222
"P30","Buena",0.206,0.363,0.133
"P30","Ni buena ni mala",0.148,0.144,0.292
"P30","Mala",0.021,0.133,0.109
"P30","Muy mala",0.044,0.033,0.182
"P30","No sabe",0.012,0,0.062
"P31","Muy buena",0.009,0.004,0.093
"P31","Buena",0,0.006,0.071
"P31","Ni buena ni mala",0.032,0.014,0.091
"P31","Mala",0.082,0.171,0.018
"P31","Muy mala",0.877,0.799,0.725
"P31","No sabe",0,0.006,0.002
"P32","Muy buena",0.568,0.354,0.418
"P32","Buena",0.09,0.323,0.218
"P32","Ni buena ni mala",0.306,0.308,0.201
"P32","Mala",0.006,0.008,0.092
"P32","Muy mala",0.03,0.007,0.047
"P32","No sabe",0,0,0.024
"P33","Muy buena",0.016,0,0.033
"P33","Buena",0.008,0.019,0.151
"P33","Ni buena ni mala",0.097,0.141,0.233
"P33","Mala",0.087,0.069,0.25
"P33","Muy mala",0.792,0.771,0.329
"P33","No sabe",0,0,0.004
"P34","Muy buena",0.421,0.574,0.345
"P34","Buena",0.442,0.291,0.237
"P34","Ni buena ni mala",0.121,0.092,0.159
"P34","Mala",0,0.037,0.055
"P34","Muy mala",0.016,0,0.151
"P34","No sabe",0,0.006,0.053
"P35","Muy buena",0.313,0.064,0
"P35","Buena",0.205,0.598,0.177
"P35","Ni buena ni mala",0.143,0.203,0.367
"P35","Mala",0.045,0.058,0.234
"P35","Muy mala",0.034,0.061,0.209
"P35","No sabe",0.26,0.016,0.013
