codigo	bloque	paleta	texto	label	aclaracion
P04	General		Considerando la totalidad de los ingresos actuales de su grupo familiar, Ud diría que:	Ingresos Familiares	
P06	General		¿En este caso podría indicarnos hace cuanto se recibió?	Antigüedad como médico recibido	
P07	General	quali	¿Cuál es su especialidad?	Especialidad	
P08	General	quali	¿Podría indicarnos donde trabaja?	Lugar de trabajo	
P09	General	sino	¿Se vacuno o recibió la vacuna del COVID 19?	Estado de Vacunación contra COVID-19	
P10	General		¿Cuántas dosis se aplicó? 	Cantidad de dosis recibidas	
P11	General	sino	¿Recibió la vacuna bivalente? 	Personas vacunadas con la vacuna bivalente	
P12	General	quali	¿Podría indicarnos porque se vacuno? 	Razones de la vacunación	
P13	General	sino	¿Tuvo efectos secundarios por la vacuna?	Efectos secundarios de la vacuna	
P14	General	sino	¿Podría indicarnos si esos efectos secundarios le impidieron trabajar? 	Impacto de los efectos secundarios sobre la actividad laboral	(Quienes sufrieron efectos secundarios)
P15	General		¿Indica la vacuna de COVID en forma rutinaria a sus pacientes? 	Frecuencia de indicación de la vacuna
P16	General		¿Cuántas dosis recomienda a sus pacientes?	Número de dosis recomendada	(Quienes recomiendan a todos sus pacientes vacunarse)
P17	General	quali	¿Podría indicarnos porque no recomienda su aplicación? 	Razones por las cuáles no recomienda vacunarse	(Excepto quienes lo recomiendan a todos sus pacientes)
P18	General	sino	¿Usted cree que con tres o cuatros dosis ya hay suficiente protección? 	Opinión sobre el nivel de protección que otorgan tres o cuatro dosis	
P19	General	sino	Es correcto para usted recomendar vacunarse cada seis meses	Opinión sobre la necesidad de vacunarse cada seis meses	
P20	General	sino	Usted cree que la recomendación de vacunarse cada seis meses debería limitarse a mayores de 50…. 60…. 70 años e inmunosuprimidos 	Opinión sobre la necesidad de vacunarse cada seis meses siendo población de riesgo	
P21	General	sino	¿Está de acuerdo en vacunar a toda mujer embarazada?  	Opinión sobre la vacunación a mujeres embarazadas	
P22	General	quali	De las vacunas que se aplicaron a la población, ¿cuál de ellas le generó más confianza en cuanto a eficacia y seguridad?	Opinión sobre la confianza en eficacia y seguridad de las distintas vacunas	
P23	General		Podría decirnos si indica la vacuna del covid a aquellos que recomienda vacuna para la gripe?	Recomendación de la vacuna contra COVID-19 a quienes se recomienda vacunarse contra la gripe	
P24	General	sino	Está de acuerdo que la vacuna de COVID se aplique una vez por año como la vacuna de gripe?	Opinión sobre la vacunación anual contra COVID-19	
P25	General	sino	Considera una vacuna combinada de gripe y COVID como una ventaja  	Opinión sobre una vacuna combinada contra COVID-19 y gripe	
P26	General	sino	Usted como médico ha recibido información suficiente sobre la vacuna de COVID de parte del Ministerio de Salud   	Suficiencia de la información brindada por el Min. Sal. Respecto a la vacuna 	
P27	General	sino	Usted como médico ha recibido información suficiente sobre la vacuna de COVID de parte de las Sociedades Científicas   	Suficiencia de la información brindada por sociedades científicas respecto a la vacuna 	
P28	General	sino	Usted cree que, si una persona recibió 6 dosis esta correctamente vacunada, ¿aunque haya pasado 1 año de la última dosis?	Opinión sobre la protección brindada por 6 dosis contra COVID-19	
P29	General	sino	¿Usted como médico , ha brindado a sus pacientes información respecto a la vacunación del covid el ultimo año?	Información brindada a pacientes sobre la vacunación contra el COVID-19 en el último año	
P30	General	quali	¿Por qué no ha informado a sus pacientes en cuanto a la vacunación? 	Razones por las cuáles no se informó a pacientes sobre vacunación	
P31	General		¿En qué medida recibe consultas sobre la vacunación de covid? 	Frecuencia de consulta sobre la vacunación contra COVID-19	
P32	General	quali	¿Quiénes lo consultan con dudas con respecto a la vacunación?	Tipo de paciente que consulta sobre la vacunación contra COVID-19	
