"clase","Opinión","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Alberto Weretilneck","Muy buena",0.137,0.19,0.065,0.118,0.139,0.231,0.046,0.214,0.167,0.094,0.226,0,0,0.132,0.022,0,0,0
"Alberto Weretilneck","Buena",0.281,0.302,0.253,0.322,0.292,0.382,0.133,0.274,0.301,0.273,0.391,0.289,0,0.316,0.276,0,0,0
"Alberto Weretilneck","Ni buena ni mala",0.225,0.168,0.304,0.119,0.226,0.143,0.37,0.214,0.236,0.224,0.167,0.2,0.388,0.302,0.181,0,0,0
"Alberto Weretilneck","Mala",0.221,0.259,0.168,0,0.218,0.153,0.424,0.298,0.145,0.234,0.096,0.283,0.612,0.215,0.254,0,0,0
"Alberto Weretilneck","Muy mala",0.134,0.081,0.205,0.441,0.125,0.091,0.018,0,0.151,0.171,0.12,0.228,0,0.035,0.267,0,0,0
"Alberto Weretilneck","No sabe",0.002,0,0.005,0,0,0,0.009,0,0,0.004,0,0,0,0,0,0,0,0
"Marcos Castro","Muy buena",0.04,0.044,0.035,0,0.055,0.037,0.037,0,0.029,0.06,0.061,0.02,0,0.06,0.024,0,0,0
"Marcos Castro","Buena",0.214,0.239,0.181,0,0.299,0.301,0.072,0.214,0.423,0.106,0.27,0.291,0,0.146,0.266,0,0,0
"Marcos Castro","Ni buena ni mala",0.414,0.433,0.39,0.559,0.331,0.258,0.665,0.512,0.329,0.425,0.32,0.355,0.893,0.582,0.267,0,0,0
"Marcos Castro","Mala",0.091,0.098,0.08,0.119,0.081,0.119,0.065,0,0.038,0.149,0.036,0.129,0.107,0.072,0.093,0,0,0
"Marcos Castro","Muy mala",0.199,0.145,0.272,0.322,0.228,0.238,0.027,0.214,0.158,0.215,0.277,0.12,0,0.131,0.306,0,0,0
"Marcos Castro","No sabe",0.042,0.041,0.042,0,0.006,0.047,0.134,0.06,0.023,0.045,0.036,0.085,0,0.009,0.044,0,0,0
"Aníbal Tortoriello","Muy buena",0.09,0.136,0.028,0,0.018,0.228,0.153,0.348,0.007,0.044,0.066,0.267,0,0,0.226,0,0,0
"Aníbal Tortoriello","Buena",0.207,0.219,0.192,0.441,0.229,0.119,0.118,0,0.268,0.248,0.228,0.405,0.033,0.158,0.26,0,0,0
"Aníbal Tortoriello","Ni buena ni mala",0.29,0.233,0.367,0.118,0.234,0.412,0.38,0.429,0.24,0.267,0.266,0.252,0.135,0.387,0.229,0,0,0
"Aníbal Tortoriello","Mala",0.142,0.14,0.146,0.119,0.185,0.126,0.083,0,0.085,0.221,0.133,0.032,0.378,0.199,0.055,0,0,0
"Aníbal Tortoriello","Muy mala",0.236,0.25,0.216,0.322,0.31,0.083,0.187,0.164,0.382,0.185,0.27,0.034,0.454,0.23,0.206,0,0,0
"Aníbal Tortoriello","No sabe",0.035,0.022,0.051,0,0.024,0.032,0.079,0.059,0.018,0.035,0.037,0.01,0,0.026,0.024,0,0,0
"Victoria Villarruel","Muy buena",0.26,0.31,0.194,0.238,0.201,0.399,0.258,0.348,0.211,0.256,0.171,0.645,0,0,0.595,0,0,0
"Victoria Villarruel","Buena",0.129,0.18,0.061,0.119,0.138,0.084,0.164,0.059,0.173,0.131,0.123,0.235,0.067,0.022,0.154,0,0,0
"Victoria Villarruel","Ni buena ni mala",0.104,0.111,0.094,0.321,0.065,0.087,0.075,0,0.032,0.177,0.156,0.054,0.034,0.129,0.045,0,0,0
"Victoria Villarruel","Mala",0.085,0.083,0.087,0,0.073,0.051,0.192,0.164,0.041,0.08,0.067,0.021,0.106,0.143,0.03,0,0,0
"Victoria Villarruel","Muy mala",0.422,0.316,0.564,0.322,0.523,0.379,0.311,0.429,0.543,0.356,0.483,0.045,0.793,0.706,0.176,0,0,0
"Victoria Villarruel","No sabe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"María Emilia Soria","Muy buena",0.039,0.024,0.059,0,0.064,0.03,0.018,0,0.009,0.068,0.037,0,0.174,0.064,0.02,0,0,0
"María Emilia Soria","Buena",0.248,0.278,0.208,0,0.225,0.144,0.546,0.512,0.26,0.151,0.201,0.048,0.521,0.439,0.086,0,0,0
"María Emilia Soria","Ni buena ni mala",0.306,0.307,0.306,0.322,0.369,0.342,0.129,0.214,0.356,0.312,0.435,0.189,0.272,0.401,0.131,0,0,0
"María Emilia Soria","Mala",0.224,0.226,0.22,0.237,0.181,0.373,0.155,0.214,0.194,0.243,0.129,0.505,0.033,0.051,0.428,0,0,0
"María Emilia Soria","Muy mala",0.156,0.139,0.179,0.441,0.145,0.1,0.073,0,0.172,0.202,0.169,0.258,0,0.021,0.33,0,0,0
"María Emilia Soria","No sabe",0.027,0.026,0.028,0,0.016,0.011,0.079,0.06,0.009,0.024,0.029,0,0,0.024,0.005,0,0,0
"Axel Kicillof","Muy buena",0.243,0.249,0.235,0,0.25,0.179,0.436,0.378,0.266,0.184,0.181,0,0.728,0.506,0,0,0,0
"Axel Kicillof","Buena",0.144,0.127,0.168,0,0.177,0.218,0.086,0.214,0.063,0.162,0.175,0.013,0.238,0.263,0.02,0,0,0
"Axel Kicillof","Ni buena ni mala",0.039,0.034,0.046,0,0.051,0.056,0.019,0,0.015,0.065,0.036,0.054,0,0.032,0.049,0,0,0
"Axel Kicillof","Mala",0.234,0.302,0.141,0.238,0.191,0.313,0.239,0.348,0.301,0.158,0.224,0.461,0,0.106,0.276,0,0,0
"Axel Kicillof","Muy mala",0.338,0.288,0.406,0.762,0.331,0.234,0.211,0.06,0.355,0.427,0.384,0.472,0.034,0.093,0.655,0,0,0
"Axel Kicillof","No sabe",0.002,0,0.004,0,0,0,0.009,0,0,0.004,0,0,0,0,0,0,0,0
"CFK","Muy buena",0.214,0.121,0.339,0,0.283,0.154,0.253,0.214,0.297,0.171,0.177,0,0.809,0.438,0.005,0,0,0
"CFK","Buena",0.165,0.219,0.093,0,0.154,0.231,0.217,0.378,0.127,0.111,0.185,0.013,0.158,0.342,0,0,0,0
"CFK","Ni buena ni mala",0.054,0.056,0.052,0,0.08,0.04,0.047,0,0.047,0.077,0.069,0,0,0.093,0.024,0,0,0
"CFK","Mala",0.255,0.316,0.172,0.237,0.23,0.31,0.262,0.408,0.311,0.174,0.274,0.421,0.033,0.031,0.38,0,0,0
"CFK","Muy mala",0.312,0.288,0.344,0.763,0.253,0.265,0.221,0,0.218,0.467,0.295,0.566,0,0.096,0.591,0,0,0
"CFK","No sabe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Patricia Bullrich","Muy buena",0.172,0.149,0.203,0,0.173,0.344,0.094,0.214,0.197,0.144,0.118,0.44,0.034,0,0.43,0,0,0
"Patricia Bullrich","Buena",0.175,0.252,0.071,0.44,0.066,0.14,0.285,0.133,0.052,0.254,0.15,0.318,0,0.097,0.234,0,0,0
"Patricia Bullrich","Ni buena ni mala",0.121,0.148,0.084,0.119,0.154,0.085,0.089,0.06,0.145,0.13,0.154,0.151,0,0.015,0.098,0,0,0
"Patricia Bullrich","Mala",0.071,0.071,0.072,0.119,0.084,0.052,0.038,0,0.04,0.112,0.087,0.076,0.106,0.089,0.067,0,0,0
"Patricia Bullrich","Muy mala",0.461,0.38,0.57,0.322,0.523,0.379,0.494,0.593,0.566,0.36,0.491,0.015,0.86,0.799,0.171,0,0,0
"Patricia Bullrich","No sabe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Javier Milei","Muy buena",0.204,0.222,0.18,0.238,0.201,0.317,0.075,0.214,0.197,0.204,0.117,0.518,0,0,0.469,0,0,0
"Javier Milei","Buena",0.133,0.198,0.046,0.321,0.015,0.13,0.276,0.133,0.038,0.183,0.148,0.209,0.034,0.083,0.207,0,0,0
"Javier Milei","Ni buena ni mala",0.102,0.115,0.085,0,0.145,0.101,0.071,0.06,0.143,0.095,0.139,0.114,0,0.014,0.076,0,0,0
"Javier Milei","Mala",0.088,0.074,0.105,0.119,0.097,0.061,0.076,0,0.055,0.135,0.095,0.097,0.106,0.093,0.063,0,0,0
"Javier Milei","Muy mala",0.473,0.391,0.584,0.322,0.542,0.391,0.502,0.593,0.567,0.383,0.501,0.062,0.86,0.81,0.185,0,0,0
"Javier Milei","No sabe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sergio Massa","Muy buena",0.085,0.091,0.077,0,0.059,0.261,0.01,0.214,0.026,0.071,0.13,0.013,0.034,0.176,0,0,0,0
"Sergio Massa","Buena",0.205,0.178,0.24,0,0.275,0.091,0.292,0.214,0.24,0.183,0.183,0,0.593,0.417,0.009,0,0,0
"Sergio Massa","Ni buena ni mala",0.173,0.192,0.147,0,0.232,0.056,0.267,0.164,0.34,0.09,0.181,0.045,0.339,0.253,0.02,0,0,0
"Sergio Massa","Mala",0.182,0.24,0.104,0.238,0.075,0.343,0.211,0.348,0.048,0.194,0.118,0.459,0.034,0.042,0.305,0,0,0
"Sergio Massa","Muy mala",0.355,0.299,0.432,0.762,0.359,0.249,0.22,0.06,0.346,0.462,0.388,0.483,0,0.112,0.666,0,0,0
"Sergio Massa","No sabe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Juan Schiaretti","Muy buena",0.065,0.085,0.038,0.119,0.006,0.065,0.155,0.133,0.023,0.063,0.062,0.042,0,0.004,0.115,0,0,0
"Juan Schiaretti","Buena",0.129,0.128,0.131,0.119,0.115,0.102,0.193,0.06,0.044,0.198,0.089,0.347,0,0.038,0.215,0,0,0
"Juan Schiaretti","Ni buena ni mala",0.41,0.518,0.264,0.44,0.421,0.614,0.16,0.429,0.452,0.381,0.5,0.52,0.18,0.37,0.407,0,0,0
"Juan Schiaretti","Mala",0.153,0.098,0.226,0,0.183,0.106,0.226,0.214,0.127,0.144,0.062,0.043,0.718,0.266,0.062,0,0,0
"Juan Schiaretti","Muy mala",0.237,0.171,0.327,0.322,0.267,0.101,0.266,0.164,0.345,0.207,0.282,0.048,0.102,0.317,0.192,0,0,0
"Juan Schiaretti","No sabe",0.006,0,0.014,0,0.008,0.012,0,0,0.009,0.007,0.005,0,0,0.005,0.009,0,0,0
"Mauricio Macri","Muy buena",0.083,0.04,0.141,0,0.136,0.074,0.027,0,0.152,0.076,0.093,0.136,0,0.004,0.203,0,0,0
"Mauricio Macri","Buena",0.138,0.19,0.067,0.322,0.009,0.308,0.129,0.214,0.069,0.147,0.093,0.386,0.034,0.088,0.215,0,0,0
"Mauricio Macri","Ni buena ni mala",0.073,0.097,0.041,0.119,0.056,0.101,0.055,0,0.008,0.132,0.039,0.106,0,0,0.102,0,0,0
"Mauricio Macri","Mala",0.29,0.408,0.13,0.237,0.2,0.307,0.49,0.572,0.221,0.227,0.319,0.218,0.333,0.303,0.193,0,0,0
"Mauricio Macri","Muy mala",0.414,0.265,0.616,0.322,0.599,0.201,0.299,0.214,0.55,0.414,0.456,0.144,0.633,0.605,0.282,0,0,0
"Mauricio Macri","No sabe",0.002,0,0.005,0,0,0.009,0,0,0,0.004,0,0.01,0,0,0.005,0,0,0
