"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P10","Siempre",0.207,0.186,0.176,0.216
"P10","Casi siempre",0.308,0.281,0.329,0.348
"P10","Casi nunca",0.338,0.313,0.363,0.304
"P10","Nunca, pero esta es una excepción",0.147,0.22,0.132,0.132
"P11","El gobierno de Javier Milei",0.037,0.156,0.628,0.155
"P11","El gobierno de Alberto Fernández",0.869,0.55,0.09,0.396
"P11","Ambos",0.064,0.205,0.24,0.115
"P11","No sabe",0.03,0.089,0.042,0.334
"P12","Dividirla en partes y transformarlas en varios decretos de necesidad y urgencia",0.24,0.205,0.076,0.158
"P12","Dividirlas en diferentes leyes que se puedan ir votando paulatinamente",0.412,0.305,0.269,0.161
"P12","Realizar un plebiscito sobre la necesidad del tratamiento de la ley ómnibus",0.163,0.198,0.087,0.158
"P12","Retirarla y no presentar nada",0.02,0.12,0.508,0.115
"P12","Volverla a presentar igual",0.135,0.055,0.013,0.012
"P12","No sabe",0.03,0.117,0.047,0.396
"P13","Javier Milei",0.812,0.493,0.069,0.33
"P13","Los gobernadores",0.1,0.307,0.831,0.16
"P13","No sabe",0.088,0.2,0.1,0.51
"P14","Muy de acuerdo",0.095,0.185,0.461,0.206
"P14","De acuerdo",0.055,0.078,0.251,0.14
"P14","Ni de acuerdo ni en desacuerdo",0.166,0.295,0.204,0.128
"P14","En desacuerdo",0.384,0.216,0.06,0.115
"P14","Muy en desacuerdo",0.281,0.205,0.011,0.136
"P14","No sabe",0.019,0.021,0.013,0.275
"P15","Muy de acuerdo",0.678,0.33,0.07,0.433
"P15","De acuerdo",0.171,0.188,0.1,0.245
"P15","Ni de acuerdo ni en desacuerdo",0.089,0.311,0.293,0.094
"P15","En desacuerdo",0.024,0.107,0.305,0.05
"P15","Muy en desacuerdo",0.028,0.036,0.156,0
"P15","No sabe",0.01,0.028,0.076,0.178
"P16","Muy positivo",0.737,0.356,0.037,0.115
"P16","Positivo",0.176,0.185,0.034,0.39
"P16","Ni positivo ni negativo",0.054,0.346,0.216,0.302
"P16","Negativo",0.009,0.087,0.333,0.056
"P16","Muy negativo",0.016,0.003,0.359,0.052
"P16","No sabe",0.008,0.023,0.021,0.085
"P17","Si",0.578,0.255,0.16,0.164
"P17","No",0.353,0.671,0.775,0.836
"P17","No sabe",0.069,0.074,0.065,0
"P18","Salva muchas vidas",0.274,0.193,0.121,0.194
"P18","Logra disminuir la cantidad de abortos que se producen",0.139,0.149,0.12,0
"P18","Representa una reasignación del gasto público en algo más necesario",0.222,0.141,0.071,0.171
"P18","Deja desprotegidas a las mujeres que lo hacen clandestinamente",0.168,0.226,0.288,0.245
"P18","Representa un retroceso en la lucha de los derechos de las mujeres",0.127,0.202,0.374,0
"P18","No sabe",0.07,0.089,0.026,0.39
"P20","Si",0.739,0.51,0.095,0.699
"P20","No",0.108,0.416,0.812,0.301
"P20","No sabe",0.153,0.074,0.093,0
"P21","Logra disminuir los cargos militantes presentes en el estado",0.359,0.278,0.048,0.699
"P21","Evita la manipulación de la información por parte del estado",0.18,0.213,0.122,0.108
"P21","Representa una reasignación del gasto público en algo más necesario",0.251,0.164,0.059,0
"P21","Constituye una grave violación al derecho de libertad de expresión en Argentina",0.101,0.19,0.476,0.137
"P21","Es parte de la persecución ideológica",0.082,0.109,0.267,0.056
"P21","No sabe",0.027,0.046,0.028,0
"P23","Si",0.829,0.594,0.172,0.699
"P23","No",0.082,0.326,0.733,0.301
"P23","No sabe",0.089,0.08,0.095,0
"P24","Es parte de una persecución ideológica",0.081,0.077,0.235,0.249
"P24","Deja a los argentinos sin una importante oficina de defensa de los derechos de los discapacitados",0.06,0.243,0.431,0.193
"P24","Representa una reasignación del gasto público en algo mas necesario",0.257,0.298,0.116,0.116
"P24","Logra disminuir los cargos militantes presentes en el estado",0.414,0.195,0.119,0.39
"P24","Contribuye a la libertad de pensamiento",0.179,0.127,0.083,0
"P24","No sabe",0.009,0.06,0.016,0.052
"P27","Inflación",0.245,0.226,0.309,0.188
"P27","Desempleo",0.067,0.112,0.135,0.077
"P27","Corrupción",0.484,0.37,0.132,0.231
"P27","Inseguridad",0.122,0.119,0.071,0.225
"P27","Precio del dólar",0.009,0.017,0.031,0
"P27","Pobreza",0.027,0.109,0.179,0.112
"P27","Narcotráfico",0.012,0.006,0.014,0
"P27","Tarifas",0.007,0.009,0.042,0.042
"P27","Otro",0.026,0.023,0.082,0.031
"P27","No sabe",0.001,0.009,0.005,0.094
"P31","Sin deuda",0.401,0.262,0.247,0.399
"P31","Menos de 10%",0.17,0.14,0.139,0.028
"P31","Entre 10 y 20%",0.123,0.145,0.11,0.07
