"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P10","Siempre",0.216,0.167,0.163,0.203,0.238,0.132
"P10","Casi siempre",0.371,0.358,0.317,0.299,0.287,0.231
"P10","Casi nunca",0.312,0.365,0.364,0.337,0.341,0.307
"P10","Nunca, pero esta es una excepción",0.101,0.11,0.156,0.161,0.134,0.33
"P11","El gobierno de Javier Milei",0.697,0.468,0.267,0.191,0.177,0.149
"P11","El gobierno de Alberto Fernández",0.163,0.346,0.481,0.576,0.704,0.553
"P11","Ambos",0.12,0.164,0.193,0.185,0.093,0.17
"P11","No sabe",0.02,0.022,0.059,0.048,0.026,0.128
"P12","Dividirla en partes y transformarlas en varios decretos de necesidad y urgencia",0.101,0.151,0.155,0.204,0.194,0.156
"P12","Dividirlas en diferentes leyes que se puedan ir votando paulatinamente",0.189,0.31,0.35,0.416,0.349,0.339
"P12","Realizar un plebiscito sobre la necesidad del tratamiento de la ley ómnibus",0.102,0.077,0.145,0.143,0.155,0.177
"P12","Retirarla y no presentar nada",0.549,0.395,0.21,0.133,0.146,0.124
"P12","Volverla a presentar igual",0.019,0.039,0.066,0.072,0.128,0.059
"P12","No sabe",0.04,0.028,0.074,0.032,0.028,0.145
"P13","Javier Milei",0.155,0.26,0.442,0.554,0.662,0.461
"P13","Los gobernadores",0.815,0.653,0.418,0.339,0.251,0.302
"P13","No sabe",0.03,0.087,0.14,0.107,0.087,0.237
"P14","Muy de acuerdo",0.587,0.407,0.239,0.155,0.157,0.142
"P14","De acuerdo",0.212,0.192,0.132,0.131,0.1,0.12
"P14","Ni de acuerdo ni en desacuerdo",0.072,0.207,0.271,0.244,0.114,0.281
"P14","En desacuerdo",0.07,0.1,0.215,0.331,0.294,0.251
"P14","Muy en desacuerdo",0.057,0.073,0.13,0.133,0.305,0.15
"P14","No sabe",0.002,0.021,0.013,0.006,0.03,0.056
"P15","Muy de acuerdo",0.168,0.173,0.326,0.49,0.599,0.286
"P15","De acuerdo",0.067,0.114,0.185,0.138,0.132,0.198
"P15","Ni de acuerdo ni en desacuerdo",0.176,0.293,0.242,0.205,0.096,0.291
"P15","En desacuerdo",0.34,0.237,0.139,0.097,0.086,0.114
"P15","Muy en desacuerdo",0.21,0.138,0.064,0.043,0.053,0.038
"P15","No sabe",0.039,0.045,0.044,0.027,0.034,0.073
"P16","Muy positivo",0.2,0.293,0.388,0.415,0.572,0.41
"P16","Positivo",0.062,0.069,0.142,0.161,0.13,0.103
"P16","Ni positivo ni negativo",0.042,0.087,0.223,0.214,0.124,0.257
"P16","Negativo",0.304,0.211,0.138,0.124,0.082,0.103
"P16","Muy negativo",0.392,0.314,0.09,0.074,0.08,0.096
"P16","No sabe",0,0.026,0.019,0.012,0.012,0.031
"P17","Si",0.259,0.248,0.338,0.393,0.502,0.345
"P17","No",0.671,0.647,0.611,0.539,0.425,0.613
"P17","No sabe",0.07,0.105,0.051,0.068,0.073,0.042
"P18","Salva muchas vidas",0.161,0.139,0.183,0.189,0.255,0.362
"P18","Logra disminuir la cantidad de abortos que se producen",0.081,0.114,0.173,0.157,0.107,0.096
"P18","Representa una reasignación del gasto público en algo más necesario",0.124,0.059,0.154,0.214,0.178,0.093
"P18","Deja desprotegidas a las mujeres que lo hacen clandestinamente",0.25,0.285,0.256,0.19,0.161,0.219
"P18","Representa un retroceso en la lucha de los derechos de las mujeres",0.382,0.386,0.183,0.181,0.212,0.102
"P18","No sabe",0.002,0.017,0.051,0.069,0.087,0.128
"P20","Si",0.217,0.243,0.415,0.533,0.665,0.468
"P20","No",0.69,0.602,0.477,0.356,0.219,0.37
"P20","No sabe",0.093,0.155,0.108,0.111,0.116,0.162
"P21","Logra disminuir los cargos militantes presentes en el estado",0.127,0.133,0.191,0.229,0.339,0.297
"P21","Evita la manipulación de la información por parte del estado",0.104,0.128,0.157,0.184,0.197,0.165
"P21","Representa una reasignación del gasto público en algo más necesario",0.046,0.136,0.168,0.189,0.213,0.148
"P21","Constituye una grave violación al derecho de libertad de expresión en Argentina",0.325,0.348,0.305,0.232,0.158,0.284
"P21","Es parte de la persecución ideológica",0.383,0.245,0.128,0.126,0.081,0.065
"P21","No sabe",0.015,0.01,0.051,0.04,0.012,0.041
"P23","Si",0.254,0.284,0.535,0.604,0.77,0.502
"P23","No",0.653,0.644,0.35,0.319,0.165,0.368
"P23","No sabe",0.093,0.072,0.115,0.077,0.065,0.13
"P24","Es parte de una persecución ideológica",0.3,0.227,0.127,0.055,0.117,0.055
"P24","Deja a los argentinos sin una importante oficina de defensa de los derechos de los discapacitados",0.385,0.348,0.23,0.218,0.09,0.325
"P24","Representa una reasignación del gasto público en algo mas necesario",0.075,0.143,0.214,0.264,0.268,0.149
"P24","Logra disminuir los cargos militantes presentes en el estado",0.128,0.168,0.281,0.309,0.341,0.255
"P24","Contribuye a la libertad de pensamiento",0.111,0.11,0.112,0.142,0.18,0.123
"P24","No sabe",0.001,0.004,0.036,0.012,0.004,0.093
"P27","Inflación",0.303,0.339,0.249,0.245,0.272,0.183
"P27","Desempleo",0.138,0.136,0.115,0.085,0.06,0.105
"P27","Corrupción",0.159,0.175,0.298,0.358,0.45,0.433
"P27","Inseguridad",0.05,0.064,0.133,0.123,0.085,0.117
"P27","Precio del dólar",0.026,0.024,0.022,0.012,0.014,0.02
"P27","Pobreza",0.185,0.127,0.102,0.098,0.066,0.056
"P27","Narcotráfico",0.004,0.007,0.014,0.023,0.007,0.019
"P27","Tarifas",0.049,0.028,0.023,0.015,0.016,0.004
"P27","Otro",0.085,0.096,0.04,0.038,0.029,0.042
"P27","No sabe",0.001,0.004,0.004,0.003,0.001,0.021
"P31","Sin deuda",0.321,0.28,0.28,0.342,0.361,0.344
"P31","Menos de 10%",0.136,0.134,0.143,0.174,0.17,0.143
"P31","Entre 10 y 20%",0.109,0.138,0.134,0.143,0.094,0.065
"P31","Entre 20 y 30%",0.097,0.079,0.101,0.074,0.104,0.054
"P31","Entre 30 y 40%",0.082,0.101,0.079,0.072,0.072,0.091
"P31","Mas del 40%",0.206,0.237,0.197,0.156,0.156,0.24
"P31","No sabe",0.049,0.031,0.066,0.039,0.043,0.063
"P32","Gran excedente habitual",0.009,0.004,0.004,0.006,0.015,0.018
"P32","Gran excedente excepcional",0.003,0.006,0.006,0.003,0.006,0.018
"P32","Pequeño excedente habitual",0.059,0.045,0.052,0.061,0.068,0.076
"P32","Pequeño excedente excepcional",0.026,0.053,0.045,0.08,0.098,0.047
"P32","Alcanza gastos familia",0.122,0.112,0.12,0.137,0.165,0.076
"P32","No alcanza gastos familia",0.13,0.125,0.145,0.11,0.115,0.13
"P32","Solo NBFamiliares",0.255,0.359,0.313,0.237,0.287,0.295
"P32","No alcanza NBFamiliares",0.382,0.273,0.311,0.352,0.236,0.293
"P32","No sabe",0.014,0.023,0.004,0.014,0.01,0.047
"P33","Muy buena",0.078,0.038,0.034,0.052,0.063,0.05
"P33","Buena",0.106,0.15,0.136,0.16,0.198,0.125
"P33","Ni buena ni mala",0.338,0.35,0.425,0.394,0.414,0.379
"P33","Mala",0.336,0.331,0.312,0.317,0.22,0.349
"P33","Muy mala",0.127,0.109,0.084,0.065,0.102,0.074
"P33","No sabe",0.015,0.022,0.009,0.012,0.003,0.023
"P34","Mejor",0.072,0.1,0.083,0.109,0.16,0.072
"P34","Igual",0.078,0.19,0.309,0.344,0.393,0.419
"P34","Peor",0.839,0.681,0.56,0.49,0.42,0.446
"P34","No sabe",0.011,0.029,0.048,0.057,0.027,0.063
"P35","Mejor",0.091,0.219,0.297,0.363,0.487,0.371
"P35","Igual",0.092,0.158,0.189,0.224,0.206,0.156
"P35","Peor",0.783,0.571,0.425,0.31,0.259,0.237
"P35","No sabe",0.034,0.052,0.089,0.103,0.048,0.236
"P36","Muy buena",0.052,0.082,0.047,0.058,0.061,0.023
"P36","Buena",0.058,0.077,0.066,0.097,0.115,0.064
"P36","Ni buena ni mala",0.078,0.158,0.268,0.247,0.24,0.288
"P36","Mala",0.318,0.298,0.366,0.422,0.335,0.374
"P36","Muy mala",0.476,0.383,0.241,0.171,0.243,0.223
"P36","No sabe",0.018,0.002,0.012,0.005,0.006,0.028
"P37","Mejor",0.071,0.138,0.17,0.246,0.348,0.221
"P37","Igual",0.053,0.15,0.223,0.274,0.231,0.228
"P37","Peor",0.834,0.656,0.533,0.443,0.361,0.431
"P37","No sabe",0.042,0.056,0.074,0.037,0.06,0.12
"P38","Mejor",0.127,0.223,0.354,0.482,0.573,0.387
"P38","Igual",0.064,0.127,0.126,0.159,0.134,0.141
"P38","Peor",0.779,0.621,0.43,0.31,0.246,0.286
"P38","No sabe",0.03,0.029,0.09,0.049,0.047,0.186
"P39","Muy buena",0.131,0.19,0.236,0.257,0.46,0.27
"P39","Buena",0.059,0.095,0.188,0.26,0.208,0.133
"P39","Ni buena ni mala",0.049,0.116,0.174,0.216,0.12,0.247
"P39","Mala",0.21,0.176,0.2,0.165,0.059,0.187
"P39","Muy mala",0.551,0.396,0.183,0.092,0.152,0.098
"P39","No sabe",0,0.027,0.019,0.01,0.001,0.065
"P41","Muy buena",0.114,0.152,0.18,0.234,0.394,0.201
"P41","Buena",0.059,0.103,0.215,0.247,0.244,0.24
"P41","Ni buena ni mala",0.079,0.127,0.201,0.222,0.089,0.19
"P41","Mala",0.225,0.227,0.208,0.188,0.084,0.188
"P41","Muy mala",0.523,0.385,0.173,0.094,0.181,0.087
"P41","No sabe",0,0.006,0.023,0.015,0.008,0.094
"P42","Muy buena",0.105,0.132,0.126,0.17,0.33,0.092
"P42","Buena",0.038,0.116,0.21,0.249,0.239,0.192
"P42","Ni buena ni mala",0.096,0.114,0.25,0.285,0.152,0.342
"P42","Mala",0.185,0.172,0.197,0.169,0.093,0.166
"P42","Muy mala",0.567,0.445,0.199,0.115,0.177,0.12
"P42","No sabe",0.009,0.021,0.018,0.012,0.009,0.088
"P43","Muy buena",0.12,0.13,0.174,0.24,0.437,0.182
"P43","Buena",0.058,0.158,0.199,0.213,0.206,0.236
"P43","Ni buena ni mala",0.09,0.13,0.245,0.24,0.118,0.206
"P43","Mala",0.198,0.246,0.203,0.214,0.078,0.164
"P43","Muy mala",0.523,0.331,0.171,0.091,0.156,0.125
"P43","No sabe",0.011,0.005,0.008,0.002,0.005,0.087
"P44","Muy buena",0.137,0.035,0.032,0.054,0.044,0.035
"P44","Buena",0.178,0.172,0.076,0.051,0.034,0.061
"P44","Ni buena ni mala",0.287,0.249,0.233,0.109,0.067,0.232
"P44","Mala",0.214,0.308,0.283,0.433,0.132,0.316
"P44","Muy mala",0.184,0.235,0.37,0.353,0.723,0.302
"P44","No sabe",0,0.001,0.006,0,0,0.054
"P45","Muy buena",0.632,0.334,0.132,0.109,0.096,0.068
