"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P11","El gobierno de Javier Milei",0.382,0.292,0.278,0.236
"P11","El gobierno de Alberto Fernández",0.466,0.542,0.449,0.46
"P11","Ambos",0.12,0.131,0.224,0.145
"P11","No sabe",0.032,0.035,0.049,0.159
"P12","Dividirla en partes y transformarlas en varios decretos de necesidad y urgencia",0.227,0.158,0.164,0.173
"P12","Dividirlas en diferentes leyes que se puedan ir votando paulatinamente",0.326,0.383,0.334,0.286
"P12","Realizar un plebiscito sobre la necesidad del tratamiento de la ley ómnibus",0.103,0.128,0.134,0.14
"P12","Retirarla y no presentar nada",0.215,0.208,0.223,0.207
"P12","Volverla a presentar igual",0.081,0.066,0.067,0.065
"P12","No sabe",0.048,0.057,0.078,0.129
"P13","Javier Milei",0.469,0.429,0.438,0.444
"P13","Los gobernadores",0.423,0.443,0.399,0.358
"P13","No sabe",0.108,0.128,0.163,0.198
"P14","Muy de acuerdo",0.284,0.253,0.228,0.184
"P14","De acuerdo",0.14,0.161,0.124,0.132
"P14","Ni de acuerdo ni en desacuerdo",0.199,0.203,0.257,0.271
"P14","En desacuerdo",0.214,0.216,0.221,0.219
"P14","Muy en desacuerdo",0.135,0.143,0.136,0.142
"P14","No sabe",0.028,0.024,0.034,0.052
"P15","Muy de acuerdo",0.418,0.347,0.36,0.347
"P15","De acuerdo",0.11,0.174,0.142,0.149
"P15","Ni de acuerdo ni en desacuerdo",0.221,0.211,0.241,0.216
"P15","En desacuerdo",0.151,0.143,0.152,0.151
"P15","Muy en desacuerdo",0.067,0.083,0.065,0.075
"P15","No sabe",0.033,0.042,0.04,0.062
"P16","Muy positivo",0.437,0.322,0.363,0.368
"P16","Positivo",0.105,0.162,0.139,0.161
"P16","Ni positivo ni negativo",0.159,0.197,0.199,0.173
"P16","Negativo",0.149,0.159,0.16,0.151
"P16","Muy negativo",0.141,0.129,0.112,0.085
"P16","No sabe",0.009,0.031,0.027,0.062
"P17","Si",0.39,0.381,0.419,0.324
"P17","No",0.574,0.544,0.522,0.596
"P17","No sabe",0.036,0.075,0.059,0.08
"P18","Salva muchas vidas",0.178,0.199,0.214,0.236
"P18","Logra disminuir la cantidad de abortos que se producen",0.186,0.16,0.127,0.12
"P18","Representa una reasignación del gasto público en algo más necesario",0.143,0.131,0.168,0.157
"P18","Deja desprotegidas a las mujeres que lo hacen clandestinamente",0.218,0.232,0.221,0.221
"P18","Representa un retroceso en la lucha de los derechos de las mujeres",0.211,0.21,0.215,0.182
"P18","No sabe",0.064,0.068,0.055,0.084
"P20","Si",0.463,0.413,0.519,0.495
"P20","No",0.424,0.463,0.412,0.394
"P20","No sabe",0.113,0.124,0.069,0.111
"P21","Logra disminuir los cargos militantes presentes en el estado",0.229,0.199,0.225,0.23
"P21","Evita la manipulación de la información por parte del estado",0.145,0.152,0.165,0.198
"P21","Representa una reasignación del gasto público en algo más necesario",0.142,0.191,0.176,0.14
"P21","Constituye una grave violación al derecho de libertad de expresión en Argentina",0.276,0.271,0.239,0.203
"P21","Es parte de la persecución ideológica",0.179,0.153,0.152,0.162
"P21","No sabe",0.029,0.034,0.043,0.067
"P23","Si",0.504,0.486,0.558,0.576
"P23","No",0.424,0.396,0.355,0.331
"P23","No sabe",0.072,0.118,0.087,0.093
"P24","Es parte de una persecución ideológica",0.151,0.157,0.134,0.149
"P24","Deja a los argentinos sin una importante oficina de defensa de los derechos de los discapacitados",0.234,0.228,0.233,0.203
"P24","Representa una reasignación del gasto público en algo mas necesario",0.151,0.211,0.211,0.285
"P24","Logra disminuir los cargos militantes presentes en el estado",0.284,0.262,0.283,0.227
"P24","Contribuye a la libertad de pensamiento",0.16,0.121,0.125,0.108
"P24","No sabe",0.02,0.021,0.014,0.028
"P27","Inflación",0.252,0.301,0.265,0.196
"P27","Desempleo",0.094,0.098,0.104,0.128
"P27","Corrupción",0.337,0.3,0.334,0.363
"P27","Inseguridad",0.125,0.096,0.101,0.107
"P27","Precio del dólar",0.013,0.016,0.018,0.032
"P27","Pobreza",0.082,0.104,0.095,0.092
"P27","Narcotráfico",0.02,0.005,0.013,0.01
"P27","Tarifas",0.021,0.025,0.015,0.018
"P27","Otro",0.05,0.045,0.042,0.045
"P27","No sabe",0.006,0.01,0.013,0.009
"P31","Sin deuda",0.354,0.297,0.308,0.306
"P31","Menos de 10%",0.123,0.171,0.151,0.158
"P31","Entre 10 y 20%",0.124,0.136,0.119,0.106
"P31","Entre 20 y 30%",0.084,0.114,0.096,0.085
"P31","Entre 30 y 40%",0.067,0.074,0.095,0.096
"P31","Mas del 40%",0.211,0.164,0.181,0.171
"P31","No sabe",0.037,0.044,0.05,0.078
"P32","Gran excedente habitual",0.018,0.006,0.006,0.009
"P32","Gran excedente excepcional",0.002,0.004,0.009,0.002
"P32","Pequeño excedente habitual",0.049,0.068,0.057,0.037
"P32","Pequeño excedente excepcional",0.046,0.058,0.06,0.064
"P32","Alcanza gastos familia",0.127,0.146,0.136,0.115
"P32","No alcanza gastos familia",0.091,0.152,0.125,0.126
"P32","Solo NBFamiliares",0.268,0.29,0.277,0.267
"P32","No alcanza NBFamiliares",0.388,0.269,0.32,0.348
"P32","No sabe",0.011,0.007,0.01,0.032
"P33","Muy buena",0.067,0.029,0.048,0.062
"P33","Buena",0.138,0.176,0.147,0.116
"P33","Ni buena ni mala",0.382,0.409,0.406,0.397
"P33","Mala",0.295,0.295,0.314,0.303
"P33","Muy mala",0.104,0.084,0.075,0.107
"P33","No sabe",0.014,0.007,0.01,0.015
"P34","Mejor",0.13,0.09,0.088,0.133
"P34","Igual",0.271,0.31,0.312,0.281
"P34","Peor",0.558,0.562,0.571,0.534
"P34","No sabe",0.041,0.038,0.029,0.052
"P35","Mejor",0.309,0.314,0.324,0.344
"P35","Igual",0.195,0.195,0.172,0.16
"P35","Peor",0.41,0.408,0.416,0.391
"P35","No sabe",0.086,0.083,0.088,0.105
"P36","Muy buena",0.088,0.043,0.04,0.067
"P36","Buena",0.095,0.085,0.073,0.095
"P36","Ni buena ni mala",0.243,0.221,0.228,0.186
"P36","Mala",0.332,0.389,0.358,0.346
"P36","Muy mala",0.23,0.251,0.285,0.284
"P36","No sabe",0.012,0.011,0.016,0.022
"P37","Mejor",0.254,0.191,0.202,0.232
"P37","Igual",0.188,0.226,0.174,0.203
"P37","Peor",0.515,0.526,0.551,0.485
"P37","No sabe",0.043,0.057,0.073,0.08
"P38","Mejor",0.373,0.376,0.381,0.385
"P38","Igual",0.139,0.134,0.13,0.106
"P38","Peor",0.433,0.435,0.413,0.406
"P38","No sabe",0.055,0.055,0.076,0.103
"P39","Muy buena",0.313,0.238,0.261,0.274
"P39","Buena",0.159,0.187,0.172,0.187
