"var","categoria","Si","No"
"P06","Mucho",0.653,0.554
"P06","Bastante",0.269,0.298
"P06","Poco",0.063,0.116
"P06","Nada",0.013,0.022
"P06","No sabe",0.002,0.01
"P07","Siempre",0.292,0.172
"P07","Casi siempre",0.491,0.371
"P07","Casi nunca",0.177,0.339
"P07","Nunca, pero esta es una excepción",0.04,0.118
"P08","Tiene Decidido que va a ir a votar",0.91,0.905
"P08","Tiene dudas sobre si va a ir a  votar",0.073,0.045
"P08","Tiene Decidido que no va a ir a votar",0.017,0.05
"P11","Unión por la Patria",0.28,0.271
"P11","Juntos por el Cambio",0.355,0.326
"P11","Liberales",0.243,0.259
"P11","Izquierda",0.064,0.054
"P11","Otro",0.028,0.033
"P11","No sabe",0.03,0.057
"P12","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.227,0.244
"P12","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.437,0.338
"P12","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.259,0.279
"P12","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.024,0.049
"P12","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.012,0.014
"P12","Otros",0.005,0.02
"P12","En blanco",0.015,0.007
"P12","No sabe",0.021,0.049
"P15","Totalmente seguro",0.748,0.657
"P15","Bastante seguro",0.137,0.153
"P15","Algo seguro",0.07,0.114
"P15","Para nada seguro",0.045,0.076
"P16","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.254,0.275
"P16","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.503,0.445
"P16","Ramiro Marra por la Libertad Avanza",0.147,0.156
"P16","Vanina Biasi por el Frente de Izquierda",0.02,0.044
"P16","Otros",0.019,0.021
"P16","En blanco",0.038,0.014
"P16","No sabe",0.019,0.045
"P19","Totalmente seguro",0.734,0.699
"P19","Bastante seguro",0.14,0.153
"P19","Algo seguro",0.078,0.074
"P19","Para nada seguro",0.048,0.074
"P24","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.22,0.177
"P24","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.353,0.25
"P24","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.224,0.396
"P24","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.022,0.052
"P24","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.07,0.007
"P24","Otros",0.079,0.007
"P24","En blanco",0.024,0.064
"P24","No sabe",0.008,0.047
"P27","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.114,0.279
"P27","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.419,0.268
"P27","Ramiro Marra por la Libertad Avanza",0.209,0.176
"P27","Vanina Biasi por el Frente de Izquierda",0.062,0.059
"P27","Otros",0.015,0.007
"P27","En blanco",0.146,0.1
"P27","No sabe",0.035,0.111
"P31","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.296,0.306
"P31","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.55,0.49
"P31","En blanco",0.107,0.115
"P31","No sabe",0.047,0.089
"P32","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.456,0.365
"P32","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.283,0.309
"P32","En blanco",0.199,0.191
"P32","No sabe",0.062,0.135
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.322,0.312
"P33","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.422,0.438
"P33","En blanco",0.189,0.132
"P33","No sabe",0.067,0.118
"P34","Leandro Santoro por Union por la Patria",0.329,0.316
"P34","Jorge Macri por Juntos por el Cambio",0.553,0.515
"P34","En blanco",0.091,0.094
"P34","No sabe",0.027,0.075
"P35","Lo votaría",0.262,0.29
"P35","Puede que lo vote",0.097,0.098
"P35","Nunca lo votaría",0.601,0.559
"P35","No sabe",0.04,0.053
"P36","Lo votaría",0.423,0.385
"P36","Puede que lo vote",0.155,0.204
"P36","Nunca lo votaría",0.394,0.358
"P36","No sabe",0.028,0.053
"P37","Lo votaría",0.283,0.324
"P37","Puede que lo vote",0.197,0.157
"P37","Nunca lo votaría",0.504,0.466
"P37","No sabe",0.016,0.053
"P38","Lo votaría",0.114,0.118
"P38","Puede que lo vote",0.177,0.161
"P38","Nunca lo votaría",0.667,0.651
"P38","No sabe",0.042,0.07
"P39","Lo votaría",0.082,0.052
"P39","Puede que lo vote",0.163,0.177
"P39","Nunca lo votaría",0.688,0.683
"P39","No sabe",0.067,0.088
"P45","Lo votaría",0.298,0.224
"P45","Puede que lo vote",0.053,0.115
"P45","Nunca lo votaría",0.616,0.593
"P45","No sabe",0.033,0.068
"P46","Lo votaría",0.505,0.389
"P46","Puede que lo vote",0.109,0.189
"P46","Nunca lo votaría",0.367,0.388
"P46","No sabe",0.019,0.034
