"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P04","Siempre",0.224,0.173,0.202,0.151
"P04","Casi siempre",0.499,0.467,0.392,0.385
"P04","Casi nunca",0.237,0.316,0.303,0.352
"P04","Nunca, pero esta es una excepción",0.04,0.044,0.103,0.112
"P05","Mucho",0.313,0.32,0.471,0.116
"P05","Bastante",0.45,0.395,0.302,0.363
"P05","Poco",0.2,0.231,0.145,0.298
"P05","Nada",0.035,0.051,0.072,0.134
"P05","No sabe",0.002,0.003,0.01,0.089
"P07","Néstor Grindetti a gobernador y Maximiliano Abad a vicegobernador por Juntos por el Cambio.",0.259,0.469,0.061,0.169
"P07","Diego Santilli a gobernador y su candidato a vicegobernador por Juntos por el Cambio.",0.616,0.142,0.02,0.079
"P07","Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por el Frente de Todos.",0.014,0.096,0.594,0.136
"P07","A Guillermo Britos a gobernador y su candidato a vicegobernador por La Libertad Avanza.",0.048,0.156,0.201,0.193
"P07","A los candidatos a gobernador y vicegobernador por el Frente de Izquierda.",0.04,0.019,0.033,0.072
"P07","No sabe",0.023,0.118,0.091,0.351
"P10","Néstor Grindetti a gobernador y Joaquín De La Torre a vicegobernador por Juntos por el Cambio.",0.233,0.425,0.078,0.178
"P10","Diego Santilli a gobernador y su candidato a vicegobernador por Juntos por el Cambio.",0.614,0.203,0.052,0.048
"P10","Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por el Frente de Todos.",0.044,0.111,0.534,0.202
"P10","A Guillermo Britos a gobernador y su candidato a vicegobernador por La Libertad Avanza.",0.083,0.15,0.21,0.11
"P10","A los candidatos a gobernador y vicegobernador por el Frente de Izquierda.",0.011,0.008,0.035,0.086
"P10","No sabe",0.015,0.103,0.091,0.376
"P13","Néstor Grindetti a gobernador y Fernando Burlando a vicegobernador por Juntos por el Cambio.",0.175,0.314,0.068,0.044
"P13","Diego Santilli a gobernador y su candidato a vicegobernador por Juntos por el Cambio.",0.678,0.275,0.019,0.098
"P13","Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por el Frente de Todos.",0.039,0.085,0.573,0.214
"P13","A Guillermo Britos a gobernador y su candidato a vicegobernador por La Libertad Avanza.",0.075,0.196,0.208,0.195
"P13","A los candidatos a gobernador y vicegobernador por el Frente de Izquierda.",0.009,0.009,0.036,0.059
"P13","No sabe",0.024,0.121,0.096,0.39
"P16","Néstor Grindetti a gobernador y Maximiliano Abad a vicegobernador por Juntos por el Cambio.",0.218,0.423,0.088,0.104
"P16","Diego Santilli a gobernador y su candidato a vicegobernador por Juntos por el Cambio.",0.642,0.192,0.046,0.071
"P16","Axel Kicillof a gobernador y Malena Galmarini a vicegobernadora por el Frente de Todos.",0.063,0.102,0.516,0.208
"P16","A Guillermo Britos a gobernador y su candidato a vicegobernador por La Libertad Avanza.",0.046,0.173,0.194,0.193
"P16","A los candidatos a gobernador y vicegobernador por el Frente de Izquierda.",0.008,0.018,0.046,0.076
"P16","No sabe",0.023,0.092,0.11,0.348
"P19","Néstor Grindetti a gobernador y Joaquín De La Torre a vicegobernador por Juntos por el Cambio.",0.217,0.399,0.08,0.085
"P19","Diego Santilli a gobernador y su candidato a vicegobernador por Juntos por el Cambio.",0.63,0.191,0.034,0.041
"P19","Axel Kicillof a gobernador y Malena Galmarini a vicegobernadora por el Frente de Todos.",0.056,0.073,0.514,0.176
"P19","A Guillermo Britos a gobernador y su candidato a vicegobernador por La Libertad Avanza.",0.067,0.221,0.216,0.226
"P19","A los candidatos a gobernador y vicegobernador por el Frente de Izquierda.",0.009,0.018,0.044,0.059
"P19","No sabe",0.021,0.098,0.112,0.413
"P22","Lo votaría",0.332,0.392,0.093,0.077
"P22","Puede que lo vote",0.262,0.36,0.044,0.105
"P22","Nunca lo votaría",0.254,0.144,0.784,0.08
"P22","No sabe",0.152,0.104,0.079,0.738
"P24","Lo votaría",0.18,0.093,0.551,0.174
"P24","Puede que lo vote",0.018,0.149,0.046,0.051
"P24","Nunca lo votaría",0.787,0.715,0.386,0.536
"P24","No sabe",0.015,0.043,0.017,0.239
"P25","Lo votaría",0.087,0.113,0.17,0.073
"P25","Puede que lo vote",0.186,0.274,0.065,0.06
"P25","Nunca lo votaría",0.551,0.462,0.711,0.31
"P25","No sabe",0.176,0.151,0.054,0.557
"P26","Lo votaría",0.136,0.134,0.045,0.057
"P26","Puede que lo vote",0.261,0.25,0.065,0.047
"P26","Nunca lo votaría",0.373,0.372,0.791,0.176
"P26","No sabe",0.23,0.244,0.099,0.72
"P27","Lo votaría",0.12,0.116,0.017,0.045
"P27","Puede que lo vote",0.243,0.287,0.045,0.055
"P27","Nunca lo votaría",0.376,0.275,0.809,0.212
"P27","No sabe",0.261,0.322,0.129,0.688
"P28","Lo votaría",0.05,0.056,0.392,0.08
"P28","Puede que lo vote",0.054,0.094,0.159,0.045
"P28","Nunca lo votaría",0.852,0.776,0.421,0.379
"P28","No sabe",0.044,0.074,0.028,0.496
"P29","Lo votaría",0.133,0.063,0.073,0.105
"P29","Puede que lo vote",0.242,0.299,0.109,0.138
"P29","Nunca lo votaría",0.506,0.521,0.768,0.353
"P29","No sabe",0.119,0.117,0.05,0.404
"P30","Lo votaría",0.045,0.022,0.266,0.047
"P30","Puede que lo vote",0.041,0.074,0.228,0.039
"P30","Nunca lo votaría",0.879,0.832,0.455,0.455
"P30","No sabe",0.035,0.072,0.051,0.459
"P31","Si",0.54,0.677,0.546,0.506
"P31","No",0.46,0.323,0.454,0.494
