"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P07","A Gustavo Menendez por el Frente de Todos",0.658,0.483,0.297,0.063,0.228,0.274
"P07","A David Zencich por Juntos por el Cambio",0.118,0.243,0.238,0.319,0.315,0.342
"P07","A Pablo Cocuzza por Juntos por el Cambio",0.12,0.023,0.089,0.198,0.055,0.16
"P07","Al candidato de Javier Milei",0.073,0.021,0.096,0.251,0.238,0.024
"P07","A Cristian Franco por el Frente de Izquierda",0.018,0.065,0.082,0.073,0.042,0.046
"P07","A otro candidato",0.013,0.165,0.198,0.096,0.122,0.154
"P09","A Gustavo Menendez por el Frente de Todos",0.669,0.404,0.347,0.085,0.344,0.26
"P09","A David Zencich por Juntos por el Cambio",0.145,0.298,0.216,0.365,0.205,0.334
"P09","Al candidato de Javier Milei",0.133,0.067,0.166,0.371,0.292,0.082
"P09","A Cristian Franco por el Frente de Izquierda",0.01,0.054,0.066,0.064,0.048,0.041
"P09","A otro candidato",0.043,0.177,0.205,0.115,0.111,0.283
"P11","A Gustavo Menendez por el Frente de Todos",0.631,0.544,0.341,0.139,0.2,0.163
"P11","A Pablo Cocuzza por Juntos por el Cambio",0.181,0.138,0.205,0.313,0.219,0.424
"P11","Al candidato de Javier Milei",0.119,0.081,0.156,0.309,0.365,0.121
"P11","A Cristian Franco por el Frente de Izquierda",0.006,0.052,0.116,0.065,0.072,0.041
"P11","A otro candidato",0.063,0.185,0.182,0.174,0.144,0.251
"P13","Muy buena",0.363,0.301,0.115,0.035,0.143,0.149
"P13","Buena",0.37,0.298,0.195,0.025,0.085,0.218
"P13","Ni buena ni mala",0.156,0.162,0.237,0.165,0.019,0.296
"P13","Mala",0.062,0.193,0.159,0.297,0.058,0.076
"P13","Muy mala",0.047,0.036,0.266,0.473,0.648,0.221
"P13","No sabe",0.002,0.01,0.028,0.005,0.047,0.04
"P14","Muy buena",0.211,0.214,0.089,0.136,0.2,0.03
"P14","Buena",0.171,0.12,0.096,0.233,0.087,0.063
"P14","Ni buena ni mala",0.257,0.295,0.423,0.265,0.255,0.431
"P14","Mala",0.092,0.238,0.138,0.203,0.014,0.005
"P14","Muy mala",0.152,0.03,0.119,0.13,0.186,0.165
"P14","No sabe",0.117,0.103,0.135,0.033,0.258,0.306
"P15","Muy buena",0.327,0.228,0.162,0.079,0.037,0.078
"P15","Buena",0.241,0.241,0.091,0.03,0.157,0.075
"P15","Ni buena ni mala",0.233,0.319,0.299,0.172,0.025,0.399
"P15","Mala",0.078,0.095,0.131,0.362,0.057,0.061
"P15","Muy mala",0.077,0.047,0.24,0.335,0.654,0.325
"P15","No sabe",0.044,0.07,0.077,0.022,0.07,0.062
"P16","Muy buena",0.189,0.102,0.025,0.067,0.126,0.01
"P16","Buena",0.09,0.073,0.096,0.079,0.06,0.071
"P16","Ni buena ni mala",0.373,0.356,0.429,0.369,0.19,0.342
"P16","Mala",0.15,0.193,0.118,0.256,0.021,0.01
"P16","Muy mala",0.097,0.151,0.156,0.106,0.242,0.162
"P16","No sabe",0.101,0.125,0.176,0.123,0.361,0.405
"P17","Muy buena",0.321,0.056,0.036,0.04,0.127,0.06
"P17","Buena",0.019,0.165,0.134,0.12,0.102,0.19
"P17","Ni buena ni mala",0.266,0.326,0.315,0.301,0.05,0.108
"P17","Mala",0.159,0.176,0.178,0.267,0.198,0.156
"P17","Muy mala",0.177,0.223,0.281,0.198,0.383,0.425
"P17","No sabe",0.058,0.054,0.056,0.074,0.14,0.061
"P18","Muy buena",0.206,0.142,0.043,0.116,0.179,0.172
"P18","Buena",0.015,0.082,0.1,0.039,0.031,0.108
"P18","Ni buena ni mala",0.384,0.437,0.507,0.399,0.194,0.102
"P18","Mala",0.041,0.114,0.061,0.235,0.098,0.132
"P18","Muy mala",0.186,0.044,0.072,0.052,0.102,0.186
"P18","No sabe",0.168,0.181,0.217,0.159,0.396,0.3
"P19","Muy buena",0.173,0.11,0.026,0.13,0.114,0.011
"P19","Buena",0.055,0.134,0.062,0.009,0.009,0.102
"P19","Ni buena ni mala",0.433,0.46,0.571,0.45,0.177,0.167
"P19","Mala",0.032,0.065,0.043,0.072,0.125,0.108
"P19","Muy mala",0.141,0.036,0.029,0.036,0.102,0.159
"P19","No sabe",0.166,0.195,0.269,0.303,0.473,0.453
"P20","Muy buena",0.019,0.059,0.001,0.012,0.11,0
"P20","Buena",0.069,0.119,0.019,0.02,0.012,0
"P20","Ni buena ni mala",0.536,0.421,0.603,0.393,0.196,0.152
"P20","Mala",0.017,0.068,0.017,0.124,0.103,0.08
"P20","Muy mala",0.088,0.049,0.037,0.045,0.069,0.169
"P20","No sabe",0.271,0.284,0.323,0.406,0.51,0.599
"P21","La seguridad",0.136,0.004,0.025,0.067,0.05,0.01
"P21","El tránsito",0.073,0.103,0.008,0.082,0.056,0
"P21","El arreglo de las calles",0.269,0.237,0.227,0.162,0.063,0.097
"P21","Los parques y espacios públicos",0.156,0.347,0.231,0.105,0.173,0.286
"P21","El sistema de salud",0.049,0.08,0.058,0.036,0.017,0
"P21","La limpieza de las calles",0.099,0.08,0.086,0.064,0.038,0.353
"P21","El deporte y la cultura",0.104,0.044,0.059,0.017,0.06,0.098
"P21","La luminaria",0.004,0.002,0.064,0.061,0.007,0.005
"P21","No sabe",0.11,0.103,0.242,0.406,0.536,0.151
"P22","La seguridad",0.455,0.451,0.444,0.49,0.441,0.556
"P22","El tránsito",0.015,0.05,0.047,0.025,0.042,0.051
"P22","El arreglo de las calles",0.127,0.241,0.242,0.11,0.238,0.116
"P22","Los parques y espacios públicos",0.024,0.024,0.008,0.069,0,0.006
"P22","El sistema de salud",0.085,0.135,0.159,0.083,0.075,0.147
"P22","La limpieza de las calles",0.017,0.062,0.027,0.045,0.107,0.071
"P22","El deporte y la cultura",0.042,0.022,0.015,0,0.01,0
"P22","La luminaria",0.047,0,0.033,0.017,0,0
"P22","No sabe",0.188,0.015,0.025,0.161,0.087,0.053
"P23","Agua corriente y cloacas",0.468,0.476,0.658,0.471,0.529,0.701
"P23","Energía eléctrica",0.04,0.1,0.049,0.161,0.175,0.009
"P23","Red de gas natural",0.216,0.143,0.096,0.05,0.163,0.045
"P23","Recolección de residuos",0.1,0.177,0.07,0.122,0.06,0.062
"P23","Ninguno",0.176,0.104,0.127,0.196,0.073,0.183
"P24","Los robos",0.729,0.451,0.585,0.367,0.445,0.314
"P24","El narcotráfico",0.088,0.173,0.134,0.199,0.134,0.187
"P24","La ausencia de patrulleros y personal policial",0.066,0.32,0.247,0.25,0.222,0.315
"P24","Otro",0.085,0.056,0.02,0.127,0.12,0.124
"P24","Ninguno",0.032,0,0.014,0.057,0.079,0.06
"P26","Muy buena",0.269,0.168,0.022,0.02,0,0.052
"P26","Buena",0.283,0.472,0.151,0.029,0,0.199
"P26","Ni buena ni mala",0.308,0.267,0.586,0.249,0.105,0.254
"P26","Mala",0.053,0.077,0.172,0.58,0.178,0.337
"P26","Muy mala",0.011,0.006,0.057,0.111,0.692,0.011
"P26","No sabe",0.076,0.01,0.012,0.011,0.025,0.147
"P27","Frente de Todos y el peronismo",0.58,0.493,0.343,0.184,0.195,0.314
"P27","Cambiemos",0.272,0.274,0.186,0.338,0.371,0.147
"P27","Liberales",0.121,0.073,0.239,0.269,0.194,0.156
"P27","Izquierda",0.007,0.058,0.115,0.084,0.071,0.136
"P27","No sabe",0.02,0.102,0.117,0.125,0.169,0.247
"P29","A Alberto Fernández",0.095,0.07,0.456,0.229,0.708,0.016
"P29","A Sergio Massa",0.223,0.373,0.135,0.13,0,0.25
"P29","A algún candidato del peronismo",0.367,0.177,0.144,0.545,0.02,0.033
"P29","A algún candidato del kirchnerismo",0.315,0.38,0.265,0.096,0.272,0.701
"P30","A Alberto Fernández",0.276,0.021,0.467,0.231,0.569,0.016
"P30","A Sergio Massa",0.212,0.318,0.108,0.125,0.241,0.061
"P30","A algún candidato del peronismo",0.18,0.142,0.11,0.499,0.021,0.05
"P30","A Cristina Fernández de Kirchner",0.332,0.519,0.315,0.145,0.169,0.873
