"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P07","A Gustavo Menendez por el Frente de Todos",0.774,0.504,0.505,0.551
"P07","A David Zencich por Juntos por el Cambio",0.019,0.136,0.005,0.024
"P07","A Pablo Cocuzza por Juntos por el Cambio",0.013,0.302,0,0.003
"P07","Al candidato de Javier Milei",0.076,0,0.404,0
"P07","A Cristian Franco por el Frente de Izquierda",0.083,0.034,0.008,0.139
"P07","A otro candidato",0.035,0.024,0.078,0.283
"P09","A Gustavo Menendez por el Frente de Todos",0.794,0.44,0.462,0.5
"P09","A David Zencich por Juntos por el Cambio",0.004,0.15,0.167,0.176
"P09","Al candidato de Javier Milei",0,0.308,0.29,0.082
"P09","A Cristian Franco por el Frente de Izquierda",0.096,0.005,0.015,0.085
"P09","A otro candidato",0.106,0.097,0.066,0.157
"P11","A Gustavo Menendez por el Frente de Todos",0.794,0.466,0.519,0.49
"P11","A Pablo Cocuzza por Juntos por el Cambio",0,0.085,0,0.214
"P11","Al candidato de Javier Milei",0,0.303,0.238,0.069
"P11","A Cristian Franco por el Frente de Izquierda",0.096,0.005,0.015,0.088
"P11","A otro candidato",0.11,0.141,0.228,0.139
"P13","Muy buena",0.48,0.278,0.108,0.15
"P13","Buena",0.268,0.164,0.385,0.391
"P13","Ni buena ni mala",0.054,0.394,0.038,0.254
"P13","Mala",0.091,0.086,0.231,0.019
"P13","Muy mala",0.076,0.073,0.238,0.174
"P13","No sabe",0.031,0.005,0,0.012
"P14","Muy buena",0.125,0.058,0.012,0.01
"P14","Buena",0.011,0.127,0.484,0
"P14","Ni buena ni mala",0.512,0.603,0.301,0.18
"P14","Mala",0.008,0.069,0.066,0.422
"P14","Muy mala",0.076,0,0.072,0.224
"P14","No sabe",0.268,0.143,0.065,0.164
"P15","Muy buena",0.421,0.087,0.126,0.098
"P15","Buena",0.316,0.159,0.277,0.083
"P15","Ni buena ni mala",0.069,0.603,0.033,0.398
"P15","Mala",0.087,0.078,0.231,0.192
"P15","Muy mala",0.076,0.068,0.294,0.174
"P15","No sabe",0.031,0.005,0.039,0.055
