"var","categoria","Seguro lo votaria","Quizás lo votaría","Nunca lo votaría"
"P07","Al candidato del Frente de Todos",0.077,0.195,0.455
"P07","Al candidato de Juntos por el Cambio",0.4,0.373,0.277
"P07","Al candidato de los liberales - libertarios",0.493,0.047,0.084
"P07","Al candidato de la Izquierda",0.015,0.098,0.076
"P07","A otro candidato",0.006,0.113,0.051
"P07","No sabe",0.009,0.174,0.057
"P08","A Julio Zamora por el Frente de Todos",0.076,0.285,0.316
"P08","A Malena Galmarini por el Frente de Todos",0.014,0.056,0.206
"P08","A Segundo Cernadas por Cambiemos",0.398,0.249,0.22
"P08","A Nicolás Massot por Cambiemos",0.104,0.168,0.034
"P08","Al candidato de los liberales libertarios",0.368,0.103,0.096
"P08","A Paula Akerfeld por el Frente de Izquierda",0.03,0.099,0.076
"P08","No sabe",0.01,0.04,0.052
"P10","A Julio Zamora por el Frente de Todos",0.105,0.332,0.447
"P10","A Segundo Cernadas por Cambiemos",0.323,0.309,0.174
"P10","Al candidato de los liberales libertarios",0.456,0.227,0.081
"P10","A Paula Akerfeld por el Frente de Izquierda",0.031,0.004,0.03
"P10","No sabe",0.085,0.128,0.268
"P12","A Malena Galmarini por el Frente de Todos",0.092,0.073,0.368
"P12","A Segundo Cernadas por Cambiemos",0.449,0.314,0.315
"P12","Al candidato de los liberales libertarios",0.409,0.203,0.022
"P12","A Paula Akerfeld por el Frente de Izquierda",0.014,0.015,0.129
"P12","No sabe",0.036,0.395,0.166
"P14","Muy buena",0.112,0.022,0.196
"P14","Buena",0.04,0.029,0.1
"P14","Ni buena ni mala",0.067,0.261,0.233
"P14","Mala",0.12,0.203,0.17
"P14","Muy mala",0.639,0.454,0.252
"P14","No sabe",0.022,0.031,0.049
"P15","Muy buena",0.106,0.123,0.227
"P15","Buena",0.086,0.165,0.231
"P15","Ni buena ni mala",0.194,0.397,0.26
"P15","Mala",0.147,0.134,0.178
"P15","Muy mala",0.467,0.144,0.092
"P15","No sabe",0,0.037,0.012
"P16","Muy buena",0.412,0.283,0.129
"P16","Buena",0.163,0.189,0.116
"P16","Ni buena ni mala",0.272,0.401,0.281
"P16","Mala",0.015,0.029,0.137
"P16","Muy mala",0.135,0.042,0.184
"P16","No sabe",0.003,0.056,0.153
"P17","Muy buena",0,0.104,0.049
"P17","Buena",0.052,0.012,0.069
"P17","Ni buena ni mala",0.403,0.458,0.273
"P17","Mala",0.235,0.015,0.035
"P17","Muy mala",0.169,0.051,0.072
"P17","No sabe",0.141,0.36,0.502
"P18","Muy buena",0.225,0.139,0.087
"P18","Buena",0.06,0.061,0.063
"P18","Ni buena ni mala",0.339,0.478,0.323
"P18","Mala",0.065,0.052,0.139
"P18","Muy mala",0.233,0.045,0.153
"P18","No sabe",0.078,0.225,0.235
"P19","Muy buena",0.092,0.097,0.246
"P19","Buena",0.183,0.261,0.172
"P19","Ni buena ni mala",0.152,0.241,0.253
"P19","Mala",0.258,0.247,0.245
"P19","Muy mala",0.315,0.146,0.072
"P19","No sabe",0,0.008,0.012
"P20","Que continúe el intendente Julio Zamora",0.083,0.06,0.202
"P20","Que continúe Julio Zamora pero con mejoras",0.124,0.359,0.296
"P20","Que cambie Julio Zamora pero que se mantengan los avances",0.143,0.131,0.142
"P20","Que cambie el intendente Julio Zamora",0.65,0.45,0.36
"P21","Es kirchnerista",0.242,0.074,0.093
"P21","Forma parte del Frente de Todos",0.078,0.297,0.332
"P21","Es un hombre de Massa",0.132,0.178,0.14
"P21","Es un peronista independiente de centro",0.339,0.131,0.098
"P21","Es un oportunista y está donde le conviene",0.159,0.27,0.186
"P21","No sabe",0.05,0.05,0.151
"P22","Son lo mismo aunque estén en espacios politoca diferentes",0.368,0.275,0.086
"P22","Son aliados tácticos pero lo ocultan",0.07,0.069,0.044
"P22","Son adversarios políticos",0.493,0.376,0.535
"P22","No sabe",0.069,0.28,0.335
"P23","Son lo mismo, ambos son de Massa",0.422,0.112,0.145
"P23","Son aliados en el Frente de Todos pero compiten",0.273,0.581,0.398
"P23","Son enemigos porque Zamora traicionó a Massa",0.195,0.113,0.173
"P23","No sabe",0.11,0.194,0.284
"P24","La seguridad",0.372,0.246,0.21
"P24","El tránsito",0.051,0.026,0.097
"P24","El arreglo de las calles",0.073,0.2,0.098
"P24","El estado de las escuelas y la educación",0.006,0.015,0.01
"P24","El sistema de salud",0.014,0.044,0.063
"P24","El deporte y la cultura",0.085,0.113,0.182
"P24","La obra pública",0.01,0,0.039
"P24","La luminaria",0.124,0.222,0.124
"P24","No sabe",0.265,0.134,0.177
