"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P04","Tengo trabajo estable",0.477,0.385,0.404,0.117
"P04","Realizo changas o trabajos de vez en cuando",0.143,0.259,0.214,0.57
"P04","No tengo trabajo",0.162,0.21,0.186,0.26
"P04","Soy jubilado o pensionado",0.218,0.146,0.196,0.053
"P05","Derecha",0.119,0.21,0.237,0.169
"P05","Centro derecha",0.074,0.062,0.232,0.104
"P05","Centro izquierda",0.332,0.116,0.104,0.035
"P05","Izquierda",0.18,0.105,0.075,0.024
"P05","No sabe",0.295,0.507,0.352,0.668
"P06","Muy importante",0.83,0.69,0.548,0.348
"P06","Algo importante",0.09,0.118,0.209,0.182
"P06","Nada importante",0.032,0.097,0.186,0.037
"P06","No sabe",0.048,0.095,0.057,0.433
"P07","Estoy de acuerdo",0.673,0.45,0.314,0.092
"P07","Debería realizarse solo en caso de violación o riesgo de vida de la madre",0.205,0.329,0.462,0.26
"P07","No estoy de acuerdo",0.084,0.135,0.179,0.371
"P07","No sabe",0.038,0.086,0.045,0.277
"P08","Frente de Todos y el peronismo",0.778,0.459,0.086,0.541
"P08","Cambiemos",0.079,0.127,0.432,0.074
"P08","Liberales y Javier Milei",0.051,0.138,0.357,0.012
"P08","Izquierda",0.043,0.057,0.025,0.016
"P08","No sabe",0.049,0.219,0.1,0.357
"P10","Lo votaría",0.276,0.29,0.272,0.068
"P10","Puede que lo vote",0.391,0.385,0.235,0.672
"P10","Nunca lo votaría",0.224,0.252,0.43,0.26
"P10","No sabe",0.109,0.073,0.063,0
"P11","Lo votaría",0.427,0.379,0.354,0.097
"P11","Puede que lo vote",0.363,0.274,0.213,0.471
"P11","Nunca lo votaría",0.15,0.192,0.364,0.305
"P11","No sabe",0.06,0.155,0.069,0.127
"P12","Lo votaría",0.449,0.163,0.446,0.22
"P12","Puede que lo vote",0.174,0.386,0.423,0
"P12","Nunca lo votaría",0.299,0.173,0.082,0.677
"P12","No sabe",0.078,0.278,0.049,0.103
"P13","Lo votaría",0.215,0.168,0.256,0.103
"P13","Puede que lo vote",0.277,0.237,0.371,0
"P13","Nunca lo votaría",0.445,0.248,0.303,0.897
"P13","No sabe",0.063,0.347,0.07,0
"P14","La votaría",0.527,0.249,0.591,0.677
"P14","Puede que la vote",0.102,0.361,0.268,0.22
"P14","Nunca la votaría",0.363,0.192,0.107,0.103
"P14","No sabe",0.008,0.198,0.034,0
"P15","Lo votaría",0.102,0.044,0.189,0.677
"P15","Puede que lo vote",0.208,0.255,0.261,0.22
"P15","Nunca lo votaría",0.621,0.552,0.516,0.103
"P15","No sabe",0.069,0.149,0.034,0
"P16","Sí, lo votaría",0.081,0.114,0.482,0.063
"P16","Puede que lo vote",0.015,0.1,0.194,0.093
"P16","Nunca lo votaría",0.882,0.654,0.276,0.316
"P16","No sabe",0.022,0.132,0.048,0.528
"P17","Sí, la votaría",0.687,0.361,0.12,0.106
"P17","Puede que la vote",0.099,0.162,0.055,0.233
"P17","Nunca la votaría",0.194,0.358,0.805,0.331
"P17","No sabe",0.02,0.119,0.02,0.33
"P18","Cristina Fernández de Kirchner por el Frente de Todos",0.826,0.422,0.061,0.254
"P18","Mauricio Macri por Cambiemos",0.04,0.1,0.38,0.063
"P18","Javier Milei por los liberales",0.055,0.156,0.339,0.083
"P18","Nicolás del Caño por la izquierda",0.014,0.044,0.019,0.026
"P18","Otro candidato",0.065,0.278,0.201,0.574
"P19","Horacio Rodríguez Larreta por Cambiemos",0.181,0.17,0.341,0.067
"P19","Alberto Fernández por el Frente de Todos",0.553,0.352,0.111,0.151
"P19","Javier Milei por los liberales",0.058,0.147,0.329,0.097
"P19","Nicolás del Caño por la izquierda",0.047,0.05,0.018,0.119
"P19","Otro candidato",0.161,0.281,0.201,0.566
"P20","Mauricio Macri presidente Javier Milei vice",0.098,0.115,0.562,0.109
"P20","Sergio Massa presidente Gerardo Morales vice",0.315,0.27,0.059,0.101
"P20","Nicolas del Caño presidente Myriam Bregman vice",0.116,0.08,0.04,0.033
"P20","No sabe",0.471,0.535,0.339,0.757
"P21","Mauricio Macri presidente Patricia Bullrich vice",0.058,0.114,0.449,0.027
"P21","Alberto Fernández presidente Sergio Massa vice",0.37,0.286,0.034,0.054
"P21","Javier Milei presidente José Luis Espert vice",0.047,0.125,0.256,0.138
"P21","Horacio Rodríguez Larreta presidente Gerardo Morales vice",0.079,0.09,0.137,0.213
"P21","Cristina Fernández de Kirchner presidenta Jorge Capitanich vice",0.412,0.218,0.03,0.213
"P21","Otros candidatos",0.034,0.167,0.094,0.355
"P22","Positiva",0.557,0.248,0.069,0.168
"P22","Neutra",0.22,0.323,0.046,0.672
"P22","Negativa",0.219,0.359,0.88,0.141
"P22","No sabe",0.004,0.07,0.005,0.019
"P23","Si",0.843,0.757,0.544,0.75
"P23","No",0.078,0.08,0.249,0
"P23","No sabe",0.079,0.163,0.207,0.25
"P24","El kirchnerismo",0.168,0.242,0.663,0.216
"P24","Cambiemos",0.347,0.21,0.087,0.027
"P24","Los medios de comunicación",0.359,0.236,0.059,0.295
"P24","Otros",0.051,0.13,0.091,0.113
"P24","No sabe",0.075,0.182,0.1,0.349
"P25","Sin deuda",0.378,0.216,0.267,0.285
"P25","Menos de 10%",0.166,0.131,0.172,0.106
"P25","Entre 10 y 20%",0.115,0.182,0.151,0.207
"P25","Entre 20 y 30%",0.081,0.09,0.123,0.007
"P25","Entre 30 y 40%",0.085,0.091,0.094,0.009
"P25","Mas del 40%",0.14,0.208,0.17,0.299
"P25","No sabe",0.035,0.082,0.023,0.087
"P26","Gran excedente habitual",0.009,0,0.005,0
"P26","Gran excedente excepcional",0.014,0.02,0.002,0
"P26","Pequeño excedente habitual",0.09,0.052,0.053,0
"P26","Pequeño excedente excepcional",0.08,0.067,0.053,0
"P26","Alcanza gastos familia",0.197,0.154,0.13,0
"P26","No alcanza gastos familia",0.125,0.254,0.169,0.274
"P26","Solo NBFamiliares",0.244,0.27,0.281,0.29
"P26","No alcanza NBFamiliares",0.227,0.178,0.301,0.411
"P26","No sabe",0.014,0.005,0.006,0.025
"P27","Positiva",0.288,0.106,0.152,0.07
"P27","Neutra",0.402,0.507,0.372,0.284
"P27","Negativa",0.301,0.386,0.461,0.481
"P27","No sabe",0.009,0.001,0.015,0.165
"P28","Mejor",0.217,0.097,0.053,0.015
"P28","Igual",0.473,0.42,0.15,0.414
"P28","Peor",0.271,0.442,0.761,0.562
