"var","categoria","Si","No"
"P05","Mucho",0.444,0.542
"P05","Bastante",0.319,0.23
"P05","Poco",0.144,0.123
"P05","Nada",0.074,0.073
"P05","No sabe",0.019,0.032
"P06","Siempre",0.246,0.224
"P06","Casi siempre",0.334,0.315
"P06","Casi nunca",0.281,0.33
"P06","Nunca, pero esta es una excepción",0.139,0.131
"P08","Unión por la Patria",0.286,0.439
"P08","Juntos por el Cambio",0.336,0.284
"P08","De los Liberales libertarios",0.166,0.107
"P08","De la Izquierda",0.052,0.035
"P08","Hacemos por nuestro país",0.012,0.004
"P08","Otro",0.031,0.037
"P08","En blanco",0.03,0.025
"P08","No sabe",0.087,0.069
"P09","Sergio Massa a presidente, Axel Kicillof a gobernador y Julio Alak a intendente por Unión por la Patria",0.194,0.4
"P09","Sergio Massa a presidente, Axel Kicillof a gobernador y Guillermo Escudero a intendente por Unión por la Patria",0.054,0.048
"P09","Sergio Massa a presidente, Axel Kicillof a gobernador y Gaston Castagneto a intendente por Unión por la Patria",0.043,0.035
"P09","Juan Grabois a presidente, Axel Kicillof a gobernador por Unión por la Patria",NA,NA
"P09","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Juan Pablo Allan a intendente por Juntos por el Cambio",0.228,0.151
"P09","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Julio Garro a intendente por Juntos por el Cambio",0.133,0.134
"P09","Javier Milei a presidente, Carolina Piparo a gobernadora y Luciano Guma a intendente por la Libertad Avanza",0.178,0.115
"P09","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.038,0.043
"P09","Otro",0.041,0.02
"P09","No sabe",0.091,0.054
"P19","Lo votaría",0.192,0.383
"P19","Puede que lo vote",0.121,0.151
"P19","Nunca lo votaría",0.577,0.41
"P19","No sabe",0.11,0.056
"P20","Lo votaría",0.117,0.142
"P20","Puede que lo vote",0.126,0.162
"P20","Nunca lo votaría",0.647,0.613
"P20","No sabe",0.11,0.083
"P21","Lo votaría",0.094,0.099
"P21","Puede que lo vote",0.13,0.19
"P21","Nunca lo votaría",0.682,0.62
"P21","No sabe",0.094,0.091
"P22","Lo votaría",0.134,0.174
"P22","Puede que lo vote",0.098,0.178
"P22","Nunca lo votaría",0.691,0.588
"P22","No sabe",0.077,0.06
"P23","Lo votaría",0.24,0.2
"P23","Puede que lo vote",0.203,0.123
"P23","Nunca lo votaría",0.476,0.628
"P23","No sabe",0.081,0.049
"P24","Lo votaría",0.158,0.198
"P24","Puede que lo vote",0.284,0.119
"P24","Nunca lo votaría",0.475,0.653
"P24","No sabe",0.083,0.03
"P25","Lo votaría",0.162,0.111
"P25","Puede que lo vote",0.137,0.116
"P25","Nunca lo votaría",0.649,0.741
"P25","No sabe",0.052,0.032
"P26","Si",0.45,0.409
"P26","No",0.55,0.591
