"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P05","Si",0.791,0.914,0.744,0.901,0.823,0.759
"P05","Puede ser",0.159,0.062,0.195,0.07,0.05,0.181
"P05","No",0.05,0.024,0.061,0.029,0.127,0.06
"P06","Gerardo Zamora por el Frente Civico por Santiago",0.712,0.907,0.769,0.46,0.176,0.506
"P06","Pablo Mirolo por el Frente Renovador",0.243,0.041,0.12,0.083,0.04,0.216
"P06","Marcelo Lugones por Juntos por el Cambio",0,0,0.019,0.205,0.379,0.06
"P06","Emilio Rached por Juntos por el Cambio",0.042,0.043,0.009,0.056,0.124,0
"P06","Guillermo Suarez Melean por Juntos por el Cambio",0,0,0.009,0,0.041,0.051
"P06","Natalia Neme por Juntos por el Cambio",0,0,0,0.015,0.024,0
"P06","No sabe",0.003,0.009,0.074,0.181,0.216,0.167
"P08","Angel Nicolai del Frente Cívico por Santiago",0.642,0.515,0.557,0.225,0.18,0.23
"P08","Pablo Mirolo por el Frente renovador",0.162,0.295,0.137,0.228,0.037,0.315
"P08","Marcelo Lugones por Juntos por el Cambio",0,0.014,0.061,0.208,0.33,0
"P08","Emilio Rached por Juntos por el Cambio",0.051,0.033,0.013,0.017,0.181,0
"P08","Rodrigo Posse por Juntos por el Cambio",0.048,0,0.01,0.025,0.02,0
"P08","Facundo Perez Carletti por Juntos por el Cambio",0,0,0.012,0.094,0.068,0
"P08","Natalia Neme por Juntos por el Cambio",0,0.06,0.039,0.079,0.035,0
"P08","A otros candidatos",0.047,0.042,0.033,0.065,0.035,0.021
"P08","No sabe",0.05,0.041,0.138,0.059,0.114,0.434
"P10","El covid-19",0.315,0.139,0.283,0.119,0.013,0.117
"P10","El desempleo",0.096,0.272,0.334,0.198,0.24,0.242
"P10","El precio del dólar",0.103,0.205,0.075,0.006,0,0
"P10","La inseguridad",0.092,0.1,0.037,0.029,0.018,0
"P10","La inflación",0.195,0.069,0.073,0.097,0.055,0.033
"P10","La corrupción",0.035,0.073,0.016,0.287,0.399,0.051
"P10","La pobreza",0.027,0.064,0.113,0.175,0.175,0.345
"P10","Las tarifas",0.047,0,0.026,0.067,0,0
"P10","Otro",0.09,0.078,0.043,0.022,0.1,0.212
"P15","Muy buena",0.731,0.426,0.43,0.204,0.078,0.294
"P15","Buena",0.03,0.261,0.18,0.08,0.018,0.155
"P15","Ni buena ni mala",0.191,0.194,0.262,0.243,0.033,0.208
"P15","Mala",0.003,0.051,0.054,0.261,0.056,0.012
"P15","Muy mala",0.045,0.06,0.035,0.212,0.768,0.06
"P15","No sabe",0,0.008,0.039,0,0.047,0.271
"P16","Muy buena",0.062,0.007,0.024,0.095,0.43,0.052
"P16","Buena",0,0.197,0.134,0.126,0.104,0.064
"P16","Ni buena ni mala",0.167,0.282,0.313,0.265,0.157,0.212
"P16","Mala",0.378,0.232,0.368,0.368,0.097,0.101
"P16","Muy mala",0.393,0.274,0.136,0.146,0.205,0.282
"P16","No sabe",0,0.008,0.025,0,0.007,0.289
"P17","Muy buena",0.822,0.524,0.493,0.291,0.085,0.232
"P17","Buena",0.027,0.289,0.189,0.021,0.016,0.256
"P17","Ni buena ni mala",0.056,0.012,0.206,0.088,0.041,0.263
"P17","Mala",0.003,0.089,0.077,0.139,0.01,0
"P17","Muy mala",0.092,0.078,0.034,0.461,0.787,0.112
"P17","No sabe",0,0.008,0.001,0,0.061,0.137
"P18","Muy buena",0.199,0.116,0.114,0.098,0.41,0
"P18","Buena",0.194,0.233,0.168,0.271,0.1,0
"P18","Ni buena ni mala",0.125,0.439,0.641,0.161,0.305,0.026
"P18","Mala",0.222,0.065,0.022,0.383,0.086,0.026
"P18","Muy mala",0.128,0.053,0.029,0.087,0.057,0.063
"P18","No sabe",0.132,0.094,0.026,0,0.042,0.885
"P20","Si",0.61,0.625,0.658,0.574,0.539,0.558
"P20","No",0.39,0.375,0.342,0.426,0.461,0.442
