"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P10","Gran excedente habitual",0.026,0,0.007,0.004,0.072,0
"P10","Gran excedente excepcional",0.015,0,0,0.002,0.004,0
"P10","Pequeño excedente habitual",0.026,0,0.05,0.021,0.033,0.037
"P10","Pequeño excedente excepcional",0.036,0,0.043,0.091,0.035,0.004
"P10","Alcanza gastos familia",0.105,0,0.086,0.156,0.059,0.092
"P10","No alcanza gastos familia",0.115,0,0.134,0.139,0.132,0.205
"P10","Solo NBFamiliares",0.247,0,0.239,0.192,0.344,0.242
"P10","No alcanza NBFamiliares",0.43,0,0.438,0.374,0.305,0.33
"P10","No sabe",0,0,0.003,0.021,0.016,0.09
"P11","Muy buena",0.158,0,0.058,0.064,0.111,0.114
"P11","Buena",0.22,0,0.158,0.043,0.043,0.021
"P11","Ni buena ni mala",0.321,0,0.351,0.227,0.253,0.435
"P11","Mala",0.172,0,0.239,0.384,0.199,0.207
"P11","Muy mala",0.128,0,0.16,0.265,0.332,0.075
"P11","No sabe",0.001,0,0.034,0.017,0.062,0.148
"P12","Muy buena",0.24,0,0.241,0.393,0.448,0.118
"P12","Buena",0.102,0,0.173,0.077,0.089,0.109
"P12","Ni buena ni mala",0.132,0,0.298,0.094,0.171,0.372
"P12","Mala",0.154,0,0.116,0.174,0.037,0.061
"P12","Muy mala",0.366,0,0.164,0.221,0.255,0.272
"P12","No sabe",0.006,0,0.008,0.041,0,0.068
"P15","Muy buena",0.236,0,0.077,0.063,0.093,0.109
"P15","Buena",0.247,0,0.207,0.061,0.032,0.04
"P15","Ni buena ni mala",0.237,0,0.421,0.318,0.304,0.387
"P15","Mala",0.167,0,0.163,0.342,0.137,0.177
"P15","Muy mala",0.108,0,0.113,0.212,0.363,0.087
"P15","No sabe",0.005,0,0.019,0.004,0.071,0.2
"P16","Gobierno nacional",0.468,0,0.201,0.186,0.229,0.25
"P16","Gobierno provincial",0.405,0,0.566,0.626,0.536,0.258
"P16","No sabe",0.127,0,0.233,0.188,0.235,0.492
"P17","El anterior gobierno de Arabela Carreras",0.433,0,0.368,0.394,0.33,0.412
"P17","El actual gobierno de Alberto Weretilneck",0.44,0,0.389,0.58,0.65,0.542
"P17","No sabe",0.127,0,0.243,0.026,0.02,0.046
"P18","El anterior gobierno de Alberto Fernández",0.291,0,0.377,0.354,0.129,0.422
"P18","El actual gobierno de Javier Milei",0.646,0,0.606,0.435,0.855,0.578
"P18","No sabe",0.063,0,0.017,0.211,0.016,0
"P19","Muy buena",0.097,0,0.036,0.025,0.01,0
"P19","Buena",0.176,0,0.252,0.141,0.183,0.041
"P19","Ni buena ni mala",0.251,0,0.293,0.179,0.215,0.348
"P19","Mala",0.277,0,0.254,0.476,0.209,0.302
"P19","Muy mala",0.181,0,0.156,0.173,0.383,0.195
"P19","No sabe",0.018,0,0.009,0.006,0,0.114
"P20","Muy buena",0.097,0,0.026,0.026,0.016,0.005
"P20","Buena",0.162,0,0.083,0.1,0.006,0.027
"P20","Ni buena ni mala",0.255,0,0.378,0.144,0.12,0.383
"P20","Mala",0.265,0,0.286,0.567,0.254,0.289
"P20","Muy mala",0.208,0,0.218,0.142,0.541,0.202
"P20","No sabe",0.013,0,0.009,0.021,0.063,0.094
"P21","Muy buena",0.091,0,0.013,0,0.001,0
"P21","Buena",0.154,0,0.07,0.037,0.065,0.04
"P21","Ni buena ni mala",0.323,0,0.431,0.081,0.067,0.399
"P21","Mala",0.241,0,0.315,0.689,0.094,0.114
"P21","Muy mala",0.177,0,0.165,0.193,0.773,0.205
"P21","No sabe",0.014,0,0.006,0,0,0.242
"P23","El estado nacional",0.182,0,0.143,0.226,0.259,0.144
"P23","El estado provincial",0.621,0,0.31,0.268,0.296,0.289
"P23","Ambos de forma coordinada",0.178,0,0.414,0.293,0.288,0.246
"P23","No sabe",0.019,0,0.133,0.213,0.157,0.321
"P24","Inseguridad y narcotráfico",0.365,0,0.35,0.317,0.336,0.286
"P24","Altos impuestos y tarifas",0.16,0,0.238,0.204,0.278,0.051
"P24","Educación y estado de las escuelas",0.183,0,0.193,0.143,0.092,0.28
"P24","Inflación",0.195,0,0.098,0.264,0.113,0.192
"P24","Estado de la salud",0.031,0,0.014,0.011,0.068,0.063
"P24","Corrupción",0.045,0,0.063,0.06,0.079,0.077
"P24","Pobreza",0.008,0,0.005,0.001,0.016,0
"P24","Medio ambiente, incendios y contaminación",0.002,0,0.002,0,0.015,0
"P24","Falta de trabajo",0.006,0,0.014,0,0,0
"P24","No sabe",0.005,0,0.023,0,0.003,0.051
"P28","Muy buena",0.081,0,0.009,0.087,0.012,0
"P28","Buena",0.111,0,0.056,0.073,0.04,0.014
"P28","Ni buena ni mala",0.361,0,0.445,0.194,0.053,0.217
"P28","Mala",0.323,0,0.329,0.502,0.352,0.306
"P28","Muy mala",0.104,0,0.127,0.11,0.458,0.27
"P28","No sabe",0.02,0,0.034,0.034,0.085,0.193
"P29","Peor",0.589,0,0.48,0.421,0.647,0.523
"P29","Igual",0.275,0,0.307,0.319,0.25,0.128
"P29","Mejor",0.059,0,0.115,0.132,0.026,0.254
"P29","No sabe",0.077,0,0.098,0.128,0.077,0.095
"P30","Peor",0.552,0,0.454,0.49,0.57,0.406
"P30","Igual",0.2,0,0.31,0.275,0.26,0.075
"P30","Mejor",0.173,0,0.117,0.157,0.103,0.394
"P30","No sabe",0.075,0,0.119,0.078,0.067,0.125
"P31","Javier Milei",0.314,0,0.465,0.575,0.564,0.274
"P31","Los gobernadores",0.62,0,0.379,0.276,0.302,0.304
"P31","No sabe",0.066,0,0.156,0.149,0.134,0.422
"P32","Muy buena",0.217,0,0.099,0.072,0.113,0.143
"P32","Buena",0.34,0,0.18,0.129,0.05,0.062
"P32","Ni buena ni mala",0.208,0,0.355,0.252,0.182,0.397
"P32","Mala",0.155,0,0.26,0.346,0.189,0.043
"P32","Muy mala",0.077,0,0.096,0.178,0.395,0.138
"P32","No sabe",0.003,0,0.01,0.023,0.071,0.217
"P34","Muy buena",0.207,0,0.101,0.084,0.17,0.023
"P34","Buena",0.248,0,0.132,0.024,0.071,0.137
"P34","Ni buena ni mala",0.256,0,0.354,0.161,0.252,0.22
"P34","Mala",0.144,0,0.184,0.488,0.136,0.203
"P34","Muy mala",0.119,0,0.197,0.226,0.336,0.151
"P34","No sabe",0.026,0,0.032,0.017,0.035,0.266
"P35","Muy buena",0.166,0,0.107,0.092,0.174,0.127
"P35","Buena",0.169,0,0.2,0.163,0.086,0.045
"P35","Ni buena ni mala",0.285,0,0.418,0.332,0.335,0.47
"P35","Mala",0.196,0,0.124,0.229,0.085,0.151
"P35","Muy mala",0.147,0,0.096,0.172,0.15,0.059
"P35","No sabe",0.037,0,0.055,0.012,0.17,0.148
"P36","Muy buena",0.402,0,0.158,0.143,0.233,0.184
"P36","Buena",0.117,0,0.052,0.029,0.023,0.016
"P36","Ni buena ni mala",0.11,0,0.196,0.226,0.057,0.165
"P36","Mala",0.117,0,0.213,0.219,0.027,0.156
"P36","Muy mala",0.245,0,0.38,0.372,0.66,0.395
"P36","No sabe",0.009,0,0.001,0.011,0,0.084
"P37","Muy buena",0.146,0,0.155,0.111,0.075,0.116
"P37","Buena",0.087,0,0.119,0.246,0.168,0.083
"P37","Ni buena ni mala",0.081,0,0.27,0.104,0.203,0.221
"P37","Mala",0.266,0,0.217,0.299,0.13,0.108
"P37","Muy mala",0.411,0,0.216,0.24,0.424,0.397
"P37","No sabe",0.009,0,0.023,0,0,0.075
"P38","Muy buena",0.16,0,0.11,0.082,0.015,0.025
"P38","Buena",0.181,0,0.069,0.12,0.047,0.034
"P38","Ni buena ni mala",0.182,0,0.185,0.116,0.1,0.17
"P38","Mala",0.165,0,0.221,0.253,0.062,0.393
"P38","Muy mala",0.311,0,0.406,0.429,0.754,0.302
"P38","No sabe",0.001,0,0.009,0,0.022,0.076
"P39","Muy buena",0.36,0,0.133,0.11,0.116,0.189
"P39","Buena",0.127,0,0.041,0.084,0.07,0.038
"P39","Ni buena ni mala",0.096,0,0.231,0.044,0.093,0.14
"P39","Mala",0.148,0,0.155,0.291,0.089,0.247
"P39","Muy mala",0.265,0,0.418,0.467,0.632,0.275
"P39","No sabe",0.004,0,0.022,0.004,0,0.111
"P40","Muy buena",0.263,0,0.242,0.366,0.444,0.168
"P40","Buena",0.115,0,0.186,0.097,0.073,0.27
"P40","Ni buena ni mala",0.056,0,0.195,0.034,0.12,0.173
"P40","Mala",0.162,0,0.146,0.218,0.057,0.051
"P40","Muy mala",0.38,0,0.231,0.285,0.284,0.246
"P40","No sabe",0.024,0,0,0,0.022,0.092
"P41","Muy buena",0.213,0,0.256,0.362,0.392,0.183
"P41","Buena",0.157,0,0.231,0.176,0.145,0.201
"P41","Ni buena ni mala",0.05,0,0.1,0.095,0.069,0.224
"P41","Mala",0.158,0,0.161,0.158,0.067,0.022
"P41","Muy mala",0.41,0,0.249,0.209,0.259,0.286
