"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P10","Gran excedente habitual",0.031,0.003,0.004,0
"P10","Gran excedente excepcional",0.001,0.03,0,0
"P10","Pequeño excedente habitual",0.061,0.032,0.017,0
"P10","Pequeño excedente excepcional",0.066,0.061,0.025,0.314
"P10","Alcanza gastos familia",0.167,0.129,0.064,0.011
"P10","No alcanza gastos familia",0.099,0.16,0.108,0.028
"P10","Solo NBFamiliares",0.315,0.304,0.275,0.34
"P10","No alcanza NBFamiliares",0.255,0.272,0.501,0.135
"P10","No sabe",0.005,0.009,0.006,0.172
"P11","Positiva",0.234,0.18,0.274,0.118
"P11","Neutra",0.27,0.297,0.374,0.298
"P11","Negativa",0.488,0.514,0.334,0.07
"P11","No sabe",0.008,0.009,0.018,0.514
"P12","Positiva",0.739,0.502,0.212,0.047
"P12","Neutra",0.112,0.338,0.154,0.477
"P12","Negativa",0.148,0.151,0.623,0.228
"P12","No sabe",0.001,0.009,0.011,0.248
"P15","Muy buena",0.16,0.063,0.133,0.34
"P15","Buena",0.151,0.167,0.229,0.126
"P15","Ni buena ni mala",0.318,0.351,0.321,0.068
"P15","Mala",0.194,0.271,0.171,0.163
"P15","Muy mala",0.163,0.136,0.12,0.103
"P15","No sabe",0.014,0.012,0.026,0.2
"P16","Gobierno nacional",0.185,0.088,0.465,0.3
"P16","Gobierno provincial",0.651,0.717,0.349,0.453
"P16","No sabe",0.164,0.195,0.186,0.247
"P17","El anterior gobierno de Arabela Carreras",0.466,0.311,0.368,0.244
"P17","El actual gobierno de Alberto Weretilneck",0.439,0.505,0.484,0
"P17","No sabe",0.095,0.184,0.148,0.756
"P18","El anterior gobierno de Alberto Fernández",0.711,0.527,0.248,0
"P18","El actual gobierno de Javier Milei",0.284,0.398,0.695,1
"P18","No sabe",0.005,0.075,0.057,0
"P19","Positiva",0.3,0.178,0.27,0.377
"P19","Neutra",0.246,0.334,0.24,0.277
"P19","Negativa",0.435,0.481,0.477,0.217
"P19","No sabe",0.019,0.007,0.013,0.129
"P20","Positiva",0.221,0.082,0.211,0.14
"P20","Neutra",0.227,0.304,0.272,0.62
"P20","Negativa",0.533,0.603,0.493,0.073
"P20","No sabe",0.019,0.011,0.024,0.167
"P21","Positiva",0.286,0.1,0.127,0.34
"P21","Neutra",0.229,0.251,0.344,0.224
"P21","Negativa",0.482,0.617,0.5,0.236
"P21","No sabe",0.003,0.032,0.029,0.2
"P22","Muy de acuerdo",0.285,0.172,0.4,0.201
"P22","De acuerdo",0.25,0.208,0.214,0.24
"P22","Ni de acuerdo ni en desacuerdo",0.239,0.407,0.183,0.359
"P22","En desacuerdo",0.136,0.069,0.1,0
"P22","Muy en desacuerdo",0.061,0.088,0.067,0
"P22","No sabe",0.029,0.056,0.036,0.2
"P23","El estado nacional",0.231,0.208,0.101,0.362
"P23","El estado provincial",0.361,0.305,0.594,0.38
"P23","Ambos de forma coordinada",0.32,0.355,0.224,0.058
