codigo	bloque	paleta	texto	label	aclaracion
P05	Sociodemográfico	muchopoco	Usted diría que la política le importa…	Importancia de la política para el encuestado	
P06	Sociodemográfico	frecuencia	¿Cuán frecuente es que usted responda encuestas?	Frecuencia de respuesta de encuestas	
P09	Preferencias electorales	politica	¿En las elecciones de presidente y diputados nacionales de este año, al candidato de qué espacio político votaría?	Intención de voto a Presidente, Vicepresidente y Diputados por espacio político	
P10	Preferencias electorales	politica	¿Podría indicarnos cuáles serían los candidatos a presidente, vicepresidente y diputados nacionales que usted preferiría votar en las próximas elecciones primarias PASO?	Intención de voto por candidatos a Presidente, Vicepresidente y Diputado	
P14	Preferencias electorales	politica	Además de la opción de Diputados Nacional, ¿usted seleccionaría alguna opción de presidente y vicepresidente cortando la boleta?	Intención de voto por candidatos a Presidente y Vicepresidente	(sólo votantes de Di Giacomo)
P17	Preferencias electorales	sino	En las elecciones a Diputados Nacionales por la Provincia de Rio Negro, ¿usted estaría dispuesto a cortar boleta?	Intención de corte de boleta en elecciones a Diputados Nacionales	
P18	Preferencias electorales	politica	¿Podría indicarnos cuáles serían los candidatos a Diputados Nacionales que usted preferiría votar en las próximas elecciones primarias PASO?	Intención de voto por candidatos a Diputado Nacional en elecciones primarias	
P22	Preferencias electorales	politica	Podría usted decirnos cuán seguro está de sus preferencias de voto a presidente y vicepresidente en las próximas elecciones primarias paso.	Seguridad respecto a las preferencias de voto presidencial en elecciones primarias	
P23	Preferencias electorales	politica	Y podría decirnos entonces si usted:	Nivel de decisión del ejercicio de voto 	
P24	Escenarios políticos	politica	Si los candidatos en las elecciones de primera vuelta a Presidente, Vicepresidente y generales a Diputados nacionales fueran los siguientes ¿A cúal preferiría votar?	Intención de voto a Presidente, Vicepresidente y Diputados	(escenario 1)
P28	Escenarios políticos	politica	Si los candidatos en las elecciones de primera vuelta a Presidente, Vicepresidente y generales a Diputados nacionales fueran los siguientes ¿A cúal preferiría votar?	Intención de voto a Presidente, Vicepresidente y Diputados	(escenario 2)
P32	Escenarios políticos	politica	Si los candidatos a presidente y vicepresidente en la segunda vuelta electoral fueran los siguientes, usted a cual votaría	Intención de voto a Presidente y Vicepresidente en segunda vuelta	(escenario 1)
P33	Escenarios políticos	politica	Si los candidatos a presidente y vicepresidente en la segunda vuelta electoral fueran los siguientes, usted a cual votaría	Intención de voto a Presidente y Vicepresidente en segunda vuelta	(escenario 2)
P34	Escenarios políticos	politica	Si los candidatos a presidente y vicepresidente en la segunda vuelta electoral fueran los siguientes, usted a cual votaría	Intención de voto a Presidente y Vicepresidente en segunda vuelta	(escenario 3)
P35	Escenarios políticos	politica	Si los candidatos a presidente y vicepresidente en la segunda vuelta electoral fueran los siguientes, usted a cual votaría	Intención de voto a Presidente y Vicepresidente en segunda vuelta	(escenario 4)
P36	Escenarios políticos	politica	Si los candidatos a presidente y vicepresidente en la segunda vuelta electoral fueran los siguientes, usted a cual votaría	Intención de voto a Presidente y Vicepresidente en segunda vuelta	(escenario 5)
P37	Reach de intención de voto	votaria	Si Sergio Massa fuese candidato a Presidente, Agustin Rossi a Vicepresidente y Martín Soria a Diputado Nacional ud...	Intención de voto por fórmula Massa – Rossi – Soria	
P38	Reach de intención de voto	votaria	Si Juan Grabois fuese candidato a Presidente y Paula Abal Medina a Vicepresidente ud y Martín Soria a Diputado Nacional...	Intención de voto por fórmula Grabois - Abal Medina - Soria	
P39	Reach de intención de voto	votaria	Si Patricia Bullrich fuese candidata a Presidente,  Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional ud...	Intención de voto por fórmula Bullrich – Petri – Capozzi	
P40	Reach de intención de voto	votaria	Si Horacio Rodríguez Larreta fuese candidato a Presidente,  Gerardo Morales a Vicepresidente y Roberto Brusa a Diputado Nacional ud...	Intención de voto por fórmula Larreta – Morales – Brusa	
P41	Reach de intención de voto	votaria	Si Luis Di Giacomo fuese candidato a Diputado Nacional ud...	Intención de voto por Luis Di Giacomo para Diputado Nacional	
P42	Reach de intención de voto	votaria	Si Javier Milei fuese candidato a Presidente, Victoria Villaruel a Vicepresidente y Lorena Villaverde a Diputada Nacional ud...	Intención de voto por fórmula Milei -Villaruel – Villaverde	
P43	Reach de intención de voto	votaria	Si Myriam Bregman fuese candidata a Presidenta, Nicolás del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional ud...	Intención de voto por fórmula Bregman – Del Caño – Gavuzzo	
P44	Control	control	Nos gustaría volver a contactarlo para otras encuestas que se realizan de manera online. La misma se la enviaremos a través de un enlace por mensaje de texto a su celular ¿Está interesado en realizarla?  	control	
DIPUTADOS	Reach de intención de voto	votaria	Sólo intención de voto Diputados	Sólo intención de voto Diputados	
PRESIDENTE	Reach de intención de voto	votaria	Sólo intención de voto Presidente	Sólo intención de voto Presidente	
