"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P06","Del Frente de Todos y el peronismo",0.732,0.427,0.103,0.247
"P06","De Juntos por el cambio",0.048,0.127,0.287,0.045
"P06","De los Liberales libertarios",0.057,0.236,0.283,0.046
"P06","De la Izquierda",0.006,0.069,0.077,0.014
"P06","No sabe",0.157,0.141,0.25,0.648
"P07","A Alberto Fernández",0.331,0.25,0.177,0.34
"P07","A Sergio Massa",0.087,0.097,0.133,0
"P07","A algún candidato del peronismo",0.116,0.308,0.421,0.66
"P07","A algún candidato del kirchnerismo",0.466,0.345,0.269,0
"P08","A Alberto Fernández",0.183,0.062,0.065,0.313
"P08","A Sergio Massa",0.12,0.191,0.104,0
"P08","A algún candidato del peronismo",0.062,0.21,0.453,0.173
"P08","A Cristina Fernández de Kirchner",0.635,0.537,0.378,0.514
"P09","A Horacio Rodriguez Larreta",0.383,0.262,0.206,0
"P09","A Mauricio Macri",0.505,0.346,0.255,0
"P09","A Patricia Bullrich",0.015,0.346,0.299,1
"P09","A Facundo Manes",0.097,0,0.088,0
"P09","A Gerardo Morales",0,0.046,0.152,0
"P10","Eduardo Costa por Cambia Santa Cruz",0.023,0.13,0.171,0.135
"P10","Máximo Kirchner por el Frente de Todos",0.348,0.109,0.031,0.036
"P10","Pablo Grasso por el Frente de Todos",0.208,0.198,0.124,0.14
"P10","Javier Belloni por el Frente de Todos",0.15,0.152,0.1,0.068
"P10","Pablo González por el Frente de Todos",0.087,0.013,0.022,0
"P10","Fernando Cotillo por el Frente de Todos",0.016,0.047,0.006,0
"P10","Claudio Vidal por Somos Energía para Renovar Santa Cruz-SER",0.074,0.21,0.251,0.306
"P10","Roxana Reyes por Cambia Santa Cruz",0.015,0.065,0.104,0.058
"P10","No sabe",0.079,0.076,0.191,0.257
"P11","Eduardo Costa por Cambia Santa Cruz",0.052,0.118,0.194,0
"P11","Pablo Grasso por el Frente de Todos",0.231,0.26,0.118,0.021
"P11","Javier Belloni por el Frente de Todos",0.143,0.13,0.095,0.033
"P11","Alicia Kirchner por el Frente de Todos",0.323,0.041,0.009,0.036
"P11","Pablo González por el Frente de Todos",0.089,0.041,0.017,0
"P11","Fernando Cotillo por el Frente de Todos",0.015,0.02,0.018,0.035
"P11","Claudio Vidal por Somos Energía para Renovar Santa Cruz-SER",0.052,0.212,0.243,0.376
"P11","Roxana Reyes por Cambia Santa Cruz",0.037,0.091,0.12,0.057
"P11","No sabe",0.058,0.087,0.186,0.442
"P12","Eduardo Costa por Cambia Santa Cruz",0.042,0.138,0.193,0
"P12","Javier Belloni por el Frente de Todos",0.138,0.17,0.12,0.068
"P12","Pablo Grasso por el Frente de Todos",0.348,0.251,0.103,0
"P12","Pablo González por el Frente de Todos",0.147,0.04,0.011,0.021
"P12","Fernando Cotillo por el Frente de Todos",0.078,0.019,0.014,0
"P12","Claudio Vidal por Somos Energía para Renovar Santa Cruz-SER",0.068,0.125,0.204,0.323
"P12","Roxana Reyes por Cambia Santa Cruz",0.031,0.12,0.172,0.132
"P12","No sabe",0.148,0.137,0.183,0.456
"P13","Lo votaría",0.392,0.193,0.051,0.036
"P13","Puede que lo vote",0.276,0.226,0.039,0.287
"P13","Nunca lo votaría",0.203,0.416,0.879,0.247
"P13","No sabe",0.129,0.165,0.031,0.43
"P14","Lo votaría",0.616,0.112,0,0.043
"P14","Puede que lo vote",0.227,0.231,0.04,0.12
"P14","Nunca lo votaría",0.065,0.485,0.919,0.191
"P14","No sabe",0.092,0.172,0.041,0.646
"P15","Lo votaría",0.12,0.149,0.198,0.094
"P15","Puede que lo vote",0.081,0.162,0.18,0.026
"P15","Nunca lo votaría",0.64,0.555,0.495,0.383
"P15","No sabe",0.159,0.134,0.127,0.497
"P16","Lo votaría",0.096,0.222,0.283,0.437
"P16","Puede que lo vote",0.169,0.193,0.162,0
"P16","Nunca lo votaría",0.626,0.516,0.493,0.022
"P16","No sabe",0.109,0.069,0.062,0.541
"P17","Lo votaría",0.231,0.063,0.049,0
"P17","Puede que lo vote",0.272,0.147,0.08,0
"P17","Nunca lo votaría",0.369,0.639,0.799,0.549
"P17","No sabe",0.128,0.151,0.072,0.451
"P18","Lo votaría",0.218,0.153,0.147,0.078
"P18","Puede que lo vote",0.262,0.182,0.134,0
"P18","Nunca lo votaría",0.386,0.562,0.654,0.261
"P18","No sabe",0.134,0.103,0.065,0.661
"P19","Lo votaría",0.043,0.185,0.221,0
"P19","Puede que lo vote",0.111,0.136,0.118,0
"P19","Nunca lo votaría",0.774,0.638,0.581,0.414
"P19","No sabe",0.072,0.041,0.08,0.586
"P20","Lo votaría",0.31,0.242,0.145,0
"P20","Puede que lo vote",0.239,0.183,0.115,0.12
"P20","Nunca lo votaría",0.34,0.463,0.66,0.282
"P20","No sabe",0.111,0.112,0.08,0.598
"P21","Lo votaría",0.127,0.046,0.016,0
"P21","Puede que lo vote",0.183,0.052,0.049,0.008
"P21","Nunca lo votaría",0.538,0.74,0.875,0.255
"P21","No sabe",0.152,0.162,0.06,0.737
"P22","Positiva",0.487,0.094,0.041,0
"P22","Neutra",0.359,0.757,0.28,0.045
"P22","Negativa",0.08,0.073,0.552,0.102
"P22","No sabe",0.074,0.076,0.127,0.853
"P24","Positiva",0.173,0.114,0.244,0
"P24","Neutra",0.24,0.358,0.164,0.052
"P24","Negativa",0.543,0.482,0.535,0.222
"P24","No sabe",0.044,0.046,0.057,0.726
"P25","Positiva",0.635,0.271,0.061,0.123
