"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P06","Del Frente de Todos y el peronismo",0.757,0.326,0.137,0.215
"P06","De Juntos por el cambio",0.079,0.168,0.32,0.051
"P06","De los Liberales libertarios",0.065,0.235,0.256,0.178
"P06","De la Izquierda",0.012,0.04,0.078,0.085
"P06","No sabe",0.087,0.231,0.209,0.471
"P07","A Alberto Fernández",0.211,0.265,0.422,0.402
"P07","A Sergio Massa",0.125,0.07,0.136,0.026
"P07","A algún candidato del peronismo",0.142,0.276,0.309,0.397
"P07","A algún candidato del kirchnerismo",0.522,0.389,0.133,0.175
"P08","A Alberto Fernández",0.084,0.08,0.274,0.371
"P08","A Sergio Massa",0.117,0.156,0.175,0.026
"P08","A algún candidato del peronismo",0.099,0.224,0.221,0.214
"P08","A Cristina Fernández de Kirchner",0.7,0.54,0.33,0.389
"P09","A Horacio Rodriguez Larreta",0.185,0.205,0.182,0.633
"P09","A Mauricio Macri",0.42,0.367,0.216,0.099
"P09","A Patricia Bullrich",0.071,0.272,0.389,0.036
"P09","A Facundo Manes",0.115,0.028,0.084,0.232
"P09","A Gerardo Morales",0.209,0.128,0.129,0
"P10","Eduardo Costa por Cambia Santa Cruz",0.048,0.126,0.179,0.083
"P10","Máximo Kirchner por el Frente de Todos",0.268,0.111,0.061,0.099
"P10","Pablo Grasso por el Frente de Todos",0.257,0.158,0.121,0.122
"P10","Javier Belloni por el Frente de Todos",0.147,0.16,0.065,0.096
"P10","Pablo González por el Frente de Todos",0.135,0.017,0.014,0.019
"P10","Fernando Cotillo por el Frente de Todos",0.03,0.029,0,0
"P10","Claudio Vidal por Somos Energía para Renovar Santa Cruz-SER",0.065,0.2,0.268,0.294
"P10","Roxana Reyes por Cambia Santa Cruz",0.012,0.077,0.125,0.019
"P10","No sabe",0.038,0.122,0.167,0.268
"P11","Eduardo Costa por Cambia Santa Cruz",0.078,0.126,0.213,0.037
"P11","Pablo Grasso por el Frente de Todos",0.308,0.187,0.116,0.057
"P11","Javier Belloni por el Frente de Todos",0.147,0.155,0.035,0.103
"P11","Alicia Kirchner por el Frente de Todos",0.182,0.088,0.05,0.092
"P11","Pablo González por el Frente de Todos",0.142,0.028,0.006,0.019
"P11","Fernando Cotillo por el Frente de Todos",0.027,0.022,0.018,0.011
"P11","Claudio Vidal por Somos Energía para Renovar Santa Cruz-SER",0.066,0.194,0.261,0.262
"P11","Roxana Reyes por Cambia Santa Cruz",0.019,0.094,0.153,0.026
"P11","No sabe",0.031,0.106,0.148,0.393
"P12","Eduardo Costa por Cambia Santa Cruz",0.058,0.138,0.21,0.037
"P12","Javier Belloni por el Frente de Todos",0.167,0.186,0.042,0.13
"P12","Pablo Grasso por el Frente de Todos",0.339,0.204,0.116,0.136
"P12","Pablo González por el Frente de Todos",0.186,0.039,0.01,0.011
"P12","Fernando Cotillo por el Frente de Todos",0.064,0.026,0.017,0.025
"P12","Claudio Vidal por Somos Energía para Renovar Santa Cruz-SER",0.047,0.16,0.216,0.197
"P12","Roxana Reyes por Cambia Santa Cruz",0.055,0.108,0.204,0.125
"P12","No sabe",0.084,0.139,0.185,0.339
"P13","Lo votaría",0.407,0.14,0.074,0.106
"P13","Puede que lo vote",0.272,0.185,0.019,0.138
"P13","Nunca lo votaría",0.281,0.584,0.853,0.442
"P13","No sabe",0.04,0.091,0.054,0.314
"P14","Lo votaría",0.455,0.173,0.051,0.111
"P14","Puede que lo vote",0.245,0.139,0.053,0.094
"P14","Nunca lo votaría",0.221,0.575,0.849,0.537
"P14","No sabe",0.079,0.113,0.047,0.258
"P15","Lo votaría",0.139,0.143,0.255,0.039
"P15","Puede que lo vote",0.095,0.145,0.183,0.102
"P15","Nunca lo votaría",0.689,0.597,0.444,0.436
"P15","No sabe",0.077,0.115,0.118,0.423
"P16","Lo votaría",0.103,0.22,0.322,0.268
"P16","Puede que lo vote",0.191,0.186,0.128,0.129
"P16","Nunca lo votaría",0.626,0.537,0.499,0.3
"P16","No sabe",0.08,0.057,0.051,0.303
"P17","Lo votaría",0.323,0.063,0.049,0.013
"P17","Puede que lo vote",0.453,0.121,0.043,0.023
"P17","Nunca lo votaría",0.181,0.724,0.855,0.536
"P17","No sabe",0.043,0.092,0.053,0.428
"P18","Lo votaría",0.308,0.188,0.075,0.119
"P18","Puede que lo vote",0.344,0.169,0.092,0.13
"P18","Nunca lo votaría",0.262,0.577,0.748,0.386
"P18","No sabe",0.086,0.066,0.085,0.365
"P19","Lo votaría",0.088,0.173,0.219,0.054
"P19","Puede que lo vote",0.142,0.128,0.089,0.095
"P19","Nunca lo votaría",0.728,0.652,0.619,0.53
"P19","No sabe",0.042,0.047,0.073,0.321
"P20","Lo votaría",0.363,0.19,0.149,0.103
"P20","Puede que lo vote",0.299,0.162,0.076,0.185
"P20","Nunca lo votaría",0.288,0.546,0.709,0.357
"P20","No sabe",0.05,0.102,0.066,0.355
"P21","Lo votaría",0.137,0.045,0.022,0.007
"P21","Puede que lo vote",0.236,0.056,0.015,0.118
"P21","Nunca lo votaría",0.548,0.81,0.895,0.434
"P21","No sabe",0.079,0.089,0.068,0.441
"P23","Positiva",0.743,0.223,0.057,0.128
"P23","Neutra",0.115,0.379,0.042,0.106
"P23","Negativa",0.142,0.393,0.888,0.495
"P23","No sabe",0,0.005,0.013,0.271
"P24","Positiva",0.177,0.175,0.287,0.027
"P24","Neutra",0.166,0.311,0.148,0.152
"P24","Negativa",0.647,0.5,0.56,0.286
"P24","No sabe",0.01,0.014,0.005,0.535
"P25","Positiva",0.575,0.266,0.089,0.144
"P25","Neutra",0.256,0.215,0.03,0.129
"P25","Negativa",0.169,0.492,0.876,0.448
"P25","No sabe",0,0.027,0.005,0.279
"P26","Positiva",0.321,0.316,0.324,0.26
"P26","Neutra",0.199,0.35,0.19,0.223
"P26","Negativa",0.438,0.306,0.48,0.198
"P26","No sabe",0.042,0.028,0.006,0.319
"P27","Positiva",0.637,0.371,0.154,0.2
"P27","Neutra",0.207,0.319,0.212,0.272
"P27","Negativa",0.083,0.247,0.595,0.2
"P27","No sabe",0.073,0.063,0.039,0.328
"P28","Positiva",0.186,0.205,0.33,0.109
"P28","Neutra",0.289,0.372,0.153,0.137
"P28","Negativa",0.486,0.338,0.498,0.231
"P28","No sabe",0.039,0.085,0.019,0.523
"P29","Positiva",0.321,0.096,0.057,0.047
"P29","Neutra",0.408,0.427,0.08,0.14
"P29","Negativa",0.208,0.399,0.809,0.184
"P29","No sabe",0.063,0.078,0.054,0.629
