"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P07","Del Frente de Todos y el peronismo",0.678,0.183,0.131,0.318
"P07","De Cambiemos",0.095,0.434,0.402,0.13
"P07","De los Liberales libertarios",0.087,0.215,0.34,0.427
"P07","De la Izquierda",0.016,0.04,0.022,0
"P07","No sabe",0.124,0.128,0.105,0.125
"P09","A Alberto Fernández",0.141,0.176,0.242,0.085
"P09","A Sergio Massa",0.098,0.193,0.077,0.352
"P09","A algún candidato del peronismo",0.091,0.236,0.168,0.109
"P09","A algún candidato del kirchnerismo",0.67,0.395,0.513,0.454
"P10","A Alberto Fernández",0.082,0.158,0.091,0
"P10","A Sergio Massa",0.04,0.166,0.095,0.031
"P10","A algún candidato del peronismo",0.04,0.157,0.244,0.113
"P10","A Cristina Fernández de Kirchner",0.838,0.519,0.57,0.856
"P11","A Horacio Rodriguez Larreta",0.231,0.263,0.157,0.07
"P11","A Patricia Bullrich",0.427,0.646,0.756,0.849
"P11","A Facundo Manes",0.226,0.072,0.047,0
"P11","A Gerardo Morales",0.116,0.019,0.04,0.081
"P12","Lo votaria",0.699,0.144,0.045,0.053
"P12","Puede que lo vote",0.185,0.294,0.107,0.014
"P12","Nunca lo votaría",0.067,0.366,0.742,0.267
"P12","No sabe",0.049,0.196,0.106,0.666
"P13","Lo votaria",0.113,0.188,0.196,0.041
"P13","Puede que lo vote",0.114,0.269,0.279,0.179
"P13","Nunca lo votaría",0.7,0.334,0.395,0.223
"P13","No sabe",0.073,0.209,0.13,0.557
"P14","Lo votaria",0.058,0.064,0.087,0.021
"P14","Puede que lo vote",0.081,0.197,0.155,0.182
"P14","Nunca lo votaría",0.556,0.31,0.372,0.118
"P14","No sabe",0.305,0.429,0.386,0.679
"P15","Lo votaria",0.056,0.028,0.032,0.021
"P15","Puede que lo vote",0.178,0.173,0.101,0.087
"P15","Nunca lo votaría",0.456,0.356,0.511,0.229
"P15","No sabe",0.31,0.443,0.356,0.663
"P16","Lo votaria",0.028,0.046,0.035,0.021
"P16","Puede que lo vote",0.071,0.146,0.063,0.087
"P16","Nunca lo votaría",0.53,0.355,0.454,0.217
"P16","No sabe",0.371,0.453,0.448,0.675
"P17","Lo votaria",0.024,0.069,0.028,0.022
"P17","Puede que lo vote",0.053,0.086,0.076,0.117
"P17","Nunca lo votaría",0.572,0.419,0.462,0.169
"P17","No sabe",0.351,0.426,0.434,0.692
"P18","Lucas Ghi con el  apoyo de Axel Kicillof y Cristina Fernández de Kirchner por el Frente de Todos",0.66,0.16,0.065,0.202
"P18","A Martin Marinucci con el apoyo de Axel Kicillof y Sergio Massa  por el Frente de Todos",0.051,0.106,0.024,0.085
"P18","A Ramiro Tagliaferro con el  apoyo de Horacio Rodríguez Larreta y Mauricio Macri por Juntos por el Cambio",0.039,0.22,0.219,0.07
"P18","A Analía Zapulla con el apoyo  de Patricia Bullrich y Mauricio Macri por Juntos por el Cambio",0.1,0.221,0.302,0.217
"P18","Al candidato de José Luis Espert por Juntos por el Cambio",0,0.032,0.054,0.073
"P18","A Roly Moretto con el apoyo de Facundo Manes por Juntos por el Cambio",0.07,0.091,0.079,0.016
"P18","A Ariel Diguan con el apoyo de Javier Milei por la Libertad Avanza",0.055,0.108,0.181,0.168
"P18","Al candidato del Frente de Izquierda",0.007,0.025,0.019,0.021
"P18","No sabe",0.018,0.037,0.057,0.148
"P19","A Scioli Presidente, Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.607,0.15,0.078,0.141
"P19","A Scioli Presidente, Kiciloff Gobernador y  Martin Marinucci Intendente por el Frente de Todos",0.074,0.092,0.053,0.124
"P19","A Horacio Rodríguez Larreta Presidente, Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.052,0.225,0.108,0.037
"P19","A Patricia Presidenta, Joaquín De la Torre Gobernador y Analia Zapulla Intendenta por Juntos por el Cambio",0.048,0.196,0.331,0.109
"P19","A Javier Millei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.068,0.206,0.265,0.31
"P19","A los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.031,0.029,0.027,0.006
"P19","No sabe",0.12,0.102,0.138,0.273
"P20","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.78,0.206,0.099,0.204
"P20","A Ramiro Tagliaferro con el  apoyo de Horacio Rodríguez Larreta, Mauricio Macri y Patricia Bullrich por Juntos por el Cambio",0.073,0.35,0.371,0.223
"P20","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.083,0.227,0.259,0.255
"P20","Al candidato del Frente de Izquierda",0.015,0.063,0.074,0.011
"P20","No sabe",0.049,0.154,0.197,0.307
"P21","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.778,0.218,0.127,0.305
"P21","A Analía Zapulla con el apoyo  de Patricia Bullrich y Mauricio Macri por Juntos por el Cambio",0.084,0.393,0.431,0.247
"P21","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.066,0.227,0.277,0.275
"P21","Al candidato del Frente de Izquierda",0.011,0.028,0.041,0
"P21","No sabe",0.061,0.134,0.124,0.173
"P22","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.661,0.18,0.098,0.287
"P22","A Horacio Rodríguez Larreta Presidente, Diego Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.071,0.319,0.318,0.077
"P22","A Javier Millei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.086,0.252,0.339,0.455
"P22","A los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.046,0.049,0.042,0
"P22","No sabe",0.136,0.2,0.203,0.181
"P23","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.678,0.154,0.087,0.296
"P23","A Patricia Bullrich Presidenta, Joaquín De la Torre Gobernador y Analia Zapulla Intendenta",0.075,0.36,0.406,0.148
"P23","A Javier Milei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.078,0.269,0.315,0.367
"P23","Al los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.036,0.029,0.038,0.021
"P23","No sabe",0.133,0.188,0.154,0.168
"P24","Positiva",0.898,0.231,0.098,0.162
"P24","Neutra",0.053,0.526,0.186,0.127
"P24","Negativa",0.033,0.172,0.687,0.087
"P24","No sabe",0.011,0.004,0.006,0.378
"P24","No lo conozco",0.005,0.067,0.023,0.246
"P25","Positiva",0.246,0.066,0.044,0.085
"P25","Neutra",0.407,0.479,0.199,0.248
"P25","Negativa",0.138,0.179,0.493,0.018
"P25","No sabe",0.102,0.157,0.141,0.238
"P25","No lo conozco",0.107,0.119,0.123,0.411
"P26","Positiva",0.135,0.286,0.265,0.14
