"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P07","Del Frente de Todos y el peronismo",0.077,0.096,0.635,0.124
"P07","De Cambiemos",0.312,0.582,0.193,0.333
"P07","De los Liberales libertarios",0.522,0.112,0.035,0.109
"P07","De la Izquierda",0.014,0.005,0.032,0
"P07","No sabe",0.075,0.205,0.105,0.434
"P09","A Alberto Fernández",0.355,0.16,0.146,1
"P09","A Sergio Massa",0.041,0,0.13,0
"P09","A algún candidato del peronismo",0.357,0.536,0.064,0
"P09","A algún candidato del kirchnerismo",0.247,0.304,0.66,0
"P10","A Alberto Fernández",0.44,0.257,0.049,0
"P10","A Sergio Massa",0,0.093,0.065,0
"P10","A algún candidato del peronismo",0.413,0.384,0.043,0.492
"P10","A Cristina Fernández de Kirchner",0.147,0.266,0.843,0.508
"P11","A Horacio Rodriguez Larreta",0.149,0.169,0.239,0.471
"P11","A Patricia Bullrich",0.782,0.784,0.518,0.322
"P11","A Facundo Manes",0.035,0.008,0.167,0.079
"P11","A Gerardo Morales",0.034,0.039,0.076,0.128
"P12","Lo votaria",0.08,0.129,0.526,0.202
"P12","Puede que lo vote",0.204,0.112,0.153,0.14
"P12","Nunca lo votaría",0.585,0.641,0.228,0.186
"P12","No sabe",0.131,0.118,0.093,0.472
"P13","Lo votaria",0.159,0.297,0.133,0.093
"P13","Puede que lo vote",0.349,0.335,0.109,0.186
"P13","Nunca lo votaría",0.312,0.267,0.668,0.31
"P13","No sabe",0.18,0.101,0.09,0.411
"P14","Lo votaria",0.089,0.152,0.036,0
"P14","Puede que lo vote",0.229,0.192,0.06,0.113
"P14","Nunca lo votaría",0.286,0.353,0.537,0.224
"P14","No sabe",0.396,0.303,0.367,0.663
"P15","Lo votaria",0.053,0.051,0.039,0.016
"P15","Puede que lo vote",0.132,0.09,0.16,0.02
"P15","Nunca lo votaría",0.459,0.506,0.464,0.205
"P15","No sabe",0.356,0.353,0.337,0.759
"P16","Lo votaria",0.037,0.075,0.03,0.016
"P16","Puede que lo vote",0.086,0.118,0.038,0
"P16","Nunca lo votaría",0.401,0.43,0.531,0.205
"P16","No sabe",0.476,0.377,0.401,0.779
"P17","Lo votaria",0.064,0.057,0.002,0
"P17","Puede que lo vote",0.117,0.131,0.019,0.086
"P17","Nunca lo votaría",0.366,0.404,0.617,0.225
"P17","No sabe",0.453,0.408,0.362,0.689
"P18","Lucas Ghi con el  apoyo de Axel Kicillof y Cristina Fernández de Kirchner por el Frente de Todos",0.049,0.102,0.564,0.111
"P18","A Martin Marinucci con el apoyo de Axel Kicillof y Sergio Massa  por el Frente de Todos",0.045,0.049,0.051,0.091
"P18","A Ramiro Tagliaferro con el  apoyo de Horacio Rodríguez Larreta y Mauricio Macri por Juntos por el Cambio",0.172,0.265,0.117,0.094
"P18","A Analía Zapulla con el apoyo  de Patricia Bullrich y Mauricio Macri por Juntos por el Cambio",0.288,0.337,0.087,0.377
"P18","Al candidato de José Luis Espert por Juntos por el Cambio",0.071,0.062,0.01,0
"P18","A Roly Moretto con el apoyo de Facundo Manes por Juntos por el Cambio",0.067,0.077,0.087,0
"P18","A Ariel Diguan con el apoyo de Javier Milei por la Libertad Avanza",0.256,0.026,0.036,0.062
"P18","Al candidato del Frente de Izquierda",0.007,0.002,0.026,0
"P18","No sabe",0.045,0.08,0.022,0.265
"P19","A Scioli Presidente, Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.02,0.079,0.531,0.112
"P19","A Scioli Presidente, Kiciloff Gobernador y  Martin Marinucci Intendente por el Frente de Todos",0.057,0.033,0.085,0.071
"P19","A Horacio Rodríguez Larreta Presidente, Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.121,0.201,0.067,0.206
"P19","A Patricia Presidenta, Joaquín De la Torre Gobernador y Analia Zapulla Intendenta por Juntos por el Cambio",0.269,0.401,0.094,0.211
"P19","A Javier Millei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.47,0.086,0.006,0.062
"P19","A los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.013,0,0.054,0
"P19","No sabe",0.05,0.2,0.163,0.338
"P20","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.057,0.117,0.68,0.279
"P20","A Ramiro Tagliaferro con el  apoyo de Horacio Rodríguez Larreta, Mauricio Macri y Patricia Bullrich por Juntos por el Cambio",0.321,0.554,0.143,0.24
"P20","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.428,0.092,0.042,0
"P20","Al candidato del Frente de Izquierda",0.062,0.044,0.034,0.084
"P20","No sabe",0.132,0.193,0.101,0.397
"P21","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.043,0.11,0.702,0.144
"P21","A Analía Zapulla con el apoyo  de Patricia Bullrich y Mauricio Macri por Juntos por el Cambio",0.443,0.598,0.134,0.293
"P21","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.421,0.109,0.027,0
"P21","Al candidato del Frente de Izquierda",0.012,0.015,0.027,0.084
"P21","No sabe",0.081,0.168,0.11,0.479
"P22","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.061,0.088,0.58,0.183
"P22","A Horacio Rodríguez Larreta Presidente, Diego Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.265,0.485,0.119,0.182
"P22","A Javier Millei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.544,0.173,0.038,0.109
"P22","A los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.022,0.011,0.04,0.084
"P22","No sabe",0.108,0.243,0.223,0.442
"P23","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.035,0.071,0.595,0.262
"P23","A Patricia Bullrich Presidenta, Joaquín De la Torre Gobernador y Analia Zapulla Intendenta",0.353,0.56,0.139,0.273
"P23","A Javier Milei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.535,0.139,0.027,0
"P23","Al los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.012,0.005,0.045,0.084
"P23","No sabe",0.065,0.225,0.194,0.381
"P24","Positiva",0.211,0.221,0.616,0.284
"P24","Neutra",0.246,0.241,0.162,0.311
"P24","Negativa",0.458,0.485,0.194,0.186
"P24","No sabe",0.015,0.021,0.014,0.039
"P24","No lo conozco",0.07,0.032,0.014,0.18
"P25","Positiva",0.085,0.063,0.153,0.069
"P25","Neutra",0.303,0.281,0.357,0.216
"P25","Negativa",0.341,0.314,0.256,0.102
"P25","No sabe",0.1,0.218,0.127,0.323
"P25","No lo conozco",0.171,0.124,0.107,0.29
"P26","Positiva",0.287,0.312,0.119,0.186
"P26","Neutra",0.315,0.337,0.145,0.295
"P26","Negativa",0.291,0.244,0.691,0.073
"P26","No sabe",0.038,0.014,0.025,0.155
"P26","No lo conozco",0.069,0.093,0.02,0.291
"P27","Positiva",0.25,0.201,0.078,0.02
"P27","Neutra",0.267,0.299,0.196,0.165
"P27","Negativa",0.112,0.091,0.451,0
"P27","No sabe",0.173,0.14,0.113,0.287
"P27","No lo conozco",0.198,0.269,0.162,0.528
"P28","Positiva",0.148,0.092,0.035,0.036
"P28","Neutra",0.273,0.253,0.221,0.176
"P28","Negativa",0.105,0.124,0.286,0
"P28","No sabe",0.219,0.177,0.184,0.188
"P28","No lo conozco",0.255,0.354,0.274,0.6
"P29","Positiva",0.218,0.063,0.025,0.02
"P29","Neutra",0.287,0.352,0.144,0.126
"P29","Negativa",0.124,0.133,0.438,0
"P29","No sabe",0.141,0.207,0.132,0.417
"P29","No lo conozco",0.23,0.245,0.261,0.437
"P30","Positiva",0.144,0.125,0.57,0.225
"P30","Neutra",0.186,0.24,0.136,0.35
"P30","Negativa",0.618,0.603,0.274,0.192
"P30","No sabe",0.052,0.032,0.02,0.233
"P31","Que continúe el intendente Lucas Gui",0.079,0.05,0.303,0.126
"P31","Que continúe Lucas Gui pero con mejoras",0.139,0.112,0.381,0.35
"P31","Que cambie Lucas Gui pero que se mantengan los avances",0.112,0.136,0.088,0.04
"P31","Que cambie el intendente Lucas Gui",0.67,0.702,0.228,0.484
"P32","La seguridad",0.077,0.055,0.091,0.053
"P32","El tránsito",0.055,0.022,0.067,0
