"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P07","Del Frente de Todos y el peronismo",0.71,0.527,0.134,0.202
"P07","De Cambiemos",0.15,0.177,0.411,0.132
"P07","De los Liberales libertarios",0.042,0.107,0.322,0.199
"P07","De la Izquierda",0.011,0.008,0.029,0
"P07","No sabe",0.087,0.181,0.104,0.467
"P09","A Alberto Fernández",0.201,0.09,0.203,0.5
"P09","A Sergio Massa",0.175,0.05,0.086,0
"P09","A algún candidato del peronismo",0.07,0.109,0.188,0.124
"P09","A algún candidato del kirchnerismo",0.554,0.751,0.523,0.376
"P10","A Alberto Fernández",0.121,0.053,0.067,0
"P10","A Sergio Massa",0.078,0.018,0.086,0
"P10","A algún candidato del peronismo",0.065,0.046,0.191,0.5
"P10","A Cristina Fernández de Kirchner",0.736,0.883,0.656,0.5
"P11","A Horacio Rodriguez Larreta",0.203,0.38,0.167,0
"P11","A Patricia Bullrich",0.505,0.381,0.744,1
"P11","A Facundo Manes",0.26,0.167,0.039,0
"P11","A Gerardo Morales",0.032,0.072,0.05,0
"P12","Lo votaria",0.535,0.489,0.146,0.037
"P12","Puede que lo vote",0.248,0.187,0.117,0.261
"P12","Nunca lo votaría",0.108,0.187,0.631,0.132
"P12","No sabe",0.109,0.137,0.106,0.57
"P13","Lo votaria",0.115,0.145,0.201,0.036
"P13","Puede que lo vote",0.174,0.133,0.287,0.138
"P13","Nunca lo votaría",0.601,0.613,0.376,0.336
"P13","No sabe",0.11,0.109,0.136,0.49
"P14","Lo votaria",0.099,0.051,0.072,0
"P14","Puede que lo vote",0.159,0.082,0.157,0.037
"P14","Nunca lo votaría",0.433,0.497,0.385,0.065
"P14","No sabe",0.309,0.37,0.386,0.898
"P15","Lo votaria",0.104,0.043,0.023,0
"P15","Puede que lo vote",0.22,0.174,0.09,0.105
"P15","Nunca lo votaría",0.391,0.385,0.525,0.161
"P15","No sabe",0.285,0.398,0.362,0.734
"P16","Lo votaria",0.044,0.036,0.039,0
"P16","Puede que lo vote",0.097,0.045,0.064,0
"P16","Nunca lo votaría",0.496,0.479,0.447,0.234
"P16","No sabe",0.363,0.44,0.45,0.766
"P17","Lo votaria",0.062,0.038,0.018,0
"P17","Puede que lo vote",0.065,0.048,0.086,0
"P17","Nunca lo votaría",0.565,0.51,0.455,0.198
"P17","No sabe",0.308,0.404,0.441,0.802
"P18","Lucas Ghi con el  apoyo de Axel Kicillof y Cristina Fernández de Kirchner por el Frente de Todos",0.572,0.501,0.13,0.107
"P18","A Martin Marinucci con el apoyo de Axel Kicillof y Sergio Massa  por el Frente de Todos",0.11,0.058,0.02,0.104
"P18","A Ramiro Tagliaferro con el  apoyo de Horacio Rodríguez Larreta y Mauricio Macri por Juntos por el Cambio",0.089,0.094,0.21,0.16
"P18","A Analía Zapulla con el apoyo  de Patricia Bullrich y Mauricio Macri por Juntos por el Cambio",0.08,0.123,0.282,0.191
"P18","Al candidato de José Luis Espert por Juntos por el Cambio",0.002,0.021,0.061,0
"P18","A Roly Moretto con el apoyo de Facundo Manes por Juntos por el Cambio",0.073,0.04,0.091,0
"P18","A Ariel Diguan con el apoyo de Javier Milei por la Libertad Avanza",0.064,0.084,0.139,0.112
"P18","Al candidato del Frente de Izquierda",0,0.015,0.021,0
"P18","No sabe",0.01,0.064,0.046,0.326
"P19","A Scioli Presidente, Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.562,0.409,0.113,0.202
"P19","A Scioli Presidente, Kiciloff Gobernador y  Martin Marinucci Intendente por el Frente de Todos",0.142,0.073,0.033,0.068
"P19","A Horacio Rodríguez Larreta Presidente, Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.068,0.12,0.126,0.037
"P19","A Patricia Presidenta, Joaquín De la Torre Gobernador y Analia Zapulla Intendenta por Juntos por el Cambio",0.069,0.079,0.307,0.182
"P19","A Javier Millei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.05,0.085,0.264,0.113
"P19","A los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.018,0.033,0.034,0
"P19","No sabe",0.091,0.201,0.123,0.398
"P20","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.714,0.592,0.147,0.316
"P20","A Ramiro Tagliaferro con el  apoyo de Horacio Rodríguez Larreta, Mauricio Macri y Patricia Bullrich por Juntos por el Cambio",0.072,0.173,0.397,0.096
"P20","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.115,0.075,0.246,0.036
"P20","Al candidato del Frente de Izquierda",0.06,0.032,0.043,0.154
"P20","No sabe",0.039,0.128,0.167,0.398
"P21","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.704,0.607,0.15,0.239
"P21","A Analía Zapulla con el apoyo  de Patricia Bullrich y Mauricio Macri por Juntos por el Cambio",0.173,0.176,0.436,0.096
"P21","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.069,0.08,0.252,0
"P21","Al candidato del Frente de Izquierda",0.003,0.017,0.027,0.154
"P21","No sabe",0.051,0.12,0.135,0.511
"P22","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.672,0.495,0.108,0.202
"P22","A Horacio Rodríguez Larreta Presidente, Diego Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.104,0.129,0.321,0.068
"P22","A Javier Millei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.068,0.131,0.336,0.199
"P22","A los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.02,0.02,0.037,0.154
"P22","No sabe",0.136,0.225,0.198,0.377
"P23","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.636,0.516,0.109,0.218
"P23","A Patricia Bullrich Presidenta, Joaquín De la Torre Gobernador y Analia Zapulla Intendenta",0.13,0.128,0.407,0.036
"P23","A Javier Milei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.095,0.133,0.301,0
"P23","Al los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.012,0.005,0.041,0.154
"P23","No sabe",0.127,0.218,0.142,0.592
