"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P05","Gran excedente habitual",0.073,0.012,0.005,0.007,0.002
"P05","Gran excedente excepcional",0.005,0.014,0.005,0.01,0.014
"P05","Pequeño excedente habitual",0.068,0.079,0.089,0.04,0.015
"P05","Pequeño excedente excepcional",0.081,0.1,0.1,0.068,0.054
"P05","Alcanza gastos familia",0.169,0.138,0.193,0.134,0.057
"P05","No alcanza gastos familia",0.067,0.127,0.113,0.128,0.138
"P05","Solo NBFamiliares",0.221,0.281,0.243,0.257,0.196
"P05","No alcanza NBFamiliares",0.285,0.227,0.244,0.341,0.506
"P05","No sabe",0.031,0.022,0.008,0.015,0.018
"P06","Todos los días",0.228,0.18,0.194,0.165,0.166
"P06","Entre 4 y 6 días a la semana",0.228,0.367,0.302,0.245,0.127
"P06","Entre 1 y 3 días a la semana",0.29,0.353,0.348,0.346,0.284
"P06","Raramente",0.163,0.08,0.131,0.197,0.302
"P06","Nunca",0.091,0.02,0.025,0.047,0.121
"P07","Todos los días",0.264,0.112,0.075,0.042,0.074
"P07","Entre 4 y 6 días a la semana",0.195,0.281,0.222,0.173,0.092
"P07","Entre 1 y 3 días a la semana",0.28,0.408,0.456,0.393,0.243
"P07","Raramente",0.192,0.163,0.205,0.322,0.365
"P07","Nunca",0.069,0.036,0.042,0.07,0.226
"P08","Todos los días",0.257,0.073,0.043,0.052,0.054
"P08","Entre 4 y 6 días a la semana",0.205,0.273,0.209,0.162,0.128
"P08","Entre 1 y 3 días a la semana",0.324,0.463,0.557,0.433,0.3
"P08","Raramente",0.153,0.154,0.162,0.312,0.33
"P08","Nunca",0.061,0.037,0.029,0.041,0.188
"P09","Todos los días",0.349,0.051,0.013,0.012,0.016
"P09","Entre 4 y 6 días a la semana",0.106,0.241,0.055,0.027,0.019
"P09","Entre 1 y 3 días a la semana",0.233,0.275,0.345,0.119,0.051
"P09","Raramente",0.239,0.319,0.438,0.559,0.232
"P09","Nunca",0.073,0.114,0.149,0.283,0.682
"P11","Todos los días",0.418,0.2,0.174,0.146,0.119
"P11","Entre 4 y 6 días a la semana",0.124,0.377,0.181,0.137,0.082
"P11","Entre 1 y 3 días a la semana",0.189,0.222,0.387,0.239,0.14
"P11","Raramente",0.17,0.153,0.217,0.393,0.327
"P11","Nunca",0.099,0.048,0.041,0.085,0.332
"P12","Todos los días",0.573,0.366,0.298,0.212,0.136
"P12","Entre 4 y 6 días a la semana",0.14,0.268,0.213,0.138,0.111
"P12","Entre 1 y 3 días a la semana",0.132,0.22,0.277,0.266,0.165
"P12","Raramente",0.102,0.097,0.181,0.303,0.314
"P12","Nunca",0.053,0.049,0.031,0.081,0.274
"P13","Todos los días",0.206,0.079,0.053,0.054,0.072
"P13","Entre 4 y 6 días a la semana",0.091,0.169,0.084,0.077,0.089
"P13","Entre 1 y 3 días a la semana",0.224,0.265,0.377,0.296,0.192
"P13","Raramente",0.283,0.375,0.388,0.431,0.322
"P13","Nunca",0.196,0.112,0.098,0.142,0.325
"P14","Todos los días",0.583,0.387,0.265,0.189,0.135
"P14","Entre 4 y 6 días a la semana",0.191,0.346,0.274,0.214,0.146
"P14","Entre 1 y 3 días a la semana",0.086,0.145,0.336,0.314,0.223
"P14","Raramente",0.08,0.091,0.105,0.248,0.283
