"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P05","Gran excedente habitual",0.194,0.063,0.027,0.007,0.002
"P05","Gran excedente excepcional",0,0.039,0.01,0.016,0.002
"P05","Pequeño excedente habitual",0.01,0.099,0.179,0.075,0.032
"P05","Pequeño excedente excepcional",0.132,0.063,0.168,0.11,0.054
"P05","Alcanza gastos familia",0.129,0.137,0.285,0.194,0.105
"P05","No alcanza gastos familia",0.034,0.1,0.076,0.126,0.135
"P05","Solo NBFamiliares",0.206,0.227,0.162,0.253,0.262
"P05","No alcanza NBFamiliares",0.286,0.258,0.081,0.206,0.389
"P05","No sabe",0.009,0.014,0.012,0.013,0.019
"P06","Todos los días",0.313,0.308,0.255,0.17,0.152
"P06","Entre 4 y 6 días a la semana",0.196,0.339,0.257,0.333,0.239
"P06","Entre 1 y 3 días a la semana",0.17,0.245,0.307,0.348,0.335
"P06","Raramente",0.222,0.068,0.127,0.13,0.225
"P06","Nunca",0.099,0.04,0.054,0.019,0.049
"P07","Todos los días",0.336,0.282,0.123,0.068,0.053
"P07","Entre 4 y 6 días a la semana",0.187,0.247,0.315,0.232,0.146
"P07","Entre 1 y 3 días a la semana",0.06,0.302,0.398,0.475,0.375
"P07","Raramente",0.283,0.169,0.113,0.186,0.328
"P07","Nunca",0.134,0,0.051,0.039,0.098
"P08","Todos los días",0.286,0.254,0.058,0.054,0.053
"P08","Entre 4 y 6 días a la semana",0.205,0.228,0.257,0.204,0.156
"P08","Entre 1 y 3 días a la semana",0.241,0.428,0.52,0.527,0.417
"P08","Raramente",0.131,0.09,0.135,0.191,0.299
"P08","Nunca",0.137,0,0.03,0.024,0.075
"P09","Todos los días",0.46,0.146,0.068,0.037,0.015
"P09","Entre 4 y 6 días a la semana",0.1,0.236,0.129,0.057,0.054
"P09","Entre 1 y 3 días a la semana",0.197,0.287,0.424,0.254,0.106
"P09","Raramente",0.217,0.263,0.338,0.521,0.427
"P09","Nunca",0.026,0.068,0.041,0.131,0.398
"P10","Todos los días",0.443,0.179,0.171,0.094,0.043
"P10","Entre 4 y 6 días a la semana",0.201,0.285,0.191,0.172,0.112
"P10","Entre 1 y 3 días a la semana",0.133,0.272,0.368,0.318,0.224
"P10","Raramente",0.196,0.185,0.251,0.351,0.428
"P10","Nunca",0.027,0.079,0.019,0.065,0.193
"P11","Todos los días",0.536,0.23,0.223,0.212,0.136
"P11","Entre 4 y 6 días a la semana",0.157,0.247,0.243,0.198,0.142
"P11","Entre 1 y 3 días a la semana",0.105,0.218,0.323,0.298,0.237
"P11","Raramente",0.056,0.14,0.186,0.259,0.347
"P11","Nunca",0.146,0.165,0.025,0.033,0.138
"P12","Todos los días",0.554,0.462,0.373,0.308,0.22
"P12","Entre 4 y 6 días a la semana",0.126,0.258,0.266,0.218,0.151
"P12","Entre 1 y 3 días a la semana",0.084,0.181,0.233,0.269,0.232
"P12","Raramente",0.116,0.034,0.118,0.183,0.293
"P12","Nunca",0.12,0.065,0.01,0.022,0.104
"P13","Todos los días",0.4,0.237,0.073,0.054,0.06
"P13","Entre 4 y 6 días a la semana",0.128,0.136,0.099,0.105,0.097
"P13","Entre 1 y 3 días a la semana",0.16,0.216,0.377,0.346,0.255
"P13","Raramente",0.096,0.307,0.361,0.399,0.417
"P13","Nunca",0.216,0.104,0.09,0.096,0.171
"P14","Todos los días",0.595,0.41,0.318,0.274,0.229
"P14","Entre 4 y 6 días a la semana",0.159,0.37,0.256,0.285,0.206
