"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P05","Gran excedente habitual",0.03,0.022,0.004,0.001,0.004
"P05","Gran excedente excepcional",0.01,0.019,0.002,0.006,0.013
"P05","Pequeño excedente habitual",0.098,0.103,0.032,0.021,0.006
"P05","Pequeño excedente excepcional",0.128,0.086,0.081,0.041,0.022
"P05","Alcanza gastos familia",0.236,0.194,0.124,0.058,0.04
"P05","No alcanza gastos familia",0.1,0.089,0.145,0.137,0.123
"P05","Solo NBFamiliares",0.225,0.242,0.309,0.241,0.166
"P05","No alcanza NBFamiliares",0.153,0.228,0.291,0.48,0.605
"P05","No sabe",0.02,0.017,0.012,0.015,0.021
"P06","Todos los días",0.322,0.149,0.118,0.105,0.145
"P06","Entre 4 y 6 días a la semana",0.302,0.426,0.243,0.161,0.079
"P06","Entre 1 y 3 días a la semana",0.262,0.299,0.472,0.349,0.263
"P06","Raramente",0.081,0.099,0.138,0.334,0.298
"P06","Nunca",0.033,0.027,0.029,0.051,0.215
"P07","Todos los días",0.176,0.059,0.049,0.039,0.066
"P07","Entre 4 y 6 días a la semana",0.276,0.334,0.148,0.091,0.064
"P07","Entre 1 y 3 días a la semana",0.367,0.398,0.489,0.335,0.207
"P07","Raramente",0.122,0.175,0.262,0.446,0.376
"P07","Nunca",0.059,0.034,0.052,0.089,0.287
"P08","Todos los días",0.137,0.056,0.036,0.033,0.072
"P08","Entre 4 y 6 días a la semana",0.243,0.288,0.159,0.114,0.082
"P08","Entre 1 y 3 días a la semana",0.454,0.493,0.543,0.37,0.261
"P08","Raramente",0.126,0.14,0.215,0.429,0.348
"P08","Nunca",0.04,0.023,0.047,0.054,0.237
"P09","Todos los días",0.101,0.036,0.02,0.024,0.067
"P09","Entre 4 y 6 días a la semana",0.093,0.103,0.046,0.049,0.039
"P09","Entre 1 y 3 días a la semana",0.22,0.266,0.235,0.11,0.111
"P09","Raramente",0.414,0.39,0.456,0.481,0.274
"P09","Nunca",0.172,0.205,0.243,0.336,0.509
"P10","Todos los días",0.2,0.08,0.055,0.044,0.058
"P10","Entre 4 y 6 días a la semana",0.183,0.218,0.13,0.06,0.079
"P10","Entre 1 y 3 días a la semana",0.266,0.311,0.294,0.201,0.087
"P10","Raramente",0.285,0.302,0.424,0.504,0.348
"P10","Nunca",0.066,0.089,0.097,0.191,0.428
"P11","Todos los días",0.427,0.132,0.084,0.066,0.061
"P11","Entre 4 y 6 días a la semana",0.22,0.337,0.144,0.057,0.068
"P11","Entre 1 y 3 días a la semana",0.205,0.285,0.416,0.199,0.073
"P11","Raramente",0.104,0.207,0.309,0.543,0.304
"P11","Nunca",0.044,0.039,0.047,0.135,0.494
"P13","Todos los días",0.203,0.027,0.014,0.031,0.028
"P13","Entre 4 y 6 días a la semana",0.101,0.213,0.07,0.045,0.032
"P13","Entre 1 y 3 días a la semana",0.289,0.311,0.421,0.207,0.116
"P13","Raramente",0.322,0.356,0.394,0.515,0.269
"P13","Nunca",0.085,0.093,0.101,0.202,0.555
"P14","Todos los días",0.4,0.276,0.188,0.211,0.172
"P14","Entre 4 y 6 días a la semana",0.219,0.281,0.298,0.195,0.144
"P14","Entre 1 y 3 días a la semana",0.228,0.274,0.325,0.262,0.172
"P14","Raramente",0.129,0.135,0.15,0.267,0.272
"P14","Nunca",0.024,0.034,0.039,0.065,0.24
"P15","Todos los días",0.189,0.085,0.077,0.109,0.149
"P15","Entre 4 y 6 días a la semana",0.25,0.264,0.192,0.164,0.15
"P15","Entre 1 y 3 días a la semana",0.368,0.425,0.483,0.337,0.165
"P15","Raramente",0.164,0.196,0.212,0.296,0.294
"P15","Nunca",0.029,0.03,0.036,0.094,0.242
"P16","Menos de un vaso al día",0.1,0.083,0.101,0.076,0.167
"P16","De 1 a 4 vasos al día",0.316,0.355,0.345,0.288,0.233
"P16","Más de 4 vasos al día",0.548,0.529,0.516,0.548,0.447
"P16","No consume agua",0.036,0.033,0.038,0.088,0.153
"P17","Agua embotellada/mineral",0.25,0.193,0.14,0.095,0.117
"P17","Agua de la canilla filtrada",0.293,0.337,0.287,0.291,0.224
"P17","Agua de la canilla directamente",0.303,0.325,0.4,0.493,0.467
"P17","Agua de bidón",0.137,0.142,0.168,0.115,0.131
"P17","No consume agua",0.017,0.003,0.005,0.006,0.061
"P18","Todos los días",0.116,0.056,0.047,0.041,0.074
"P18","Entre 4 y 6 días a la semana",0.092,0.086,0.072,0.045,0.069
"P18","Entre 1 y 3 días a la semana",0.236,0.254,0.206,0.136,0.076
"P18","Raramente",0.29,0.336,0.364,0.338,0.213
"P18","Nunca",0.266,0.268,0.311,0.44,0.568
"P19","Vino",0.321,0.277,0.238,0.181,0.15
"P19","Cerveza",0.177,0.199,0.213,0.145,0.095
"P19","Destilados (whisky, vodka, ron, etc.)",0.067,0.075,0.041,0.032,0.06
"P19","Espumantes",0.03,0.039,0.037,0.055,0.042
"P19","Otros",0.091,0.096,0.122,0.124,0.153
"P19","No consume bebidas alcohólicas",0.314,0.314,0.349,0.463,0.5
"P20","Todos los días",0.189,0.109,0.101,0.096,0.149
"P20","Entre 4 y 6 días a la semana",0.103,0.161,0.111,0.074,0.058
"P20","Entre 1 y 3 días a la semana",0.157,0.194,0.221,0.104,0.086
"P20","Raramente",0.316,0.349,0.369,0.457,0.281
"P20","Nunca",0.235,0.187,0.198,0.269,0.426
"P21","Todos los días",0.834,0.769,0.784,0.68,0.7
"P21","Entre 4 y 6 días a la semana",0.052,0.121,0.085,0.089,0.068
"P21","Entre 1 y 3 días a la semana",0.039,0.046,0.064,0.046,0.042
"P21","Raramente",0.041,0.036,0.043,0.123,0.107
"P21","Nunca",0.034,0.028,0.024,0.062,0.083
"P22","Asado",0.435,0.409,0.447,0.378,0.43
"P22","Pizza",0.071,0.087,0.073,0.073,0.089
"P22","Milanesa",0.153,0.188,0.167,0.143,0.117
"P22","Pastas",0.098,0.096,0.079,0.105,0.054
"P22","Empanadas",0.034,0.035,0.04,0.049,0.034
"P22","Hamburguesa",0.018,0.025,0.01,0.008,0.015
"P22","Ensaladas (de cualquier tipo)",0.102,0.058,0.071,0.065,0.057
"P22","Guiso (de lentejas, de arroz, locro o similares)",0.053,0.067,0.081,0.093,0.096
"P22","Polenta o similares (de cualquier tipo)",0.015,0.013,0.016,0.047,0.032
"P22","Ninguno de los anteriores",0.021,0.022,0.016,0.039,0.076
"P23","Asado",0.15,0.109,0.095,0.077,0.159
"P23","Pizza",0.078,0.09,0.069,0.063,0.078
"P23","Milanesa",0.269,0.259,0.218,0.172,0.108
"P23","Pastas",0.108,0.141,0.186,0.205,0.12
"P23","Empanadas",0.058,0.064,0.046,0.026,0.018
"P23","Hamburguesa",0.013,0.018,0.02,0.023,0.025
"P23","Ensaladas (de cualquier tipo)",0.144,0.118,0.107,0.094,0.066
"P23","Guiso (de lentejas, de arroz, locro o similares)",0.086,0.093,0.119,0.128,0.171
"P23","Polenta o similares (de cualquier tipo)",0.025,0.039,0.08,0.152,0.147
"P23","Ninguno de los anteriores",0.069,0.069,0.06,0.06,0.108
"P24","Helado",0.334,0.333,0.289,0.265,0.218
"P24","Tortas, tartas dulces y masas",0.143,0.154,0.162,0.115,0.162
"P24","Ensalada de frutas",0.178,0.193,0.178,0.162,0.195
"P24","Flan, budín de pan y similares",0.103,0.081,0.1,0.139,0.091
"P24","Dulce de batata, membrillo o similares",0.056,0.062,0.068,0.065,0.099
"P24","Facturas de todo tipo",0.04,0.037,0.044,0.044,0.036
"P24","Postres lácteos caseros o envasados de cualquier tipo",0.045,0.043,0.028,0.012,0.015
"P24","Gelatina",0.023,0.032,0.032,0.044,0.022
"P24","Panqueques, wafles y similares",0.015,0.015,0.024,0.031,0.013
"P24","Ninguno de los anteriores",0.063,0.05,0.075,0.123,0.149
"P25","Helado",0.172,0.189,0.127,0.114,0.115
"P25","Tortas, tartas dulces y masas",0.185,0.123,0.155,0.1,0.092
"P25","Ensalada de frutas",0.113,0.14,0.094,0.064,0.09
"P25","Flan, budín de pan y similares",0.043,0.044,0.054,0.072,0.047
"P25","Dulce de batata, membrillo o similares",0.121,0.13,0.096,0.09,0.088
"P25","Facturas de todo tipo",0.092,0.074,0.085,0.06,0.014
"P25","Postres lácteos caseros o envasados de cualquier tipo",0.038,0.023,0.029,0.012,0
"P25","Gelatina",0.028,0.043,0.044,0.06,0.069
"P25","Panqueques, wafles y similares",0.01,0.018,0.012,0.022,0.012
"P25","Ninguno de los anteriores",0.198,0.216,0.304,0.406,0.473
"P26","Vegetariano",0.075,0.074,0.039,0.061,0.105
"P26","Vegano",0.052,0.04,0.038,0.016,0.044
"P26","Dieta baja en carnes rojas",0.158,0.159,0.135,0.122,0.081
"P26","Dieta baja en carbohidratos",0.104,0.101,0.076,0.076,0.036
"P26","Dieta baja en azúcares",0.116,0.108,0.118,0.094,0.159
"P26","Kosher o Alal",0.014,0.007,0.016,0.013,0.013
"P26","Ninguna restricción alimentaria",0.481,0.511,0.578,0.618,0.562
"P27","Bajo peso",0.079,0.065,0.063,0.084,0.186
"P27","Sobrepeso",0.244,0.286,0.268,0.228,0.244
"P27","Obesidad",0.046,0.075,0.09,0.059,0.07
"P27","Normal",0.549,0.51,0.482,0.461,0.308
"P27","No sabe",0.082,0.064,0.097,0.168,0.192
"P28","Diabetes",0.097,0.087,0.114,0.08,0.134
"P28","Hipertensión",0.178,0.185,0.185,0.172,0.197
"P28","Enfermedades cardiovasculares",0.036,0.04,0.031,0.061,0.049
"P28","Celiaquía",0.082,0.071,0.075,0.068,0.066
"P28","Ninguna",0.551,0.557,0.515,0.496,0.363
"P28","No sabe",0.056,0.06,0.08,0.123,0.191
"P29","Todos los días",0.075,0.028,0.032,0.036,0.068
"P29","Entre 4 y 6 días a la semana",0.056,0.063,0.039,0.021,0.061
"P29","Entre 1 y 3 días a la semana",0.175,0.167,0.115,0.045,0.044
"P29","Raramente",0.366,0.343,0.293,0.246,0.088
"P29","Nunca",0.328,0.399,0.521,0.652,0.739
"P30","Todos los días",0.07,0.024,0.013,0.018,0.065
"P30","Entre 4 y 6 días a la semana",0.039,0.033,0.018,0.004,0.023
"P30","Entre 1 y 3 días a la semana",0.145,0.157,0.108,0.058,0.017
"P30","Raramente",0.357,0.382,0.373,0.268,0.108
"P30","Nunca",0.389,0.404,0.488,0.652,0.787
"P31","Todos los días",0.615,0.567,0.603,0.669,0.622
"P31","Entre 4 y 6 días a la semana",0.212,0.236,0.18,0.098,0.111
"P31","Entre 1 y 3 días a la semana",0.048,0.079,0.084,0.087,0.065
"P31","Raramente",0.073,0.054,0.071,0.056,0.068
"P31","Nunca",0.052,0.064,0.062,0.09,0.134
"P32","Menos de 1 comida al día",0.125,0.097,0.154,0.274,0.268
"P32","1 comida",0.212,0.289,0.325,0.388,0.5
"P32","2 comidas",0.238,0.265,0.292,0.199,0.158
"P32","3 comidas",0.181,0.199,0.138,0.079,0.034
"P32","4 comidas",0.186,0.134,0.074,0.049,0.031
"P32","Más de 4 comidas",0.058,0.016,0.017,0.011,0.009
"P33","Precio",0.153,0.235,0.337,0.483,0.47
"P33","Calidad",0.207,0.161,0.122,0.121,0.115
"P33","Ambas",0.552,0.541,0.477,0.329,0.302
"P33","Compra sin ningún tipo de consideración",0.088,0.063,0.064,0.067,0.113
"P34","Menos de 1 vez a la semana",0.145,0.199,0.203,0.268,0.361
"P34","1 vez a la semana",0.289,0.276,0.304,0.26,0.205
"P34","Entre 1 a 4 veces a la semana",0.362,0.36,0.297,0.206,0.162
"P34","Más de 4 veces a la semana",0.151,0.117,0.132,0.127,0.147
"P34","No sabe",0.053,0.048,0.064,0.139,0.125
"P35","Hipermercado/Supermercado",0.542,0.511,0.489,0.381,0.365
"P35","Almacenes",0.231,0.221,0.243,0.31,0.253
"P35","Productores locales/mercados de cercanía/Ferias",0.153,0.226,0.196,0.191,0.202
"P35","Vía pública",0.019,0.012,0.015,0.058,0.065
"P35","No sabe",0.055,0.03,0.057,0.06,0.115
