"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P05","Gran excedente habitual",0.028,0.011,0.007,0.001,0.027
"P05","Gran excedente excepcional",0.014,0.013,0.008,0.002,0
"P05","Pequeño excedente habitual",0.124,0.069,0.034,0.02,0.028
"P05","Pequeño excedente excepcional",0.129,0.104,0.051,0.03,0.146
"P05","Alcanza gastos familia",0.192,0.161,0.122,0.101,0.042
"P05","No alcanza gastos familia",0.044,0.093,0.158,0.149,0.172
"P05","Solo NBFamiliares",0.144,0.325,0.297,0.179,0.1
"P05","No alcanza NBFamiliares",0.303,0.211,0.309,0.505,0.446
"P05","No sabe",0.022,0.013,0.014,0.013,0.039
"P07","Todos los días",0.258,0.071,0.04,0.028,0.125
"P07","Entre 4 y 6 días a la semana",0.223,0.367,0.114,0.066,0.093
"P07","Entre 1 y 3 días a la semana",0.282,0.373,0.555,0.225,0.168
"P07","Raramente",0.157,0.153,0.242,0.555,0.301
"P07","Nunca",0.08,0.036,0.049,0.126,0.313
"P08","Todos los días",0.164,0.059,0.043,0.045,0.089
"P08","Entre 4 y 6 días a la semana",0.242,0.282,0.151,0.105,0.095
"P08","Entre 1 y 3 días a la semana",0.387,0.485,0.519,0.325,0.256
"P08","Raramente",0.128,0.147,0.246,0.447,0.317
"P08","Nunca",0.079,0.027,0.041,0.078,0.243
"P09","Todos los días",0.099,0.03,0.034,0.06,0.118
"P09","Entre 4 y 6 días a la semana",0.077,0.106,0.059,0.043,0.058
"P09","Entre 1 y 3 días a la semana",0.218,0.225,0.219,0.13,0.156
"P09","Raramente",0.39,0.442,0.435,0.425,0.229
"P09","Nunca",0.216,0.197,0.253,0.342,0.439
"P10","Todos los días",0.126,0.088,0.087,0.093,0.173
"P10","Entre 4 y 6 días a la semana",0.139,0.199,0.148,0.064,0.054
"P10","Entre 1 y 3 días a la semana",0.267,0.292,0.26,0.186,0.117
"P10","Raramente",0.341,0.353,0.387,0.418,0.335
"P10","Nunca",0.127,0.068,0.118,0.239,0.321
"P11","Todos los días",0.484,0.201,0.085,0.064,0.081
"P11","Entre 4 y 6 días a la semana",0.166,0.307,0.15,0.052,0.086
"P11","Entre 1 y 3 días a la semana",0.155,0.251,0.371,0.18,0.117
"P11","Raramente",0.142,0.199,0.322,0.498,0.254
"P11","Nunca",0.053,0.042,0.072,0.206,0.462
"P12","Todos los días",0.502,0.328,0.217,0.13,0.181
"P12","Entre 4 y 6 días a la semana",0.142,0.283,0.152,0.097,0.091
"P12","Entre 1 y 3 días a la semana",0.154,0.221,0.329,0.187,0.135
"P12","Raramente",0.131,0.141,0.233,0.435,0.225
"P12","Nunca",0.071,0.027,0.069,0.151,0.368
"P13","Todos los días",0.156,0.068,0.043,0.056,0.086
"P13","Entre 4 y 6 días a la semana",0.147,0.138,0.071,0.036,0.052
"P13","Entre 1 y 3 días a la semana",0.327,0.323,0.318,0.201,0.132
"P13","Raramente",0.281,0.379,0.431,0.436,0.273
"P13","Nunca",0.089,0.092,0.137,0.271,0.457
"P14","Todos los días",0.307,0.271,0.244,0.253,0.311
"P14","Entre 4 y 6 días a la semana",0.196,0.274,0.262,0.19,0.169
"P14","Entre 1 y 3 días a la semana",0.246,0.276,0.294,0.224,0.153
"P14","Raramente",0.193,0.143,0.171,0.239,0.146
"P14","Nunca",0.058,0.036,0.029,0.094,0.221
"P15","Todos los días",0.195,0.099,0.091,0.13,0.189
"P15","Entre 4 y 6 días a la semana",0.218,0.262,0.195,0.17,0.172
"P15","Entre 1 y 3 días a la semana",0.353,0.396,0.448,0.331,0.136
"P15","Raramente",0.177,0.209,0.224,0.273,0.239
"P15","Nunca",0.057,0.034,0.042,0.096,0.264
"P16","Menos de un vaso al día",0.095,0.083,0.087,0.116,0.197
"P16","De 1 a 4 vasos al día",0.259,0.341,0.357,0.283,0.239
"P16","Más de 4 vasos al día",0.58,0.534,0.512,0.524,0.434
"P16","No consume agua",0.066,0.042,0.044,0.077,0.13
"P17","Agua embotellada/mineral",0.248,0.186,0.149,0.108,0.134
"P17","Agua de la canilla filtrada",0.313,0.345,0.281,0.253,0.163
"P17","Agua de la canilla directamente",0.309,0.324,0.405,0.509,0.412
"P17","Agua de bidón",0.104,0.143,0.161,0.119,0.188
"P17","No consume agua",0.026,0.002,0.004,0.011,0.103
"P18","Todos los días",0.112,0.058,0.054,0.052,0.146
"P18","Entre 4 y 6 días a la semana",0.079,0.104,0.06,0.057,0.037
"P18","Entre 1 y 3 días a la semana",0.216,0.233,0.2,0.152,0.07
"P18","Raramente",0.323,0.318,0.366,0.258,0.228
"P18","Nunca",0.27,0.287,0.32,0.481,0.519
"P19","Vino",0.32,0.297,0.226,0.171,0.151
"P19","Cerveza",0.176,0.19,0.191,0.134,0.145
"P19","Destilados (whisky, vodka, ron, etc.)",0.075,0.042,0.052,0.047,0.087
"P19","Espumantes",0.05,0.04,0.046,0.017,0.043
"P19","Otros",0.101,0.097,0.109,0.148,0.114
"P19","No consume bebidas alcohólicas",0.278,0.334,0.376,0.483,0.46
"P20","Todos los días",0.187,0.122,0.107,0.127,0.132
"P20","Entre 4 y 6 días a la semana",0.093,0.121,0.111,0.093,0.079
"P20","Entre 1 y 3 días a la semana",0.114,0.195,0.197,0.102,0.117
"P20","Raramente",0.349,0.335,0.378,0.405,0.326
"P20","Nunca",0.257,0.227,0.207,0.273,0.346
"P21","Todos los días",0.816,0.801,0.784,0.651,0.663
"P21","Entre 4 y 6 días a la semana",0.059,0.088,0.08,0.099,0.084
"P21","Entre 1 y 3 días a la semana",0.023,0.034,0.06,0.069,0.062
"P21","Raramente",0.06,0.043,0.054,0.105,0.117
"P21","Nunca",0.042,0.034,0.022,0.076,0.074
"P22","Asado",0.44,0.408,0.451,0.372,0.368
"P22","Pizza",0.066,0.072,0.081,0.09,0.055
"P22","Milanesa",0.13,0.166,0.179,0.138,0.146
"P22","Pastas",0.104,0.111,0.076,0.089,0.043
"P22","Empanadas",0.044,0.031,0.036,0.05,0.05
"P22","Hamburguesa",0.012,0.009,0.016,0.012,0.067
"P22","Ensaladas (de cualquier tipo)",0.129,0.094,0.048,0.046,0.052
"P22","Guiso (de lentejas, de arroz, locro o similares)",0.043,0.078,0.072,0.104,0.073
"P22","Polenta o similares (de cualquier tipo)",0.01,0.019,0.017,0.05,0.05
"P22","Ninguno de los anteriores",0.022,0.012,0.024,0.049,0.096
"P23","Asado",0.172,0.103,0.091,0.114,0.109
"P23","Pizza",0.073,0.058,0.087,0.081,0.068
"P23","Milanesa",0.234,0.247,0.234,0.15,0.21
"P23","Pastas",0.092,0.16,0.175,0.189,0.104
"P23","Empanadas",0.042,0.058,0.036,0.048,0.065
"P23","Hamburguesa",0.016,0.015,0.02,0.021,0.031
"P23","Ensaladas (de cualquier tipo)",0.217,0.143,0.078,0.046,0.046
"P23","Guiso (de lentejas, de arroz, locro o similares)",0.059,0.106,0.135,0.124,0.106
"P23","Polenta o similares (de cualquier tipo)",0.042,0.049,0.076,0.153,0.115
"P23","Ninguno de los anteriores",0.053,0.061,0.068,0.074,0.146
"P24","Helado",0.333,0.339,0.277,0.266,0.21
"P24","Tortas, tartas dulces y masas",0.15,0.136,0.166,0.126,0.087
"P24","Ensalada de frutas",0.198,0.175,0.182,0.166,0.134
"P24","Flan, budín de pan y similares",0.081,0.106,0.106,0.133,0.084
"P24","Dulce de batata, membrillo o similares",0.041,0.059,0.08,0.061,0.102
"P24","Facturas de todo tipo",0.024,0.034,0.041,0.053,0.113
"P24","Postres lácteos caseros o envasados de cualquier tipo",0.053,0.038,0.021,0.02,0.023
"P24","Gelatina",0.034,0.028,0.035,0.024,0.056
"P24","Panqueques, wafles y similares",0.018,0.017,0.02,0.033,0.01
"P24","Ninguno de los anteriores",0.068,0.068,0.072,0.118,0.181
"P25","Helado",0.201,0.165,0.131,0.118,0.06
"P25","Tortas, tartas dulces y masas",0.182,0.142,0.134,0.113,0.115
"P25","Ensalada de frutas",0.143,0.118,0.09,0.06,0.061
"P25","Flan, budín de pan y similares",0.038,0.055,0.051,0.063,0.069
"P25","Dulce de batata, membrillo o similares",0.096,0.134,0.102,0.095,0.079
"P25","Facturas de todo tipo",0.051,0.077,0.084,0.072,0.094
"P25","Postres lácteos caseros o envasados de cualquier tipo",0.025,0.026,0.029,0.019,0.01
"P25","Gelatina",0.029,0.04,0.053,0.042,0.088
"P25","Panqueques, wafles y similares",0.019,0.009,0.014,0.023,0.002
"P25","Ninguno de los anteriores",0.216,0.234,0.312,0.395,0.422
"P26","Vegetariano",0.098,0.067,0.05,0.062,0.046
"P26","Vegano",0.075,0.042,0.019,0.026,0.049
"P26","Dieta baja en carnes rojas",0.204,0.169,0.112,0.087,0.101
"P26","Dieta baja en carbohidratos",0.137,0.092,0.075,0.055,0.04
"P26","Dieta baja en azúcares",0.084,0.133,0.107,0.11,0.162
"P26","Kosher o Alal",0.014,0.008,0.014,0.017,0.015
"P26","Ninguna restricción alimentaria",0.388,0.489,0.623,0.643,0.587
"P27","Bajo peso",0.102,0.054,0.075,0.091,0.171
"P27","Sobrepeso",0.229,0.277,0.26,0.237,0.233
"P27","Obesidad",0.079,0.062,0.071,0.058,0.044
"P27","Normal",0.511,0.542,0.47,0.455,0.349
"P27","No sabe",0.079,0.065,0.124,0.159,0.203
"P28","Diabetes",0.11,0.093,0.087,0.103,0.141
"P28","Hipertensión",0.166,0.182,0.195,0.186,0.101
"P28","Enfermedades cardiovasculares",0.039,0.052,0.036,0.043,0.03
"P28","Celiaquía",0.079,0.077,0.059,0.091,0.087
"P28","Ninguna",0.544,0.537,0.534,0.463,0.404
"P28","No sabe",0.062,0.059,0.089,0.114,0.237
"P29","Todos los días",0.077,0.039,0.033,0.044,0.086
"P29","Entre 4 y 6 días a la semana",0.06,0.047,0.039,0.044,0.04
"P29","Entre 1 y 3 días a la semana",0.17,0.139,0.107,0.082,0.074
"P29","Raramente",0.329,0.329,0.318,0.209,0.215
"P29","Nunca",0.364,0.446,0.503,0.621,0.585
"P30","Todos los días",0.063,0.026,0.019,0.044,0.085
"P30","Entre 4 y 6 días a la semana",0.041,0.03,0.018,0.009,0.023
"P30","Entre 1 y 3 días a la semana",0.158,0.104,0.103,0.079,0.144
"P30","Raramente",0.312,0.402,0.348,0.238,0.153
"P30","Nunca",0.426,0.438,0.512,0.63,0.595
"P31","Todos los días",0.658,0.605,0.618,0.617,0.485
"P31","Entre 4 y 6 días a la semana",0.174,0.205,0.192,0.111,0.156
"P31","Entre 1 y 3 días a la semana",0.046,0.054,0.069,0.125,0.094
"P31","Raramente",0.047,0.076,0.052,0.072,0.15
"P31","Nunca",0.075,0.06,0.069,0.075,0.115
"P32","Menos de 1 comida al día",0.171,0.127,0.139,0.27,0.25
"P32","1 comida",0.2,0.279,0.352,0.381,0.404
"P32","2 comidas",0.209,0.257,0.276,0.215,0.122
"P32","3 comidas",0.183,0.176,0.132,0.081,0.078
"P32","4 comidas",0.18,0.13,0.086,0.048,0.097
"P32","Más de 4 comidas",0.057,0.031,0.015,0.005,0.049
"P33","Precio",0.18,0.213,0.307,0.535,0.496
"P33","Calidad",0.198,0.187,0.129,0.109,0.107
"P33","Ambas",0.53,0.532,0.5,0.292,0.227
"P33","Compra sin ningún tipo de consideración",0.092,0.068,0.064,0.064,0.17
"P34","Menos de 1 vez a la semana",0.194,0.156,0.188,0.345,0.249
"P34","1 vez a la semana",0.258,0.298,0.304,0.216,0.291
"P34","Entre 1 a 4 veces a la semana",0.366,0.366,0.295,0.168,0.136
"P34","Más de 4 veces a la semana",0.134,0.13,0.125,0.164,0.113
"P34","No sabe",0.048,0.05,0.088,0.107,0.211
"P35","Hipermercado/Supermercado",0.515,0.479,0.487,0.425,0.426
"P35","Almacenes",0.215,0.25,0.256,0.286,0.227
