"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P05","Gran excedente habitual",0.065,0.018,0.005,0.002,0.009
"P05","Gran excedente excepcional",0.013,0.012,0.011,0.005,0.005
"P05","Pequeño excedente habitual",0.115,0.107,0.05,0.017,0.04
"P05","Pequeño excedente excepcional",0.131,0.141,0.075,0.04,0.039
"P05","Alcanza gastos familia",0.116,0.231,0.16,0.067,0.047
"P05","No alcanza gastos familia",0.09,0.065,0.14,0.135,0.125
"P05","Solo NBFamiliares",0.158,0.25,0.292,0.23,0.139
"P05","No alcanza NBFamiliares",0.274,0.161,0.256,0.491,0.57
"P05","No sabe",0.038,0.015,0.011,0.013,0.026
"P06","Todos los días",0.517,0.211,0.133,0.107,0.182
"P06","Entre 4 y 6 días a la semana",0.205,0.502,0.255,0.151,0.117
"P06","Entre 1 y 3 días a la semana",0.148,0.198,0.483,0.304,0.205
"P06","Raramente",0.056,0.063,0.106,0.377,0.286
"P06","Nunca",0.074,0.026,0.023,0.061,0.21
"P08","Todos los días",0.32,0.074,0.033,0.048,0.051
"P08","Entre 4 y 6 días a la semana",0.255,0.399,0.152,0.107,0.067
"P08","Entre 1 y 3 días a la semana",0.277,0.456,0.625,0.301,0.145
"P08","Raramente",0.098,0.067,0.168,0.49,0.313
"P08","Nunca",0.05,0.004,0.022,0.054,0.424
"P09","Todos los días",0.199,0.025,0.028,0.049,0.103
"P09","Entre 4 y 6 días a la semana",0.136,0.131,0.06,0.036,0.032
"P09","Entre 1 y 3 días a la semana",0.209,0.266,0.238,0.128,0.106
"P09","Raramente",0.283,0.416,0.465,0.441,0.246
"P09","Nunca",0.173,0.162,0.209,0.346,0.513
"P10","Todos los días",0.305,0.102,0.074,0.073,0.086
"P10","Entre 4 y 6 días a la semana",0.181,0.206,0.151,0.086,0.063
"P10","Entre 1 y 3 días a la semana",0.215,0.289,0.299,0.194,0.132
"P10","Raramente",0.181,0.337,0.387,0.455,0.327
"P10","Nunca",0.118,0.066,0.089,0.192,0.392
"P11","Todos los días",0.465,0.257,0.144,0.107,0.142
"P11","Entre 4 y 6 días a la semana",0.172,0.299,0.189,0.082,0.085
"P11","Entre 1 y 3 días a la semana",0.148,0.264,0.337,0.211,0.097
"P11","Raramente",0.128,0.148,0.272,0.442,0.331
"P11","Nunca",0.087,0.032,0.058,0.158,0.345
"P12","Todos los días",0.574,0.395,0.27,0.132,0.207
"P12","Entre 4 y 6 días a la semana",0.119,0.293,0.18,0.116,0.073
