"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P05","Gran excedente habitual",0.07,0.014,0.007,0.004,0.013
"P05","Gran excedente excepcional",0.019,0.006,0.012,0.008,0.001
"P05","Pequeño excedente habitual",0.079,0.079,0.067,0.026,0.03
"P05","Pequeño excedente excepcional",0.086,0.112,0.091,0.04,0.065
"P05","Alcanza gastos familia",0.164,0.162,0.17,0.075,0.051
"P05","No alcanza gastos familia",0.052,0.093,0.13,0.145,0.104
"P05","Solo NBFamiliares",0.165,0.29,0.255,0.23,0.124
"P05","No alcanza NBFamiliares",0.346,0.23,0.251,0.463,0.561
"P05","No sabe",0.019,0.014,0.017,0.009,0.051
"P06","Todos los días",0.414,0.23,0.16,0.098,0.235
"P06","Entre 4 y 6 días a la semana",0.212,0.384,0.287,0.16,0.114
"P06","Entre 1 y 3 días a la semana",0.199,0.264,0.393,0.344,0.219
"P06","Raramente",0.11,0.096,0.129,0.328,0.223
"P06","Nunca",0.065,0.026,0.031,0.07,0.209
"P07","Todos los días",0.399,0.12,0.057,0.037,0.073
"P07","Entre 4 y 6 días a la semana",0.197,0.405,0.2,0.055,0.013
"P07","Entre 1 y 3 días a la semana",0.174,0.301,0.538,0.267,0.135
"P07","Raramente",0.174,0.146,0.179,0.537,0.232
"P07","Nunca",0.056,0.028,0.026,0.104,0.547
"P09","Todos los días",0.302,0.04,0.024,0.026,0.113
"P09","Entre 4 y 6 días a la semana",0.069,0.191,0.045,0.034,0.037
"P09","Entre 1 y 3 días a la semana",0.144,0.218,0.276,0.094,0.107
"P09","Raramente",0.293,0.396,0.446,0.469,0.214
"P09","Nunca",0.192,0.155,0.209,0.377,0.529
"P10","Todos los días",0.35,0.108,0.074,0.064,0.101
"P10","Entre 4 y 6 días a la semana",0.139,0.202,0.148,0.09,0.086
"P10","Entre 1 y 3 días a la semana",0.147,0.276,0.316,0.169,0.12
"P10","Raramente",0.262,0.32,0.368,0.486,0.258
"P10","Nunca",0.102,0.094,0.094,0.191,0.435
"P11","Todos los días",0.48,0.229,0.169,0.087,0.172
"P11","Entre 4 y 6 días a la semana",0.154,0.253,0.205,0.074,0.102
"P11","Entre 1 y 3 días a la semana",0.144,0.25,0.323,0.206,0.093
"P11","Raramente",0.149,0.229,0.247,0.46,0.198
"P11","Nunca",0.073,0.039,0.056,0.173,0.435
"P12","Todos los días",0.547,0.362,0.285,0.149,0.186
"P12","Entre 4 y 6 días a la semana",0.136,0.263,0.189,0.101,0.066
"P12","Entre 1 y 3 días a la semana",0.121,0.199,0.287,0.213,0.188
"P12","Raramente",0.106,0.137,0.187,0.408,0.208
"P12","Nunca",0.09,0.039,0.052,0.129,0.352
"P13","Todos los días",0.268,0.076,0.048,0.047,0.153
"P13","Entre 4 y 6 días a la semana",0.091,0.157,0.082,0.071,0.097
"P13","Entre 1 y 3 días a la semana",0.219,0.293,0.352,0.23,0.145
"P13","Raramente",0.291,0.348,0.407,0.437,0.199
"P13","Nunca",0.131,0.126,0.111,0.215,0.406
"P14","Todos los días",0.445,0.281,0.256,0.233,0.226
"P14","Entre 4 y 6 días a la semana",0.161,0.301,0.243,0.206,0.192
"P14","Entre 1 y 3 días a la semana",0.112,0.216,0.322,0.249,0.168
"P14","Raramente",0.214,0.155,0.148,0.247,0.166
"P14","Nunca",0.068,0.047,0.031,0.065,0.248
"P15","Todos los días",0.357,0.115,0.091,0.107,0.187
"P15","Entre 4 y 6 días a la semana",0.183,0.289,0.211,0.172,0.158
"P15","Entre 1 y 3 días a la semana",0.208,0.356,0.468,0.336,0.171
"P15","Raramente",0.194,0.204,0.197,0.294,0.204
"P15","Nunca",0.058,0.036,0.033,0.091,0.28
