"var","categoria","Unión por la Patria","Juntos por el Cambio","De los liberales libertarios","De la Izquierda","Hacemos por nuestro país","Otro","En blanco","No sabe"
"P12","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.557,0.042,0.115,0.02,0.074,0.019,0.069,0.071
"P12","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Union por la Patria",0.25,0.046,0.055,0.1,0,0.013,0.016,0.016
"P12","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.07,0.521,0.102,0.182,0,0.039,0.063,0.027
"P12","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.041,0.31,0.01,0.119,0.231,0,0.015,0.048
"P12","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.05,0.052,0.68,0.124,0.399,0.153,0.062,0.116
"P12","Los candidatos a presidente y vicepresidente de las diferentes opciones de izquierda",0.008,0.003,0,0.315,0,0.158,0.021,0.015
"P12","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0,0.002,0.006,0.068,0.091,0.038,0.2,0.014
"P12","Otros",0,0.002,0.009,0.072,0.205,0.564,0.086,0.276
"P12","En blanco",0.013,0.006,0.005,0,0,0.016,0.35,0.03
"P12","No sabe",0.011,0.016,0.018,0,0,0,0.118,0.387
"P15","Union por la Patria",0.78,0.096,0.119,0.186,0,0.234,0.145,0.068
"P15","Cambiemos",0.11,0.775,0.22,0.091,0.117,0.246,0.042,0.181
"P15","Liberales",0.027,0.082,0.546,0.15,0.324,0.049,0.233,0.031
"P15","Izquierda",0.033,0.014,0.006,0.539,0,0.018,0.013,0.022
"P15","No sabe",0.05,0.033,0.109,0.034,0.559,0.453,0.567,0.698
"P16","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.721,0.078,0.105,0.2,0,0.204,0.09,0.14
"P16","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.078,0.565,0.236,0.076,0.612,0.164,0.196,0.036
"P16","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.09,0.279,0.108,0.11,0,0.112,0.151,0.138
"P16","Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.042,0.032,0.416,0.353,0,0.051,0.042,0.041
"P16","Los candidatos a Jefe de Gobierno de las diferentes opciones de izquierda",0.014,0.006,0.069,0.242,0.388,0.084,0.255,0.109
"P16","Otros",0.018,0.014,0.01,0.019,0,0.337,0,0.204
"P16","En blanco",0.01,0.015,0.012,0,0,0.022,0.095,0
"P16","No sabe",0.027,0.011,0.044,0,0,0.026,0.171,0.332
"P22","Totalmente seguro.",0.669,0.612,0.729,0.473,0,0.528,0.433,0.114
"P22","Bastante seguro",0.196,0.227,0.097,0.17,0,0.232,0.06,0.067
"P22","Algo seguro",0.076,0.115,0.081,0.233,0,0.053,0.086,0.134
"P22","Para nada seguro",0.059,0.046,0.093,0.124,1,0.187,0.421,0.685
"P23","Tiene Decidido que va a ir a votar.",0.937,0.92,0.91,0.731,0,0.952,0.391,0.769
"P23","Tiene dudas sobre si va a ir a  votar",0.053,0.062,0.043,0.146,0,0.024,0.227,0.138
"P23","Tiene Decidido que no va a ir a votar",0.01,0.018,0.047,0.123,1,0.024,0.382,0.093
"P34","Inflación",0.332,0.343,0.31,0.205,0,0.254,0.207,0.222
"P34","Desempleo",0.062,0.063,0.076,0.047,0,0.084,0.047,0.083
"P34","Corrupción",0.138,0.29,0.406,0.265,0,0.345,0.307,0.123
"P34","Inseguridad",0.063,0.195,0.094,0.125,0,0.219,0.13,0.213
"P34","Precio del dólar",0.011,0.015,0.04,0,0,0,0.133,0.098
"P34","Pobreza",0.187,0.031,0.019,0.2,1,0.047,0.065,0.078
"P34","Narcotráfico",0.011,0.017,0.006,0.023,0,0.023,0.073,0.084
"P34","Tarifas",0.011,0.011,0,0.024,0,0,0,0
"P34","Otro",0.151,0.026,0.033,0.111,0,0.028,0,0.017
"P34","No sabe",0.034,0.009,0.016,0,0,0,0.038,0.082
