"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P08","Inflación",0.322,0.311,0.356,0.279
"P08","Desempleo",0.078,0.084,0.075,0.081
"P08","Corrupción",0.328,0.333,0.248,0.289
"P08","Inseguridad",0.132,0.111,0.097,0.136
"P08","Precio del dólar",0.042,0.022,0.046,0.019
"P08","Pobreza",0.039,0.069,0.071,0.094
"P08","Narcotráfico",0.021,0.015,0.019,0.022
"P08","Tarifas",0.009,0.006,0.014,0.012
"P08","Otro",0.026,0.041,0.06,0.022
"P08","No sabe",0.003,0.008,0.014,0.046
"P12","Sin deuda",0.316,0.302,0.291,0.241
"P12","Menos de 10%",0.15,0.177,0.163,0.106
"P12","Entre 10 y 20%",0.118,0.161,0.148,0.151
"P12","Entre 20 y 30%",0.096,0.091,0.099,0.078
"P12","Entre 30 y 40%",0.091,0.09,0.081,0.105
"P12","Mas del 40%",0.197,0.136,0.176,0.204
"P12","No sabe",0.032,0.043,0.042,0.115
"P13","Gran excedente habitual",0.011,0.002,0.012,0.001
"P13","Gran excedente excepcional",0.005,0.009,0.009,0.01
"P13","Pequeño excedente habitual",0.087,0.056,0.075,0.024
"P13","Pequeño excedente excepcional",0.065,0.077,0.053,0.03
"P13","Alcanza gastos familia",0.104,0.136,0.132,0.082
"P13","No alcanza gastos familia",0.168,0.146,0.158,0.192
"P13","Solo NBFamiliares",0.205,0.277,0.247,0.257
"P13","No alcanza NBFamiliares",0.347,0.28,0.301,0.37
"P13","No sabe",0.008,0.017,0.013,0.034
"P14","Muy buena",0.103,0.052,0.041,0.034
"P14","Buena",0.135,0.148,0.162,0.096
"P14","Ni buena ni mala",0.362,0.434,0.411,0.424
"P14","Mala",0.245,0.287,0.253,0.278
"P14","Muy mala",0.131,0.065,0.115,0.143
"P14","No sabe",0.024,0.014,0.018,0.025
"P15","Mejor",0.072,0.077,0.117,0.08
"P15","Igual",0.12,0.174,0.269,0.172
"P15","Peor",0.718,0.706,0.563,0.686
"P15","No sabe",0.09,0.043,0.051,0.062
"P16","Mejor",0.095,0.055,0.116,0.061
"P16","Igual",0.194,0.205,0.263,0.21
"P16","Peor",0.616,0.619,0.493,0.491
"P16","No sabe",0.095,0.121,0.128,0.238
"P17","Muy buena",0.123,0.085,0.054,0.065
"P17","Buena",0.032,0.032,0.08,0.061
"P17","Ni buena ni mala",0.063,0.063,0.168,0.12
"P17","Mala",0.267,0.254,0.273,0.348
"P17","Muy mala",0.507,0.565,0.412,0.353
"P17","No sabe",0.008,0.001,0.013,0.053
"P18","Mejor",0.049,0.027,0.086,0.033
"P18","Igual",0.053,0.106,0.205,0.153
"P18","Peor",0.824,0.829,0.653,0.682
"P18","No sabe",0.074,0.038,0.056,0.132
"P19","Mejor",0.059,0.035,0.111,0.054
"P19","Igual",0.103,0.144,0.215,0.173
"P19","Peor",0.765,0.736,0.564,0.547
"P19","No sabe",0.073,0.085,0.11,0.226
"P20","Muy buena",0.102,0.072,0.075,0.07
"P20","Buena",0.045,0.037,0.122,0.038
"P20","Ni buena ni mala",0.038,0.096,0.222,0.265
"P20","Mala",0.241,0.199,0.167,0.206
"P20","Muy mala",0.57,0.579,0.401,0.352
"P20","No sabe",0.004,0.017,0.013,0.069
"P22","Muy buena",0.044,0.019,0.044,0.017
"P22","Buena",0.03,0.019,0.095,0.029
"P22","Ni buena ni mala",0.058,0.118,0.206,0.198
"P22","Mala",0.258,0.203,0.209,0.302
"P22","Muy mala",0.596,0.624,0.419,0.356
"P22","No sabe",0.014,0.017,0.027,0.098
"P23","Muy buena",0.047,0.017,0.064,0.021
"P23","Buena",0.017,0.043,0.164,0.034
"P23","Ni buena ni mala",0.106,0.152,0.206,0.242
"P23","Mala",0.279,0.27,0.169,0.268
"P23","Muy mala",0.538,0.492,0.372,0.334
"P23","No sabe",0.013,0.026,0.025,0.101
"P24","Muy buena",0.051,0.003,0.027,0.032
"P24","Buena",0.022,0.031,0.106,0.028
