"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P08","Inflación",0.301,0.327,0.39,0.268
"P08","Desempleo",0.078,0.085,0.064,0.085
"P08","Corrupción",0.336,0.299,0.25,0.276
"P08","Inseguridad",0.134,0.128,0.09,0.091
"P08","Precio del dólar",0.022,0.032,0.035,0.071
"P08","Pobreza",0.044,0.06,0.069,0.128
"P08","Narcotráfico",0.023,0.012,0.017,0.01
"P08","Tarifas",0.009,0.005,0.012,0
"P08","Otro",0.049,0.036,0.06,0.043
"P08","No sabe",0.004,0.016,0.013,0.028
"P12","Sin deuda",0.325,0.294,0.31,0.211
"P12","Menos de 10%",0.189,0.167,0.15,0.077
"P12","Entre 10 y 20%",0.123,0.149,0.13,0.187
"P12","Entre 20 y 30%",0.097,0.079,0.088,0.125
"P12","Entre 30 y 40%",0.093,0.089,0.083,0.075
"P12","Mas del 40%",0.142,0.177,0.195,0.221
"P12","No sabe",0.031,0.045,0.044,0.104
"P13","Gran excedente habitual",0.011,0.001,0.011,0.019
"P13","Gran excedente excepcional",0.006,0.011,0.014,0.002
"P13","Pequeño excedente habitual",0.06,0.063,0.095,0.041
"P13","Pequeño excedente excepcional",0.054,0.054,0.074,0.039
"P13","Alcanza gastos familia",0.134,0.119,0.144,0.072
"P13","No alcanza gastos familia",0.136,0.141,0.156,0.199
"P13","Solo NBFamiliares",0.293,0.268,0.221,0.2
"P13","No alcanza NBFamiliares",0.291,0.334,0.273,0.37
"P13","No sabe",0.015,0.009,0.012,0.058
"P14","Positiva",0.237,0.204,0.206,0.135
"P14","Neutra",0.427,0.423,0.397,0.381
"P14","Negativa",0.318,0.36,0.373,0.465
"P14","No sabe",0.018,0.013,0.024,0.019
"P15","Mejor",0.073,0.097,0.118,0.097
"P15","Igual",0.165,0.217,0.27,0.185
"P15","Peor",0.721,0.63,0.552,0.647
"P15","No sabe",0.041,0.056,0.06,0.071
"P16","Mejor",0.053,0.073,0.128,0.104
"P16","Igual",0.222,0.223,0.26,0.227
"P16","Peor",0.607,0.554,0.508,0.475
"P16","No sabe",0.118,0.15,0.104,0.194
"P17","Positiva",0.145,0.112,0.143,0.105
"P17","Neutra",0.063,0.109,0.175,0.099
"P17","Negativa",0.78,0.763,0.67,0.766
"P17","No sabe",0.012,0.016,0.012,0.03
"P18","Mejor",0.03,0.048,0.088,0.078
"P18","Igual",0.093,0.155,0.221,0.097
"P18","Peor",0.813,0.745,0.637,0.736
"P18","No sabe",0.064,0.052,0.054,0.089
"P19","Mejor",0.053,0.064,0.122,0.052
"P19","Igual",0.133,0.164,0.212,0.137
"P19","Peor",0.735,0.649,0.566,0.618
"P19","No sabe",0.079,0.123,0.1,0.193
"P20","Positiva",0.12,0.131,0.21,0.148
"P20","Neutra",0.089,0.191,0.21,0.228
"P20","Negativa",0.782,0.671,0.574,0.528
"P20","No sabe",0.009,0.007,0.006,0.096
"P22","Positiva",0.063,0.053,0.139,0.109
"P22","Neutra",0.077,0.194,0.198,0.201
"P22","Negativa",0.847,0.721,0.652,0.606
"P22","No sabe",0.013,0.032,0.011,0.084
"P23","Positiva",0.071,0.092,0.262,0.154
"P23","Neutra",0.133,0.22,0.16,0.286
"P23","Negativa",0.77,0.655,0.566,0.467
"P23","No sabe",0.026,0.033,0.012,0.093
"P24","Positiva",0.072,0.063,0.145,0.084
"P24","Neutra",0.085,0.153,0.19,0.251
"P24","Negativa",0.822,0.755,0.648,0.604
"P24","No sabe",0.021,0.029,0.017,0.061
"P25","Frente de Todos y el peronismo",0.083,0.17,0.383,0.225
"P25","Cambiemos",0.481,0.273,0.118,0.108
"P25","Liberales",0.171,0.2,0.282,0.153
"P25","Izquierda",0.054,0.07,0.061,0.072
"P25","No sabe",0.211,0.287,0.156,0.442
"P28","A Daniel Scioli",0.22,0.167,0.117,0.185
"P28","A Sergio Massa",0.431,0.277,0.264,0.214
"P28","A algún candidato del peronismo",0.226,0.202,0.107,0.2
"P28","A algún candidato del kirchnerismo",0.123,0.354,0.512,0.401
"P30","A Daniel Scioli",0.247,0.142,0.083,0.118
"P30","A Sergio Massa",0.353,0.212,0.146,0.142
"P30","A algún candidato del peronismo",0.142,0.165,0.11,0.213
"P30","A Cristina Fernández de Kirchner",0.258,0.481,0.661,0.527
"P31","A Horacio Rodriguez Larreta",0.283,0.24,0.29,0.278
"P31","A Patricia Bullrich",0.569,0.658,0.596,0.489
"P31","A Facundo Manes",0.072,0.064,0.099,0.033
"P31","A Gerardo Morales",0.076,0.038,0.015,0.2
"P39","La votaría",0.476,0.314,0.186,0.162
"P39","Puede que la vote",0.179,0.17,0.126,0.143
"P39","Nunca la votaría",0.212,0.377,0.593,0.372
"P39","No sabe",0.133,0.139,0.095,0.323
"P40","Lo votaría",0.141,0.121,0.156,0.167
"P40","Puede que lo vote",0.105,0.174,0.216,0.155
"P40","Nunca lo votaría",0.683,0.608,0.55,0.396
"P40","No sabe",0.071,0.097,0.078,0.282
"P41","Lo votaría",0.183,0.219,0.281,0.187
"P41","Puede que lo vote",0.222,0.167,0.1,0.135
"P41","Nunca lo votaría",0.522,0.513,0.574,0.438
"P41","No sabe",0.073,0.101,0.045,0.24
"P42","Lo votaría",0.214,0.147,0.059,0.026
"P42","Puede que lo vote",0.386,0.234,0.094,0.174
"P42","Nunca lo votaría",0.326,0.486,0.786,0.528
"P42","No sabe",0.074,0.133,0.061,0.272
"P46","Positiva",0.13,0.149,0.148,0.187
"P46","Neutra",0.1,0.196,0.224,0.297
"P46","Negativa",0.763,0.644,0.625,0.405
"P46","No sabe",0.007,0.011,0.003,0.111
"P47","Positiva",0.178,0.264,0.413,0.31
"P47","Neutra",0.075,0.125,0.083,0.165
"P47","Negativa",0.735,0.599,0.498,0.467
"P47","No sabe",0.012,0.012,0.006,0.058
"P48","Positiva",0.521,0.289,0.17,0.168
"P48","Neutra",0.212,0.287,0.16,0.265
"P48","Negativa",0.263,0.418,0.664,0.471
"P48","No sabe",0.004,0.006,0.006,0.096
"P49","Positiva",0.498,0.258,0.088,0.118
"P49","Neutra",0.316,0.398,0.161,0.331
"P49","Negativa",0.169,0.328,0.734,0.299
"P49","No sabe",0.017,0.016,0.017,0.252
"P50","Positiva",0.166,0.179,0.199,0.197
"P50","Neutra",0.147,0.24,0.24,0.229
"P50","Negativa",0.683,0.57,0.548,0.353
"P50","No sabe",0.004,0.011,0.013,0.221
"P51","Positiva",0.586,0.32,0.117,0.188
"P51","Neutra",0.212,0.309,0.168,0.28
"P51","Negativa",0.184,0.352,0.701,0.333
"P51","No sabe",0.018,0.019,0.014,0.199
"P52","Positiva",0.157,0.191,0.374,0.16
"P52","Neutra",0.103,0.22,0.082,0.234
"P52","Negativa",0.729,0.579,0.521,0.381
"P52","No sabe",0.011,0.01,0.023,0.225
"P54","Positiva",0.132,0.146,0.208,0.149
"P54","Neutra",0.197,0.312,0.258,0.318
"P54","Negativa",0.659,0.527,0.512,0.259
"P54","No sabe",0.012,0.015,0.022,0.274
"P57","Positiva",0.346,0.284,0.319,0.21
"P57","Neutra",0.279,0.343,0.1,0.212
"P57","Negativa",0.352,0.352,0.556,0.364
"P57","No sabe",0.023,0.021,0.025,0.214
"P58","Positiva",0.646,0.394,0.269,0.173
"P58","Neutra",0.162,0.258,0.114,0.293
"P58","Negativa",0.181,0.332,0.608,0.27
"P58","No sabe",0.011,0.016,0.009,0.264
"P59","Positiva",0.541,0.214,0.132,0.102
"P59","Neutra",0.305,0.537,0.288,0.155
"P59","Negativa",0.113,0.173,0.489,0.068
"P59","No sabe",0.041,0.076,0.091,0.675
"P60","Positiva",0.173,0.156,0.343,0.091
"P60","Neutra",0.24,0.378,0.162,0.086
"P60","Negativa",0.53,0.387,0.442,0.08
"P60","No sabe",0.057,0.079,0.053,0.743
"P61","Positiva",0.122,0.141,0.319,0.125
"P61","Neutra",0.078,0.209,0.124,0.103
"P61","Negativa",0.777,0.626,0.539,0.411
"P61","No sabe",0.023,0.024,0.018,0.361
"P62","Positiva",0.097,0.073,0.178,0.019
"P62","Neutra",0.22,0.377,0.221,0.086
"P62","Negativa",0.582,0.456,0.496,0.113
"P62","No sabe",0.101,0.094,0.105,0.782
"P63","Positiva",0.488,0.147,0.062,0.066
"P63","Neutra",0.282,0.477,0.085,0.167
"P63","Negativa",0.211,0.361,0.835,0.241
"P63","No sabe",0.019,0.015,0.018,0.526
"P65","Positiva",0.502,0.111,0.036,0.053
"P65","Neutra",0.348,0.605,0.138,0.05
"P65","Negativa",0.087,0.179,0.74,0.054
"P65","No sabe",0.063,0.105,0.086,0.843
"P66","Positiva",0.227,0.149,0.04,0.098
"P66","Neutra",0.423,0.468,0.205,0.07
"P66","Negativa",0.258,0.276,0.652,0.048
"P66","No sabe",0.092,0.107,0.103,0.784
"P67","Radio",0.19,0.175,0.132,0.11
"P67","Televisión",0.428,0.353,0.266,0.283
"P67","Diario",0.086,0.1,0.048,0.057
"P67","Medio digital",0.151,0.123,0.209,0.112
"P67","Redes Sociales",0.082,0.149,0.251,0.268
"P67","Ninguno en particular",0.059,0.097,0.086,0.165
"P67","No sabe",0.004,0.003,0.008,0.005
"P68","Positiva",0.183,0.152,0.189,0.121
"P68","Neutra",0.228,0.32,0.215,0.317
"P68","Negativa",0.564,0.49,0.572,0.309
"P68","No sabe",0.025,0.038,0.024,0.253
"P69","Positiva",0.26,0.146,0.074,0.099
"P69","Neutra",0.271,0.326,0.134,0.261
"P69","Negativa",0.451,0.498,0.779,0.433
"P69","No sabe",0.018,0.03,0.013,0.207
"P75","Mucho",0.3,0.346,0.469,0.188
"P75","Bastante",0.359,0.281,0.299,0.228
"P75","Poco",0.228,0.232,0.131,0.347
"P75","Nada",0.087,0.1,0.072,0.138
"P75","No sabe",0.026,0.041,0.029,0.099
"P76","Siempre",0.208,0.184,0.169,0.1
"P76","Casi siempre",0.293,0.277,0.313,0.237
"P76","Casi nunca",0.396,0.388,0.37,0.416
"P76","Nunca, pero esta es una excepción",0.103,0.151,0.148,0.247
"P77","Si",0.415,0.466,0.472,0.445
"P77","No",0.585,0.534,0.528,0.555
