"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P08","Inflación",0.311,0.288,0.38,0.187
"P08","Desempleo",0.05,0.104,0.085,0.014
"P08","Corrupción",0.392,0.303,0.202,0.188
"P08","Inseguridad",0.128,0.105,0.1,0.074
"P08","Precio del dólar",0.026,0.048,0.041,0.012
"P08","Pobreza",0.025,0.062,0.088,0.228
"P08","Narcotráfico",0.022,0.016,0.015,0.053
"P08","Tarifas",0.006,0.016,0.011,0.058
"P08","Otro",0.035,0.034,0.065,0.018
"P08","No sabe",0.005,0.024,0.013,0.168
"P12","Sin deuda",0.304,0.261,0.302,0.304
"P12","Menos de 10%",0.179,0.14,0.158,0.065
"P12","Entre 10 y 20%",0.147,0.19,0.13,0.077
"P12","Entre 20 y 30%",0.083,0.103,0.092,0.073
"P12","Entre 30 y 40%",0.079,0.094,0.087,0.062
"P12","Mas del 40%",0.184,0.157,0.177,0.227
"P12","No sabe",0.024,0.055,0.054,0.192
"P13","Gran excedente habitual",0.012,0.013,0.006,0.005
"P13","Gran excedente excepcional",0.005,0.011,0.011,0.004
"P13","Pequeño excedente habitual",0.052,0.045,0.086,0.045
"P13","Pequeño excedente excepcional",0.055,0.055,0.063,0.003
"P13","Alcanza gastos familia",0.118,0.112,0.138,0.117
"P13","No alcanza gastos familia",0.169,0.161,0.151,0.141
"P13","Solo NBFamiliares",0.264,0.261,0.236,0.096
"P13","No alcanza NBFamiliares",0.311,0.336,0.293,0.47
"P13","No sabe",0.014,0.006,0.016,0.119
"P14","Positiva",0.21,0.173,0.209,0.166
"P14","Neutra",0.41,0.443,0.404,0.209
"P14","Negativa",0.364,0.371,0.367,0.535
"P14","No sabe",0.016,0.013,0.02,0.09
"P15","Mejor",0.061,0.094,0.123,0.097
"P15","Igual",0.126,0.165,0.309,0.14
"P15","Peor",0.769,0.701,0.503,0.591
"P15","No sabe",0.044,0.04,0.065,0.172
"P16","Mejor",0.059,0.08,0.121,0.127
"P16","Igual",0.166,0.221,0.289,0.247
"P16","Peor",0.679,0.561,0.435,0.335
"P16","No sabe",0.096,0.138,0.155,0.291
