"var","categoria","Si","No","No sabe"
"P10","Siempre",0.189,0.19,0.179
"P10","Casi siempre",0.286,0.318,0.298
"P10","Casi nunca",0.326,0.329,0.351
"P10","Nunca, pero esta es una excepción",0.199,0.163,0.172
"P11","Si",0.492,0.144,0.204
"P11","No",0.263,0.772,0.382
"P11","No sabe",0.245,0.084,0.414
"P12","Javier Milei",0.668,0.192,0.292
"P12","Mauricio Macri",0.144,0.603,0.268
"P12","Ambos",0.116,0.139,0.219
"P12","No sabe",0.072,0.066,0.221
"P13","Si",0.687,0.119,0.315
"P13","No",0.236,0.857,0.464
"P13","No sabe",0.077,0.024,0.221
"P14","Florencio Randazzo",0.303,0.295,0.32
"P14","Cristian Ritondo",0.293,0.204,0.16
"P14","Algun diputado del bloque de Milei",0.261,0.126,0.172
"P14","No sabe",0.143,0.375,0.348
"P15","Si",0.705,0.204,0.401
"P15","No",0.227,0.763,0.405
"P15","No sabe",0.068,0.033,0.194
"P16","Si",0.485,0.657,0.613
"P16","No",0.406,0.223,0.138
"P16","No sabe",0.109,0.12,0.249
"P17","Si",0.456,0.553,0.394
"P17","No",0.448,0.349,0.38
"P17","No sabe",0.096,0.098,0.226
"P18","Los cargos públicos",0.528,0.367,0.263
"P18","El empleo público",0.188,0.147,0.162
"P18","Los planes sociales",0.18,0.117,0.27
"P18","Las tarifas de los servicios públicos",0.045,0.081,0.067
"P18","No sabe",0.059,0.288,0.238
"P19","Si",0.542,0.125,0.139
"P19","No",0.226,0.732,0.199
"P19","No sabe",0.232,0.143,0.662
"P21","Inflación",0.341,0.325,0.169
"P21","Desempleo",0.084,0.114,0.149
"P21","Corrupción",0.394,0.197,0.256
"P21","Inseguridad",0.101,0.144,0.236
"P21","Precio del dólar",0.001,0.039,0
"P21","Pobreza",0.034,0.08,0.033
"P21","Narcotráfico",0.006,0.022,0.014
"P21","Tarifas",0.005,0.014,0.006
"P21","Otro",0.03,0.056,0.061
"P21","No sabe",0.004,0.009,0.076
"P25","Sin deuda",0.351,0.327,0.344
"P25","Menos de 10%",0.189,0.191,0.093
"P25","Entre 10 y 20%",0.121,0.132,0.168
"P25","Entre 20 y 30%",0.116,0.079,0.054
"P25","Entre 30 y 40%",0.075,0.084,0.077
"P25","Mas del 40%",0.12,0.135,0.112
"P25","No sabe",0.028,0.052,0.152
"P26","Gran excedente habitual",0.017,0,0
"P26","Gran excedente excepcional",0.005,0.012,0.026
"P26","Pequeño excedente habitual",0.051,0.039,0.006
"P26","Pequeño excedente excepcional",0.043,0.063,0.014
"P26","Alcanza gastos familia",0.125,0.147,0.175
"P26","No alcanza gastos familia",0.101,0.131,0.165
"P26","Solo NBFamiliares",0.322,0.29,0.223
