"var","categoria","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P10","Siempre",0.229,0.193,0.211,0.229
"P10","Casi siempre",0.266,0.291,0.289,0.227
"P10","Casi nunca",0.332,0.345,0.327,0.305
"P10","Nunca, pero esta es una excepción",0.173,0.171,0.173,0.239
"P11","Unión por la Patria",0.818,0.079,0.048,0.045
"P11","La Libertad Avanza",0.106,0.842,0.122,0.063
"P11","En blanco",0.039,0.045,0.748,0.119
"P11","No sabe",0.037,0.034,0.082,0.773
"P15","Totalmente seguro",0.824,0.752,0.423,0.277
"P15","Bastante seguro",0.115,0.125,0.163,0.062
"P15","Algo seguro",0.039,0.073,0.245,0.12
"P15","Para nada seguro",0.022,0.05,0.169,0.541
"P16","Tiene Decidido que va a ir a votar",0.953,0.943,0.646,0.654
"P16","Tiene dudas sobre si va a ir a  votar",0.029,0.042,0.151,0.224
"P16","Tiene Decidido que no va a ir a votar",0.018,0.015,0.203,0.122
"P17","Lo votaría",0.892,0.114,0.114,0.161
"P17","Puede que lo vote",0.036,0.052,0.175,0.164
"P17","Nunca lo votaría",0.064,0.817,0.579,0.393
"P17","No sabe",0.008,0.017,0.132,0.282
"P18","Lo votaría",0.108,0.769,0.064,0.093
"P18","Puede que lo vote",0.044,0.125,0.204,0.24
"P18","Nunca lo votaría",0.836,0.098,0.612,0.286
"P18","No sabe",0.012,0.008,0.12,0.381
"P19","Si",0.866,0.887,0.678,0.679
"P19","No",0.134,0.113,0.322,0.321
"P20","Sergio Massa",0.928,0.297,0.703,0.594
"P20","Javier Milei",0.072,0.703,0.297,0.406
"P21","Sergio Massa",0.922,0.141,0.662,0.618
"P21","Javier Milei",0.078,0.859,0.338,0.382
"P22","Sergio Massa",0.906,0.161,0.661,0.578
"P22","Javier Milei",0.094,0.839,0.339,0.422
"P23","Sergio Massa",0.916,0.135,0.577,0.583
"P23","Javier Milei",0.084,0.865,0.423,0.417
"P24","Si",0.797,0.125,0.445,0.337
"P24","No",0.203,0.875,0.555,0.663
"P25","Si",0.236,0.867,0.672,0.767
"P25","No",0.764,0.133,0.328,0.233
"P28","Inflación",0.438,0.322,0.221,0.218
"P28","Desempleo",0.096,0.039,0.108,0.03
"P28","Corrupción",0.101,0.465,0.309,0.431
"P28","Inseguridad",0.083,0.092,0.161,0.109
"P28","Precio del dólar",0.02,0.01,0,0.014
"P28","Pobreza",0.139,0.032,0.093,0.113
"P28","Narcotráfico",0.007,0.009,0.009,0.015
"P28","Tarifas",0.012,0.003,0,0
"P28","Otro",0.089,0.022,0.069,0.058
"P28","No sabe",0.015,0.006,0.03,0.012
"P32","Sin deuda",0.491,0.413,0.355,0.314
"P32","Menos de 10%",0.157,0.165,0.255,0.082
"P32","Entre 10 y 20%",0.109,0.147,0.123,0.139
"P32","Entre 20 y 30%",0.079,0.076,0.085,0.073
"P32","Entre 30 y 40%",0.044,0.054,0.051,0.122
"P32","Mas del 40%",0.084,0.107,0.099,0.166
"P32","No sabe",0.036,0.038,0.032,0.104
"P33","Gran excedente habitual",0.018,0.013,0,0.027
"P33","Gran excedente excepcional",0.007,0.009,0.008,0
"P33","Pequeño excedente habitual",0.119,0.055,0.033,0.033
"P33","Pequeño excedente excepcional",0.102,0.054,0.09,0.01
"P33","Alcanza gastos familia",0.203,0.139,0.131,0.121
"P33","No alcanza gastos familia",0.081,0.104,0.24,0.132
"P33","Solo NBFamiliares",0.201,0.3,0.267,0.32
"P33","No alcanza NBFamiliares",0.253,0.311,0.205,0.347
"P33","No sabe",0.016,0.015,0.026,0.01
"P34","Muy buena",0.1,0.062,0.063,0.035
