"var","categoria","Si","No"
"P10","Siempre",0.245,0.182
"P10","Casi siempre",0.261,0.294
"P10","Casi nunca",0.32,0.352
"P10","Nunca, pero esta es una excepción",0.174,0.172
"P11","Unión por la Patria",0.71,0.111
"P11","La Libertad Avanza",0.157,0.755
"P11","En blanco",0.074,0.074
"P11","No sabe",0.059,0.06
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.743,0.122
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.179,0.801
"P13","En blanco",0.048,0.038
"P13","No sabe",0.03,0.039
"P15","Totalmente seguro",0.798,0.74
"P15","Bastante seguro",0.121,0.12
"P15","Algo seguro",0.037,0.074
"P15","Para nada seguro",0.044,0.066
"P16","Tiene Decidido que va a ir a votar",0.92,0.939
"P16","Tiene dudas sobre si va a ir a  votar",0.041,0.044
"P16","Tiene Decidido que no va a ir a votar",0.039,0.017
"P17","Lo votaría",0.796,0.146
"P17","Puede que lo vote",0.065,0.044
"P17","Nunca lo votaría",0.111,0.796
"P17","No sabe",0.028,0.014
"P18","Lo votaría",0.183,0.679
"P18","Puede que lo vote",0.061,0.116
"P18","Nunca lo votaría",0.735,0.182
"P18","No sabe",0.021,0.023
"P19","Si",0.873,0.893
"P19","No",0.127,0.107
"P20","Sergio Massa",0.893,0.336
"P20","Javier Milei",0.107,0.664
"P21","Sergio Massa",0.893,0.189
"P21","Javier Milei",0.107,0.811
"P22","Sergio Massa",0.892,0.198
"P22","Javier Milei",0.108,0.802
"P23","Sergio Massa",0.891,0.172
"P23","Javier Milei",0.109,0.828
"P25","Si",0.33,0.815
"P25","No",0.67,0.185
"P28","Inflación",0.418,0.32
"P28","Desempleo",0.107,0.035
"P28","Corrupción",0.145,0.437
"P28","Inseguridad",0.09,0.094
"P28","Precio del dólar",0.019,0.008
"P28","Pobreza",0.109,0.055
"P28","Narcotráfico",0.008,0.008
"P28","Tarifas",0.014,0.001
"P28","Otro",0.077,0.033
