"fecha","t1 Positiva","t1 Neutra","t1 Negativa","t1 No sabe","s1 Positiva","s1 Neutra","s1 Negativa","s1 No sabe","s2 Positiva","s2 Neutra","s2 Negativa","s2 No sabe","e1 Positiva","e1 Neutra","e1 Negativa","e1 No sabe","e2 Positiva","e2 Neutra","e2 Negativa","e2 No sabe","e3 Positiva","e3 Neutra","e3 Negativa","e3 No sabe","e4 Positiva","e4 Neutra","e4 Negativa","e4 No sabe","ed1 Positiva","ed1 Neutra","ed1 Negativa","ed1 No sabe","ed2 Positiva","ed2 Neutra","ed2 Negativa","ed2 No sabe","ed3 Positiva","ed3 Neutra","ed3 Negativa","ed3 No sabe","v1 Positiva","v1 Neutra","v1 Negativa","v1 No sabe","v2 Positiva","v2 Neutra","v2 Negativa","v2 No sabe","v3 Positiva","v3 Neutra","v3 Negativa","v3 No sabe","vp1 Positiva","vp1 Neutra","vp1 Negativa","vp1 No sabe","vp2 Positiva","vp2 Neutra","vp2 Negativa","vp2 No sabe","vp3 Positiva","vp3 Neutra","vp3 Negativa","vp3 No sabe","vp4 Positiva","vp4 Neutra","vp4 Negativa","vp4 No sabe","vp5 Positiva","vp5 Neutra","vp5 Negativa","vp5 No sabe"
2020-10-04,0.311,0.184,0.455,0.05,0.293,0.184,0.512,0.011,0.326,0.185,0.407,0.082,0.061,0.281,0.521,0.137,0.287,0.153,0.527,0.033,0.387,0.181,0.414,0.018,0.596,0.119,0.285,0,0.124,0.314,0.544,0.018,0.327,0.178,0.376,0.119,0.366,0.143,0.483,0.008,0.087,0.142,0.732,0.039,0.651,0.203,0.139,0.007,0.169,0.287,0.544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-05,0.323,0.185,0.441,0.051,0.303,0.188,0.504,0.005,0.34,0.182,0.388,0.09,0.118,0.248,0.49,0.144,0.28,0.181,0.505,0.034,0.368,0.172,0.443,0.017,0.614,0.123,0.263,0,0.169,0.323,0.488,0.02,0.33,0.182,0.365,0.123,0.373,0.138,0.482,0.007,0.086,0.135,0.737,0.042,0.653,0.225,0.116,0.006,0.22,0.243,0.537,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-06,0.338,0.174,0.436,0.052,0.323,0.168,0.502,0.007,0.35,0.179,0.381,0.09,0.156,0.205,0.512,0.127,0.279,0.178,0.493,0.05,0.387,0.16,0.437,0.016,0.616,0.144,0.24,0,0.171,0.277,0.535,0.017,0.354,0.167,0.361,0.118,0.384,0.143,0.459,0.014,0.113,0.105,0.734,0.048,0.664,0.215,0.115,0.006,0.199,0.298,0.503,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-07,0.351,0.18,0.413,0.056,0.361,0.166,0.466,0.007,0.343,0.192,0.368,0.097,0.201,0.207,0.455,0.137,0.298,0.195,0.456,0.051,0.394,0.157,0.432,0.017,0.598,0.143,0.259,0,0.217,0.259,0.506,0.018,0.332,0.174,0.367,0.127,0.414,0.156,0.416,0.014,0.101,0.113,0.734,0.052,0.687,0.213,0.094,0.006,0.257,0.366,0.377,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-08,0.353,0.162,0.432,0.053,0.327,0.165,0.499,0.009,0.374,0.159,0.376,0.091,0.238,0.129,0.53,0.103,0.281,0.188,0.474,0.057,0.391,0.159,0.431,0.019,0.58,0.157,0.239,0.024,0.266,0.244,0.472,0.018,0.314,0.143,0.423,0.12,0.412,0.147,0.425,0.016,0.114,0.108,0.728,0.05,0.708,0.191,0.09,0.011,0.196,0.302,0.412,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-09,0.363,0.154,0.414,0.069,0.348,0.155,0.487,0.01,0.376,0.153,0.354,0.117,0.288,0.123,0.423,0.166,0.285,0.176,0.482,0.057,0.42,0.15,0.42,0.01,0.544,0.16,0.275,0.021,0.323,0.191,0.467,0.019,0.322,0.154,0.37,0.154,0.411,0.141,0.428,0.02,0.126,0.113,0.674,0.087,0.731,0.177,0.089,0.003,0.201,0.263,0.431,0.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-10,0.35,0.174,0.407,0.069,0.35,0.177,0.464,0.009,0.351,0.172,0.358,0.119,0.285,0.208,0.336,0.171,0.259,0.169,0.514,0.058,0.41,0.148,0.437,0.005,0.536,0.167,0.276,0.021,0.314,0.236,0.429,0.021,0.287,0.185,0.378,0.15,0.413,0.144,0.42,0.023,0.106,0.126,0.681,0.087,0.724,0.187,0.085,0.004,0.294,0.347,0.247,0.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-11,0.374,0.183,0.389,0.054,0.357,0.2,0.435,0.008,0.387,0.169,0.353,0.091,0.353,0.226,0.338,0.083,0.258,0.196,0.484,0.062,0.433,0.134,0.423,0.01,0.545,0.153,0.254,0.048,0.378,0.198,0.424,0,0.32,0.227,0.34,0.113,0.414,0.143,0.418,0.025,0.108,0.125,0.682,0.085,0.749,0.17,0.077,0.004,0.296,0.409,0.168,0.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-12,0.374,0.166,0.407,0.053,0.345,0.182,0.465,0.008,0.398,0.152,0.36,0.09,0.317,0.197,0.401,0.085,0.265,0.184,0.497,0.054,0.468,0.119,0.403,0.01,0.54,0.142,0.263,0.055,0.365,0.178,0.457,0,0.332,0.186,0.371,0.111,0.41,0.145,0.42,0.025,0.112,0.107,0.703,0.078,0.782,0.148,0.066,0.004,0.221,0.434,0.186,0.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-13,0.367,0.167,0.411,0.055,0.305,0.173,0.498,0.024,0.419,0.162,0.337,0.082,0.327,0.198,0.362,0.113,0.232,0.198,0.525,0.045,0.433,0.133,0.42,0.014,0.581,0.112,0.258,0.049,0.343,0.196,0.425,0.036,0.32,0.181,0.389,0.11,0.41,0.148,0.423,0.019,0.09,0.102,0.732,0.076,0.772,0.155,0.069,0.004,0.188,0.434,0.254,0.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
