"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P10","Siempre",0.227,0.133,0.213,0.278
"P10","Casi siempre",0.32,0.316,0.285,0.054
"P10","Casi nunca",0.353,0.364,0.316,0.286
"P10","Nunca, pero esta es una excepción",0.1,0.187,0.186,0.382
"P11","Unión por la Patria",0.113,0.177,0.598,0.269
"P11","La Libertad Avanza",0.737,0.655,0.312,0.558
"P11","En blanco",0.102,0.1,0.045,0.054
"P11","No sabe",0.048,0.068,0.045,0.119
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.113,0.185,0.615,0.388
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.795,0.708,0.343,0.558
"P13","En blanco",0.062,0.052,0.021,0.054
"P13","No sabe",0.03,0.055,0.021,0
"P15","Totalmente seguro",0.696,0.707,0.854,0.765
"P15","Bastante seguro",0.135,0.145,0.083,0.11
"P15","Algo seguro",0.081,0.074,0.042,0.035
"P15","Para nada seguro",0.088,0.074,0.021,0.09
"P16","Tiene Decidido que va a ir a votar",0.908,0.921,0.964,0.821
"P16","Tiene dudas sobre si va a ir a  votar",0.058,0.034,0.023,0.144
"P16","Tiene Decidido que no va a ir a votar",0.034,0.045,0.013,0.035
"P17","Lo votaría",0.157,0.201,0.658,0.353
"P17","Puede que lo vote",0.056,0.074,0.029,0
"P17","Nunca lo votaría",0.771,0.694,0.287,0.612
"P17","No sabe",0.016,0.031,0.026,0.035
"P18","Lo votaría",0.647,0.605,0.309,0.436
"P18","Puede que lo vote",0.139,0.125,0.056,0.122
"P18","Nunca lo votaría",0.191,0.238,0.617,0.442
"P18","No sabe",0.023,0.032,0.018,0
"P19","Si",0.877,0.893,0.901,0.965
"P19","No",0.123,0.107,0.099,0.035
"P20","Sergio Massa",0.385,0.412,0.745,0.527
"P20","Javier Milei",0.615,0.588,0.255,0.473
"P21","Sergio Massa",0.232,0.309,0.694,0.477
"P21","Javier Milei",0.768,0.691,0.306,0.523
"P22","Sergio Massa",0.262,0.299,0.688,0.42
"P22","Javier Milei",0.738,0.701,0.312,0.58
"P23","Sergio Massa",0.218,0.293,0.683,0.475
"P23","Javier Milei",0.782,0.707,0.317,0.525
"P24","Si",0.173,0.198,0.611,0.189
"P24","No",0.827,0.802,0.389,0.811
"P25","Si",0.859,0.762,0.418,0.79
"P25","No",0.141,0.238,0.582,0.21
"P28","Inflación",0.321,0.315,0.428,0.375
