"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P10","Siempre",0.239,0.218,0.181,0.166
"P10","Casi siempre",0.259,0.249,0.295,0.312
"P10","Casi nunca",0.329,0.325,0.345,0.345
"P10","Nunca, pero esta es una excepción",0.173,0.208,0.179,0.177
"P11","Unión por la Patria",0.767,0.286,0.034,0.046
"P11","La Libertad Avanza",0.126,0.403,0.811,0.246
"P11","En blanco",0.054,0.16,0.091,0.322
"P11","No sabe",0.053,0.151,0.064,0.386
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.808,0.215,0.044,0.086
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.154,0.467,0.849,0.265
"P13","En blanco",0.018,0.181,0.069,0.237
"P13","No sabe",0.02,0.137,0.038,0.412
"P15","Totalmente seguro",0.828,0.425,0.729,0.297
"P15","Bastante seguro",0.108,0.181,0.12,0.156
"P15","Algo seguro",0.031,0.195,0.084,0.226
"P15","Para nada seguro",0.033,0.199,0.067,0.321
"P16","Tiene Decidido que va a ir a votar",0.966,0.687,0.92,0.621
"P16","Tiene dudas sobre si va a ir a  votar",0.02,0.236,0.039,0.321
"P16","Tiene Decidido que no va a ir a votar",0.014,0.077,0.041,0.058
"P18","Lo votaría",0.216,0.272,0.689,0.082
"P18","Puede que lo vote",0.036,0.382,0.125,0.168
"P18","Nunca lo votaría",0.736,0.312,0.172,0.124
"P18","No sabe",0.012,0.034,0.014,0.626
"P19","Si",0.883,0.697,0.869,0.632
"P19","No",0.117,0.303,0.131,0.368
"P20","Sergio Massa",0.894,0.631,0.289,0.673
"P20","Javier Milei",0.106,0.369,0.711,0.327
"P21","Sergio Massa",0.897,0.607,0.118,0.633
"P21","Javier Milei",0.103,0.393,0.882,0.367
"P22","Sergio Massa",0.882,0.62,0.137,0.575
"P22","Javier Milei",0.118,0.38,0.863,0.425
"P23","Sergio Massa",0.892,0.586,0.102,0.603
"P23","Javier Milei",0.108,0.414,0.898,0.397
"P24","Si",0.778,0.485,0.082,0.568
"P24","No",0.222,0.515,0.918,0.432
"P25","Si",0.27,0.61,0.9,0.546
"P25","No",0.73,0.39,0.1,0.454
"P28","Inflación",0.414,0.349,0.319,0.278
"P28","Desempleo",0.092,0.153,0.032,0.096
"P28","Corrupción",0.126,0.238,0.478,0.309
"P28","Inseguridad",0.099,0.112,0.082,0.182
"P28","Precio del dólar",0.018,0.018,0.01,0
"P28","Pobreza",0.132,0.083,0.036,0.039
"P28","Narcotráfico",0.006,0,0.01,0.007
"P28","Tarifas",0.012,0,0.002,0
"P28","Otro",0.085,0.047,0.024,0.072
"P28","No sabe",0.016,0,0.007,0.017
"P32","Sin deuda",0.494,0.345,0.411,0.165
"P32","Menos de 10%",0.159,0.191,0.164,0.152
"P32","Entre 10 y 20%",0.099,0.143,0.151,0.263
"P32","Entre 20 y 30%",0.084,0.09,0.071,0.087
"P32","Entre 30 y 40%",0.039,0.111,0.056,0.073
"P32","Mas del 40%",0.095,0.093,0.103,0.137
"P32","No sabe",0.03,0.027,0.044,0.123
"P33","Gran excedente habitual",0.026,0,0.008,0.03
"P33","Gran excedente excepcional",0.007,0,0.01,0
"P33","Pequeño excedente habitual",0.11,0.055,0.057,0.011
"P33","Pequeño excedente excepcional",0.091,0.036,0.058,0.1
"P33","Alcanza gastos familia",0.189,0.143,0.146,0.067
"P33","No alcanza gastos familia",0.083,0.155,0.108,0.205
"P33","Solo NBFamiliares",0.206,0.31,0.3,0.286
"P33","No alcanza NBFamiliares",0.274,0.295,0.296,0.27
"P33","No sabe",0.014,0.006,0.017,0.031
"P34","Muy buena",0.107,0.014,0.059,0.036
"P34","Buena",0.309,0.151,0.169,0.09
"P34","Ni buena ni mala",0.413,0.445,0.465,0.494
"P34","Mala",0.112,0.294,0.236,0.31
"P34","Muy mala",0.042,0.055,0.055,0.008
"P34","No sabe",0.017,0.041,0.016,0.062
"P35","Mejor",0.173,0.121,0.075,0.116
"P35","Igual",0.471,0.15,0.088,0.185
"P35","Peor",0.322,0.712,0.808,0.602
"P35","No sabe",0.034,0.017,0.029,0.097
"P36","Mejor",0.303,0.102,0.102,0.133
"P36","Igual",0.315,0.274,0.192,0.224
"P36","Peor",0.207,0.487,0.498,0.465
"P36","No sabe",0.175,0.137,0.208,0.178
"P37","Muy buena",0.082,0.148,0.048,0.156
"P37","Buena",0.129,0.037,0.036,0.073
"P37","Ni buena ni mala",0.275,0.167,0.056,0.077
"P37","Mala",0.373,0.244,0.322,0.331
"P37","Muy mala",0.129,0.383,0.528,0.347
"P37","No sabe",0.012,0.021,0.01,0.016
"P38","Mejor",0.209,0.082,0.028,0
"P38","Igual",0.352,0.181,0.015,0.165
"P38","Peor",0.377,0.632,0.926,0.757
"P38","No sabe",0.062,0.105,0.031,0.078
"P39","Mejor",0.372,0.086,0.102,0.055
"P39","Igual",0.223,0.168,0.138,0.231
"P39","Peor",0.243,0.517,0.606,0.577
"P39","No sabe",0.162,0.229,0.154,0.137
"P40","Muy buena",0.108,0.12,0.039,0.111
"P40","Buena",0.169,0.053,0.007,0.054
"P40","Ni buena ni mala",0.327,0.128,0.036,0.149
"P40","Mala",0.265,0.412,0.239,0.417
"P40","Muy mala",0.126,0.276,0.67,0.269
"P40","No sabe",0.005,0.011,0.009,0
"P42","Muy buena",0.085,0.074,0.015,0.037
"P42","Buena",0.215,0.063,0.016,0.085
"P42","Ni buena ni mala",0.345,0.159,0.034,0.271
"P42","Mala",0.222,0.336,0.237,0.265
"P42","Muy mala",0.117,0.368,0.686,0.313
"P42","No sabe",0.016,0,0.012,0.029
"P43","Muy buena",0.198,0.049,0.016,0.097
"P43","Buena",0.39,0.122,0.008,0.098
"P43","Ni buena ni mala",0.234,0.284,0.076,0.205
"P43","Mala",0.087,0.316,0.305,0.304
"P43","Muy mala",0.087,0.229,0.588,0.225
"P43","No sabe",0.004,0,0.007,0.071
"P44","Muy buena",0.11,0.032,0.013,0.074
"P44","Buena",0.23,0.082,0.009,0.031
"P44","Ni buena ni mala",0.346,0.114,0.033,0.233
"P44","Mala",0.19,0.358,0.234,0.305
"P44","Muy mala",0.108,0.406,0.706,0.357
"P44","No sabe",0.016,0.008,0.005,0
"P45","Muy buena",0.104,0.055,0.015,0.04
"P45","Buena",0.123,0.11,0.006,0.087
"P45","Ni buena ni mala",0.294,0.132,0.043,0.083
"P45","Mala",0.31,0.368,0.215,0.284
"P45","Muy mala",0.168,0.331,0.717,0.506
"P45","No sabe",0.001,0.004,0.004,0
"P46","Muy buena",0.457,0.147,0.016,0.138
"P46","Buena",0.164,0.11,0.016,0.157
"P46","Ni buena ni mala",0.136,0.171,0.04,0.283
"P46","Mala",0.098,0.203,0.175,0.113
"P46","Muy mala",0.142,0.369,0.747,0.292
"P46","No sabe",0.003,0,0.006,0.017
"P47","Muy buena",0.068,0.146,0.299,0.135
"P47","Buena",0.06,0.101,0.273,0.114
"P47","Ni buena ni mala",0.092,0.2,0.239,0.198
"P47","Mala",0.28,0.327,0.1,0.264
"P47","Muy mala",0.499,0.226,0.084,0.27
"P47","No sabe",0.001,0,0.005,0.019
"P48","Muy buena",0.107,0.118,0.116,0.12
"P48","Buena",0.111,0.3,0.205,0.185
"P48","Ni buena ni mala",0.224,0.228,0.283,0.346
"P48","Mala",0.326,0.179,0.188,0.237
"P48","Muy mala",0.228,0.175,0.201,0.091
"P48","No sabe",0.004,0,0.007,0.021
"P49","Muy buena",0.334,0.066,0.012,0.045
"P49","Buena",0.303,0.104,0.013,0.026
"P49","Ni buena ni mala",0.19,0.343,0.052,0.342
"P49","Mala",0.069,0.333,0.221,0.37
"P49","Muy mala",0.1,0.154,0.692,0.217
"P49","No sabe",0.004,0,0.01,0
"P50","Muy buena",0.064,0.115,0.182,0.099
"P50","Buena",0.05,0.226,0.241,0.096
"P50","Ni buena ni mala",0.12,0.377,0.314,0.302
"P50","Mala",0.375,0.152,0.13,0.226
"P50","Muy mala",0.38,0.13,0.118,0.259
"P50","No sabe",0.011,0,0.015,0.018
"P51","Muy buena",0.51,0.057,0.017,0.062
"P51","Buena",0.164,0.131,0.018,0.104
"P51","Ni buena ni mala",0.116,0.222,0.074,0.239
"P51","Mala",0.087,0.286,0.186,0.279
"P51","Muy mala",0.115,0.28,0.69,0.278
"P51","No sabe",0.008,0.024,0.015,0.038
"P53","Muy buena",0.087,0.185,0.307,0.103
"P53","Buena",0.059,0.107,0.278,0.051
"P53","Ni buena ni mala",0.081,0.268,0.279,0.417
"P53","Mala",0.208,0.221,0.055,0.248
"P53","Muy mala",0.559,0.209,0.073,0.15
"P53","No sabe",0.006,0.01,0.008,0.031
"P54","Muy buena",0.093,0.188,0.358,0.129
"P54","Buena",0.046,0.185,0.354,0.194
"P54","Ni buena ni mala",0.092,0.153,0.198,0.119
"P54","Mala",0.249,0.259,0.057,0.233
"P54","Muy mala",0.513,0.19,0.031,0.306
"P54","No sabe",0.007,0.025,0.002,0.019
"P55","Muy buena",0.334,0.213,0.034,0.026
"P55","Buena",0.211,0.098,0.047,0.028
"P55","Ni buena ni mala",0.252,0.265,0.176,0.542
"P55","Mala",0.094,0.149,0.198,0.096
"P55","Muy mala",0.093,0.207,0.474,0.288
"P55","No sabe",0.016,0.068,0.071,0.02
"P56","Muy buena",0.139,0.016,0.006,0.048
"P56","Buena",0.224,0.17,0.017,0.095
"P56","Ni buena ni mala",0.387,0.261,0.135,0.329
"P56","Mala",0.113,0.223,0.195,0.176
"P56","Muy mala",0.1,0.211,0.593,0.33
"P56","No sabe",0.037,0.119,0.054,0.022
"P57","Muy buena",0.063,0.127,0.052,0.085
"P57","Buena",0.141,0.126,0.13,0.049
"P57","Ni buena ni mala",0.363,0.438,0.257,0.306
"P57","Mala",0.284,0.199,0.208,0.419
"P57","Muy mala",0.128,0.11,0.32,0.12
"P57","No sabe",0.021,0,0.033,0.021
"P58","Muy buena",0.41,0.151,0.017,0.102
"P58","Buena",0.247,0.238,0.076,0.171
"P58","Ni buena ni mala",0.162,0.307,0.299,0.36
"P58","Mala",0.086,0.14,0.204,0.122
"P58","Muy mala",0.074,0.076,0.374,0.21
"P58","No sabe",0.021,0.088,0.03,0.035
"P59","Radio",0.261,0.192,0.161,0.135
"P59","Televisión",0.273,0.391,0.394,0.235
"P59","Diario",0.047,0.093,0.067,0.014
"P59","Medio digital",0.217,0.143,0.158,0.289
"P59","Redes Sociales",0.142,0.146,0.132,0.222
"P59","Ninguno en particular",0.057,0.035,0.088,0.105
"P59","No sabe",0.003,0,0,0
"P60","Muy buena",0.159,0.069,0.013,0.066
"P60","Buena",0.267,0.155,0.071,0.123
"P60","Ni buena ni mala",0.277,0.234,0.207,0.279
"P60","Mala",0.198,0.345,0.363,0.336
"P60","Muy mala",0.089,0.173,0.323,0.175
"P60","No sabe",0.01,0.024,0.023,0.021
"P61","Muy buena",0.05,0.03,0.018,0.084
"P61","Buena",0.123,0.07,0.11,0.187
"P61","Ni buena ni mala",0.212,0.28,0.29,0.229
"P61","Mala",0.288,0.373,0.274,0.274
"P61","Muy mala",0.321,0.231,0.293,0.205
"P61","No sabe",0.006,0.016,0.015,0.021
