"fecha","t1 Positiva","t1 Neutra","t1 Negativa","t1 No sabe","s1 Positiva","s1 Neutra","s1 Negativa","s1 No sabe","s2 Positiva","s2 Neutra","s2 Negativa","s2 No sabe","e1 Positiva","e1 Neutra","e1 Negativa","e1 No sabe","e2 Positiva","e2 Neutra","e2 Negativa","e2 No sabe","e3 Positiva","e3 Neutra","e3 Negativa","e3 No sabe","e4 Positiva","e4 Neutra","e4 Negativa","e4 No sabe","ed1 Positiva","ed1 Neutra","ed1 Negativa","ed1 No sabe","ed2 Positiva","ed2 Neutra","ed2 Negativa","ed2 No sabe","ed3 Positiva","ed3 Neutra","ed3 Negativa","ed3 No sabe","v1 Positiva","v1 Neutra","v1 Negativa","v1 No sabe","v2 Positiva","v2 Neutra","v2 Negativa","v2 No sabe","v3 Positiva","v3 Neutra","v3 Negativa","v3 No sabe","vp1 Positiva","vp1 Neutra","vp1 Negativa","vp1 No sabe","vp2 Positiva","vp2 Neutra","vp2 Negativa","vp2 No sabe","vp3 Positiva","vp3 Neutra","vp3 Negativa","vp3 No sabe","vp4 Positiva","vp4 Neutra","vp4 Negativa","vp4 No sabe","vp5 Positiva","vp5 Neutra","vp5 Negativa","vp5 No sabe"
2019-11-07,0.118,0.175,0.658,0.049,0.133,0.171,0.69,0.006,0.105,0.179,0.631,0.085,0.328,0.215,0.299,0.158,0.052,0.153,0.773,0.022,0.034,0.123,0.833,0.01,0.057,0.221,0.722,0,0.092,0.195,0.619,0.094,0.147,0.228,0.545,0.08,0.103,0.128,0.759,0.01,0.154,0.193,0.559,0.094,0.098,0.151,0.751,0,0,0.203,0.797,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-08,0.114,0.182,0.653,0.051,0.132,0.175,0.681,0.012,0.1,0.187,0.631,0.082,0.33,0.216,0.298,0.156,0.046,0.168,0.757,0.029,0.027,0.122,0.841,0.01,0.051,0.225,0.724,0,0.087,0.236,0.59,0.087,0.147,0.21,0.555,0.088,0.098,0.141,0.752,0.009,0.149,0.187,0.574,0.09,0.092,0.156,0.752,0,0,0.191,0.809,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-09,0.103,0.188,0.648,0.061,0.114,0.193,0.68,0.013,0.092,0.185,0.622,0.101,0.282,0.263,0.271,0.184,0.045,0.173,0.741,0.041,0.033,0.12,0.836,0.011,0.06,0.199,0.741,0,0.036,0.28,0.577,0.107,0.136,0.209,0.548,0.107,0.097,0.144,0.749,0.01,0.133,0.176,0.589,0.102,0.064,0.159,0.777,0,0,0.274,0.726,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-10,0.101,0.207,0.624,0.068,0.092,0.221,0.655,0.032,0.109,0.194,0.598,0.099,0.248,0.294,0.263,0.195,0.057,0.183,0.722,0.038,0.05,0.131,0.779,0.04,0.06,0.223,0.717,0,0.071,0.318,0.49,0.121,0.138,0.231,0.508,0.123,0.082,0.152,0.757,0.009,0.103,0.227,0.581,0.089,0.093,0.15,0.757,0,0,0.22,0.628,0.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-11,0.103,0.202,0.635,0.06,0.094,0.209,0.664,0.033,0.111,0.196,0.611,0.082,0.257,0.268,0.308,0.167,0.054,0.183,0.728,0.035,0.048,0.132,0.783,0.037,0.061,0.232,0.707,0,0.059,0.298,0.526,0.117,0.146,0.23,0.52,0.104,0.084,0.15,0.758,0.008,0.102,0.228,0.602,0.068,0.095,0.16,0.745,0,0,0.224,0.596,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-12,0.099,0.186,0.663,0.052,0.094,0.197,0.679,0.03,0.103,0.177,0.65,0.07,0.197,0.224,0.467,0.112,0.06,0.182,0.723,0.035,0.057,0.141,0.769,0.033,0.091,0.192,0.692,0.025,0.14,0.259,0.521,0.08,0.118,0.202,0.584,0.096,0.072,0.149,0.772,0.007,0.097,0.172,0.657,0.074,0.089,0.178,0.733,0,0,0.173,0.66,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-13,0.073,0.191,0.691,0.045,0.073,0.21,0.692,0.025,0.074,0.175,0.69,0.061,0.109,0.199,0.602,0.09,0.05,0.2,0.717,0.033,0.056,0.128,0.784,0.032,0.089,0.229,0.661,0.021,0.159,0.24,0.537,0.064,0.07,0.227,0.618,0.085,0.047,0.145,0.801,0.007,0.048,0.188,0.697,0.067,0.083,0.185,0.732,0,0,0.212,0.617,0.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-14,0.069,0.182,0.725,0.024,0.072,0.199,0.706,0.023,0.067,0.167,0.741,0.025,0.133,0.222,0.616,0.029,0.051,0.195,0.733,0.021,0.052,0.124,0.798,0.026,0.04,0.168,0.77,0.022,0.182,0.221,0.555,0.042,0.067,0.208,0.678,0.047,0.031,0.148,0.821,0,0.033,0.2,0.74,0.027,0.085,0.176,0.739,0,0.056,0.124,0.676,0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-15,0.07,0.175,0.729,0.026,0.07,0.194,0.721,0.015,0.07,0.159,0.735,0.036,0.128,0.241,0.603,0.028,0.052,0.17,0.755,0.023,0.051,0.117,0.8,0.032,0.05,0.164,0.764,0.022,0.177,0.189,0.592,0.042,0.067,0.216,0.679,0.038,0.035,0.139,0.815,0.011,0.033,0.209,0.73,0.028,0.08,0.168,0.747,0.005,0.091,0.108,0.647,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-16,0.074,0.171,0.723,0.032,0.073,0.18,0.72,0.027,0.075,0.163,0.726,0.036,0.13,0.239,0.581,0.05,0.056,0.161,0.757,0.026,0.063,0.112,0.795,0.03,0.048,0.167,0.763,0.022,0.164,0.196,0.599,0.041,0.067,0.208,0.673,0.052,0.048,0.134,0.804,0.014,0.037,0.207,0.712,0.044,0.092,0.163,0.74,0.005,0.088,0.137,0.634,0.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
