"var","categoria","Si","No"
"P10","Siempre",0.191,0.23
"P10","Casi siempre",0.289,0.27
"P10","Casi nunca",0.348,0.325
"P10","Nunca, pero esta es una excepción",0.172,0.175
"P11","Unión por la Patria",0.126,0.711
"P11","La Libertad Avanza",0.729,0.174
"P11","En blanco",0.076,0.069
"P11","No sabe",0.069,0.046
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.138,0.744
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.775,0.198
"P13","En blanco",0.044,0.036
"P13","No sabe",0.043,0.022
"P15","Totalmente seguro",0.749,0.793
"P15","Bastante seguro",0.115,0.123
"P15","Algo seguro",0.071,0.041
"P15","Para nada seguro",0.065,0.043
"P16","Tiene Decidido que va a ir a votar",0.932,0.933
"P16","Tiene dudas sobre si va a ir a  votar",0.045,0.038
"P16","Tiene Decidido que no va a ir a votar",0.023,0.029
"P17","Lo votaría",0.173,0.782
"P17","Puede que lo vote",0.051,0.054
"P17","Nunca lo votaría",0.76,0.141
"P17","No sabe",0.016,0.023
"P18","Lo votaría",0.672,0.174
"P18","Puede que lo vote",0.11,0.066
"P18","Nunca lo votaría",0.197,0.736
"P18","No sabe",0.021,0.024
"P19","Si",0.893,0.877
"P19","No",0.107,0.123
"P20","Sergio Massa",0.376,0.85
"P20","Javier Milei",0.624,0.15
"P21","Sergio Massa",0.249,0.825
"P21","Javier Milei",0.751,0.175
"P22","Sergio Massa",0.259,0.819
"P22","Javier Milei",0.741,0.181
"P23","Sergio Massa",0.231,0.823
"P23","Javier Milei",0.769,0.177
"P24","Si",0.206,0.7
"P24","No",0.794,0.3
"P28","Inflación",0.319,0.425
"P28","Desempleo",0.043,0.096
"P28","Corrupción",0.447,0.116
"P28","Inseguridad",0.087,0.1
"P28","Precio del dólar",0.009,0.019
"P28","Pobreza",0.049,0.121
"P28","Narcotráfico",0.009,0.005
"P28","Tarifas",0.003,0.012
"P28","Otro",0.028,0.087
"P28","No sabe",0.006,0.019
"P32","Sin deuda",0.409,0.484
"P32","Menos de 10%",0.163,0.164
"P32","Entre 10 y 20%",0.139,0.121
"P32","Entre 20 y 30%",0.081,0.073
"P32","Entre 30 y 40%",0.05,0.053
"P32","Mas del 40%",0.118,0.071
"P32","No sabe",0.04,0.034
"P33","Gran excedente habitual",0.01,0.024
"P33","Gran excedente excepcional",0.006,0.007
"P33","Pequeño excedente habitual",0.054,0.116
"P33","Pequeño excedente excepcional",0.059,0.094
"P33","Alcanza gastos familia",0.149,0.184
"P33","No alcanza gastos familia",0.105,0.098
"P33","Solo NBFamiliares",0.29,0.214
"P33","No alcanza NBFamiliares",0.311,0.248
"P33","No sabe",0.016,0.015
"P34","Muy buena",0.063,0.092
"P34","Buena",0.18,0.297
"P34","Ni buena ni mala",0.447,0.441
"P34","Mala",0.234,0.118
"P34","Muy mala",0.058,0.034
"P34","No sabe",0.018,0.018
"P35","Mejor",0.071,0.196
"P35","Igual",0.12,0.458
"P35","Peor",0.778,0.312
"P35","No sabe",0.031,0.034
"P36","Mejor",0.117,0.294
"P36","Igual",0.209,0.309
"P36","Peor",0.477,0.218
"P36","No sabe",0.197,0.179
"P37","Muy buena",0.064,0.077
"P37","Buena",0.04,0.131
"P37","Ni buena ni mala",0.075,0.278
"P37","Mala",0.32,0.37
"P37","Muy mala",0.492,0.129
"P37","No sabe",0.009,0.015
"P38","Mejor",0.04,0.209
"P38","Igual",0.052,0.346
"P38","Peor",0.874,0.371
"P38","No sabe",0.034,0.074
"P39","Mejor",0.108,0.383
"P39","Igual",0.148,0.222
"P39","Peor",0.59,0.221
"P39","No sabe",0.154,0.174
"P40","Muy buena",0.058,0.097
"P40","Buena",0.024,0.164
"P40","Ni buena ni mala",0.063,0.329
"P40","Mala",0.243,0.291
"P40","Muy mala",0.605,0.111
"P40","No sabe",0.007,0.008
"P42","Muy buena",0.027,0.08
"P42","Buena",0.028,0.223
"P42","Ni buena ni mala",0.066,0.353
"P42","Mala",0.247,0.217
"P42","Muy mala",0.619,0.113
"P42","No sabe",0.013,0.014
"P43","Muy buena",0.037,0.189
