"var","categoria","Si","No","No sabe"
"P04","Gran excedente habitual",0.144,0.236,0.126
"P04","Gran excedente excepcional",0.173,0.142,0.173
"P04","Pequeño excedente habitual",0.132,0.131,0.076
"P04","Pequeño excedente excepcional",0.194,0.152,0.138
"P04","Alcanza gastos familia",0.122,0.073,0.117
"P04","No alcanza gastos familia",0.089,0.12,0.12
"P04","Solo NBFamiliares",0.054,0.046,0.035
"P04","No alcanza NBFamiliares",0.05,0.052,0.086
"P04","No sabe",0.042,0.048,0.129
"P06","Menos de 5 años ",0.216,0.216,0.164
"P06","Entre 6 y 10 años",0.173,0.236,0.202
"P06","Entre 11 y 20 años",0.221,0.279,0.288
"P06","Mas de 20 años",0.39,0.269,0.346
"P07","Medico clínico",0.484,0.403,0.357
"P07","Pediatra",0.153,0.168,0.151
"P07","Cardiólogo",0.171,0.168,0.192
"P07","Neumólogos",0.154,0.213,0.243
"P07","Otra especialidad",0.038,0.048,0.057
"P08","En una institución pública",0.397,0.346,0.165
"P08","En una institución privada",0.235,0.321,0.197
"P08","Ambas",0.216,0.238,0.397
"P08","Solo consultorio",0.09,0.07,0.22
"P08","Institución publica o privada y consultorio",0.062,0.025,0.021
"P09","Si",0.885,0.638,0.799
"P09","No",0.115,0.362,0.201
"P10","1 dosis",0.11,0.196,0.158
"P10","2 dosis.",0.053,0.107,0.033
"P10","3 dosis o más",0.837,0.697,0.809
"P11","Si",0.582,0.361,0.453
"P11","No",0.418,0.639,0.547
"P12","Para protegerse de la enfermedad",0.531,0.396,0.309
"P12","Porque soy personal de riesgo",0.381,0.461,0.558
"P12","Porque colegas se vacunaron",0.018,0.041,0.037
"P12","Me lo recomendó la institución donde trabajo",0.051,0.061,0.062
"P12","No sabe",0.019,0.041,0.034
"P13","Si",0.348,0.371,0.219
"P13","No",0.652,0.629,0.781
"P14","Si",0.58,0.714,0.675
"P14","No",0.42,0.286,0.325
"P15","Si, a todos sus pacientes",0.577,0.277,0.294
"P15","Depende el caso del paciente",0.353,0.475,0.564
"P15","No la recomiendo",0.07,0.248,0.142
"P16","Dos dosis",0.153,0.181,0.149
"P16","Tres dosis",0.081,0.272,0.078
"P16","Cuatros o mas dosis",0.766,0.547,0.773
"P17","Porque ya no hay casos de COVID",0.042,0.105,0.014
"P17","Porque ha disminuido de forma significativa el contagio",0.31,0.241,0.444
"P17","Por los efectos secundarios",0.372,0.43,0.386
"P17","No sabe",0.276,0.224,0.156
"P18","Si",0.371,0.384,0.419
"P18","No",0.53,0.4,0.355
"P18","No sabe",0.099,0.216,0.226
"P19","Si",0.577,0.303,0.384
"P19","No",0.369,0.635,0.409
"P19","No sabe",0.054,0.062,0.207
"P20","Si",0.702,0.516,0.589
"P20","No",0.261,0.398,0.22
"P20","No sabe",0.037,0.086,0.191
"P21","Si",0.546,0.371,0.346
"P21","No",0.366,0.543,0.398
"P21","No sabe",0.088,0.086,0.256
"P22","Sinopharm",0.114,0.088,0.057
"P22","Sputnik",0.352,0.346,0.16
"P22","Aztra-Zeneca",0.083,0.108,0.179
"P22","Moderna",0.089,0.068,0.114
"P22","Pfizer",0.24,0.149,0.251
"P22","No sabe",0.122,0.241,0.239
"P23","Si",0.725,0.395,0.562
"P23","No",0.208,0.532,0.213
"P23","A veces",0.067,0.073,0.225
"P24","Si",0.729,0.462,0.61
"P24","No",0.222,0.486,0.229
"P24","No sabe",0.049,0.052,0.161
"P25","Si",0.702,0.454,0.584
"P25","No",0.221,0.502,0.22
"P25","No sabe",0.077,0.044,0.196
"P26","Si",0.595,0.318,0.324
"P26","No",0.371,0.649,0.518
"P26","No sabe",0.034,0.033,0.158
"P27","Si",0.667,0.333,0.341
"P27","No",0.304,0.62,0.505
"P27","No sabe",0.029,0.047,0.154
"P28","Si",0.479,0.337,0.155
"P28","No",0.427,0.495,0.348
"P28","No sabe",0.094,0.168,0.497
"P31","Nunca",0.191,0.361,0.21
"P31","Pocas veces",0.487,0.422,0.449
"P31","Muchas veces",0.284,0.117,0.28
"P31","Siempre",0.035,0.031,0.014
"P31","No sabe",0.003,0.069,0.047
"P32","adultos mayores sanos",0.515,0.337,0.27
"P32","Adultos jóvenes sanos",0.231,0.264,0.223
"P32","Madres de niños pequeños",0.165,0.156,0.318
"P32","No sabe",0.089,0.243,0.189
