"var","categoria","Si","No"
"P04","Gran excedente habitual",0.212,0.158
"P04","Gran excedente excepcional",0.174,0.192
"P04","Pequeño excedente habitual",0.134,0.124
"P04","Pequeño excedente excepcional",0.178,0.169
"P04","Alcanza gastos familia",0.081,0.104
"P04","No alcanza gastos familia",0.094,0.095
"P04","Solo NBFamiliares",0.039,0.051
"P04","No alcanza NBFamiliares",0.043,0.059
"P04","No sabe",0.045,0.048
"P06","Menos de 5 años ",0.249,0.21
"P06","Entre 6 y 10 años",0.252,0.204
"P06","Entre 11 y 20 años",0.233,0.249
"P06","Mas de 20 años",0.266,0.337
"P07","Medico clínico",0.472,0.464
"P07","Pediatra",0.179,0.164
"P07","Cardiólogo",0.155,0.17
"P07","Neumólogos",0.141,0.165
"P07","Otra especialidad",0.053,0.037
"P08","En una institución pública",0.391,0.37
"P08","En una institución privada",0.262,0.278
"P08","Ambas",0.217,0.215
"P08","Solo consultorio",0.065,0.092
"P08","Institución publica o privada y consultorio",0.065,0.045
"P10","1 dosis",0.193,0.093
"P10","2 dosis.",0.129,0.071
"P10","3 dosis o más",0.678,0.836
"P11","Si",0.531,0.509
"P11","No",0.469,0.491
"P12","Para protegerse de la enfermedad",0.524,0.489
"P12","Porque soy personal de riesgo",0.328,0.424
"P12","Porque colegas se vacunaron",0.037,0.019
"P12","Me lo recomendó la institución donde trabajo",0.075,0.043
"P12","No sabe",0.036,0.025
"P15","Si, a todos sus pacientes",0.447,0.473
"P15","Depende el caso del paciente",0.383,0.418
"P15","No la recomiendo",0.17,0.109
"P16","Dos dosis",0.264,0.117
"P16","Tres dosis",0.142,0.124
"P16","Cuatros o mas dosis",0.594,0.759
"P17","Porque ya no hay casos de COVID",0.128,0.046
"P17","Porque ha disminuido de forma significativa el contagio",0.223,0.304
"P17","Por los efectos secundarios",0.519,0.343
"P17","No sabe",0.13,0.307
"P18","Si",0.465,0.366
"P18","No",0.389,0.501
"P18","No sabe",0.146,0.133
"P19","Si",0.447,0.506
"P19","No",0.493,0.421
"P19","No sabe",0.06,0.073
"P20","Si",0.641,0.635
"P20","No",0.301,0.304
"P20","No sabe",0.058,0.061
"P21","Si",0.462,0.499
"P21","No",0.46,0.39
"P21","No sabe",0.078,0.111
"P22","Sinopharm",0.168,0.088
"P22","Sputnik",0.347,0.342
"P22","Aztra-Zeneca",0.086,0.097
"P22","Moderna",0.084,0.092
"P22","Pfizer",0.173,0.227
"P22","No sabe",0.142,0.154
"P23","Si",0.592,0.655
"P23","No",0.323,0.276
"P23","A veces",0.085,0.069
"P24","Si",0.554,0.679
"P24","No",0.369,0.27
"P24","No sabe",0.077,0.051
"P25","Si",0.606,0.646
"P25","No",0.338,0.269
"P25","No sabe",0.056,0.085
"P26","Si",0.487,0.532
"P26","No",0.463,0.433
"P26","No sabe",0.05,0.035
"P27","Si",0.539,0.57
"P27","No",0.409,0.389
"P27","No sabe",0.052,0.041
"P28","Si",0.46,0.423
"P28","No",0.411,0.443
"P28","No sabe",0.129,0.134
"P29","Si",0.706,0.707
"P29","No",0.267,0.242
"P29","No sabe",0.027,0.051
"P30","No tengo información suficiente",0.346,0.274
"P30","No tengo tiempo en la consulta",0.238,0.309
"P30","No es un tema importante en la consulta médica",0.253,0.172
"P30","El COVID no es una enfermedad prevalente o importante actualmente en Argentina",0.045,0.079
"P30","No sabe",0.118,0.166
"P31","Nunca",0.3,0.198
"P31","Pocas veces",0.456,0.477
"P31","Muchas veces",0.194,0.268
"P31","Siempre",0.028,0.036
"P31","No sabe",0.022,0.021
"P32","adultos mayores sanos",0.484,0.449
"P32","Adultos jóvenes sanos",0.229,0.244
"P32","Madres de niños pequeños",0.164,0.172
"P32","No sabe",0.123,0.135
