"var","categoria","Si","No","No sabe"
"P04","Gran excedente habitual",0.165,0.195,0.1
"P04","Gran excedente excepcional",0.175,0.184,0.196
"P04","Pequeño excedente habitual",0.117,0.146,0.111
"P04","Pequeño excedente excepcional",0.201,0.151,0.139
"P04","Alcanza gastos familia",0.093,0.085,0.194
"P04","No alcanza gastos familia",0.093,0.089,0.116
"P04","Solo NBFamiliares",0.064,0.042,0.031
"P04","No alcanza NBFamiliares",0.047,0.062,0.046
"P04","No sabe",0.045,0.046,0.067
"P06","Menos de 5 años ",0.227,0.224,0.141
"P06","Entre 6 y 10 años",0.221,0.218,0.052
"P06","Entre 11 y 20 años",0.242,0.264,0.181
"P06","Mas de 20 años",0.31,0.294,0.626
"P07","Medico clínico",0.488,0.456,0.362
"P07","Pediatra",0.172,0.164,0.126
"P07","Cardiólogo",0.167,0.163,0.225
"P07","Neumólogos",0.141,0.162,0.237
"P07","Otra especialidad",0.032,0.055,0.05
"P08","En una institución pública",0.434,0.332,0.306
"P08","En una institución privada",0.245,0.283,0.186
"P08","Ambas",0.198,0.239,0.267
"P08","Solo consultorio",0.075,0.097,0.118
"P08","Institución publica o privada y consultorio",0.048,0.049,0.123
"P09","Si",0.884,0.709,0.898
"P09","No",0.116,0.291,0.102
"P10","1 dosis",0.128,0.125,0.121
"P10","2 dosis.",0.063,0.126,0.103
"P10","3 dosis o más",0.809,0.749,0.776
"P11","Si",0.649,0.377,0.451
"P11","No",0.351,0.623,0.549
"P12","Para protegerse de la enfermedad",0.582,0.405,0.401
"P12","Porque soy personal de riesgo",0.36,0.436,0.466
"P12","Porque colegas se vacunaron",0.015,0.037,0.005
"P12","Me lo recomendó la institución donde trabajo",0.031,0.088,0.08
"P12","No sabe",0.012,0.034,0.048
"P13","Si",0.344,0.402,0.285
"P13","No",0.656,0.598,0.715
"P14","Si",0.615,0.625,0.609
"P14","No",0.385,0.375,0.391
"P15","Si, a todos sus pacientes",0.633,0.32,0.422
"P15","Depende el caso del paciente",0.335,0.439,0.48
"P15","No la recomiendo",0.032,0.241,0.098
"P16","Dos dosis",0.163,0.121,0.185
"P16","Tres dosis",0.104,0.173,0.078
"P16","Cuatros o mas dosis",0.733,0.706,0.737
"P17","Porque ya no hay casos de COVID",0.131,0.047,0.033
"P17","Porque ha disminuido de forma significativa el contagio",0.336,0.238,0.328
"P17","Por los efectos secundarios",0.204,0.545,0.354
"P17","No sabe",0.329,0.17,0.285
"P18","Si",0.422,0.384,0.346
"P18","No",0.496,0.454,0.382
"P18","No sabe",0.082,0.162,0.272
"P19","Si",0.656,0.313,0.391
"P19","No",0.292,0.649,0.372
"P19","No sabe",0.052,0.038,0.237
"P20","Si",0.785,0.484,0.568
"P20","No",0.191,0.463,0.168
"P20","No sabe",0.024,0.053,0.264
"P22","Sinopharm",0.17,0.078,0.02
"P22","Sputnik",0.374,0.335,0.229
"P22","Aztra-Zeneca",0.085,0.081,0.183
"P22","Moderna",0.1,0.085,0.053
"P22","Pfizer",0.2,0.202,0.274
"P22","No sabe",0.071,0.219,0.241
"P23","Si",0.802,0.436,0.633
"P23","No",0.142,0.488,0.205
"P23","A veces",0.056,0.076,0.162
"P24","Si",0.796,0.443,0.644
"P24","No",0.157,0.509,0.172
"P24","No sabe",0.047,0.048,0.184
"P25","Si",0.799,0.438,0.609
"P25","No",0.144,0.5,0.172
"P25","No sabe",0.057,0.062,0.219
"P26","Si",0.616,0.433,0.368
"P26","No",0.36,0.531,0.49
"P26","No sabe",0.024,0.036,0.142
"P27","Si",0.651,0.485,0.415
"P27","No",0.309,0.482,0.467
"P27","No sabe",0.04,0.033,0.118
"P28","Si",0.475,0.418,0.32
"P28","No",0.435,0.448,0.35
"P28","No sabe",0.09,0.134,0.33
"P29","Si",0.781,0.628,0.659
"P29","No",0.189,0.331,0.226
"P29","No sabe",0.03,0.041,0.115
"P30","No tengo información suficiente",0.294,0.303,0.319
"P30","No tengo tiempo en la consulta",0.26,0.301,0.261
"P30","No es un tema importante en la consulta médica",0.179,0.231,0.135
"P30","El COVID no es una enfermedad prevalente o importante actualmente en Argentina",0.018,0.112,0
"P30","No sabe",0.249,0.053,0.285
"P31","Nunca",0.218,0.27,0.151
"P31","Pocas veces",0.455,0.466,0.559
"P31","Muchas veces",0.268,0.218,0.223
"P31","Siempre",0.033,0.035,0.025
"P31","No sabe",0.026,0.011,0.042
"P32","adultos mayores sanos",0.49,0.433,0.435
"P32","Adultos jóvenes sanos",0.227,0.271,0.159
"P32","Madres de niños pequeños",0.185,0.13,0.266
"P32","No sabe",0.098,0.166,0.14
