"var","categoria","Si","No","No sabe"
"P04","Gran excedente habitual",0.198,0.155,0.122
"P04","Gran excedente excepcional",0.134,0.184,0.19
"P04","Pequeño excedente habitual",0.107,0.151,0.12
"P04","Pequeño excedente excepcional",0.21,0.155,0.176
"P04","Alcanza gastos familia",0.124,0.098,0.084
"P04","No alcanza gastos familia",0.081,0.108,0.119
"P04","Solo NBFamiliares",0.054,0.054,0.03
"P04","No alcanza NBFamiliares",0.06,0.048,0.057
"P04","No sabe",0.032,0.047,0.102
"P06","Menos de 5 años ",0.253,0.185,0.188
"P06","Entre 6 y 10 años",0.184,0.189,0.199
"P06","Entre 11 y 20 años",0.242,0.261,0.176
"P06","Mas de 20 años",0.321,0.365,0.437
"P07","Medico clínico",0.476,0.468,0.378
"P07","Pediatra",0.152,0.158,0.151
"P07","Cardiólogo",0.164,0.155,0.264
"P07","Neumólogos",0.152,0.185,0.194
"P07","Otra especialidad",0.056,0.034,0.013
"P08","En una institución pública",0.401,0.378,0.304
"P08","En una institución privada",0.287,0.242,0.198
"P08","Ambas",0.192,0.229,0.311
"P08","Solo consultorio",0.074,0.095,0.141
"P08","Institución publica o privada y consultorio",0.046,0.056,0.046
"P09","Si",0.862,0.8,0.742
"P09","No",0.138,0.2,0.258
"P10","1 dosis",0.17,0.096,0.071
"P10","2 dosis.",0.065,0.072,0.068
"P10","3 dosis o más",0.765,0.832,0.861
"P11","Si",0.568,0.506,0.438
"P11","No",0.432,0.494,0.562
"P12","Para protegerse de la enfermedad",0.514,0.506,0.398
"P12","Porque soy personal de riesgo",0.391,0.402,0.441
"P12","Porque colegas se vacunaron",0.026,0.021,0.029
"P12","Me lo recomendó la institución donde trabajo",0.046,0.054,0.09
"P12","No sabe",0.023,0.017,0.042
"P13","Si",0.369,0.333,0.342
"P13","No",0.631,0.667,0.658
"P14","Si",0.632,0.579,0.681
"P14","No",0.368,0.421,0.319
"P15","Si, a todos sus pacientes",0.551,0.482,0.306
"P15","Depende el caso del paciente",0.374,0.391,0.443
"P15","No la recomiendo",0.075,0.127,0.251
"P16","Dos dosis",0.214,0.11,0.025
"P16","Tres dosis",0.136,0.073,0.135
"P16","Cuatros o mas dosis",0.65,0.817,0.84
"P17","Porque ya no hay casos de COVID",0.088,0.067,0.007
"P17","Porque ha disminuido de forma significativa el contagio",0.306,0.306,0.217
"P17","Por los efectos secundarios",0.331,0.398,0.514
"P17","No sabe",0.275,0.229,0.262
"P18","Si",0.517,0.254,0.34
"P18","No",0.397,0.642,0.261
"P18","No sabe",0.086,0.104,0.399
"P19","Si",0.54,0.499,0.353
"P19","No",0.416,0.451,0.478
"P19","No sabe",0.044,0.05,0.169
"P20","Si",0.738,0.589,0.546
"P20","No",0.227,0.375,0.263
"P20","No sabe",0.035,0.036,0.191
"P21","Si",0.535,0.495,0.337
"P21","No",0.393,0.425,0.416
"P21","No sabe",0.072,0.08,0.247
"P22","Sinopharm",0.166,0.07,0.044
"P22","Sputnik",0.354,0.365,0.202
"P22","Aztra-Zeneca",0.099,0.087,0.119
"P22","Moderna",0.092,0.072,0.094
"P22","Pfizer",0.193,0.239,0.218
"P22","No sabe",0.096,0.167,0.323
"P23","Si",0.699,0.633,0.446
"P23","No",0.236,0.309,0.393
"P23","A veces",0.065,0.058,0.161
"P24","Si",0.704,0.655,0.454
"P24","No",0.256,0.315,0.348
"P24","No sabe",0.04,0.03,0.198
"P25","Si",0.722,0.615,0.416
"P25","No",0.225,0.338,0.361
"P25","No sabe",0.053,0.047,0.223
"P26","Si",0.611,0.488,0.288
"P26","No",0.367,0.469,0.628
"P26","No sabe",0.022,0.043,0.084
"P27","Si",0.676,0.511,0.366
"P27","No",0.297,0.46,0.506
"P27","No sabe",0.027,0.029,0.128
"P29","Si",0.788,0.685,0.512
"P29","No",0.197,0.282,0.325
"P29","No sabe",0.015,0.033,0.163
"P30","No tengo información suficiente",0.367,0.245,0.343
"P30","No tengo tiempo en la consulta",0.258,0.356,0.101
"P30","No es un tema importante en la consulta médica",0.206,0.171,0.294
"P30","El COVID no es una enfermedad prevalente o importante actualmente en Argentina",0.065,0.061,0.087
"P30","No sabe",0.104,0.167,0.175
"P31","Nunca",0.279,0.202,0.192
"P31","Pocas veces",0.504,0.442,0.455
"P31","Muchas veces",0.191,0.274,0.3
"P31","Siempre",0.02,0.052,0.013
"P31","No sabe",0.006,0.03,0.04
"P32","adultos mayores sanos",0.545,0.417,0.341
"P32","Adultos jóvenes sanos",0.233,0.249,0.22
"P32","Madres de niños pequeños",0.147,0.181,0.201
"P32","No sabe",0.075,0.153,0.238
