"var","categoria","Si","No","No sabe"
"P04","Gran excedente habitual",0.021,0.01,0.023
"P04","Gran excedente excepcional",0,0.004,0.011
"P04","Pequeño excedente habitual",0.05,0.045,0.061
"P04","Pequeño excedente excepcional",0.102,0.056,0.031
"P04","Alcanza gastos familia",0.207,0.124,0.169
"P04","No alcanza gastos familia",0.131,0.151,0.143
"P04","Solo NBFamiliares",0.173,0.279,0.292
"P04","No alcanza NBFamiliares",0.29,0.32,0.257
"P04","No sabe",0.026,0.011,0.013
"P05","Sin deuda",0.393,0.277,0.347
"P05","Menos de 10%",0.157,0.174,0.164
"P05","Entre 10 y 20%",0.143,0.158,0.14
"P05","Entre 20 y 30%",0.064,0.119,0.079
"P05","Entre 30 y 40%",0.078,0.099,0.074
"P05","Mas del 40%",0.137,0.149,0.154
"P05","No sabe",0.028,0.024,0.042
"P06","Mucho",0.261,0.189,0.13
"P06","Algo",0.45,0.45,0.278
"P06","Poco",0.197,0.224,0.356
"P06","Nada",0.092,0.137,0.236
"P07","La nación",0.259,0.43,0.301
"P07","La provincia",0.183,0.236,0.107
"P07","El municipio",0.319,0.205,0.285
"P07","No sabe",0.239,0.129,0.307
"P08","La nación",0.146,0.197,0.134
"P08","La provincia",0.216,0.214,0.162
"P08","El municipio",0.511,0.533,0.531
"P08","No sabe",0.127,0.056,0.173
"P09","La nación",0.404,0.37,0.264
"P09","La provincia",0.264,0.301,0.279
"P09","El municipio",0.256,0.273,0.257
"P09","No sabe",0.076,0.056,0.2
"P10","La nación",0.343,0.439,0.262
"P10","La provincia",0.383,0.34,0.296
"P10","El municipio",0.181,0.159,0.199
"P10","No sabe",0.093,0.062,0.243
"P11","La nación",0.396,0.47,0.355
"P11","La provincia",0.365,0.348,0.279
"P11","El municipio",0.165,0.109,0.117
"P11","No sabe",0.074,0.073,0.249
"P12","Si",0.414,0.18,0.086
"P12","No",0.586,0.82,0.914
"P14","La falta de gestión de los residuos",0.275,0.197,0.117
"P14","La contaminación del agua",0.237,0.337,0.151
"P14","Los incendios descontrolados",0.205,0.17,0.308
"P14","El uso desmedido de fertilizantes y químicos para los cultivos",0.198,0.225,0.231
"P14","No sabe",0.085,0.071,0.193
"P15","Si",0.635,0.652,0.551
"P15","No",0.216,0.24,0.177
"P15","No sabe",0.149,0.108,0.272
"P16","Estaría de acuerdo con esta medida",0.298,0.254,0.167
"P16","No estaría de acuerdo con esta medida",0.608,0.631,0.572
"P16","No sabe",0.094,0.115,0.261
"P17","Si",0.584,0.427,0.37
"P17","No",0.333,0.432,0.341
"P17","No sabe",0.083,0.141,0.289
"P18","Estaría de acuerdo con la explotación de recursos naturales",0.283,0.236,0.159
"P18","No estaría de acuerdo con la explotación de recursos naturales",0.586,0.687,0.55
"P18","No sabe",0.131,0.077,0.291
"P19","Estaría de acuerdo con la explotación de recursos naturales",0.313,0.261,0.239
"P19","No estaría de acuerdo con la explotación de recursos naturales",0.61,0.633,0.486
"P19","No sabe",0.077,0.106,0.275
"P20","Las montañas",0.233,0.207,0.197
"P20","El campo",0.422,0.36,0.293
"P20","El agua",0.125,0.057,0.084
"P20","El aire",0.036,0.069,0.041
"P20","Los bosques",0.003,0.02,0.01
"P20","Los humedales",0.012,0.023,0.009
"P20","No sabe",0.169,0.264,0.366
"P21","El desempleo",0.108,0.065,0.02
"P21","La corrupción",0.184,0.397,0.271
"P21","La inseguridad",0.163,0.106,0.093
"P21","La inflación",0.333,0.24,0.34
"P21","El precio del dólar",0.033,0.02,0.037
"P21","La pobreza",0.074,0.054,0.052
"P21","El narcotráfico",0.062,0.056,0.068
"P21","Las tarifas",0.004,0.013,0.038
"P21","Otro",0.026,0.043,0.046
"P21","No sabe",0.013,0.006,0.035
"P24","Si",0.689,0.727,0.571
"P24","No",0.191,0.143,0.127
"P24","No sabe",0.12,0.13,0.302
"P25","Mucho",0.622,0.748,0.613
"P25","Algo",0.211,0.17,0.205
"P25","Poco",0.108,0.057,0.086
"P25","Nada",0.059,0.025,0.096
