"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P07","Al candidato del Frente de Todos",0.649,0.432,0.13,0.471
"P07","Al candidato de Juntos por el Cambio",0.18,0.248,0.471,0.332
"P07","Al candidato de los liberales - libertarios",0,0.186,0.219,0.009
"P07","Al candidato de la Izquierda",0,0,0,0.142
"P07","A otro candidato",0.171,0.018,0.083,0.023
"P07","No sabe",0,0.116,0.097,0.023
"P08","A Julio Zamora por el Frente de Todos",0.732,0.351,0.191,0.377
"P08","A Malena Galmarini por el Frente de Todos",0,0.223,0.049,0.151
"P08","A Segundo Cernadas por Cambiemos",0.166,0.091,0.446,0.345
"P08","A Nicolás Massot por Cambiemos",0.024,0.07,0.079,0
"P08","Al candidato de los liberales libertarios",0.058,0.173,0.162,0
"P08","A Paula Akerfeld por el Frente de Izquierda",0,0.068,0.044,0.127
"P08","No sabe",0.02,0.024,0.029,0
"P10","A Julio Zamora por el Frente de Todos",0.87,0.406,0.117,0.453
"P10","A Segundo Cernadas por Cambiemos",0.034,0.31,0.425,0.356
"P10","Al candidato de los liberales libertarios",0.076,0.207,0.257,0
"P10","A Paula Akerfeld por el Frente de Izquierda",0,0.012,0.02,0.168
"P10","No sabe",0.02,0.065,0.181,0.023
"P12","A Malena Galmarini por el Frente de Todos",0.561,0.381,0.176,0.653
"P12","A Segundo Cernadas por Cambiemos",0.285,0.355,0.453,0.173
"P12","Al candidato de los liberales libertarios",0.024,0.235,0.198,0.024
"P12","A Paula Akerfeld por el Frente de Izquierda",0,0,0.008,0.1
"P12","No sabe",0.13,0.029,0.165,0.05
"P14","Muy buena",0.34,0.125,0.135,0.186
"P14","Buena",0.149,0.27,0.049,0.276
"P14","Ni buena ni mala",0.245,0.456,0.207,0.182
"P14","Mala",0.075,0.031,0.115,0.21
"P14","Muy mala",0.128,0.08,0.454,0.146
"P14","No sabe",0.063,0.038,0.04,0
"P15","Muy buena",0.478,0.162,0.176,0.214
"P15","Buena",0.211,0.316,0.157,0.272
"P15","Ni buena ni mala",0.183,0.352,0.188,0.175
