"var","categoria","Si","No","No sabe"
"P08","Empleado sector publico",0.338,0.228,0.16
"P08","Empleado sector privado",0.233,0.353,0.302
"P08","Changas o trabajos eventuales",0.202,0.185,0.235
"P08","Estudiante",0.021,0.042,0.054
"P08","Amas de casa",0.072,0.051,0.067
"P08","Profesional o independiente",0.049,0.054,0.065
"P08","Comerciante, emprendedor o empresario",0.027,0.034,0.063
"P08","Trabajador informal",0.014,0.008,0.006
"P08","No tengo trabajo",0.044,0.045,0.048
"P09","Siempre",0.282,0.23,0.121
"P09","Casi siempre",0.353,0.333,0.284
"P09","Casi nunca",0.267,0.287,0.396
"P09","Nunca, pero esta es una excepción",0.098,0.15,0.199
"P10","Muy buena",0.344,0.069,0.053
"P10","Buena",0.285,0.159,0.091
"P10","Ni buena ni mala",0.311,0.269,0.619
"P10","Mala",0.046,0.289,0.094
"P10","Muy mala",0.009,0.192,0.036
"P10","No sabe",0.005,0.022,0.107
"P11","Muy buena",0.415,0.045,0.03
"P11","Buena",0.346,0.205,0.146
"P11","Ni buena ni mala",0.178,0.247,0.599
"P11","Mala",0.036,0.306,0.079
"P11","Muy mala",0.018,0.174,0.029
"P11","No sabe",0.007,0.023,0.117
"P13","Muy buena",0.395,0.05,0.054
"P13","Buena",0.319,0.192,0.123
"P13","Ni buena ni mala",0.241,0.197,0.577
"P13","Mala",0.032,0.3,0.128
"P13","Muy mala",0.009,0.241,0.021
"P13","No sabe",0.004,0.02,0.097
"P14","Muy buena",0.243,0.042,0.06
"P14","Buena",0.178,0.214,0.095
"P14","Ni buena ni mala",0.253,0.143,0.417
"P14","Mala",0.24,0.262,0.25
"P14","Muy mala",0.067,0.313,0.085
"P14","No sabe",0.019,0.026,0.093
"P15","Muy buena",0.246,0.095,0.067
"P15","Buena",0.182,0.175,0.111
"P15","Ni buena ni mala",0.355,0.161,0.431
"P15","Mala",0.11,0.257,0.214
"P15","Muy mala",0.068,0.272,0.068
"P15","No sabe",0.039,0.04,0.109
"P16","Muy buena",0.288,0.087,0.094
"P16","Buena",0.189,0.196,0.117
"P16","Ni buena ni mala",0.273,0.151,0.386
"P16","Mala",0.159,0.259,0.159
"P16","Muy mala",0.068,0.273,0.114
"P16","No sabe",0.023,0.034,0.13
"P17","Muy buena",0.262,0.062,0.093
"P17","Buena",0.187,0.204,0.113
"P17","Ni buena ni mala",0.18,0.111,0.313
"P17","Mala",0.164,0.238,0.167
"P17","Muy mala",0.189,0.374,0.229
"P17","No sabe",0.018,0.011,0.085
"P18","Muy buena",0.364,0.253,0.249
"P18","Buena",0.192,0.228,0.102
"P18","Ni buena ni mala",0.14,0.094,0.265
"P18","Mala",0.127,0.191,0.157
"P18","Muy mala",0.16,0.226,0.156
"P18","No sabe",0.017,0.008,0.071
"P20","Muy buena",0.219,0.04,0.051
"P20","Buena",0.182,0.211,0.093
"P20","Ni buena ni mala",0.329,0.163,0.449
"P20","Mala",0.132,0.233,0.12
"P20","Muy mala",0.09,0.315,0.098
"P20","No sabe",0.048,0.038,0.189
"P23","Gobierno nacional",0.463,0.137,0.203
"P23","Gobierno provincial",0.41,0.772,0.447
"P23","No sabe",0.127,0.091,0.35
"P24","El gobierno anterior de Omar Gutierrez",0.475,0.4,0.391
"P24","El actual gobierno de Rolo Figueroa",0.157,0.376,0.105
"P24","No sabe",0.368,0.224,0.504
"P25","El gobierno anterior de Alberto Fernández",0.513,0.473,0.297
"P25","El actual gobierno de Javier Milei",0.4,0.44,0.513
"P25","No sabe",0.087,0.087,0.19
"P26","Si",0.859,0.768,0.721
"P26","No",0.141,0.232,0.279
"P27","Si",0.388,0.239,0.196
"P27","No estoy seguro",0.383,0.476,0.378
"P27","No",0.117,0.204,0.213
"P27","No sabe",0.112,0.081,0.213
"P28","Espionaje por medio del Monitoreo de telecomunicaciones satelitales",0.228,0.314,0.225
"P28","Investigaciones científicas no declaradas con fines secretos",0.288,0.319,0.156
"P28","Prestar servicios de comunicación y posicionamiento global al ejército Chino",0.136,0.177,0.149
"P28","Otro",0.09,0.087,0.155
"P28","No sabe",0.258,0.103,0.315
"P29","Es imposible",0.346,0.309,0.199
"P29","Es muy difícil",0.27,0.359,0.205
"P29","Es bastante factible",0.129,0.081,0.171
"P29","Es posible",0.154,0.205,0.144
"P29","No sabe",0.101,0.046,0.281
"P30","Si",0.466,0.442,0.323
"P30","Es probable",0.171,0.287,0.168
"P30","No",0.26,0.193,0.252
"P30","No sabe",0.103,0.078,0.257
"P31","De acuerdo",0.602,0.567,0.376
"P31","Ni de acuerdo ni en desacuerdo",0.181,0.181,0.226
"P31","En desacuerdo",0.169,0.213,0.211
"P31","No sabe",0.048,0.039,0.187
"P32","Si",0.824,0.563,0.514
"P32","No",0.089,0.315,0.119
"P32","No sabe",0.087,0.122,0.367
"P33","Muy de acuerdo",0.232,0.281,0.133
"P33","De acuerdo",0.158,0.273,0.186
"P33","Ni de acuerdo ni en desacuerdo",0.121,0.177,0.201
"P33","En desacuerdo",0.397,0.223,0.326
"P33","Muy en desacuerdo",0.073,0.034,0.107
"P33","No sabe",0.019,0.012,0.047
"P34","Si",0.723,0.687,0.553
"P34","No",0.277,0.313,0.447
"P35","Muy de acuerdo",0.259,0.266,0.147
"P35","De acuerdo",0.18,0.32,0.14
"P35","Ni de acuerdo ni en desacuerdo",0.164,0.123,0.196
"P35","En desacuerdo",0.296,0.187,0.275
"P35","Muy en desacuerdo",0.092,0.101,0.213
"P35","No sabe",0.009,0.003,0.029
"P36","1-Excelente",0.284,0.214,0.142
"P36","2",0.109,0.132,0.139
"P36","3",0.076,0.046,0.046
"P36","4",0.046,0.035,0.089
"P36","5",0.21,0.09,0.163
"P36","6",0.038,0.02,0.025
