"var","categoria","Si","No"
"P08","Empleado sector publico",0.294,0.246
"P08","Empleado sector privado",0.29,0.256
"P08","Changas o trabajos eventuales",0.188,0.187
"P08","Estudiante",0.043,0.017
"P08","Amas de casa",0.063,0.081
"P08","Profesional o independiente",0.065,0.039
"P08","Comerciante, emprendedor o empresario",0.023,0.081
"P08","Trabajador informal",0.007,0.008
"P08","No tengo trabajo",0.027,0.085
"P09","Siempre",0.244,0.259
"P09","Casi siempre",0.348,0.371
"P09","Casi nunca",0.308,0.253
"P09","Nunca, pero esta es una excepción",0.1,0.117
"P10","Muy buena",0.19,0.192
"P10","Buena",0.194,0.241
"P10","Ni buena ni mala",0.368,0.318
"P10","Mala",0.147,0.125
"P10","Muy mala",0.088,0.051
"P10","No sabe",0.013,0.073
"P11","Muy buena",0.237,0.135
"P11","Buena",0.233,0.336
"P11","Ni buena ni mala",0.289,0.295
"P11","Mala",0.143,0.104
"P11","Muy mala",0.084,0.046
"P11","No sabe",0.014,0.084
"P13","Muy buena",0.229,0.167
"P13","Buena",0.211,0.299
"P13","Ni buena ni mala",0.3,0.299
"P13","Mala",0.157,0.118
"P13","Muy mala",0.093,0.048
"P13","No sabe",0.01,0.069
"P14","Muy buena",0.146,0.141
"P14","Buena",0.123,0.266
"P14","Ni buena ni mala",0.232,0.263
"P14","Mala",0.299,0.175
"P14","Muy mala",0.173,0.092
"P14","No sabe",0.027,0.063
"P15","Muy buena",0.162,0.157
"P15","Buena",0.116,0.232
"P15","Ni buena ni mala",0.318,0.288
"P15","Mala",0.212,0.134
"P15","Muy mala",0.162,0.077
"P15","No sabe",0.03,0.112
"P16","Muy buena",0.185,0.186
"P16","Buena",0.15,0.258
"P16","Ni buena ni mala",0.252,0.211
"P16","Mala",0.211,0.159
"P16","Muy mala",0.17,0.078
"P16","No sabe",0.032,0.108
"P17","Muy buena",0.175,0.133
"P17","Buena",0.163,0.229
"P17","Ni buena ni mala",0.167,0.201
"P17","Mala",0.191,0.18
"P17","Muy mala",0.297,0.159
"P17","No sabe",0.007,0.098
"P18","Muy buena",0.361,0.17
"P18","Buena",0.153,0.241
"P18","Ni buena ni mala",0.109,0.192
"P18","Mala",0.15,0.204
"P18","Muy mala",0.218,0.114
"P18","No sabe",0.009,0.079
"P20","Muy buena",0.139,0.106
"P20","Buena",0.141,0.248
"P20","Ni buena ni mala",0.288,0.285
"P20","Mala",0.195,0.094
"P20","Muy mala",0.189,0.118
"P20","No sabe",0.048,0.149
