"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P08","Empleado sector publico",0.358,0.29,0.179,0.271,0.254,0.338
"P08","Empleado sector privado",0.251,0.304,0.278,0.284,0.308,0
"P08","Changas o trabajos eventuales",0.216,0.192,0.221,0.134,0.203,0.134
"P08","Estudiante",0.01,0.005,0.079,0.048,0.055,0
"P08","Amas de casa",0.031,0.072,0.099,0.104,0.03,0
"P08","Profesional o independiente",0.071,0.055,0.059,0.047,0.054,0
"P08","Comerciante, emprendedor o empresario",0.027,0.041,0.006,0.051,0.053,0.452
"P08","Trabajador informal",0.004,0.004,0.011,0.014,0.002,0
"P08","No tengo trabajo",0.032,0.037,0.068,0.047,0.041,0.076
"P09","Siempre",0.352,0.292,0.207,0.17,0.175,0.276
"P09","Casi siempre",0.293,0.419,0.378,0.327,0.42,0.162
"P09","Casi nunca",0.256,0.232,0.342,0.356,0.282,0
"P09","Nunca, pero esta es una excepción",0.099,0.057,0.073,0.147,0.123,0.562
"P10","Muy buena",0.326,0.147,0.101,0.18,0.149,0.151
"P10","Buena",0.162,0.306,0.234,0.217,0.105,0
"P10","Ni buena ni mala",0.231,0.33,0.444,0.377,0.468,0.248
"P10","Mala",0.123,0.152,0.148,0.13,0.163,0.039
"P10","Muy mala",0.144,0.06,0.025,0.057,0.071,0.076
"P10","No sabe",0.014,0.005,0.048,0.039,0.044,0.486
"P11","Muy buena",0.344,0.181,0.168,0.181,0.063,0.151
"P11","Buena",0.181,0.396,0.203,0.297,0.229,0.243
"P11","Ni buena ni mala",0.162,0.206,0.446,0.328,0.444,0.044
"P11","Mala",0.168,0.141,0.101,0.124,0.107,0
"P11","Muy mala",0.136,0.068,0.037,0.033,0.073,0
"P11","No sabe",0.009,0.008,0.045,0.037,0.084,0.562
"P13","Muy buena",0.36,0.159,0.164,0.172,0.149,0.151
"P13","Buena",0.138,0.391,0.245,0.252,0.157,0.05
"P13","Ni buena ni mala",0.169,0.218,0.419,0.341,0.471,0.198
"P13","Mala",0.171,0.138,0.105,0.162,0.122,0
"P13","Muy mala",0.153,0.082,0.022,0.052,0.057,0
"P13","No sabe",0.009,0.012,0.045,0.021,0.044,0.601
"P14","Muy buena",0.29,0.146,0.088,0.066,0.1,0
"P14","Buena",0.125,0.33,0.123,0.148,0.09,0
