"var","categoria","Si","No","No sabe"
"P08","Empleado sector publico",0.475,0.211,0.126
"P08","Empleado sector privado",0.181,0.366,0.171
"P08","Changas o trabajos eventuales",0.165,0.158,0.41
"P08","Estudiante",0.028,0.05,0.041
"P08","Amas de casa",0.028,0.075,0.11
"P08","Profesional o independiente",0.039,0.051,0.067
"P08","Comerciante, emprendedor o empresario",0.022,0.05,0.044
"P08","Trabajador informal",0.009,0.004,0.004
"P08","No tengo trabajo",0.053,0.035,0.027
"P09","Siempre",0.365,0.192,0.174
"P09","Casi siempre",0.245,0.353,0.264
"P09","Casi nunca",0.32,0.307,0.425
"P09","Nunca, pero esta es una excepción",0.07,0.148,0.137
"P10","Muy buena",0.342,0.082,0.111
"P10","Buena",0.201,0.153,0.164
"P10","Ni buena ni mala",0.363,0.366,0.604
"P10","Mala",0.079,0.193,0.112
"P10","Muy mala",0.004,0.2,0.004
"P10","No sabe",0.011,0.006,0.005
"P11","Muy buena",0.357,0.124,0.087
"P11","Buena",0.33,0.147,0.301
"P11","Ni buena ni mala",0.266,0.321,0.499
"P11","Mala",0.037,0.198,0.093
"P11","Muy mala",0.005,0.186,0.011
"P11","No sabe",0.005,0.024,0.009
"P12","Muy buena",0.402,0.046,0.054
"P12","Buena",0.289,0.078,0.127
"P12","Ni buena ni mala",0.199,0.186,0.616
"P12","Mala",0.066,0.26,0.123
"P12","Muy mala",0.036,0.421,0.019
"P12","No sabe",0.008,0.009,0.061
"P13","Muy buena",0.362,0.13,0.158
"P13","Buena",0.25,0.131,0.17
"P13","Ni buena ni mala",0.298,0.361,0.552
"P13","Mala",0.081,0.157,0.099
"P13","Muy mala",0.008,0.218,0.006
"P13","No sabe",0.001,0.003,0.015
"P14","Muy buena",0.287,0.074,0.103
"P14","Buena",0.243,0.107,0.088
"P14","Ni buena ni mala",0.268,0.212,0.417
"P14","Mala",0.155,0.253,0.307
"P14","Muy mala",0.027,0.354,0.056
"P14","No sabe",0.02,0,0.029
"P15","Muy buena",0.354,0.094,0.064
"P15","Buena",0.136,0.088,0.095
"P15","Ni buena ni mala",0.304,0.259,0.539
"P15","Mala",0.13,0.23,0.165
"P15","Muy mala",0.048,0.297,0.08
"P15","No sabe",0.028,0.032,0.057
"P16","Muy buena",0.358,0.1,0.162
"P16","Buena",0.167,0.094,0.149
"P16","Ni buena ni mala",0.281,0.203,0.471
"P16","Mala",0.11,0.236,0.183
"P16","Muy mala",0.052,0.352,0.027
"P16","No sabe",0.032,0.015,0.008
"P17","Muy buena",0.297,0.106,0.072
"P17","Buena",0.186,0.099,0.193
"P17","Ni buena ni mala",0.232,0.135,0.27
"P17","Mala",0.122,0.175,0.214
"P17","Muy mala",0.132,0.449,0.245
"P17","No sabe",0.031,0.036,0.006
"P18","Muy buena",0.339,0.327,0.281
"P18","Buena",0.169,0.131,0.12
"P18","Ni buena ni mala",0.166,0.132,0.263
"P18","Mala",0.156,0.167,0.166
"P18","Muy mala",0.161,0.221,0.165
"P18","No sabe",0.009,0.022,0.005
"P19","Muy buena",0.472,0.018,0
"P19","Buena",0.291,0.065,0.181
"P19","Ni buena ni mala",0.17,0.247,0.592
"P19","Mala",0.027,0.277,0.086
"P19","Muy mala",0.036,0.377,0.047
"P19","No sabe",0.004,0.016,0.094
"P20","Muy buena",0.405,0.024,0.024
"P20","Buena",0.29,0.053,0.069
"P20","Ni buena ni mala",0.203,0.186,0.682
"P20","Mala",0.043,0.256,0.089
"P20","Muy mala",0.036,0.45,0.043
"P20","No sabe",0.023,0.031,0.093
"P21","Si",0.726,0.317,0.257
"P21","No",0.145,0.524,0.107
"P21","No sabe",0.129,0.159,0.636
"P23","Gobierno nacional",0.53,0.179,0.236
"P23","Gobierno provincial",0.405,0.772,0.476
"P23","No sabe",0.065,0.049,0.288
"P24","El gobierno anterior de Omar Gutierrez",0.329,0.495,0.395
"P24","El actual gobierno de Rolo Figueroa",0.284,0.198,0.168
"P24","No sabe",0.387,0.307,0.437
"P25","El gobierno anterior de Alberto Fernández",0.411,0.255,0.377
"P25","El actual gobierno de Javier Milei",0.482,0.6,0.556
"P25","No sabe",0.107,0.145,0.067
"P26","Si",0.892,0.841,0.804
"P26","No",0.108,0.159,0.196
"P27","Si",0.478,0.228,0.209
"P27","No estoy seguro",0.337,0.394,0.374
"P27","No",0.083,0.239,0.205
"P27","No sabe",0.102,0.139,0.212
"P28","Espionaje por medio del Monitoreo de telecomunicaciones satelitales",0.175,0.323,0.158
"P28","Investigaciones científicas no declaradas con fines secretos",0.18,0.151,0.199
"P28","Prestar servicios de comunicación y posicionamiento global al ejército Chino",0.158,0.205,0.191
"P28","Otro",0.088,0.134,0.171
"P28","No sabe",0.399,0.187,0.281
"P29","Es imposible",0.368,0.331,0.188
"P29","Es muy difícil",0.274,0.274,0.31
"P29","Es bastante factible",0.124,0.112,0.082
"P29","Es posible",0.141,0.132,0.206
"P29","No sabe",0.093,0.151,0.214
"P30","Si",0.361,0.534,0.488
"P30","Es probable",0.23,0.166,0.143
"P30","No",0.286,0.181,0.225
"P30","No sabe",0.123,0.119,0.144
"P31","De acuerdo",0.531,0.656,0.547
"P31","Ni de acuerdo ni en desacuerdo",0.169,0.139,0.234
"P31","En desacuerdo",0.224,0.185,0.131
"P31","No sabe",0.076,0.02,0.088
"P32","Si",0.795,0.615,0.615
"P32","No",0.088,0.222,0.112
"P32","No sabe",0.117,0.163,0.273
"P33","Muy de acuerdo",0.245,0.235,0.263
"P33","De acuerdo",0.156,0.225,0.099
"P33","Ni de acuerdo ni en desacuerdo",0.182,0.205,0.233
"P33","En desacuerdo",0.345,0.244,0.325
"P33","Muy en desacuerdo",0.069,0.083,0.08
"P33","No sabe",0.003,0.008,0
"P34","Si",0.738,0.746,0.611
"P34","No",0.262,0.254,0.389
"P35","Muy de acuerdo",0.343,0.208,0.157
"P35","De acuerdo",0.145,0.227,0.216
"P35","Ni de acuerdo ni en desacuerdo",0.091,0.214,0.236
"P35","En desacuerdo",0.313,0.203,0.138
"P35","Muy en desacuerdo",0.108,0.141,0.207
"P35","No sabe",0,0.007,0.046
"P36","1-Excelente",0.318,0.236,0.098
"P36","2",0.123,0.094,0.18
"P36","3",0.031,0.105,0.052
"P36","4",0.068,0.021,0.058
"P36","5",0.187,0.134,0.186
"P36","6",0.042,0.013,0.042
"P36","7",0.053,0.033,0.055
"P36","8",0.016,0.033,0.07
"P36","9-Pésimo",0.115,0.267,0.107
"P36","No sabe",0.047,0.064,0.152
"P37","1-Excelente",0.279,0.151,0.074
"P37","2",0.126,0.137,0.196
"P37","3",0.061,0.062,0.049
"P37","4",0.059,0.069,0.052
"P37","5",0.162,0.09,0.205
"P37","6",0.095,0.026,0.134
"P37","7",0.054,0.054,0.033
"P37","8",0.054,0.055,0.032
"P37","9-Pésimo",0.09,0.283,0.096
"P37","No sabe",0.02,0.073,0.129
"P38","1-Excelente",0.288,0.178,0.078
"P38","2",0.086,0.077,0.186
"P38","3",0.09,0.082,0.102
"P38","4",0.079,0.107,0.036
"P38","5",0.157,0.065,0.138
"P38","6",0.082,0.037,0.126
"P38","7",0.059,0.034,0.081
"P38","8",0.03,0.056,0.042
"P38","9-Pésimo",0.1,0.312,0.071
"P38","No sabe",0.029,0.052,0.14
"P39","1-Excelente",0.258,0.146,0.083
"P39","2",0.097,0.107,0.144
"P39","3",0.104,0.067,0.127
"P39","4",0.092,0.074,0.046
"P39","5",0.164,0.117,0.132
"P39","6",0.04,0.032,0.063
"P39","7",0.07,0.032,0.057
"P39","8",0.046,0.04,0.127
"P39","9-Pésimo",0.09,0.292,0.08
"P39","No sabe",0.039,0.093,0.141
"P40","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.573,0.279,0.374
"P40","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.224,0.178,0.166
"P40","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.128,0.277,0.253
"P40","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.062,0.231,0.162
"P40","No sabe",0.013,0.035,0.045
"P41","Oponerse totalmente y no concurrir a la convocatoria",0.534,0.175,0.164
"P41","Oponerse parcialmente y concurrir a la convocatoria",0.18,0.125,0.323
"P41","Apoyar la iniciativa del gobierno nacional y negociar otros temas en discusión",0.228,0.374,0.313
"P41","Apoyar totalmente la iniciativa del gobierno nacional",0.054,0.294,0.166
"P41","No sabe",0.004,0.032,0.034
"P42","Oponerse totalmente",0.515,0.175,0.255
"P42","Oponerse parcialmente",0.136,0.078,0.248
"P42","Apoyar parcialmente",0.226,0.305,0.273
"P42","Apoyar totalmente",0.104,0.393,0.18
"P42","No sabe",0.019,0.049,0.044
"P43","Inseguridad y narcotráfico",0.379,0.399,0.407
"P43","Altos impuestos y tarifas",0.224,0.175,0.255
"P43","Educación y estado de las escuelas",0.222,0.166,0.106
"P43","Inflación",0.095,0.122,0.172
"P43","Estado de la salud",0.07,0.07,0.054
"P43","Corrupción",0,0.038,0
"P43","Pobreza",0.005,0.003,0.002
"P43","Medio ambiente, incendios y contaminación",0,0.027,0
"P43","Falta de trabajo",0,0,0
"P43","No sabe",0.005,0,0.004
"P47","Muy buena",0.269,0.067,0.036
"P47","Buena",0.29,0.212,0.256
"P47","Ni buena ni mala",0.277,0.298,0.464
"P47","Mala",0.142,0.239,0.147
"P47","Muy mala",0.022,0.175,0.089
"P47","No sabe",0,0.009,0.008
"P48","Peor",0.445,0.411,0.355
"P48","Igual",0.379,0.416,0.507
"P48","Mejor",0.161,0.118,0.09
"P48","No sabe",0.015,0.055,0.048
"P49","Peor",0.491,0.385,0.195
"P49","Igual",0.237,0.375,0.351
"P49","Mejor",0.23,0.204,0.305
"P49","No sabe",0.042,0.036,0.149
"P50","El gobierno de Javier Milei",0.576,0.188,0.205
"P50","El gobierno de Alberto Fernández",0.303,0.685,0.636
"P50","Ambos",0.115,0.103,0.154
"P50","No sabe",0.006,0.024,0.005
"P51","Javier Milei",0.435,0.579,0.453
"P51","Los gobernadores",0.483,0.286,0.417
"P51","No sabe",0.082,0.135,0.13
"P52","Muy buena",0.374,0.101,0.117
"P52","Buena",0.089,0.062,0.15
"P52","Ni buena ni mala",0.146,0.032,0.044
"P52","Mala",0.145,0.175,0.279
"P52","Muy mala",0.242,0.63,0.41
"P52","No sabe",0.004,0,0
"P53","Muy buena",0.243,0.169,0.059
"P53","Buena",0.102,0.158,0.166
"P53","Ni buena ni mala",0.15,0.27,0.288
"P53","Mala",0.241,0.177,0.143
"P53","Muy mala",0.258,0.218,0.344
"P53","No sabe",0.006,0.008,0
"P54","Muy buena",0.328,0.376,0.288
"P54","Buena",0.214,0.234,0.219
"P54","Ni buena ni mala",0.058,0.155,0.246
"P54","Mala",0.169,0.094,0.169
"P54","Muy mala",0.229,0.133,0.078
"P54","No sabe",0.002,0.008,0
"P55","Muy buena",0.246,0.216,0.187
"P55","Buena",0.209,0.162,0.287
"P55","Ni buena ni mala",0.132,0.307,0.246
"P55","Mala",0.174,0.078,0.083
"P55","Muy mala",0.234,0.199,0.136
"P55","No sabe",0.005,0.038,0.061
"P56","Muy buena",0.402,0.464,0.274
"P56","Buena",0.116,0.183,0.269
"P56","Ni buena ni mala",0.137,0.1,0.181
"P56","Mala",0.121,0.075,0.067
"P56","Muy mala",0.211,0.169,0.148
"P56","No sabe",0.013,0.009,0.061
"P57","Muy buena",0.22,0.136,0.125
"P57","Buena",0.12,0.19,0.293
"P57","Ni buena ni mala",0.41,0.319,0.299
"P57","Mala",0.128,0.129,0.173
"P57","Muy mala",0.095,0.204,0.029
"P57","No sabe",0.027,0.022,0.081
"P58","Muy buena",0.257,0.238,0.155
"P58","Buena",0.11,0.305,0.249
"P58","Ni buena ni mala",0.207,0.191,0.304
"P58","Mala",0.146,0.066,0.06
"P58","Muy mala",0.274,0.195,0.171
"P58","No sabe",0.006,0.005,0.061
"P59","Muy buena",0.241,0.217,0.113
"P59","Buena",0.146,0.189,0.083
"P59","Ni buena ni mala",0.232,0.253,0.52
"P59","Mala",0.139,0.07,0.152
"P59","Muy mala",0.184,0.185,0.062
"P59","No sabe",0.058,0.086,0.07
