"var","categoria","1-Excelente","2","3","4","5","6","7","8","9-Pésimo","No sabe"
"P08","Empleado sector publico",0.512,0.249,0.304,0.234,0.191,0.181,0.281,0.244,0.233,0.189
"P08","Empleado sector privado",0.2,0.307,0.276,0.484,0.341,0.389,0.306,0.248,0.246,0.176
"P08","Changas o trabajos eventuales",0.154,0.267,0.225,0.108,0.161,0.156,0.075,0.098,0.269,0.371
"P08","Estudiante",0.012,0,0.032,0,0.03,0.089,0.186,0.099,0.059,0.01
"P08","Amas de casa",0.059,0.031,0.045,0.055,0.037,0.07,0.032,0.145,0.053,0.039
"P08","Profesional o independiente",0.023,0.086,0.079,0.053,0.056,0.068,0.016,0.109,0.033,0.037
"P08","Comerciante, emprendedor o empresario",0.008,0.007,0.009,0.031,0.104,0.018,0.015,0.031,0.04,0.155
"P08","Trabajador informal",0.012,0.005,0.008,0.015,0.014,0.002,0,0,0.002,0
"P08","No tengo trabajo",0.02,0.048,0.022,0.02,0.066,0.027,0.089,0.026,0.065,0.023
"P09","Siempre",0.487,0.198,0.293,0.129,0.123,0.221,0.114,0.138,0.182,0.329
"P09","Casi siempre",0.315,0.458,0.33,0.403,0.456,0.431,0.245,0.44,0.231,0.226
"P09","Casi nunca",0.108,0.27,0.319,0.343,0.323,0.28,0.601,0.172,0.399,0.293
"P09","Nunca, pero esta es una excepción",0.09,0.074,0.058,0.125,0.098,0.068,0.04,0.25,0.188,0.152
"P10","Muy buena",0.454,0.144,0.111,0.183,0.159,0.047,0.076,0.3,0.119,0.217
"P10","Buena",0.095,0.368,0.243,0.215,0.295,0.271,0.32,0.16,0.082,0.137
"P10","Ni buena ni mala",0.278,0.25,0.474,0.389,0.376,0.512,0.476,0.32,0.296,0.351
"P10","Mala",0.073,0.187,0.075,0.171,0.131,0.116,0.121,0.187,0.267,0.073
"P10","Muy mala",0.074,0.05,0,0,0.013,0.012,0.007,0.033,0.232,0.112
"P10","No sabe",0.026,0.001,0.097,0.042,0.026,0.042,0,0,0.004,0.11
"P11","Muy buena",0.475,0.171,0.188,0.212,0.205,0.151,0.213,0.207,0.053,0.121
"P11","Buena",0.147,0.388,0.321,0.311,0.36,0.284,0.249,0.343,0.129,0.218
"P11","Ni buena ni mala",0.216,0.286,0.329,0.218,0.333,0.373,0.375,0.216,0.27,0.304
"P11","Mala",0.055,0.066,0.049,0.23,0.066,0.12,0.155,0.206,0.354,0.087
"P11","Muy mala",0.086,0.074,0.015,0.015,0.01,0.04,0,0.028,0.179,0.107
