"var","categoria","Si","No"
"P04","Tengo trabajo estable",0.486,0.365
"P04","Realizo changas o trabajos de vez en cuando",0.147,0.236
"P04","No tengo trabajo",0.153,0.149
"P04","Soy jubilado o pensionado",0.214,0.25
"P05","1",0.268,0.232
"P05","2",0.076,0.054
"P05","3",0.066,0.053
"P05","4",0.063,0.063
"P05","5",0.196,0.247
"P05","6",0.065,0.063
"P05","7",0.079,0.07
"P05","8",0.053,0.041
"P05","9",0.134,0.177
"P06","1",0.268,0.266
"P06","2",0.058,0.049
"P06","3",0.038,0.036
"P06","4",0.048,0.043
"P06","5",0.168,0.212
"P06","6",0.031,0.033
"P06","7",0.092,0.069
"P06","8",0.069,0.047
"P06","9",0.228,0.245
"P07","1",0.402,0.407
"P07","2",0.032,0.025
"P07","3",0.027,0.023
"P07","4",0.01,0.033
"P07","5",0.123,0.097
"P07","6",0.023,0.038
"P07","7",0.049,0.044
"P07","8",0.049,0.027
"P07","9",0.285,0.306
"P09","Del Frente de Todos y el peronismo",0.358,0.334
"P09","De Juntos por el cambio",0.338,0.324
"P09","De los Liberales libertarios",0.189,0.175
"P09","De la Izquierda",0.027,0.028
"P09","No sabe",0.088,0.139
"P10","A Alberto Fernández",0.158,0.115
"P10","A Sergio Massa",0.179,0.239
"P10","A algún candidato del peronismo",0.136,0.101
"P10","A algún candidato del kirchnerismo",0.527,0.545
"P11","A Alberto Fernández",0.131,0.037
"P11","A Sergio Massa",0.131,0.206
"P11","A algún candidato del peronismo",0.099,0.077
"P11","A Cristina Fernández de Kirchner",0.639,0.68
"P12","A Horacio Rodriguez Larreta",0.23,0.202
"P12","A Mauricio Macri",0.359,0.267
"P12","A Patricia Bullrich",0.321,0.469
"P12","A Facundo Manes",0.048,0.045
"P12","A Gerardo Morales",0.042,0.017
"P13","Seguro lo votaria",0.072,0.106
"P13","Quizás lo votaría",0.378,0.377
"P13","Nunca lo votaría",0.55,0.517
"P14","Lo votaría",0.22,0.217
"P14","Puede que lo vote",0.212,0.144
"P14","Nunca lo votaría",0.507,0.518
"P14","No sabe",0.061,0.121
"P15","Lo votaría",0.146,0.152
"P15","Puede que lo vote",0.181,0.211
"P15","Nunca lo votaría",0.616,0.564
"P15","No sabe",0.057,0.073
"P16","Lo votaría",0.091,0.069
"P16","Puede que lo vote",0.194,0.201
"P16","Nunca lo votaría",0.658,0.629
"P16","No sabe",0.057,0.101
