"var","categoria","Gran excedente habitual","Gran excedente excepcional","Pequeño excedente habitual","Pequeño excedente excepcional","Alcanza gastos familia","No alcanza gastos familia","Solo NBFamiliares","No alcanza NBFamiliares","No sabe"
"P13","Muy buena",0.09,0,0,0.018,0.019,0.076,0.011,0.12,0
"P13","Buena",0.351,0,0.245,0.175,0.114,0.099,0.121,0.119,0
"P13","Ni buena ni mala",0,0,0.184,0.401,0.208,0.333,0.203,0.382,0.633
"P13","Mala",0.082,0,0.529,0.282,0.318,0.385,0.447,0.203,0.367
"P13","Muy mala",0.477,0,0.042,0.124,0.269,0.107,0.124,0.17,0
"P13","No sabe",0,0,0,0,0.072,0,0.094,0.006,0
"P14","Muy buena",0.354,0,0.204,0.304,0.337,0.376,0.241,0.145,0.36
"P14","Buena",0.381,0,0.121,0.205,0.215,0.094,0.141,0.124,0
"P14","Ni buena ni mala",0,0,0.262,0.234,0.094,0.044,0.143,0.168,0.64
"P14","Mala",0.091,0,0.201,0.054,0.083,0.069,0.101,0.187,0
"P14","Muy mala",0.174,0,0.212,0.203,0.271,0.409,0.347,0.356,0
"P14","No sabe",0,0,0,0,0,0.008,0.027,0.02,0
"P15","Muy buena",0,0,0,0,0.011,0.064,0.011,0.155,0
"P15","Buena",0,0,0.157,0.068,0.138,0.132,0.099,0.113,0
"P15","Ni buena ni mala",0.729,0,0.229,0.503,0.253,0.438,0.422,0.319,0.265
"P15","Mala",0.092,0,0.15,0.276,0.309,0.104,0.24,0.182,0.37
"P15","Muy mala",0.179,0,0.447,0.101,0.215,0.262,0.179,0.197,0.365
"P15","No sabe",0,0,0.017,0.052,0.074,0,0.049,0.034,0
"P19","Muy buena",0.462,0,0,0.019,0.066,0.095,0.084,0.071,0
"P19","Buena",0,0,0.129,0.116,0.1,0.181,0.098,0.11,0
"P19","Ni buena ni mala",0,0,0.631,0.539,0.317,0.17,0.356,0.388,0.25
"P19","Mala",0.174,0,0.192,0.244,0.232,0.36,0.296,0.198,0.364
"P19","Muy mala",0.364,0,0.031,0.082,0.28,0.091,0.121,0.169,0.386
"P19","No sabe",0,0,0.017,0,0.005,0.103,0.045,0.064,0
"P20","Gobierno nacional",0.478,0,0.174,0.076,0.179,0.393,0.317,0.399,0
"P20","Gobierno provincial",0.522,0,0.566,0.514,0.709,0.544,0.488,0.342,0.735
"P20","No sabe",0,0,0.26,0.41,0.112,0.063,0.195,0.259,0.265
"P21","El anterior gobierno de Arabela Carreras",1,0,0.189,0.122,0.128,0.418,0.423,0.495,0.482
"P21","El actual gobierno de Alberto Weretilneck",0,0,0.256,0.413,0.483,0.582,0.521,0.391,0.518
"P21","No sabe",0,0,0.555,0.465,0.389,0,0.056,0.114,0
"P22","El anterior gobierno de Alberto Fernández",0.411,0,0.091,0.25,0.232,0.149,0.49,0.164,0
"P22","El actual gobierno de Javier Milei",0.589,0,0.818,0.75,0.768,0.851,0.373,0.743,0
"P22","No sabe",0,0,0.091,0,0,0,0.137,0.093,0
"P23","Empleado sector publico",0.043,0,0.225,0.046,0.124,0.111,0.19,0.117,0
"P23","Empleado sector privado",0.519,0,0.219,0.257,0.265,0.275,0.275,0.206,0.412
"P23","Changas o trabajos eventuales",0,0,0.076,0.257,0.112,0.289,0.126,0.324,0.588
"P23","Estudiante",0.353,0,0.163,0.018,0.041,0.069,0.049,0,0
"P23","Amas de casa",0,0,0.084,0.018,0.043,0.056,0.084,0.115,0
"P23","Profesional o independiente",0,0,0.153,0.296,0.321,0.071,0.106,0.033,0
"P23","Comerciante, emprendedor o empresario",0.085,0,0.063,0.075,0.064,0.023,0.023,0.015,0
"P23","Trabajador informal",0,0,0,0,0.004,0,0.023,0.038,0
"P23","No tengo trabajo",0,0,0.017,0.033,0.026,0.106,0.124,0.152,0
"P24","Muy de acuerdo",0.126,0,0.104,0.012,0.073,0.174,0.152,0.284,0
"P24","De acuerdo",0.788,0,0.135,0.068,0.233,0.256,0.316,0.149,0
"P24","Ni de acuerdo ni en desacuerdo",0,0,0.661,0.48,0.45,0.286,0.319,0.264,1
"P24","En desacuerdo",0.086,0,0.011,0.334,0.082,0.123,0.132,0.162,0
"P24","Muy en desacuerdo",0,0,0.07,0.106,0.125,0.161,0.036,0.123,0
"P24","No sabe",0,0,0.019,0,0.037,0,0.045,0.018,0
"P25","Muy de acuerdo",0,0,0.078,0.166,0.202,0.076,0.102,0.145,0
"P25","De acuerdo",0.367,0,0.092,0.258,0.27,0.172,0.141,0.09,0
"P25","Ni de acuerdo ni en desacuerdo",0,0,0.186,0.318,0.293,0.276,0.199,0.177,0.603
"P25","En desacuerdo",0.633,0,0.366,0.121,0.166,0.346,0.33,0.361,0.397
"P25","Muy en desacuerdo",0,0,0.278,0.137,0.069,0.13,0.222,0.211,0
"P25","No sabe",0,0,0,0,0,0,0.006,0.016,0
"P26","Si",0.912,0,0.864,0.619,0.678,0.627,0.623,0.552,0.4
"P26","No",0.088,0,0.136,0.381,0.322,0.373,0.377,0.448,0.6
"P27","Muy de acuerdo",0.704,0,0.101,0.144,0.219,0.057,0.249,0.108,0
"P27","De acuerdo",0.128,0,0.144,0.065,0.137,0.241,0.107,0.206,0
"P27","Ni de acuerdo ni en desacuerdo",0.037,0,0.151,0.345,0.28,0.233,0.306,0.213,0.599
"P27","En desacuerdo",0.088,0,0.427,0.086,0.243,0.376,0.226,0.224,0.401
"P27","Muy en desacuerdo",0.043,0,0.177,0.36,0.121,0.093,0.106,0.249,0
"P27","No sabe",0,0,0,0,0,0,0.006,0,0
"P28","Si",0.576,0,0.908,0.621,0.756,0.65,0.699,0.536,0.475
"P28","No",0.424,0,0.092,0.379,0.244,0.35,0.301,0.464,0.525
"P29","Muy de acuerdo",0,0,0.17,0.277,0.137,0.128,0.182,0.19,0
"P29","De acuerdo",0.918,0,0.276,0.094,0.405,0.194,0.274,0.098,0
"P29","Ni de acuerdo ni en desacuerdo",0.082,0,0.235,0.373,0.191,0.219,0.223,0.216,1
"P29","En desacuerdo",0,0,0.104,0.111,0.123,0.374,0.2,0.333,0
"P29","Muy en desacuerdo",0,0,0.186,0.095,0.094,0.071,0.119,0.132,0
"P29","No sabe",0,0,0.029,0.05,0.05,0.014,0.002,0.031,0
"P30","No estaba enterado",0.651,0,0.033,0.441,0.181,0.196,0.199,0.237,0
"P30","De acuerdo",0.081,0,0.78,0.386,0.613,0.358,0.41,0.178,1
"P30","En desacuerdo",0.062,0,0.144,0.158,0.159,0.435,0.3,0.523,0
"P30","No sabe",0.206,0,0.043,0.015,0.047,0.011,0.091,0.062,0
"P31","No tengo cable ni internet",0.14,0,0.095,0.325,0.088,0.062,0.111,0.274,0
"P31","Si tuve",0.36,0,0.178,0.475,0.571,0.67,0.638,0.459,1
"P31","No tuve",0.5,0,0.727,0.2,0.341,0.268,0.251,0.267,0
"P32","Reclamando directamente a la empresa",0,0,0.641,0.14,0.434,0.045,0.162,0.413,0
"P32","Reclamando en el Enacom porque la empresa nunca lo resolvió",0.584,0,0.118,0.293,0.403,0.364,0.44,0.293,0.484
"P32","Nunca se pudo resolver",0.416,0,0.241,0.567,0.163,0.591,0.398,0.294,0.516
"P33","1-Excelente",0,0,0.166,0.044,0.025,0.121,0.168,0.171,0.553
"P33","2",0,0,0,0.291,0.156,0.285,0.075,0.104,0
"P33","3",0,0,0.02,0.086,0.072,0,0.095,0.047,0
"P33","4",0,0,0.033,0.02,0.03,0,0.035,0.041,0
"P33","5",0,0,0.275,0.103,0.238,0.106,0.12,0.167,0.447
"P33","6",0,0,0.095,0.035,0.027,0.029,0.068,0.042,0
"P33","7",0.062,0,0,0,0.069,0.027,0.06,0.006,0
"P33","8",0.21,0,0.232,0.093,0.058,0.176,0.12,0.042,0
"P33","9-Pésimo",0.217,0,0.09,0.262,0.258,0.227,0.243,0.299,0
"P33","No sabe",0.511,0,0.089,0.066,0.067,0.029,0.016,0.081,0
"P34","1-Excelente",0,0,0.248,0.021,0.186,0.139,0.196,0.168,0.555
"P34","2",0,0,0,0.055,0.036,0.273,0.06,0.077,0
"P34","3",0,0,0.025,0.123,0.149,0,0.029,0.033,0
"P34","4",0,0,0.087,0.288,0.057,0,0.094,0.042,0
"P34","5",0,0,0.121,0.074,0.143,0.074,0.122,0.156,0
"P34","6",0.065,0,0.029,0,0.048,0.015,0.045,0.023,0.445
"P34","7",0,0,0.04,0.018,0.007,0.033,0.034,0.015,0
"P34","8",0,0,0.073,0.038,0.118,0.009,0.13,0.059,0
"P34","9-Pésimo",0.435,0,0.35,0.318,0.256,0.442,0.263,0.347,0
"P34","No sabe",0.5,0,0.027,0.065,0,0.015,0.027,0.08,0
"P35","1-Excelente",0,0,0.143,0,0.106,0.256,0.122,0.099,0.555
"P35","2",0,0,0.03,0.056,0.058,0.175,0.135,0.107,0
"P35","3",0,0,0.025,0.125,0.121,0.024,0.083,0.166,0
"P35","4",0,0,0.148,0.307,0.082,0.024,0.053,0.056,0.445
"P35","5",0,0,0.227,0.055,0.248,0.035,0.097,0.076,0
"P35","6",0,0,0.012,0.017,0.032,0.101,0.092,0.022,0
"P35","7",0.141,0,0.013,0.075,0.043,0,0.134,0.014,0
"P35","8",0.072,0,0.034,0.073,0.087,0.151,0.058,0.055,0
"P35","9-Pésimo",0.287,0,0.34,0.227,0.21,0.234,0.176,0.314,0
"P35","No sabe",0.5,0,0.028,0.065,0.013,0,0.05,0.091,0
"P36","1-Excelente",0,0,0.091,0.145,0.041,0.187,0.131,0.136,0.546
"P36","2",0,0,0.079,0.095,0.063,0.238,0.11,0.136,0
"P36","3",0,0,0.019,0.026,0.149,0,0.044,0.061,0
"P36","4",0,0,0.083,0,0.004,0.01,0.086,0.086,0
"P36","5",0,0,0.172,0.097,0.401,0.062,0.18,0.063,0
"P36","6",0,0,0.026,0.024,0.093,0.026,0.048,0.05,0.454
"P36","7",0,0,0,0.115,0.018,0,0.034,0.028,0
"P36","8",0.185,0,0.365,0.052,0.014,0.239,0.043,0.043,0
"P36","9-Pésimo",0.35,0,0.104,0.239,0.2,0.228,0.284,0.33,0
"P36","No sabe",0.465,0,0.061,0.207,0.017,0.01,0.04,0.067,0
"P37","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.638,0,0.268,0.283,0.186,0.513,0.406,0.698,0
"P37","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.199,0,0.391,0.264,0.231,0.337,0.211,0.055,0.488
"P37","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0,0,0.26,0.184,0.25,0.016,0.177,0.166,0.512
"P37","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.163,0,0.081,0.269,0.322,0.122,0.197,0.064,0
"P37","No sabe",0,0,0,0,0.011,0.012,0.009,0.017,0
"P38","Oponerse totalmente y no concurrir a la convocatoria",0.383,0,0.171,0.258,0.203,0.431,0.322,0.515,0
"P38","Oponerse parcialmente y concurrir a la convocatoria",0.253,0,0.456,0.143,0.069,0.216,0.166,0.197,1
"P38","Apoyar la iniciativa del gobierno nacional y negociar otros temas en discusión",0.364,0,0.145,0.32,0.497,0.212,0.323,0.213,0
"P38","Apoyar totalmente la iniciativa del gobierno nacional",0,0,0.228,0.245,0.225,0.114,0.171,0.054,0
"P38","No sabe",0,0,0,0.034,0.006,0.027,0.018,0.021,0
"P39","Oponerse totalmente",0.383,0,0.221,0.253,0.223,0.459,0.293,0.617,0
"P39","Oponerse parcialmente",0.254,0,0.48,0.148,0.043,0.213,0.114,0.094,0
"P39","Apoyar parcialmente",0.363,0,0.169,0.286,0.357,0.189,0.267,0.247,1
"P39","Apoyar totalmente",0,0,0.13,0.313,0.37,0.111,0.298,0.033,0
"P39","No sabe",0,0,0,0,0.007,0.028,0.028,0.009,0
"P40","Inseguridad y narcotráfico",0.239,0,0.493,0.306,0.254,0.399,0.243,0.507,0
"P40","Altos impuestos y tarifas",0.209,0,0.055,0.264,0.111,0.274,0.185,0.151,0
"P40","Educación y estado de las escuelas",0.176,0,0.093,0.221,0.303,0.069,0.269,0.108,1
"P40","Inflación",0.137,0,0.134,0.073,0.083,0.161,0.123,0.014,0
"P40","Estado de la salud",0.239,0,0.202,0,0.241,0.026,0.133,0.117,0
"P40","Corrupción",0,0,0.023,0,0,0.071,0.034,0.026,0
"P40","Pobreza",0,0,0,0.028,0,0,0.002,0,0
"P40","Medio ambiente, incendios y contaminación",0,0,0,0.108,0,0,0,0.008,0
"P40","Falta de trabajo",0,0,0,0,0.008,0,0.011,0.007,0
"P40","No sabe",0,0,0,0,0,0,0,0.062,0
"P44","Muy buena",0,0,0,0,0,0.037,0.038,0.045,0
"P44","Buena",0.254,0,0,0.065,0.022,0.178,0.121,0.076,0
"P44","Ni buena ni mala",0,0,0.088,0.344,0.508,0.096,0.379,0.244,1
"P44","Mala",0.328,0,0.757,0.378,0.234,0.442,0.251,0.272,0
"P44","Muy mala",0.418,0,0.155,0.213,0.228,0.247,0.175,0.363,0
"P44","No sabe",0,0,0,0,0.008,0,0.036,0,0
"P45","Peor",0.805,0,0.848,0.542,0.827,0.686,0.622,0.802,1
"P45","Igual",0.195,0,0.128,0.331,0.138,0.243,0.309,0.15,0
"P45","Mejor",0,0,0.024,0.081,0,0.036,0.026,0.029,0
"P45","No sabe",0,0,0,0.046,0.035,0.035,0.043,0.019,0
"P46","Peor",0.376,0,0.675,0.394,0.452,0.643,0.466,0.797,1
"P46","Igual",0.385,0,0.249,0.253,0.227,0.287,0.37,0.086,0
"P46","Mejor",0,0,0.076,0.329,0.265,0.037,0.119,0.096,0
"P46","No sabe",0.239,0,0,0.024,0.056,0.033,0.045,0.021,0
"P47","Javier Milei",0.175,0,0.231,0.475,0.609,0.299,0.616,0.252,0
"P47","Los gobernadores",0.615,0,0.602,0.381,0.351,0.668,0.32,0.522,0
"P47","No sabe",0.21,0,0.167,0.144,0.04,0.033,0.064,0.226,1
"P48","Muy buena",0.239,0,0.033,0.086,0.074,0.157,0.026,0.073,0
"P48","Buena",0,0,0.131,0.054,0.049,0.235,0.166,0.127,1
"P48","Ni buena ni mala",0,0,0.165,0.464,0.291,0.111,0.272,0.312,0
"P48","Mala",0.586,0,0.626,0.311,0.227,0.258,0.451,0.222,0
"P48","Muy mala",0.175,0,0.045,0.085,0.359,0.239,0.085,0.266,0
"P48","No sabe",0,0,0,0,0,0,0,0,0
"P49","Muy buena",0,0,0.023,0,0.029,0.012,0.108,0.042,1
"P49","Buena",0,0,0.07,0.089,0.028,0.203,0.098,0.046,0
"P49","Ni buena ni mala",0.137,0,0.058,0.214,0.329,0.224,0.166,0.111,0
"P49","Mala",0.624,0,0.113,0.579,0.235,0.408,0.409,0.397,0
"P49","Muy mala",0.239,0,0.736,0.118,0.379,0.153,0.219,0.394,0
"P49","No sabe",0,0,0,0,0,0,0,0.01,0
"P50","Muy buena",0,0,0.055,0,0.014,0.049,0.105,0.166,0
"P50","Buena",0,0,0.052,0.231,0.068,0.311,0.142,0.15,0
"P50","Ni buena ni mala",0.24,0,0.471,0.218,0.145,0.384,0.206,0.273,1
"P50","Mala",0.376,0,0.091,0.397,0.264,0.189,0.29,0.163,0
"P50","Muy mala",0.384,0,0.331,0.101,0.509,0.067,0.236,0.213,0
"P50","No sabe",0,0,0,0.053,0,0,0.021,0.035,0
"P51","Muy buena",0,0,0.05,0.133,0.009,0.01,0.159,0.147,0
"P51","Buena",0,0,0.189,0.155,0.181,0.243,0.143,0.046,0
"P51","Ni buena ni mala",0.415,0,0.142,0.286,0.375,0.224,0.269,0.384,1
"P51","Mala",0.24,0,0.09,0.246,0.265,0.208,0.201,0.104,0
"P51","Muy mala",0.136,0,0.529,0.101,0.067,0.148,0.22,0.255,0
"P51","No sabe",0.209,0,0,0.079,0.103,0.167,0.008,0.064,0
"P54","Muy buena",0.376,0,0.021,0,0.175,0.21,0.159,0.232,0
"P54","Buena",0.24,0,0.125,0.254,0.039,0.258,0.101,0.164,0
"P54","Ni buena ni mala",0,0,0.461,0.14,0.011,0.229,0.065,0.11,0
"P54","Mala",0.209,0,0.011,0.229,0.21,0.011,0.275,0.158,1
"P54","Muy mala",0.175,0,0.382,0.377,0.542,0.292,0.4,0.336,0
"P54","No sabe",0,0,0,0,0.023,0,0,0,0
"P55","Muy buena",0,0,0,0.052,0.035,0.078,0.13,0.041,0
"P55","Buena",0.175,0,0.298,0.217,0.322,0.167,0.154,0.114,0
"P55","Ni buena ni mala",0.239,0,0.065,0.128,0.295,0.035,0.164,0.102,1
"P55","Mala",0.137,0,0.026,0.312,0.185,0.071,0.256,0.253,0
"P55","Muy mala",0.449,0,0.611,0.291,0.163,0.649,0.293,0.482,0
"P55","No sabe",0,0,0,0,0,0,0.003,0.008,0
"P56","Muy buena",0,0,0.055,0.027,0.023,0.059,0.026,0.05,0
"P56","Buena",0,0,0.459,0.238,0.276,0.316,0.089,0.13,0
"P56","Ni buena ni mala",0.479,0,0.073,0.142,0.04,0.091,0.199,0.217,0
"P56","Mala",0.346,0,0.026,0.305,0.126,0.203,0.381,0.252,1
"P56","Muy mala",0.175,0,0.387,0.288,0.512,0.331,0.305,0.329,0
"P56","No sabe",0,0,0,0,0.023,0,0,0.022,0
"P57","Muy buena",0.376,0,0.13,0.237,0.099,0.25,0.18,0.248,0
"P57","Buena",0.239,0,0.465,0.049,0.027,0.251,0.044,0.051,0
"P57","Ni buena ni mala",0,0,0.015,0.118,0.013,0.025,0.189,0.157,0
"P57","Mala",0.209,0,0,0.224,0.234,0.177,0.307,0.175,1
"P57","Muy mala",0.176,0,0.39,0.372,0.491,0.297,0.28,0.326,0
"P57","No sabe",0,0,0,0,0.136,0,0,0.043,0
"P58","Muy buena",0,0,0.166,0,0.418,0.105,0.321,0.166,0
"P58","Buena",0.176,0,0.11,0.301,0.276,0.209,0.184,0.061,0
"P58","Ni buena ni mala",0,0,0.114,0.129,0.043,0.203,0.137,0.098,1
"P58","Mala",0.239,0,0,0.466,0.052,0.019,0.101,0.155,0
"P58","Muy mala",0.585,0,0.61,0.104,0.211,0.464,0.254,0.499,0
"P58","No sabe",0,0,0,0,0,0,0.003,0.021,0
"P59","Muy buena",0,0,0.28,0.236,0.336,0.272,0.305,0.054,0
