"var","categoria","Si","No"
"P12","Gran excedente habitual",0.023,0.004
"P12","Gran excedente excepcional",0,0
"P12","Pequeño excedente habitual",0.077,0.021
"P12","Pequeño excedente excepcional",0.043,0.044
"P12","Alcanza gastos familia",0.194,0.156
"P12","No alcanza gastos familia",0.102,0.102
"P12","Solo NBFamiliares",0.286,0.293
"P12","No alcanza NBFamiliares",0.272,0.373
"P12","No sabe",0.003,0.007
"P13","Muy buena",0.046,0.081
"P13","Buena",0.091,0.189
"P13","Ni buena ni mala",0.24,0.347
"P13","Mala",0.4,0.243
"P13","Muy mala",0.208,0.088
"P13","No sabe",0.015,0.052
"P14","Muy buena",0.31,0.162
"P14","Buena",0.16,0.138
"P14","Ni buena ni mala",0.082,0.224
"P14","Mala",0.089,0.138
"P14","Muy mala",0.346,0.321
"P14","No sabe",0.013,0.017
"P15","Muy buena",0.046,0.074
"P15","Buena",0.065,0.191
"P15","Ni buena ni mala",0.389,0.325
"P15","Mala",0.245,0.182
"P15","Muy mala",0.239,0.173
"P15","No sabe",0.016,0.055
"P19","Muy buena",0.049,0.128
"P19","Buena",0.115,0.12
"P19","Ni buena ni mala",0.308,0.397
"P19","Mala",0.301,0.213
"P19","Muy mala",0.219,0.065
"P19","No sabe",0.008,0.077
"P20","Gobierno nacional",0.294,0.321
"P20","Gobierno provincial",0.566,0.388
"P20","No sabe",0.14,0.291
"P21","El anterior gobierno de Arabela Carreras",0.421,0.189
"P21","El actual gobierno de Alberto Weretilneck",0.447,0.515
"P21","No sabe",0.132,0.296
"P22","El anterior gobierno de Alberto Fernández",0.103,0.403
"P22","El actual gobierno de Javier Milei",0.803,0.582
"P22","No sabe",0.094,0.015
"P23","Empleado sector publico",0.181,0.095
"P23","Empleado sector privado",0.248,0.194
"P23","Changas o trabajos eventuales",0.153,0.305
"P23","Estudiante",0.062,0.02
"P23","Amas de casa",0.086,0.055
"P23","Profesional o independiente",0.132,0.129
"P23","Comerciante, emprendedor o empresario",0.039,0.028
"P23","Trabajador informal",0.009,0.039
"P23","No tengo trabajo",0.09,0.135
"P24","Muy de acuerdo",0.212,0.112
"P24","De acuerdo",0.198,0.281
"P24","Ni de acuerdo ni en desacuerdo",0.306,0.385
"P24","En desacuerdo",0.151,0.109
"P24","Muy en desacuerdo",0.122,0.059
"P24","No sabe",0.011,0.054
"P25","Muy de acuerdo",0.174,0.059
"P25","De acuerdo",0.165,0.149
"P25","Ni de acuerdo ni en desacuerdo",0.198,0.257
"P25","En desacuerdo",0.317,0.308
"P25","Muy en desacuerdo",0.143,0.218
"P25","No sabe",0.003,0.009
"P27","Muy de acuerdo",0.248,0.047
"P27","De acuerdo",0.114,0.23
"P27","Ni de acuerdo ni en desacuerdo",0.234,0.291
"P27","En desacuerdo",0.255,0.233
"P27","Muy en desacuerdo",0.148,0.195
"P27","No sabe",0.001,0.004
"P28","Si",0.88,0.294
"P28","No",0.12,0.706
"P29","Muy de acuerdo",0.217,0.087
"P29","De acuerdo",0.231,0.258
"P29","Ni de acuerdo ni en desacuerdo",0.172,0.315
"P29","En desacuerdo",0.229,0.222
"P29","Muy en desacuerdo",0.124,0.097
"P29","No sabe",0.027,0.021
"P30","No estaba enterado",0.098,0.407
"P30","De acuerdo",0.487,0.242
"P30","En desacuerdo",0.359,0.283
"P30","No sabe",0.056,0.068
"P31","No tengo cable ni internet",0.098,0.265
"P31","Si tuve",0.577,0.466
"P31","No tuve",0.325,0.269
"P32","Reclamando directamente a la empresa",0.18,0.42
"P32","Reclamando en el Enacom porque la empresa nunca lo resolvió",0.332,0.445
"P32","Nunca se pudo resolver",0.488,0.135
"P33","1-Excelente",0.135,0.118
"P33","2",0.072,0.23
"P33","3",0.048,0.08
"P33","4",0.029,0.033
"P33","5",0.182,0.138
"P33","6",0.058,0.026
"P33","7",0.038,0.03
"P33","8",0.11,0.074
"P33","9-Pésimo",0.28,0.19
"P33","No sabe",0.048,0.081
"P34","1-Excelente",0.154,0.213
"P34","2",0.063,0.11
"P34","3",0.049,0.068
"P34","4",0.035,0.133
"P34","5",0.15,0.081
"P34","6",0.029,0.047
"P34","7",0.027,0.011
"P34","8",0.109,0.034
"P34","9-Pésimo",0.339,0.264
"P34","No sabe",0.045,0.039
"P35","1-Excelente",0.132,0.105
"P35","2",0.068,0.173
"P35","3",0.095,0.128
"P35","4",0.057,0.114
"P35","5",0.122,0.114
"P35","6",0.069,0.013
"P35","7",0.071,0.025
"P35","8",0.08,0.056
"P35","9-Pésimo",0.257,0.21
"P35","No sabe",0.049,0.062
"P36","1-Excelente",0.124,0.108
"P36","2",0.103,0.148
"P36","3",0.041,0.105
"P36","4",0.028,0.1
"P36","5",0.206,0.12
"P36","6",0.049,0.067
"P36","7",0.035,0.006
"P36","8",0.09,0.065
"P36","9-Pésimo",0.278,0.226
"P36","No sabe",0.046,0.055
"P37","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.418,0.473
"P37","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.153,0.304
"P37","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.204,0.117
"P37","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.22,0.084
"P37","No sabe",0.005,0.022
"P38","Oponerse totalmente y no concurrir a la convocatoria",0.338,0.372
"P38","Oponerse parcialmente y concurrir a la convocatoria",0.128,0.276
"P38","Apoyar la iniciativa del gobierno nacional y negociar otros temas en discusión",0.314,0.289
"P38","Apoyar totalmente la iniciativa del gobierno nacional",0.213,0.028
