"var","categoria","1-Excelente","2","3","4","5","6","7","8","9-Pésimo","No sabe"
"P12","Gran excedente habitual",0,0,0,0,0,0.021,0,0,0.016,0.132
"P12","Gran excedente excepcional",0,0,0,0,0,0,0,0,0,0
"P12","Pequeño excedente habitual",0.082,0,0.026,0.074,0.055,0.047,0.106,0.05,0.064,0.036
"P12","Pequeño excedente excepcional",0.006,0.034,0.105,0.201,0.028,0,0.04,0.022,0.048,0.072
"P12","Alcanza gastos familia",0.22,0.096,0.552,0.171,0.232,0.28,0.064,0.29,0.167,0
"P12","No alcanza gastos familia",0.086,0.374,0,0,0.063,0.045,0.165,0.012,0.152,0.037
"P12","Solo NBFamiliares",0.305,0.207,0.144,0.374,0.261,0.346,0.418,0.421,0.228,0.172
"P12","No alcanza NBFamiliares",0.284,0.289,0.173,0.18,0.361,0.193,0.207,0.205,0.325,0.551
"P12","No sabe",0.017,0,0,0,0,0.068,0,0,0,0
"P13","Muy buena",0.057,0.186,0.05,0,0.058,0.028,0,0,0.027,0
"P13","Buena",0.189,0.4,0.044,0.086,0.21,0.184,0.189,0.044,0.042,0.155
"P13","Ni buena ni mala",0.203,0.057,0.226,0.706,0.306,0.487,0.576,0.202,0.194,0.603
"P13","Mala",0.345,0.227,0.261,0.208,0.357,0.223,0.235,0.754,0.389,0.191
"P13","Muy mala",0.206,0.13,0.134,0,0.069,0.078,0,0,0.348,0.051
"P13","No sabe",0,0,0.285,0,0,0,0,0,0,0
"P14","Muy buena",0.171,0.485,0.183,0.194,0.344,0.163,0.24,0.229,0.284,0.2
"P14","Buena",0.125,0.181,0.197,0.13,0.153,0.213,0.075,0.064,0.161,0.122
"P14","Ni buena ni mala",0.26,0.015,0.034,0.286,0,0.141,0.067,0.119,0.028,0.517
"P14","Mala",0.052,0.157,0.069,0.234,0.138,0.034,0,0.29,0.076,0.107
"P14","Muy mala",0.392,0.162,0.501,0.156,0.365,0.449,0.618,0.23,0.451,0.054
"P14","No sabe",0,0,0.016,0,0,0,0,0.068,0,0
"P15","Muy buena",0.019,0.078,0.088,0,0.103,0,0,0.018,0.035,0.132
"P15","Buena",0.222,0.344,0.05,0.097,0.044,0.221,0.134,0.068,0.082,0
"P15","Ni buena ni mala",0.242,0.345,0.316,0.664,0.465,0.503,0.627,0.313,0.196,0.561
"P15","Mala",0.302,0.082,0.095,0.146,0.238,0.229,0.202,0.442,0.279,0.239
"P15","Muy mala",0.195,0.151,0.182,0.093,0.144,0.047,0.037,0.159,0.408,0.068
"P15","No sabe",0.02,0,0.269,0,0.006,0,0,0,0,0
"P19","Muy buena",0.16,0.143,0.034,0,0,0,0,0.018,0.03,0.132
"P19","Buena",0.07,0.192,0.096,0.151,0.209,0.216,0.35,0.07,0.062,0.169
"P19","Ni buena ni mala",0.297,0.141,0.799,0.665,0.43,0.641,0.497,0.253,0.193,0.526
"P19","Mala",0.268,0.286,0.012,0.184,0.195,0.143,0.153,0.486,0.401,0.122
"P19","Muy mala",0.181,0.064,0.043,0,0.166,0,0,0.105,0.311,0.051
"P19","No sabe",0.024,0.174,0.016,0,0,0,0,0.068,0.003,0
"P20","Gobierno nacional",0.376,0.299,0.223,0.414,0.24,0.538,0.685,0.344,0.303,0.34
"P20","Gobierno provincial",0.469,0.659,0.687,0.371,0.514,0.326,0.229,0.469,0.574,0.299
"P20","No sabe",0.155,0.042,0.09,0.215,0.246,0.136,0.086,0.187,0.123,0.361
"P21","El anterior gobierno de Arabela Carreras",0.242,0.411,0.106,0.486,0.381,0.04,0.591,0.699,0.315,0.11
"P21","El actual gobierno de Alberto Weretilneck",0.675,0.58,0.134,0.303,0.561,0.1,0.409,0.184,0.529,0.058
"P21","No sabe",0.083,0.009,0.76,0.211,0.058,0.86,0,0.117,0.156,0.832
"P22","El anterior gobierno de Alberto Fernández",0.051,0.587,0.144,0.737,0.055,0.722,0,0.078,0.03,0.833
"P22","El actual gobierno de Javier Milei",0.722,0.413,0.856,0.229,0.945,0.278,0.962,0.922,0.97,0.167
"P22","No sabe",0.227,0,0,0.034,0,0,0.038,0,0,0
"P23","Empleado sector publico",0.191,0.133,0.161,0.103,0.194,0.214,0.339,0.21,0.094,0
"P23","Empleado sector privado",0.084,0.322,0.283,0.226,0.161,0.211,0.222,0.359,0.322,0.27
"P23","Changas o trabajos eventuales",0.202,0.277,0.029,0.357,0.204,0.268,0.071,0.012,0.166,0.182
"P23","Estudiante",0.063,0,0,0,0.079,0,0,0.012,0.073,0
"P23","Amas de casa",0.073,0.068,0.026,0.083,0.073,0.078,0,0.019,0.039,0.43
"P23","Profesional o independiente",0.201,0.053,0.364,0.079,0.141,0.14,0.129,0.243,0.105,0.069
"P23","Comerciante, emprendedor o empresario",0.017,0.034,0.065,0.057,0.049,0.034,0.088,0.04,0.042,0.049
"P23","Trabajador informal",0,0.021,0,0.032,0.022,0.034,0,0.068,0.003,0
"P23","No tengo trabajo",0.169,0.092,0.072,0.063,0.077,0.021,0.151,0.037,0.156,0
"P24","Muy de acuerdo",0.222,0.127,0.145,0.069,0.152,0.124,0.156,0.04,0.152,0.319
"P24","De acuerdo",0.269,0.269,0.103,0.188,0.227,0.173,0.408,0.347,0.205,0.166
"P24","Ni de acuerdo ni en desacuerdo",0.263,0.152,0.435,0.5,0.443,0.528,0.403,0.289,0.328,0.425
"P24","En desacuerdo",0.161,0.212,0.262,0.16,0.093,0.076,0.033,0.096,0.164,0.023
"P24","Muy en desacuerdo",0.069,0.24,0.017,0,0.085,0.099,0,0.182,0.148,0.067
"P24","No sabe",0.016,0,0.038,0.083,0,0,0,0.046,0.003,0
"P25","Muy de acuerdo",0.153,0.049,0.108,0.113,0.145,0.057,0.12,0.079,0.16,0.319
"P25","De acuerdo",0.082,0.36,0.11,0.09,0.193,0,0.229,0.358,0.103,0.088
"P25","Ni de acuerdo ni en desacuerdo",0.296,0.273,0.174,0.389,0.162,0.252,0,0.019,0.175,0.25
"P25","En desacuerdo",0.304,0.284,0.45,0.291,0.417,0.442,0.255,0.231,0.318,0.306
"P25","Muy en desacuerdo",0.157,0.034,0.136,0.107,0.083,0.171,0.396,0.313,0.244,0.037
"P25","No sabe",0.008,0,0.022,0.01,0,0.078,0,0,0,0
"P26","Si",0.59,0.533,0.586,0.344,0.787,0.557,0.823,0.864,0.719,0.696
"P26","No",0.41,0.467,0.414,0.656,0.213,0.443,0.177,0.136,0.281,0.304
"P27","Muy de acuerdo",0.155,0.109,0.122,0,0.139,0.078,0.087,0.354,0.217,0.304
"P27","De acuerdo",0.194,0.258,0.123,0.216,0.171,0.118,0.033,0.083,0.093,0.171
"P27","Ni de acuerdo ni en desacuerdo",0.299,0.377,0.193,0.191,0.425,0.246,0.109,0.109,0.16,0.453
"P27","En desacuerdo",0.252,0.239,0.119,0.377,0.146,0.387,0.704,0.211,0.313,0.019
"P27","Muy en desacuerdo",0.1,0.008,0.443,0.216,0.119,0.171,0.067,0.243,0.212,0.053
"P27","No sabe",0,0.009,0,0,0,0,0,0,0.005,0
"P28","Si",0.7,0.616,0.654,0.375,0.731,0.759,0.913,0.747,0.811,0.201
"P28","No",0.3,0.384,0.346,0.625,0.269,0.241,0.087,0.253,0.189,0.799
"P29","Muy de acuerdo",0.186,0.051,0.135,0.149,0.088,0.089,0.129,0.089,0.264,0.084
"P29","De acuerdo",0.273,0.395,0.165,0.111,0.225,0.164,0.187,0.341,0.209,0.352
"P29","Ni de acuerdo ni en desacuerdo",0.204,0.235,0.321,0.42,0.249,0.303,0.21,0.073,0.094,0.472
"P29","En desacuerdo",0.2,0.292,0.251,0.216,0.266,0.245,0.337,0.257,0.254,0.092
"P29","Muy en desacuerdo",0.118,0.009,0.074,0.104,0.093,0.154,0.137,0.172,0.17,0
"P29","No sabe",0.019,0.018,0.054,0,0.079,0.045,0,0.068,0.009,0
"P30","No estaba enterado",0.266,0.171,0.423,0.36,0.134,0.085,0.14,0.1,0.132,0.386
"P30","De acuerdo",0.447,0.587,0.283,0.244,0.427,0.218,0.315,0.42,0.431,0.208
"P30","En desacuerdo",0.269,0.231,0.188,0.358,0.295,0.555,0.545,0.342,0.406,0.372
"P30","No sabe",0.018,0.011,0.106,0.038,0.144,0.142,0,0.138,0.031,0.034
"P31","No tengo cable ni internet",0.16,0.172,0.034,0.211,0.132,0.156,0.087,0.032,0.179,0.221
"P31","Si tuve",0.611,0.681,0.545,0.465,0.506,0.47,0.324,0.82,0.523,0.175
"P31","No tuve",0.229,0.147,0.421,0.324,0.362,0.374,0.589,0.148,0.298,0.604
"P32","Reclamando directamente a la empresa",0.365,0.308,0.153,0.284,0.214,0.299,0.639,0.178,0.114,0.024
"P32","Reclamando en el Enacom porque la empresa nunca lo resolvió",0.349,0.335,0.237,0.456,0.632,0.552,0.289,0.34,0.366,0.788
"P32","Nunca se pudo resolver",0.286,0.357,0.61,0.26,0.154,0.149,0.072,0.482,0.52,0.188
"P33","1-Excelente",0.514,0.116,0.017,0.091,0.048,0,0,0.014,0.032,0.088
"P33","2",0.162,0.789,0.242,0.224,0.013,0,0,0,0.014,0
"P33","3",0.078,0.031,0.296,0.285,0.051,0,0,0,0,0.034
"P33","4",0.011,0,0.045,0.18,0.028,0,0.12,0.101,0,0
"P33","5",0.168,0.028,0.085,0.106,0.658,0.366,0.184,0.051,0.038,0
"P33","6",0,0.027,0.046,0.022,0.047,0.542,0.416,0.077,0.006,0
"P33","7",0.015,0,0,0,0,0.066,0.28,0.21,0.025,0
"P33","8",0,0.009,0,0.092,0.067,0.026,0,0.333,0.174,0
"P33","9-Pésimo",0.008,0,0,0,0.088,0,0,0.214,0.711,0
"P33","No sabe",0.044,0,0.269,0,0,0,0,0,0,0.878
"P35","1-Excelente",0.571,0.182,0,0.091,0,0,0.153,0,0,0
"P35","2",0.114,0.648,0.026,0.123,0.058,0.026,0,0.019,0.035,0.037
"P35","3",0.109,0.098,0.714,0.078,0.085,0.063,0.073,0.068,0.003,0.318
"P35","4",0.088,0,0.138,0.549,0.091,0.113,0,0,0,0
"P35","5",0.094,0,0.066,0.11,0.483,0.191,0.335,0.074,0.033,0
"P35","6",0,0.027,0.056,0.024,0.015,0.385,0.233,0.141,0.036,0
"P35","7",0,0.01,0,0.015,0.031,0.089,0.119,0.313,0.056,0
"P35","8",0,0.035,0,0,0.061,0.034,0,0.15,0.153,0
"P35","9-Pésimo",0,0,0,0.01,0.099,0.021,0,0.235,0.662,0
"P35","No sabe",0.024,0,0,0,0.077,0.078,0.087,0,0.022,0.645
"P36","1-Excelente",0.405,0.248,0.213,0.1,0.04,0.019,0,0,0.013,0
"P36","2",0.168,0.542,0.138,0.346,0.048,0,0.315,0.015,0,0
"P36","3",0.117,0.138,0.226,0.063,0.095,0.023,0.119,0,0.003,0
"P36","4",0.117,0.021,0.048,0.321,0.067,0.084,0,0,0,0
"P36","5",0.156,0,0.314,0.128,0.546,0.212,0.343,0.206,0.081,0
"P36","6",0,0.012,0.061,0.021,0.054,0.584,0.042,0.068,0.034,0
"P36","7",0,0.039,0,0.021,0.042,0,0.109,0.039,0.029,0
"P36","8",0,0,0,0,0,0.033,0.033,0.187,0.187,0
"P36","9-Pésimo",0,0,0,0,0.039,0.024,0.039,0.485,0.629,0
"P36","No sabe",0.037,0,0,0,0.069,0.021,0,0,0.024,1
