"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto","opciones"
"Muy buena",0.115,0.178,0.055,0.221,0.053,0.122,0.16,0.144,0.111,0.095,0.11,0.245,0.033,0.129,0.134,0,0,0,6
"Buena",0.135,0.099,0.17,0.091,0.126,0.149,0.183,0.121,0.192,0.072,0.15,0.248,0.039,0.046,0.188,0,0,0,6
"Ni buena ni mala",0.151,0.126,0.175,0.1,0.187,0.092,0.198,0.083,0.172,0.187,0.171,0.189,0,0.037,0.282,0,0,0,6
"Mala",0.209,0.164,0.252,0.182,0.17,0.268,0.246,0.194,0.155,0.294,0.274,0.113,0.208,0.238,0.179,0,0,0,6
"Muy mala",0.383,0.429,0.338,0.406,0.461,0.369,0.178,0.444,0.37,0.342,0.293,0.186,0.72,0.547,0.215,0,0,0,6
"No sabe",0.007,0.004,0.01,0,0.003,0,0.035,0.014,0,0.01,0.002,0.019,0,0.003,0.002,0,0,0,6
"Positiva",0.25,0.277,0.225,0.312,0.179,0.271,0.343,0.265,0.303,0.167,0.26,0.493,0.072,0.175,0.322,0,0,0,4
"Neutra",0.151,0.126,0.175,0.1,0.187,0.092,0.198,0.083,0.172,0.187,0.171,0.189,0,0.037,0.282,0,0,0,4
"Negativa",0.592,0.593,0.59,0.588,0.631,0.637,0.424,0.638,0.525,0.636,0.567,0.299,0.928,0.785,0.394,0,0,0,4
"No sabe",0.007,0.004,0.01,0,0.003,0,0.035,0.014,0,0.01,0.002,0.019,0,0.003,0.002,0,0,0,4
