"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P12","Gran excedente habitual",0.098,0,0.006,0,0.007,0
"P12","Gran excedente excepcional",0,0,0.007,0,0,0
"P12","Pequeño excedente habitual",0.049,0.012,0.044,0.006,0.046,0
"P12","Pequeño excedente excepcional",0.028,0.04,0.132,0.049,0.019,0
"P12","Alcanza gastos familia",0.08,0.217,0.09,0.085,0.16,0.225
"P12","No alcanza gastos familia",0.13,0.066,0.085,0.058,0.054,0
"P12","Solo NBFamiliares",0.174,0.353,0.321,0.303,0.25,0.402
"P12","No alcanza NBFamiliares",0.441,0.304,0.31,0.496,0.464,0.373
"P12","No sabe",0,0.008,0.005,0.003,0,0
"P13","Muy buena",0.276,0.085,0.044,0.091,0.139,0.373
"P13","Buena",0.138,0.179,0.163,0.101,0.203,0
"P13","Ni buena ni mala",0.165,0.316,0.296,0.363,0.198,0
"P13","Mala",0.22,0.304,0.341,0.286,0.249,0.225
"P13","Muy mala",0.192,0.113,0.116,0.159,0.211,0.402
"P13","No sabe",0.009,0.003,0.04,0,0,0
"P14","Muy buena",0.526,0.336,0.189,0.065,0.184,0
"P14","Buena",0.054,0.241,0.265,0.057,0.077,0.451
"P14","Ni buena ni mala",0.102,0.153,0.359,0.175,0.074,0
"P14","Mala",0.116,0.171,0.115,0.253,0.21,0
"P14","Muy mala",0.202,0.099,0.066,0.45,0.455,0.549
"P14","No sabe",0,0,0.006,0,0,0
"P16","Muy buena",0.286,0.068,0.225,0.264,0.325,0
"P16","Buena",0.08,0.24,0.213,0.173,0.076,0.402
"P16","Ni buena ni mala",0.206,0.247,0.284,0.221,0.159,0.225
"P16","Mala",0.174,0.272,0.2,0.245,0.254,0
"P16","Muy mala",0.252,0.173,0.078,0.086,0.114,0.373
"P16","No sabe",0.002,0,0,0.011,0.072,0
"P19","Muy buena",0.266,0.035,0.101,0.088,0.032,0.373
"P19","Buena",0.15,0.205,0.155,0.155,0.237,0
"P19","Ni buena ni mala",0.185,0.281,0.36,0.352,0.332,0.225
"P19","Mala",0.211,0.281,0.275,0.265,0.157,0.402
"P19","Muy mala",0.185,0.155,0.109,0.14,0.235,0
"P19","No sabe",0.003,0.043,0,0,0.007,0
"P20","Gobierno nacional",0.274,0.197,0.156,0.431,0.443,0.373
"P20","Gobierno provincial",0.495,0.615,0.686,0.492,0.395,0.627
"P20","No sabe",0.231,0.188,0.158,0.077,0.162,0
"P21","El anterior gobierno de Arabela Carreras",0.22,0.374,0.378,0.291,0.219,0
"P21","El actual gobierno de Alberto Weretilneck",0.706,0.552,0.451,0.548,0.627,0.67
"P21","No sabe",0.074,0.074,0.171,0.161,0.154,0.33
"P22","El anterior gobierno de Alberto Fernández",0.809,0.24,0.478,0.159,0.242,1
"P22","El actual gobierno de Javier Milei",0.191,0.659,0.472,0.825,0.719,0
"P22","No sabe",0,0.101,0.05,0.016,0.039,0
"P23","Empleado sector publico",0.323,0.228,0.174,0.304,0.261,0.225
"P23","Empleado sector privado",0.27,0.17,0.239,0.148,0.191,0.226
"P23","Changas o trabajos eventuales",0.255,0.202,0.24,0.339,0.197,0.373
"P23","Estudiante",0.009,0,0.042,0.051,0,0
"P23","Amas de casa",0.063,0.161,0.069,0.036,0.061,0
"P23","Profesional o independiente",0.055,0.109,0.107,0.061,0.064,0.176
"P23","Comerciante, emprendedor o empresario",0.005,0.088,0.056,0.019,0.072,0
"P23","Trabajador informal",0,0.009,0.015,0.002,0.016,0
"P23","No tengo trabajo",0.02,0.033,0.058,0.04,0.138,0
"P24","Muy de acuerdo",0.369,0.191,0.217,0.182,0.143,0
"P24","De acuerdo",0.094,0.24,0.146,0.209,0.105,0.225
"P24","Ni de acuerdo ni en desacuerdo",0.204,0.329,0.418,0.26,0.479,0
"P24","En desacuerdo",0.068,0.181,0.195,0.238,0.11,0.402
"P24","Muy en desacuerdo",0.182,0.04,0.002,0.086,0.132,0
"P24","No sabe",0.083,0.019,0.022,0.025,0.031,0.373
"P25","Muy de acuerdo",0.515,0.083,0.094,0,0.044,0
"P25","De acuerdo",0.05,0.207,0.153,0.078,0.052,0
"P25","Ni de acuerdo ni en desacuerdo",0.099,0.271,0.37,0.026,0.112,0.451
"P25","En desacuerdo",0.172,0.416,0.263,0.783,0.203,0.549
"P25","Muy en desacuerdo",0.164,0.023,0.054,0.113,0.581,0
"P25","No sabe",0,0,0.066,0,0.008,0
"P26","Si",0.917,0.588,0.461,0.797,0.633,0.627
"P26","No",0.083,0.412,0.539,0.203,0.367,0.373
"P28","Si",0.845,0.613,0.607,0.769,0.745,0.619
"P28","No",0.155,0.387,0.393,0.231,0.255,0.381
"P29","Muy de acuerdo",0.687,0.237,0.215,0.141,0.13,0.177
"P29","De acuerdo",0.1,0.303,0.223,0.042,0.111,0.232
"P29","Ni de acuerdo ni en desacuerdo",0.094,0.227,0.351,0.145,0.158,0
"P29","En desacuerdo",0.086,0.076,0.143,0.585,0.085,0.591
"P29","Muy en desacuerdo",0.033,0.153,0.04,0.082,0.495,0
"P29","No sabe",0,0.004,0.028,0.005,0.021,0
"P30","No estaba enterado",0.371,0.17,0.343,0.203,0.18,0.383
"P30","De acuerdo",0.451,0.484,0.376,0.201,0.295,0.44
"P30","En desacuerdo",0.134,0.299,0.215,0.473,0.369,0.177
"P30","No sabe",0.044,0.047,0.066,0.123,0.156,0
"P31","No tengo cable ni internet",0.399,0.119,0.31,0.234,0.117,0
"P31","Si tuve",0.426,0.65,0.521,0.579,0.726,0.175
"P31","No tuve",0.175,0.231,0.169,0.187,0.157,0.825
"P32","Reclamando directamente a la empresa",0.42,0.177,0.41,0.497,0.296,0
"P32","Reclamando en el Enacom porque la empresa nunca lo resolvió",0.407,0.372,0.286,0.215,0.328,0
"P32","Nunca se pudo resolver",0.173,0.451,0.304,0.288,0.376,1
"P33","1-Excelente",0.169,0.139,0.212,0.216,0.139,0
"P33","2",0.182,0.167,0.085,0.059,0.046,0
"P33","3",0.01,0.01,0.049,0.032,0.065,0
"P33","4",0.053,0.016,0.09,0.063,0.012,0
"P33","5",0.138,0.221,0.102,0.194,0.212,0.556
"P33","6",0.022,0.019,0.04,0.09,0.086,0
"P33","7",0,0.064,0.078,0.047,0.036,0
"P33","8",0.013,0.025,0.061,0.052,0.219,0
"P33","9-Pésimo",0.324,0.315,0.27,0.19,0.153,0
"P33","No sabe",0.089,0.024,0.013,0.057,0.032,0.444
"P34","1-Excelente",0.158,0.114,0.138,0.225,0.164,0
"P34","2",0.13,0.094,0.102,0.072,0.054,0
"P34","3",0.113,0.051,0.11,0.037,0.052,0
"P34","4",0.068,0.037,0.074,0.084,0.13,0
"P34","5",0.069,0.188,0.112,0.123,0.055,0
"P34","6",0.021,0.023,0.045,0.02,0.069,0
"P34","7",0.009,0.098,0.049,0.04,0.013,0.564
"P34","8",0.014,0.017,0.033,0.069,0.237,0
"P34","9-Pésimo",0.335,0.353,0.308,0.274,0.193,0
"P34","No sabe",0.083,0.025,0.029,0.056,0.033,0.436
"P35","1-Excelente",0.247,0.079,0.193,0.187,0.248,0.436
"P35","2",0.089,0.055,0.11,0.057,0.035,0
"P35","3",0.083,0.042,0.043,0.056,0.087,0
"P35","4",0.046,0.055,0.09,0.049,0.032,0
"P35","5",0.148,0.27,0.098,0.157,0.059,0
"P35","6",0.007,0.06,0.047,0.063,0.059,0
"P35","7",0.009,0.063,0.042,0.064,0.2,0
"P35","8",0,0.064,0.05,0.126,0.033,0.564
"P35","9-Pésimo",0.304,0.281,0.314,0.185,0.225,0
"P35","No sabe",0.067,0.031,0.013,0.056,0.022,0
"P36","1-Excelente",0.167,0.036,0.1,0.179,0.168,0
"P36","2",0.101,0.071,0.068,0.089,0.024,0
"P36","3",0.152,0.065,0.109,0.049,0.076,0
"P36","4",0.067,0.019,0.056,0.08,0.053,0
"P36","5",0.069,0.278,0.188,0.159,0.132,0
"P36","6",0.021,0.037,0.078,0.035,0.019,0
"P36","7",0,0.1,0.039,0.095,0.218,0
"P36","8",0.058,0.074,0.058,0.08,0.114,0.559
"P36","9-Pésimo",0.271,0.289,0.274,0.179,0.163,0
"P36","No sabe",0.094,0.031,0.03,0.055,0.033,0.441
"P37","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.298,0.287,0.249,0.665,0.629,0.518
"P37","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.159,0.213,0.257,0.136,0.096,0
"P37","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.179,0.235,0.272,0.05,0.09,0
"P37","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.345,0.217,0.167,0.149,0.061,0.482
"P37","No sabe",0.019,0.048,0.055,0,0.124,0
"P38","Oponerse totalmente y no concurrir a la convocatoria",0.331,0.149,0.147,0.583,0.574,0.518
"P38","Oponerse parcialmente y concurrir a la convocatoria",0.078,0.186,0.235,0.178,0.24,0
"P38","Apoyar la iniciativa del gobierno nacional y negociar otros temas en discusión",0.141,0.368,0.363,0.168,0.145,0.482
"P38","Apoyar totalmente la iniciativa del gobierno nacional",0.384,0.242,0.244,0.071,0.024,0
"P38","No sabe",0.066,0.055,0.011,0,0.017,0
"P39","Oponerse totalmente",0.25,0.173,0.216,0.599,0.715,0.518
"P39","Oponerse parcialmente",0.144,0.051,0.122,0.066,0.027,0
"P39","Apoyar parcialmente",0.204,0.486,0.355,0.201,0.217,0.482
"P39","Apoyar totalmente",0.346,0.241,0.247,0.134,0.024,0
"P39","No sabe",0.056,0.049,0.06,0,0.017,0
"P40","Inseguridad y narcotráfico",0.135,0.238,0.257,0.393,0.213,0
"P40","Altos impuestos y tarifas",0.127,0.273,0.284,0.177,0.126,0
"P40","Educación y estado de las escuelas",0.295,0.208,0.236,0.179,0.142,0
"P40","Inflación",0.374,0.179,0.161,0.117,0.086,0.521
"P40","Estado de la salud",0.069,0.037,0.017,0.051,0.274,0
"P40","Corrupción",0,0.026,0.045,0.006,0.026,0.479
"P40","Pobreza",0,0,0,0.012,0.133,0
"P40","Medio ambiente, incendios y contaminación",0,0,0,0.007,0,0
"P40","Falta de trabajo",0,0.005,0,0.058,0,0
"P40","No sabe",0,0.034,0,0,0,0
"P44","Muy buena",0.047,0.005,0.055,0.042,0.052,0
"P44","Buena",0.032,0.179,0.077,0.093,0.028,0
"P44","Ni buena ni mala",0.284,0.321,0.321,0.303,0.138,0
