"var","categoria","1-Excelente","2","3","4","5","6","7","8","9-Pésimo","No sabe"
"P12","Gran excedente habitual",0,0.018,0,0.02,0,0,0,0.178,0.016,0
"P12","Gran excedente excepcional",0,0,0.024,0,0,0,0,0,0,0
"P12","Pequeño excedente habitual",0.012,0,0.028,0,0.044,0,0,0.028,0.03,0.036
"P12","Pequeño excedente excepcional",0.012,0.052,0.048,0.146,0.073,0.023,0.095,0.035,0.115,0
"P12","Alcanza gastos familia",0.124,0.195,0.042,0.108,0.183,0.088,0.02,0.26,0.09,0.014
"P12","No alcanza gastos familia",0.044,0.229,0.027,0.053,0.146,0.038,0.067,0.053,0.074,0.055
"P12","Solo NBFamiliares",0.282,0.377,0.222,0.199,0.353,0.412,0.433,0.282,0.312,0.383
"P12","No alcanza NBFamiliares",0.526,0.108,0.609,0.474,0.196,0.439,0.385,0.164,0.363,0.487
"P12","No sabe",0,0.021,0,0,0.005,0,0,0,0,0.025
"P13","Muy buena",0.243,0.217,0.1,0.272,0.01,0.024,0.249,0.056,0.156,0
"P13","Buena",0.105,0.19,0.226,0.094,0.128,0.331,0.069,0.172,0.103,0.366
"P13","Ni buena ni mala",0.25,0.213,0.37,0.185,0.371,0.261,0.161,0.218,0.125,0.401
"P13","Mala",0.222,0.209,0.216,0.196,0.377,0.366,0.357,0.261,0.224,0.118
"P13","Muy mala",0.168,0.137,0.088,0.106,0.114,0.018,0.142,0.293,0.389,0.115
"P13","No sabe",0.012,0.034,0,0.147,0,0,0.022,0,0.003,0
"P14","Muy buena",0.256,0.223,0.258,0.256,0.293,0.185,0.143,0.388,0.344,0.333
"P14","Buena",0.091,0.16,0.158,0.146,0.259,0.222,0.055,0.221,0.103,0.135
"P14","Ni buena ni mala",0.033,0.193,0.224,0.173,0.084,0.312,0.151,0.121,0.142,0.17
"P14","Mala",0.185,0.264,0.018,0.073,0.114,0.099,0.518,0.091,0.078,0.223
"P14","Muy mala",0.423,0.16,0.342,0.352,0.25,0.182,0.133,0.179,0.333,0.139
"P14","No sabe",0.012,0,0,0,0,0,0,0,0,0
"P16","Muy buena",0.378,0.181,0.298,0.12,0.102,0.118,0.046,0.071,0.254,0.077
"P16","Buena",0.161,0.279,0.186,0.099,0.245,0.511,0.011,0.301,0.09,0.163
"P16","Ni buena ni mala",0.152,0.204,0.217,0.535,0.352,0.192,0.252,0.156,0.099,0.635
"P16","Mala",0.169,0.12,0.241,0.161,0.185,0.126,0.576,0.092,0.253,0.057
"P16","Muy mala",0.094,0.216,0.048,0.037,0.116,0.053,0.115,0.38,0.297,0.042
"P16","No sabe",0.046,0,0.01,0.048,0,0,0,0,0.007,0.026
"P19","Muy buena",0.247,0.062,0.236,0.254,0.064,0.2,0.072,0,0.084,0
"P19","Buena",0.126,0.253,0.296,0.088,0.148,0.193,0.36,0.249,0.105,0.077
"P19","Ni buena ni mala",0.241,0.265,0.199,0.467,0.413,0.242,0.054,0.32,0.081,0.726
"P19","Mala",0.149,0.207,0.233,0.174,0.273,0.306,0.209,0.118,0.361,0.171
"P19","Muy mala",0.237,0.213,0.036,0.017,0.085,0.059,0.305,0.295,0.341,0
"P19","No sabe",0,0,0,0,0.017,0,0,0.018,0.028,0.026
"P20","Gobierno nacional",0.53,0.238,0.411,0.496,0.25,0.272,0.398,0.133,0.175,0.057
"P20","Gobierno provincial",0.429,0.551,0.302,0.469,0.541,0.54,0.57,0.759,0.696,0.614
"P20","No sabe",0.041,0.211,0.287,0.035,0.209,0.188,0.032,0.108,0.129,0.329
"P21","El anterior gobierno de Arabela Carreras",0.293,0.221,0.61,0.247,0.199,0.291,0.182,0.315,0.296,0.546
"P21","El actual gobierno de Alberto Weretilneck",0.679,0.732,0.362,0.714,0.654,0.655,0.638,0.545,0.693,0.375
"P21","No sabe",0.028,0.047,0.028,0.039,0.147,0.054,0.18,0.14,0.011,0.079
"P22","El anterior gobierno de Alberto Fernández",0.251,0.534,0.277,0.182,0.087,0.496,0,0.122,0.768,0.342
"P22","El actual gobierno de Javier Milei",0.749,0.349,0.723,0.811,0.913,0.267,1,0.878,0.209,0.658
"P22","No sabe",0,0.117,0,0.007,0,0.237,0,0,0.023,0
"P23","Empleado sector publico",0.325,0.189,0.154,0.501,0.274,0.065,0.22,0.128,0.383,0.328
"P23","Empleado sector privado",0.187,0.351,0.172,0.099,0.136,0.018,0.189,0.378,0.216,0.399
"P23","Changas o trabajos eventuales",0.245,0.295,0.196,0.183,0.175,0.464,0.209,0.253,0.133,0.155
"P23","Estudiante",0,0,0,0.05,0.058,0,0,0,0.055,0
"P23","Amas de casa",0.027,0.053,0.273,0.093,0.048,0.069,0.136,0.03,0.081,0
"P23","Profesional o independiente",0.13,0.04,0.12,0.02,0.128,0.347,0.059,0.084,0.065,0.068
"P23","Comerciante, emprendedor o empresario",0.057,0.035,0.021,0.028,0.127,0,0,0.115,0.009,0.021
"P23","Trabajador informal",0,0,0,0.014,0.01,0,0,0,0.012,0
"P23","No tengo trabajo",0.029,0.037,0.064,0.012,0.044,0.037,0.187,0.012,0.046,0.029
"P24","Muy de acuerdo",0.378,0.282,0.384,0.182,0.125,0.176,0.198,0.116,0.301,0.415
"P24","De acuerdo",0.115,0.146,0.144,0.309,0.33,0.175,0.078,0.163,0.155,0.064
"P24","Ni de acuerdo ni en desacuerdo",0.314,0.244,0.322,0.085,0.326,0.515,0.576,0.35,0.183,0.199
"P24","En desacuerdo",0.087,0.114,0.06,0.39,0.102,0.042,0.041,0.158,0.185,0.212
"P24","Muy en desacuerdo",0.106,0.194,0.069,0,0.081,0.018,0.049,0.178,0.157,0.053
"P24","No sabe",0,0.02,0.021,0.034,0.036,0.074,0.058,0.035,0.019,0.057
"P25","Muy de acuerdo",0.171,0.129,0.176,0.24,0.129,0.016,0,0.25,0.173,0.275
"P25","De acuerdo",0.061,0.294,0.114,0.174,0.22,0.036,0.051,0.086,0.098,0.06
"P25","Ni de acuerdo ni en desacuerdo",0.168,0.076,0.196,0.024,0.28,0.391,0.26,0.197,0.113,0.091
"P25","En desacuerdo",0.433,0.287,0.27,0.45,0.337,0.228,0.369,0.254,0.414,0.526
"P25","Muy en desacuerdo",0.167,0.214,0.244,0.112,0.024,0.329,0.32,0.213,0.202,0.048
"P25","No sabe",0,0,0,0,0.01,0,0,0,0,0
"P26","Si",0.786,0.509,0.82,0.788,0.79,0.697,0.572,0.927,0.701,0.663
"P26","No",0.214,0.491,0.18,0.212,0.21,0.303,0.428,0.073,0.299,0.337
"P27","Muy de acuerdo",0.315,0.333,0.412,0.29,0.11,0.136,0,0.196,0.287,0.439
"P27","De acuerdo",0.046,0.158,0.119,0.056,0.299,0.162,0.227,0.17,0.207,0.099
"P27","Ni de acuerdo ni en desacuerdo",0.152,0.182,0.237,0.197,0.24,0.413,0.105,0.159,0.234,0.113
"P27","En desacuerdo",0.331,0.288,0.13,0.342,0.248,0.228,0.31,0.268,0.187,0.255
"P27","Muy en desacuerdo",0.156,0.039,0.102,0.115,0.103,0.061,0.358,0.191,0.085,0.077
"P27","No sabe",0,0,0,0,0,0,0,0.016,0,0.017
"P28","Si",0.884,0.602,0.622,0.746,0.817,0.873,0.408,0.847,0.789,0.621
"P28","No",0.116,0.398,0.378,0.254,0.183,0.127,0.592,0.153,0.211,0.379
"P29","Muy de acuerdo",0.317,0.383,0.282,0.387,0.227,0.148,0.237,0.441,0.349,0.337
"P29","De acuerdo",0.15,0.195,0.137,0.097,0.21,0.042,0.115,0.076,0.166,0.242
"P29","Ni de acuerdo ni en desacuerdo",0.088,0.254,0.165,0.204,0.252,0.486,0.264,0.154,0.129,0.104
"P29","En desacuerdo",0.319,0.119,0.308,0.219,0.177,0.274,0.071,0.258,0.183,0.232
"P29","Muy en desacuerdo",0.12,0.049,0.108,0.093,0.119,0.05,0.27,0.059,0.173,0.034
"P29","No sabe",0.006,0,0,0,0.015,0,0.043,0.012,0,0.051
"P30","No estaba enterado",0.222,0.127,0.317,0.34,0.179,0.274,0.401,0.167,0.27,0.477
"P30","De acuerdo",0.252,0.709,0.262,0.222,0.503,0.433,0.249,0.522,0.386,0.344
"P30","En desacuerdo",0.436,0.121,0.404,0.36,0.248,0.184,0.207,0.311,0.224,0.118
"P30","No sabe",0.09,0.043,0.017,0.078,0.07,0.109,0.143,0,0.12,0.061
"P31","No tengo cable ni internet",0.268,0.283,0.254,0.3,0.217,0.069,0.062,0.103,0.302,0.256
"P31","Si tuve",0.569,0.612,0.589,0.43,0.528,0.821,0.845,0.785,0.48,0.517
"P31","No tuve",0.163,0.105,0.157,0.27,0.255,0.11,0.093,0.112,0.218,0.227
"P32","Reclamando directamente a la empresa",0.799,0.138,0.484,0.63,0.352,0.291,0.116,0.272,0.277,0.746
"P32","Reclamando en el Enacom porque la empresa nunca lo resolvió",0.102,0.66,0.366,0.15,0.275,0.398,0.151,0.65,0.36,0.152
"P32","Nunca se pudo resolver",0.099,0.202,0.15,0.22,0.373,0.311,0.733,0.078,0.363,0.102
"P33","1-Excelente",0.786,0.192,0.118,0.157,0.096,0.016,0,0,0.03,0
"P33","2",0.127,0.653,0.259,0.023,0.089,0,0.022,0.044,0,0.017
"P33","3",0,0.074,0.199,0.043,0,0.065,0,0,0.003,0
"P33","4",0,0,0.032,0.417,0.077,0.354,0,0,0,0
"P33","5",0.05,0.052,0.296,0.31,0.524,0.048,0.223,0.186,0,0
"P33","6",0,0.008,0.042,0.012,0.025,0.163,0.305,0.051,0.013,0.091
"P33","7",0,0,0,0.038,0.03,0.243,0.266,0.061,0.007,0.024
"P33","8",0.011,0.021,0,0,0.103,0.111,0.121,0.352,0.019,0
"P33","9-Pésimo",0.014,0,0.045,0,0.056,0,0.063,0.306,0.916,0.065
"P33","No sabe",0.012,0,0.009,0,0,0,0,0,0.012,0.803
"P34","1-Excelente",0.796,0.214,0.072,0.079,0.136,0.024,0,0,0.004,0.024
"P34","2",0.098,0.444,0.385,0.078,0.029,0,0,0.019,0,0.017
"P34","3",0.013,0.247,0.375,0.047,0.014,0.32,0,0.044,0,0
"P34","4",0.038,0.044,0.057,0.432,0.097,0.183,0.197,0,0,0
"P34","5",0,0,0.045,0.225,0.51,0,0.026,0.119,0,0.053
"P34","6",0,0.009,0.026,0.115,0.022,0.242,0.011,0.046,0.004,0.091
"P34","7",0,0.021,0,0,0.046,0.069,0.315,0.016,0.018,0.025
"P34","8",0,0,0,0.024,0.084,0.144,0.19,0.33,0.006,0
"P34","9-Pésimo",0.014,0,0.031,0,0.062,0.018,0.261,0.426,0.968,0
"P34","No sabe",0.041,0.021,0.009,0,0,0,0,0,0,0.79
"P35","1-Excelente",0.887,0.375,0.107,0,0.054,0.22,0.175,0,0,0.041
"P35","2",0.011,0.53,0.279,0,0.031,0.018,0,0,0,0
"P35","3",0.022,0.012,0.472,0.192,0.012,0,0.022,0,0,0
"P35","4",0.012,0.039,0.063,0.437,0.112,0,0,0,0.009,0
"P35","5",0.035,0.023,0.043,0.261,0.588,0.1,0.022,0.259,0,0.152
"P35","6",0.021,0,0.018,0.096,0.037,0.442,0.073,0.044,0.003,0.04
"P35","7",0,0,0.018,0.014,0.059,0.143,0.223,0.313,0.016,0.025
"P35","8",0,0,0,0,0.013,0.018,0.474,0.233,0.011,0
"P35","9-Pésimo",0,0.021,0,0,0.094,0.059,0.011,0.151,0.961,0
"P35","No sabe",0.012,0,0,0,0,0,0,0,0,0.742
"P37","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.613,0.214,0.591,0.349,0.291,0.528,0.414,0.306,0.477,0.307
"P37","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.07,0.441,0.194,0.127,0.161,0.353,0.319,0.101,0.1,0.192
"P37","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.071,0.16,0.14,0.16,0.322,0.064,0.069,0.147,0.189,0.021
"P37","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.231,0.185,0.075,0.334,0.184,0.055,0.053,0.446,0.188,0.377
"P37","No sabe",0.015,0,0,0.03,0.042,0,0.145,0,0.046,0.103
"P38","Oponerse totalmente y no concurrir a la convocatoria",0.541,0.196,0.574,0.286,0.225,0.423,0.381,0.246,0.371,0.297
"P38","Oponerse parcialmente y concurrir a la convocatoria",0.167,0.197,0.223,0.113,0.115,0.151,0.388,0.129,0.148,0.185
"P38","Apoyar la iniciativa del gobierno nacional y negociar otros temas en discusión",0.066,0.292,0.178,0.098,0.536,0.39,0.178,0.274,0.149,0.114
"P38","Apoyar totalmente la iniciativa del gobierno nacional",0.211,0.315,0.025,0.458,0.124,0.036,0.053,0.146,0.295,0.34
"P38","No sabe",0.015,0,0,0.045,0,0,0,0.205,0.037,0.064
"P39","Oponerse totalmente",0.54,0.134,0.5,0.333,0.206,0.421,0.548,0.272,0.436,0.266
"P39","Oponerse parcialmente",0.12,0.172,0.259,0.081,0.106,0.066,0,0.021,0.035,0.084
"P39","Apoyar parcialmente",0.135,0.542,0.154,0.084,0.414,0.232,0.369,0.243,0.291,0.22
"P39","Apoyar totalmente",0.19,0.152,0.087,0.472,0.245,0.281,0.063,0.202,0.212,0.365
"P39","No sabe",0.015,0,0,0.03,0.029,0,0.02,0.262,0.026,0.065
"P40","Inseguridad y narcotráfico",0.317,0.275,0.305,0.136,0.221,0.669,0.256,0.16,0.233,0.068
"P40","Altos impuestos y tarifas",0.085,0.025,0.233,0.209,0.228,0,0.415,0.344,0.196,0.084
"P40","Educación y estado de las escuelas",0.101,0.29,0.128,0.247,0.355,0.044,0.061,0.16,0.254,0.45
"P40","Inflación",0.337,0.371,0.209,0.379,0.079,0.109,0.089,0.253,0.14,0.126
"P40","Estado de la salud",0.045,0.015,0.096,0.029,0.051,0.105,0.023,0.052,0.128,0.247
"P40","Corrupción",0.044,0,0,0,0.051,0,0,0.031,0.012,0
"P40","Pobreza",0,0,0.029,0,0.004,0,0.147,0,0.01,0.025
"P40","Medio ambiente, incendios y contaminación",0,0.024,0,0,0,0,0,0,0,0
"P40","Falta de trabajo",0.071,0,0,0,0.011,0.073,0.009,0,0,0
"P40","No sabe",0,0,0,0,0,0,0,0,0.027,0
"P44","Muy buena",0.095,0.011,0.084,0.085,0.007,0.181,0,0,0.023,0
"P44","Buena",0.123,0,0.131,0.013,0.052,0.127,0.118,0.128,0.095,0
"P44","Ni buena ni mala",0.156,0.186,0.444,0.452,0.497,0.126,0.227,0.178,0.154,0.52
"P44","Mala",0.409,0.625,0.306,0.421,0.306,0.549,0.434,0.402,0.428,0.214
"P44","Muy mala",0.199,0.178,0.035,0.029,0.108,0.017,0.212,0.292,0.3,0.247
"P44","No sabe",0.018,0,0,0,0.03,0,0.009,0,0,0.019
"P45","Peor",0.5,0.356,0.609,0.338,0.51,0.759,0.7,0.727,0.634,0.346
"P45","Igual",0.265,0.161,0.301,0.158,0.242,0.087,0.055,0.273,0.23,0.342
"P45","Mejor",0.015,0.261,0.09,0.193,0.096,0.045,0.098,0,0.037,0.312
"P45","No sabe",0.22,0.222,0,0.311,0.152,0.109,0.147,0,0.099,0
"P46","Peor",0.683,0.344,0.624,0.317,0.364,0.679,0.687,0.495,0.716,0.392
"P46","Igual",0.116,0.535,0.318,0.115,0.406,0.044,0.197,0.483,0.104,0.238
"P46","Mejor",0.167,0.031,0.058,0.198,0.117,0.225,0.107,0.022,0.087,0.023
"P46","No sabe",0.034,0.09,0,0.37,0.113,0.052,0.009,0,0.093,0.347
"P47","Javier Milei",0.401,0.441,0.293,0.297,0.516,0.505,0.207,0.564,0.436,0.513
"P47","Los gobernadores",0.541,0.523,0.707,0.559,0.328,0.462,0.647,0.436,0.42,0.223
"P47","No sabe",0.058,0.036,0,0.144,0.156,0.033,0.146,0,0.144,0.264
"P48","Muy buena",0.163,0.123,0.253,0.079,0.04,0.264,0.102,0.182,0.062,0.038
"P48","Buena",0.141,0.083,0.392,0.346,0.153,0.092,0.071,0.201,0.2,0.209
"P48","Ni buena ni mala",0.132,0.155,0.101,0.253,0.334,0.421,0.453,0.094,0.1,0.515
"P48","Mala",0.36,0.287,0.135,0.284,0.365,0.206,0.299,0.18,0.305,0.184
"P48","Muy mala",0.204,0.352,0.119,0.038,0.085,0.017,0.075,0.343,0.333,0.023
"P48","No sabe",0,0,0,0,0.023,0,0,0,0,0.031
"P50","Muy buena",0.246,0.161,0.412,0.072,0.103,0.391,0.042,0.171,0.14,0.043
"P50","Buena",0.242,0.243,0.232,0.357,0.257,0.198,0.051,0.302,0.125,0.173
"P50","Ni buena ni mala",0.08,0.073,0.158,0.149,0.254,0.268,0.21,0.097,0.102,0.473
"P50","Mala",0.357,0.161,0.079,0.383,0.24,0.084,0.582,0.07,0.399,0.106
"P50","Muy mala",0.075,0.352,0.119,0.039,0.123,0.059,0.115,0.36,0.234,0.114
"P50","No sabe",0,0.01,0,0,0.023,0,0,0,0,0.091
"P51","Muy buena",0.077,0.085,0.143,0.309,0.052,0.228,0.035,0.141,0.135,0
"P51","Buena",0.028,0.338,0.146,0.218,0.185,0.175,0.03,0.39,0.127,0.078
"P51","Ni buena ni mala",0.29,0.253,0.242,0.298,0.481,0.559,0.51,0.197,0.288,0.46
"P51","Mala",0.206,0.089,0.314,0.155,0.113,0.021,0.376,0.109,0.16,0.216
"P51","Muy mala",0.318,0.225,0.13,0.02,0.033,0.017,0.049,0.118,0.282,0.136
"P51","No sabe",0.081,0.01,0.025,0,0.136,0,0,0.045,0.008,0.11
"P54","Muy buena",0.453,0.046,0.512,0.044,0.076,0.055,0.094,0.419,0.163,0.146
"P54","Buena",0.014,0.232,0.185,0.21,0.069,0.18,0.066,0.066,0.015,0.024
"P54","Ni buena ni mala",0.035,0.207,0.025,0.222,0.133,0.343,0,0.059,0.097,0.031
"P54","Mala",0.138,0.113,0.196,0.442,0.197,0.103,0.573,0.125,0.234,0.224
"P54","Muy mala",0.316,0.391,0.082,0.082,0.477,0.319,0.267,0.331,0.481,0.575
"P54","No sabe",0.044,0.011,0,0,0.048,0,0,0,0.01,0
"P55","Muy buena",0.065,0.414,0.11,0,0.046,0.043,0.056,0.49,0.087,0.088
"P55","Buena",0.031,0.082,0.232,0.241,0.232,0.268,0.016,0,0.091,0.385
"P55","Ni buena ni mala",0.169,0.15,0.148,0.101,0.321,0.033,0.206,0.089,0.081,0
"P55","Mala",0.202,0.193,0.166,0.455,0.124,0.106,0.344,0.156,0.201,0.107
"P55","Muy mala",0.533,0.15,0.344,0.203,0.253,0.55,0.378,0.265,0.54,0.369
"P55","No sabe",0,0.011,0,0,0.024,0,0,0,0,0.051
"P56","Muy buena",0.172,0.091,0.212,0.058,0.073,0,0,0.389,0.075,0.031
"P56","Buena",0.099,0.219,0.283,0.212,0.074,0.309,0.054,0.186,0.079,0.091
"P56","Ni buena ni mala",0.184,0.078,0.07,0.238,0.222,0.252,0.393,0.089,0.105,0.053
"P56","Mala",0.256,0.055,0.11,0.363,0.12,0.033,0.305,0.035,0.124,0.064
"P56","Muy mala",0.289,0.546,0.325,0.129,0.487,0.406,0.248,0.301,0.617,0.761
"P56","No sabe",0,0.011,0,0,0.024,0,0,0,0,0
"P57","Muy buena",0.405,0.176,0.463,0.241,0.225,0.071,0.256,0.176,0.146,0.147
"P57","Buena",0.006,0.127,0.269,0.212,0.062,0.402,0.343,0.14,0.164,0.174
"P57","Ni buena ni mala",0.135,0.035,0.036,0.025,0.066,0.142,0,0,0.098,0.031
"P57","Mala",0.148,0.105,0.137,0.416,0.219,0.033,0.153,0.056,0.163,0.037
"P57","Muy mala",0.306,0.546,0.095,0.069,0.404,0.352,0.248,0.628,0.429,0.547
"P57","No sabe",0,0.011,0,0.037,0.024,0,0,0,0,0.064
"P58","Muy buena",0.354,0.404,0.333,0.278,0.396,0.533,0.157,0.394,0.338,0.403
"P58","Buena",0.041,0.114,0.14,0.187,0.175,0.105,0.054,0.227,0.124,0.025
"P58","Ni buena ni mala",0.036,0.132,0.134,0.116,0.075,0,0,0.064,0.047,0.027
"P58","Mala",0.066,0.05,0.087,0.099,0.054,0.069,0.41,0.032,0.119,0.128
"P58","Muy mala",0.503,0.289,0.306,0.32,0.276,0.293,0.379,0.283,0.372,0.333
"P58","No sabe",0,0.011,0,0,0.024,0,0,0,0,0.084
"P59","Muy buena",0.277,0.553,0.153,0.19,0.184,0.375,0.167,0.167,0.295,0.09
"P59","Buena",0.088,0.174,0.232,0.317,0.383,0.245,0.18,0.376,0.062,0.394
"P59","Ni buena ni mala",0.014,0.025,0.065,0.123,0.076,0,0.033,0.016,0.016,0.046
"P59","Mala",0.166,0.107,0.051,0.088,0.029,0.04,0.23,0.125,0.13,0.128
"P59","Muy mala",0.455,0.141,0.499,0.282,0.304,0.34,0.39,0.316,0.497,0.278
"P59","No sabe",0,0,0,0,0.024,0,0,0,0,0.064
"P60","Muy buena",0.342,0.556,0.201,0.315,0.344,0.278,0.203,0.49,0.38,0.462
"P60","Buena",0.016,0.152,0.184,0.207,0.206,0.132,0.288,0.052,0.01,0.004
"P60","Ni buena ni mala",0.048,0.06,0.065,0.096,0.106,0.226,0.187,0.121,0.057,0.071
"P60","Mala",0.245,0.108,0.065,0.126,0.027,0.111,0.075,0.087,0.108,0.101
"P60","Muy mala",0.349,0.124,0.448,0.244,0.293,0.253,0.247,0.25,0.418,0.278
"P60","No sabe",0,0,0.037,0.012,0.024,0,0,0,0.027,0.084
"P61","Muy buena",0.042,0.028,0,0.239,0.022,0.033,0.108,0.096,0.052,0.018
"P61","Buena",0.029,0.122,0.213,0.209,0.094,0.179,0.046,0.265,0.104,0.36
"P61","Ni buena ni mala",0.278,0.517,0.325,0.191,0.584,0.549,0.408,0.198,0.429,0.316
"P61","Mala",0.166,0.05,0.121,0.296,0.125,0.027,0.201,0.425,0.075,0.181
"P61","Muy mala",0.415,0.272,0.304,0.025,0.05,0.179,0.227,0,0.313,0.024
"P61","No sabe",0.07,0.011,0.037,0.04,0.125,0.033,0.01,0.016,0.027,0.101
