"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P12","Gran excedente habitual",0.079,0,0.022,0,0,0
"P12","Gran excedente excepcional",0,0.011,0,0,0,0
"P12","Pequeño excedente habitual",0.005,0.049,0.04,0.015,0.009,0.245
"P12","Pequeño excedente excepcional",0.093,0.027,0.088,0.023,0.011,0.199
"P12","Alcanza gastos familia",0.076,0.318,0.11,0.076,0.153,0.196
"P12","No alcanza gastos familia",0.116,0.026,0.128,0.073,0.071,0.104
"P12","Solo NBFamiliares",0.323,0.431,0.228,0.245,0.3,0.189
"P12","No alcanza NBFamiliares",0.306,0.126,0.384,0.568,0.45,0.067
"P12","No sabe",0.002,0.012,0,0,0.006,0
"P13","Muy buena",0.203,0.075,0.057,0.112,0.176,0
"P13","Buena",0.082,0.135,0.17,0.162,0.326,0.229
"P13","Ni buena ni mala",0.169,0.205,0.302,0.479,0.137,0.104
"P13","Mala",0.334,0.38,0.272,0.126,0.154,0.405
"P13","Muy mala",0.184,0.196,0.199,0.118,0.207,0.129
"P13","No sabe",0.028,0.009,0,0.003,0,0.133
"P14","Muy buena",0.522,0.269,0.177,0.034,0.197,0.152
"P14","Buena",0.132,0.382,0.172,0.055,0.076,0.11
"P14","Ni buena ni mala",0.091,0.216,0.315,0.14,0.067,0.18
"P14","Mala",0.134,0.092,0.169,0.235,0.213,0.183
"P14","Muy mala",0.121,0.032,0.167,0.536,0.447,0.375
"P14","No sabe",0,0.009,0,0,0,0
"P16","Muy buena",0.27,0.069,0.133,0.351,0.181,0.05
"P16","Buena",0.11,0.206,0.175,0.254,0.147,0.262
"P16","Ni buena ni mala",0.175,0.27,0.345,0.171,0.195,0.237
"P16","Mala",0.214,0.335,0.251,0.145,0.186,0.271
"P16","Muy mala",0.213,0.12,0.084,0.066,0.274,0.067
"P16","No sabe",0.018,0,0.012,0.013,0.017,0.113
"P19","Muy buena",0.208,0.016,0.047,0.191,0.046,0.066
"P19","Buena",0.114,0.103,0.198,0.215,0.331,0.104
"P19","Ni buena ni mala",0.211,0.315,0.408,0.346,0.14,0.323
"P19","Mala",0.292,0.366,0.17,0.166,0.211,0.133
"P19","Muy mala",0.175,0.187,0.171,0.08,0.229,0.261
"P19","No sabe",0,0.013,0.006,0.002,0.043,0.113
"P20","Gobierno nacional",0.191,0.15,0.228,0.516,0.431,0.179
"P20","Gobierno provincial",0.595,0.707,0.568,0.383,0.457,0.576
"P20","No sabe",0.214,0.143,0.204,0.101,0.112,0.245
"P21","El anterior gobierno de Arabela Carreras",0.243,0.192,0.26,0.289,0.641,0.092
"P21","El actual gobierno de Alberto Weretilneck",0.725,0.789,0.574,0.469,0.276,0.611
"P21","No sabe",0.032,0.019,0.166,0.242,0.083,0.297
"P22","El anterior gobierno de Alberto Fernández",0.896,0.312,0.301,0.165,0.076,0.566
"P22","El actual gobierno de Javier Milei",0.104,0.688,0.699,0.815,0.81,0.434
"P22","No sabe",0,0,0,0.02,0.114,0
"P23","Empleado sector publico",0.365,0.098,0.217,0.309,0.262,0.319
"P23","Empleado sector privado",0.21,0.318,0.207,0.181,0.228,0.113
"P23","Changas o trabajos eventuales",0.257,0.18,0.265,0.233,0.094,0.104
"P23","Estudiante",0.022,0.018,0.069,0.01,0,0
"P23","Amas de casa",0.018,0.055,0.121,0.105,0.085,0
"P23","Profesional o independiente",0.094,0.077,0.052,0.095,0.114,0.133
"P23","Comerciante, emprendedor o empresario",0.029,0.181,0.014,0.027,0.027,0.197
"P23","Trabajador informal",0,0.011,0.011,0.01,0.01,0.134
"P23","No tengo trabajo",0.005,0.062,0.044,0.03,0.18,0
"P24","Muy de acuerdo",0.414,0.174,0.195,0.138,0.167,0
"P24","De acuerdo",0.101,0.184,0.18,0.221,0.213,0.196
"P24","Ni de acuerdo ni en desacuerdo",0.16,0.353,0.414,0.371,0.41,0.257
"P24","En desacuerdo",0.115,0.184,0.11,0.169,0.138,0.155
"P24","Muy en desacuerdo",0.152,0.096,0.086,0.061,0.052,0
"P24","No sabe",0.058,0.009,0.015,0.04,0.02,0.392
"P25","Muy de acuerdo",0.45,0.075,0.056,0,0.011,0.067
"P25","De acuerdo",0.103,0.272,0.157,0.008,0.081,0.147
"P25","Ni de acuerdo ni en desacuerdo",0.147,0.257,0.312,0.058,0.119,0.124
"P25","En desacuerdo",0.161,0.294,0.342,0.712,0.494,0.6
"P25","Muy en desacuerdo",0.139,0.102,0.133,0.158,0.295,0.062
"P25","No sabe",0,0,0,0.064,0,0
"P26","Si",0.858,0.604,0.568,0.754,0.595,0.665
"P26","No",0.142,0.396,0.432,0.246,0.405,0.335
"P27","Muy de acuerdo",0.562,0.169,0.125,0.104,0.067,0
"P27","De acuerdo",0.132,0.349,0.206,0.063,0.214,0.062
"P27","Ni de acuerdo ni en desacuerdo",0.149,0.318,0.395,0.145,0.069,0.57
"P27","En desacuerdo",0.102,0.064,0.171,0.626,0.149,0.112
"P27","Muy en desacuerdo",0.052,0.093,0.103,0.05,0.501,0.256
"P27","No sabe",0.003,0.007,0,0.012,0,0
"P28","Si",0.864,0.76,0.584,0.742,0.519,0.719
"P28","No",0.136,0.24,0.416,0.258,0.481,0.281
"P30","No estaba enterado",0.38,0.21,0.22,0.244,0.173,0.247
"P30","De acuerdo",0.527,0.574,0.375,0.04,0.248,0.29
"P30","En desacuerdo",0.075,0.174,0.323,0.536,0.475,0.216
"P30","No sabe",0.018,0.042,0.082,0.18,0.104,0.247
"P31","No tengo cable ni internet",0.382,0.203,0.182,0.226,0.187,0.171
"P31","Si tuve",0.449,0.565,0.688,0.543,0.627,0.605
"P31","No tuve",0.169,0.232,0.13,0.231,0.186,0.224
"P32","Reclamando directamente a la empresa",0.206,0.435,0.459,0.599,0.155,0.35
"P32","Reclamando en el Enacom porque la empresa nunca lo resolvió",0.404,0.202,0.392,0.148,0.464,0
"P32","Nunca se pudo resolver",0.39,0.363,0.149,0.253,0.381,0.65
"P33","1-Excelente",0.154,0.211,0.216,0.188,0.146,0.063
"P33","2",0.224,0.101,0.054,0.039,0.056,0.133
"P33","3",0.005,0.021,0.062,0.045,0.032,0
"P33","4",0.068,0.032,0.045,0.066,0.018,0
"P33","5",0.066,0.152,0.214,0.267,0.214,0.225
"P33","6",0.047,0.095,0.026,0.046,0.039,0.063
"P33","7",0.012,0.034,0.08,0.055,0.05,0.129
"P33","8",0.045,0.04,0.09,0.023,0.139,0.051
"P33","9-Pésimo",0.313,0.27,0.199,0.2,0.292,0.223
"P33","No sabe",0.066,0.044,0.014,0.071,0.014,0.113
"P34","1-Excelente",0.159,0.17,0.131,0.207,0.136,0.21
"P34","2",0.134,0.092,0.089,0.059,0.069,0
"P34","3",0.057,0.04,0.122,0.116,0.032,0
"P34","4",0.086,0.046,0.008,0.088,0.172,0
"P34","5",0.073,0.158,0.175,0.117,0.032,0.089
"P34","6",0.009,0.063,0.022,0.049,0.04,0
"P34","7",0.014,0.041,0.097,0.024,0.042,0.268
"P34","8",0.036,0.074,0.091,0.043,0.084,0.064
"P34","9-Pésimo",0.369,0.274,0.231,0.238,0.365,0.227
"P34","No sabe",0.063,0.042,0.034,0.059,0.028,0.142
"P35","1-Excelente",0.206,0.131,0.207,0.179,0.237,0.211
"P35","2",0.09,0.104,0.061,0.04,0.068,0
"P35","3",0.025,0.058,0.037,0.138,0.058,0.165
"P35","4",0.084,0.036,0.036,0.069,0.019,0
"P35","5",0.145,0.192,0.204,0.123,0.063,0.262
"P35","6",0.026,0.011,0.065,0.073,0.036,0.218
"P35","7",0.031,0.098,0.049,0.078,0.087,0.08
"P35","8",0.063,0.046,0.091,0.048,0.027,0.064
"P35","9-Pésimo",0.284,0.275,0.224,0.193,0.39,0
"P35","No sabe",0.046,0.049,0.026,0.059,0.015,0
"P36","1-Excelente",0.135,0.13,0.064,0.201,0.13,0.077
"P36","2",0.093,0.096,0.105,0.043,0.03,0
"P36","3",0.084,0.082,0.083,0.135,0.081,0
"P36","4",0.071,0.036,0.064,0.06,0.043,0
"P36","5",0.115,0.215,0.216,0.132,0.152,0.24
"P36","6",0.018,0.01,0.102,0.05,0.016,0
"P36","7",0.057,0.056,0.108,0.025,0.165,0.32
"P36","8",0.104,0.037,0.062,0.09,0.035,0.091
"P36","9-Pésimo",0.265,0.254,0.166,0.205,0.333,0
"P36","No sabe",0.058,0.084,0.03,0.059,0.015,0.272
"P37","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.226,0.182,0.367,0.83,0.654,0.265
"P37","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.266,0.155,0.22,0.082,0.055,0.295
"P37","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.124,0.37,0.191,0.038,0.104,0.252
"P37","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.375,0.267,0.167,0.039,0.026,0.188
"P37","No sabe",0.009,0.026,0.055,0.011,0.161,0
"P38","Oponerse totalmente y no concurrir a la convocatoria",0.209,0.159,0.259,0.725,0.556,0.197
"P38","Oponerse parcialmente y concurrir a la convocatoria",0.088,0.135,0.231,0.227,0.245,0.243
"P38","Apoyar la iniciativa del gobierno nacional y negociar otros temas en discusión",0.166,0.403,0.434,0.031,0.129,0.442
"P38","Apoyar totalmente la iniciativa del gobierno nacional",0.489,0.277,0.065,0,0.019,0.118
"P38","No sabe",0.048,0.026,0.011,0.017,0.051,0
"P39","Oponerse totalmente",0.161,0.19,0.313,0.747,0.675,0.075
"P39","Oponerse parcialmente",0.077,0.072,0.059,0.149,0.074,0.188
"P39","Apoyar parcialmente",0.307,0.448,0.358,0.092,0.181,0.496
